,LAT,LONG
0,32.7498557,-117.1639174
1,32.7540649,-117.1338674
2,32.7157688,-117.1628797
3,32.6927139,-117.0639962
4,32.7554061,-117.1301928
5,32.5764371,-117.0928404
6,32.685497,-117.115356
7,32.851391,-117.219223
8,32.793957,-117.239098
9,32.7104484,-117.156475
10,0.0,0.0
11,32.717004,-117.158978
12,32.7812278,-117.1314273
13,33.0244869,-117.0852381
14,32.9126209,-117.1439594
15,32.9990277,-117.0669063
16,32.7502721,-117.1563654
17,32.8218337,-117.1551454
18,32.9746262,-117.1315092
19,32.7136279,-117.1592326
20,32.7703441,-117.1882379
21,32.7402805,-117.2105733
22,32.807529,-117.237343
23,32.7012589,-117.1135797
24,32.8048652,-117.2238697
25,32.5629003,-117.055936
26,32.7998144,-117.2330084
27,32.7455322,-117.1993268
28,32.7978163,-117.0350168
29,32.7551936,-117.1008364
30,32.7371064,-117.0922623
31,32.901045,-117.1238081
32,32.7373334,-117.1760071
33,32.8078149,-117.0665089
34,32.7540512,-117.1375916
35,32.7518758,-117.1616778
36,32.7439665,-117.0941596
37,32.9169117,-117.1114341
38,32.8914522,-117.2014331
39,32.701489,-117.0732298
40,32.773565,-117.1541069
41,32.6928022,-117.1336569
42,32.7157661,-117.1494884
43,32.7931313,-117.2524612
44,32.7496349,-117.1106601
45,32.8570313,-117.2277856
46,32.7594127,-117.1425453
47,32.7884058,-117.2060593
48,32.786482,-117.1702141
49,0.0,0.0
50,32.5947784,-117.0841128
51,32.7890525,-117.0558675
52,32.7977588,-117.2500049
53,32.74238380000001,-117.1803849
54,32.7625936,-117.0669045
55,32.7265601,-117.1295893
56,32.7487286,-117.0793715
57,32.9612501,-117.2310889
58,32.7266414,-117.1685873
59,32.7495906,-117.2060193
60,32.739452,-117.1010038
61,32.7495331,-117.0890701
62,32.7991671,-117.2347736
63,32.7402725,-117.1009304
64,32.7807566,-117.1726381
65,32.7521779,-117.2340113
66,32.7509312,-117.2320668
67,32.7485285,-117.1498856
68,32.7686461,-117.0469864
69,32.80669930000001,-117.0789629
70,32.9554415,-117.229761
71,32.9470526,-117.0957672
72,32.773565,-117.1541069
73,32.7721113,-117.2499408
74,32.711489,-117.1720742
75,32.9162893,-117.2371399
76,32.7498918,-117.1604573
77,32.8090582,-117.2076584
78,32.7190308,-117.2464568
79,32.7115428,-117.1628871
80,32.5740764,-117.0715516
81,32.7685795,-117.051498
82,32.8935909,-117.1337958
83,32.9595202,-117.1155271
84,32.7126281,-117.1503655
85,32.8937835,-117.1309998
86,32.9908878,-117.0723232
87,33.02638,-117.0824191
88,32.7044475,-117.0850677
89,32.6978364,-117.0700681
90,32.7495906,-117.2060193
91,32.7063554,-117.1381235
92,32.5683077,-116.9968681
93,32.8702992,-117.2408642
94,32.78897750000001,-117.1748569
95,32.7552016,-117.1437718
96,32.7597001,-117.0704819
97,32.9537787,-117.2339629
98,32.7011827,-117.1316722
99,32.8094805,-117.1166715
100,32.755467,-117.201201
101,32.7490891,-117.2223798
102,32.7861217,-117.1200949
103,32.7902958,-117.2091776
104,32.7912978,-117.1978976
105,32.8264269,-117.1906465
106,32.7261549,-117.160249
107,32.7493853,-117.195038
108,32.7426414,-117.209587
109,32.8542733,-117.1847337
110,32.74844780000001,-117.1375814
111,32.7548689,-117.2194846
112,32.7256761,-117.1053409
113,32.8405176,-117.2725154
114,32.7798638,-117.1690886
115,32.8638332,-117.2223582
116,32.8156781,-117.2357695
117,32.7199099,-117.1711126
118,32.7840663,-117.1277394
119,32.7409782,-117.1368026
120,32.82374600000001,-117.257462
121,32.8020211,-117.2532593
122,32.7571971,-117.1168205
123,33.0244869,-117.0852381
124,32.7085126,-117.1273934
125,32.8094805,-117.1166715
126,32.748459,-117.1346578
127,32.7998144,-117.2330084
128,32.7387099,-117.1612652
129,32.7460767,-117.210971
130,32.7991671,-117.2347736
131,32.8545555,-117.2046441
132,32.7726124,-117.2027434
133,32.7494164,-117.08699
134,32.831346,-117.1265675
135,32.848793,-117.245483
136,32.9261494,-117.0929134
137,32.7495364,-117.0912243
138,32.7907306,-117.0658459
139,32.9517395,-117.2394244
140,32.8022028,-117.2298558
141,32.8444927,-117.2444208
142,32.7188763,-117.155663
143,32.7104587,-117.084947
144,32.6994326,-117.0629552
145,32.8449579,-117.2489419
146,32.80413,-117.2206075
147,32.8180974,-117.216945
148,32.808575,-117.255257
