,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
689,92.768,GENESEE AV,CHATEAU DR,CHICKASAW CT,Good,20150408,1038,GENESEE AV,CHATEAU DR,0,A,4,A,12,A,A,H
690,54.098,TORREY PINES RD,CALLE JUELA,TORREY PINES LN,Fair,20150329,0219,TORREY PINES RD,TORREY PINES RD 10700,0,A,3,A,08,C,A,H
691,82.834,HARBOR DR,SIGSBEE ST,BEARDSLEY ST,Good,20150415,2010,HARBOR DR,BEARDSLEY ST,0,A,4,A,09,C,A,H
692,80.964,CHOLLAS PY,54TH ST,UNIVERSITY AV,Good,20150415,1954,CHOLLAS PKWY,54TH ST,0,A,4,A,03,D,A,H
693,91.344,CAMPUS POINT CT,BEGIN,CAMPUS POINT DR,Good,20150414,2000,CAMPUS POINT,CAMPUS POINT DR,0,A,3,A,03,C,A,H
694,90.442,CAM SANTA FE,MIRA MESA BL,TOP GUN ST,Good,20150412,1850,CAMINO SANTA FE,TOP GUN ST,0,A,3,D,00,A,A,H
695,82.336,RUE CHAMONIX,ROUGEMONT PL,END,Good,20150413,1750,RUE CHAMONIX,ROUGEMONT PL,0,A,3,A,08,A,A,H
696,61.972,GIRARD AV,TORREY PINES RD,KLINE ST,Fair,20150415,1450,GIRARD AV,TORREY PINES RD,0,A,4,A,12,A,A,H
697,88.26,W SAN YSIDRO BL,ALVERSON RD,AVERIL RD,Good,20150415,1735,W SAN YSIDRO BL,ALVERSON RD,0,A,3,A,05,A,A,H
698,82.72,SULTANA ST,TOKAY ST,GRAPE ST,Good,20150414,1614,SULTANA ST,GRAPE ST,0,A,3,A,03,A,A,H
699,40.712,44TH ST,MAPLE ST,OLIVE ST,Fair,20150401,1920,44TH ST,OLIVE ST,0,A,2,A,11,D,A,H
700,92.328,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Good,20150409,1528,COLLWOOD BL,COLLWOOD WY,0,A,4,A,21,A,A,H
701,67.77,ACTIVITY RD,PADGETT ST,BLACK MTN RD,Fair,20150410,2116,ACTIVITY RD,BLACK MOUNTAIN RD,0,A,3,A,08,C,A,H
702,69.48,CONVOY ST,CLAIREMONT MESA BL,CONVOY CT,Fair,20150410,1729,CONVOY ST,CLAIREMONT MESA BL,0,A,3,A,06,A,A,H
703,64.074,SHELTER ISLAND DR,SCOTT ST,BYRON ST,Fair,20150411,2035,SHELTER ISLAND DR,SCOTT ST,0,A,3,A,03,C,A,H
704,79.466,MONTEZUMA RD,COLLWOOD BL,YERBA SANTA DR,Good,20150411,2343,MONTEZUMA RD,COLLWOOD BL,0,A,4,A,08,C,A,H
705,79.902,TURQUOISE ST,CASS ST,DAWES ST,Good,20150409,0833,TURQUOISE ST,CASS ST,0,A,4,A,10,A,A,H
706,90.536,LA JOLLA BL,RAVINA ST,PROSPECT ST,Good,20150411,1816,LA JOLLA BL,PROSPECT ST,0,A,4,A,08,A,A,H
707,62.154,DUNAWAY DR,GLENWICK LN,BORDEAUX AV,Fair,20150410,1347,DUNAWAY DR,GLENWICK LN,0,A,3,A,08,A,A,H
708,86.154,SAN DIEGO MISSION RD,MISSION VILLAGE DR,RANCHO MISSION RD,Good,20150411,0855,SAN DIEGO MISSION,RANCHO MISSION,0,A,4,A,10,A,A,H
709,71.666,MONTEZUMA RD,55TH ST,CAMPANILE DR,Good,20150409,2023,MONTEZUMA RD,E CAMPUS DR,0,A,4,A,12,C,A,H
710,79.172,FLORIDA ST,MEADE AV,MISSION AV,Good,20150404,1120,FLORIDA ST,MEADE AV,0,A,4,A,08,A,A,H
711,92.794,BALBOA AV,RUFFNER ST,CONVOY ST,Good,20150409,1722,BALBOA AV,CONVOY ST,0,A,4,A,12,A,A,H
712,85.898,10TH AV,PARK BL,K ST,Good,20150403,1021,10TH AV,PARK BL,0,A,4,A,21,A,A,H
713,87.08,COLLEGE AV,STREAMVIEW DR,BILLMAN ST,Good,20150409,2008,COLLEGE AV,STREAMVIEW DR,0,A,2,A,11,C,A,H
714,90,WASHINGTON ST,SR-163 NB ON RA,RICHMOND ST,Good,20150410,0802,WASHINGTON ST,RICHMOND ST,0,B,4,A,12,A,A,H
715,83.47,LYNN ST,THORN ST,REDWOOD ST,Good,20150326,0616,LYNN ST,REDWOOD ST,S,A,0,A,08,A,A,H
716,65.42,RED CEDAR DR,RANCH VIEW DR,GRAYFOX DR,Fair,20150224,1420,RED CEDAR DR,GRAYFOX DR,S,A,0,A,21,A,A,H
717,96.152,CLAIREMONT MESA BL,SEDA DR,RUEDA DR,Good,20150205,1441,CLAIREMONT MESA BL,RUEDA DR,0,A,2,A,09,A,A,H
718,81.694,AVNDA DE LA FUENTE,LA MEDIA RD,AVNDA COSTA DEL SOL,Good,20150417,1404,AVNIDA DE LA FUENTE,AVNIDA COSTA DEL SOL,0,A,3,A,09,A,A,H
719,59.72,AVIATION DR,BENSON AV,END,Fair,20150420,1614,AVIATION DR,BENSON AV,0,A,3,A,08,A,A,H
720,85.544,CATALINA BL,SANTA CRUZ AV,DEL MONTE AV,Good,20150401,0205,CATALINA BL,DEL MONTE AV,0,A,3,A,06,C,A,H
721,92.602,LAUREL ST,02ND AV,03RD AV,Good,20150416,1734,LAUREL ST,03RD AV,0,A,4,A,03,A,A,H
722,45.974,CLAIREMONT DR,KNAPP ST,DAKOTA DR,Fair,20150409,1410,CLAIREMONT DR,DAKOTA DR,0,A,4,-,- ,A,A,H
723,81.232,MISSION BL,BRIGHTON CT,CAPISTRANO PL,Good,20150416,1814,MISSION BL,BRIGHTON CT,0,A,3,A,17,A,A,H
724,91.76,IMPERIAL AV,SAN JACINTO DR,53RD ST,Good,20150415,1453,IMPERIAL AV,SAN JACINTO DR,0,A,4,-,- ,A,A,H
725,83.312,GARNET AV,CASS ST,DAWES ST,Good,20150417,0141,GARNET AV,CASS ST,0,-,4,A,03,-,-,-
726,95.304,GENESEE AV,GOVERNOR DR,GENESEE CV,Good,20150417,1558,GENESEE AV,GOVERNOR DR,0,A,3,A,11,A,A,H
727,83.112,INGRAHAM ST RA,INGRAHAM ST,INGRAHAM ST,Good,20150419,0100,INGRAHAM ST,INGRAHAM ST 3100,0,A,3,A,00,C,A,H
728,60.59,COLUMBIA ST,W GRAPE ST,W HAWTHORN ST,Fair,20150416,2023,COLUMBIA ST,W GRAPE ST,0,A,3,A,10,C,A,H
729,89.604,COLINA DORADA DR,PAPAGALLO CT,CACAO CT,Good,20150417,1650,COLINA DORADA,PAPAGALLO CT,0,-,3,A,09,-,-,-
730,90.82,CARMEL VALLEY RD,PACIFIC HIGHLANDS PY,ZINNIA HILLS PL,Good,20150416,2000,CARMEL VALLEY RD,PACIFIC HIGHLANDS RANCH,0,A,3,A,12,C,A,H
731,86.95,S 47TH ST,LOGAN AV,LADNER ST,Good,20150420,0200,S 47TH ST,LADNER ST,0,A,4,A,08,C,A,H
732,90.046,FASHION VALLEY RD,HOTEL CIRCLE NORTH,FRIARS RD,Good,20150411,1710,FASHION VALLEY RD,FRIARS RD,0,A,3,A,09,A,A,H
733,77.892,54TH ST,TROJAN AV,EL CAJON BL,Good,20150416,1435,54TH ST,TROJAN AV,0,A,4,A,03,A,A,H
734,62.662,VOLTAIRE ST,SAN CLEMENTE ST,CATALINA BL,Fair,20150415,1549,VOLTAIRE ST,CATALINA BL,0,A,3,A,11,A,A,H
735,78.436,WASHINGTON ST,MORROW WY,CLEVELAND AV,Good,20150416,1322,WASHINGTON AV,CLEVELAND AV,0,A,4,-,- ,A,A,H
736,63.2,DESTY ST,DESTY CT,ELM AV,Fair,20150418,2028,DESTY ST,ELM AV,0,A,3,A,17,C,A,H
737,77.442,MARKET ST,45TH ST,COTTON ST,Good,20150417,1550,MARKET ST,45TH ST,0,A,4,-,- ,A,A,H
738,89.5,ELM AV,HARRIS AV,MANNING WY,Good,20150419,0409,ELM AV,MANNING WY,0,A,3,A,03,C,A,H
739,54.58,PEARL ST,BISHOPS LN,FAY AV,Fair,20150418,1804,PEARL ST,BISHOPS LN,0,-,3,A,09,-,-,-
740,73.094,PASEO DE LAS AMERICAS,SIEMPRE VIVA RD,MARCONI DR,Good,20150417,1730,PASEO DE LAS AMERICAS,MARCONI DR,0,A,4,A,09,A,A,H
741,84.272,PENASQUITOS DR,PENASQUITOS CT,DEL DIABLO ST,Good,20150416,1320,PENASQUITOS DR,PENASQUITOS CT,0,A,4,A,08,A,A,H
742,94.092,PORTOFINO DR,CALAIS DR,DEL MAR HEIGHTS RD,Good,20150415,1612,PORTOFINO DR,DEL MAR HEIGHTS RD,0,A,4,A,09,A,A,H
743,72.888,CARMEL MTN RD,SUNDEVIL WY,PASEO MONTALBAN,Good,20150415,0646,CARMEL MOUNTAIN RD,PASEO MONTALBAN,0,A,3,A,17,A,A,H
744,59.736,MT ALIFAN DR,MT AGUILAR DR,MT ABRAHAM AV,Fair,20150419,2014,MT ALIFAN,MT AGUILAR,0,-,4,A,17,C,A,H
745,82.776,UNIVERSITY AV,MARLBOROUGH AV,42ND ST,Good,20150419,0959,UNIVERSITY AV,42ND ST,0,A,3,A,09,A,A,H
746,86.156,BLACK MTN RD,ACTIVITY RD,CARROLL CENTRE RD,Good,20150415,1730,BLACK MOUNTAIN RD,ACTIVITY RD,0,A,4,A,09,A,A,H
747,60.9,LE MAY AV,LINDBERGH ST,CHANUTE ST,Fair,20150411,1815,LE MAY AV,CHANUTE ST,0,-,3,A,03,-,-,-
748,78.292,ORANGE AV,45TH ST,CHAMOUNE AV,Good,20150418,1805,ORANGE AV,CHAMOUNE AV,0,A,4,A,03,A,A,H
749,89.32,LINDA VISTA RD,TAIT ST,COMSTOCK ST,Good,20150415,1734,LINDA VISTA,TAIT ST,0,A,3,A,10,A,A,H
750,74.966,MAIN ST,S 27TH ST,S 28TH ST,Good,20150615,1520,MAIN ST,28TH ST,0,A,3,A,07,A,A,H
751,69.124,HEALTH CENTER DR,GENESEE AV,VISTA HILL AV,Fair,20150410,0515,HEALTH CENTER DR,GENESEE AV,3,A,0,A,08,B,A,H
752,59.466,UNIVERSITY AV,SHILOH RD,54TH ST,Fair,20150428,0720,UNIVERSITY AV,54TH ST,0,A,4,A,08,A,A,H
753,85.548,CLAIREMONT MESA BL,DIANE AV,LONGFORD ST,Good,20150428,1505,CLAIREMONT MESA BL,LONGFORD ST,0,A,3,A,08,A,A,H
754,92.328,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Good,20150102,1821,COLLWOOD BL,MONTEZUMA RD,0,A,4,-,- ,C,A,H
755,85.996,TORREY PINES RD,AMALFI ST,PRINCESS ST,Good,20150321,1315,TORREY PINES RD,AMALFI ST,0,A,3,C,18,A,A,A
756,82.576,UNIVERSITY AV,43RD ST,FAIRMOUNT AV,Good,20150424,0956,UNIVERSITY AV,FAIRMOUNT AV,0,B,4,A,05,A,B,H
757,82.032,06TH AV,OLIVE ST,PALM ST,Good,20150426,1305,06TH AV,OLIVE ST,0,A,3,A,08,A,A,H
758,70.542,10TH AV,ASH ST,I-5 SB OFF RA,Good,20150426,1718,10TH AV,ASH ST,0,A,4,A,09,A,A,H
759,80.302,WIGHTMAN ST,MENLO AV,47TH ST,Good,20150420,1655,WIGHTMAN ST,47TH ST,0,A,4,-,- ,A,A,H
760,91.36,IMPERIAL AV,24TH ST,25TH ST,Good,20150427,0030,IMPERIAL AV,24TH ST,0,A,3,A,21,C,A,H
761,58.448,HOME AV,HIXSON AV,FAIRMOUNT AV,Fair,20150420,1400,HOME AV,HIXSON AV,0,A,3,A,08,A,A,H
762,84.672,CABLE ST,SANTA MONICA AV,SARATOGA AV,Good,20150418,2020,CABLE ST,SANTA MONICA,0,A,4,A,08,C,A,H
763,81.904,FAIRMOUNT AV,MEADE AV,END,Good,20150414,0753,FAIRMOUNT AV,MEADE,0,A,3,A,03,A,A,H
764,75.552,RUFFIN RD,AERO DR,CALLE FORTUNADA,Good,20150423,1500,RUFFIN RD,AERO DR,0,B,4,A,08,A,A,H
765,72.068,FRIARS RD,FASHION VALLEY RD,SR-163 SB OFF RA,Good,20150412,2245,FRIARS RD,FASHION VALLEY RD,0,A,4,A,04,C,-,H
766,86.34,ADAMS AV,MANSFIELD ST,35TH ST,Good,20150422,1655,ADAMS AV,35TH ST,0,A,4,A,12,A,A,H
767,58.742,BALBOA AV,MT EVEREST BL,BALBOA WY,Fair,20150425,1902,BALBOA AV,MOUNT EVEREST BL,0,B,4,A,12,B,B,H
768,82.674,RANCHO MISSION RD,SAN DIEGO MISSION RD,FRIARS RD,Good,20150421,1714,RANCH MISSION RD,SAN DIEGO MISSION RD,0,B,4,A,09,A,A,H
769,69.348,GOLFCREST DR,JACKSON DR,GOLFCREST PL,Fair,20150425,0910,GOLFCREST DR,JACKSON DR,0,B,4,A,12,A,A,H
770,78.176,MORENA BL,TAYLOR ST,FRIARS RD,Good,20150421,1400,MORENA BL,FRIARS RD,0,A,4,A,- ,A,A,H
771,53.298,CAM DEL RIO NORTH,CAM DE LA REINA,MISSION CITY PY,Fair,20150421,1240,CAMINO DEL RIO N,CAMINO DEL RIO N 1100,0,A,4,A,08,A,A,H
772,75.374,DEL MAR HEIGHTS RD,NOGALES DR,CREST WY,Good,20150426,1624,DEL MAR HEIGHTS RD,CREST WY,0,A,3,A,17,A,A,H
773,85.88,BROOKES AV,HERBERT ST,PARK BL,Good,20150419,1228,BROOKES,PARK BL,0,A,4,A,09,A,A,H
774,73.048,BLACK MTN RD,HILLERY DR,MIRA MESA BL,Good,20150420,0823,BLACK MOUNTAIN RD,HILLERY DR,0,A,4,A,03,A,A,H
775,91.152,BLACK MTN RD,WESTVALE RD,MALER RD,Good,20150415,0710,BLACK MOUNTAIN RD,WVALE RD,0,A,4,A,09,A,A,H
776,87.05,EL CAJON BL,59TH ST,ESTHER ST,Good,20150417,2345,EL CAJON BL,59TH ST,0,A,3,A,08,C,A,H
777,65.788,COLLEGE AV,LAMBDA DR,ROCKHURST DR,Fair,20150426,2330,COLLEGE AV,LAMBDA DR,0,A,4,A,08,E,A,H
778,77.568,TED WILLIAMS PY,CARMEL RIDGE RD,CHESTNUT HILL LN,Good,20150411,1928,TED WILLIAMS PKWY,CARMEL RIDGE,0,A,4,A,03,C,A,H
779,63,W LAUREL ST,INDIA ST,KETTNER BL,Fair,20150427,2030,W LAUREL ST,CALIFORNIA ST,0,A,4,A,21,C,A,H
780,85.548,CLAIREMONT MESA BL,DIANE AV,LONGFORD ST,Good,20150424,1630,CLAIREMONT MESA BL,LONGFORD ST,0,A,4,A,12,A,A,H
781,62.262,ELLIOTT ST,CHATSWORTH BL,NARCISSUS DR,Fair,20150425,2133,ELLIOTT ST,CHATSWORTH BL,0,B,4,A,12,C,B,H
782,56.718,GRAND AV,OLNEY ST,QUINCY ST,Fair,20150422,1743,GRAND AV,OLNEY ST,0,B,4,A,12,A,A,H
783,70.798,OCEAN VIEW BL,S 29TH ST,S 30TH ST,Good,20150424,1318,OCEAN VIEW BL,30TH ST,0,A,4,A,08,A,A,H
784,88.342,DRAPER AV,BONAIR PL,BONAIR ST,Good,20150426,1115,DRAPER AV,BONAIR PL,0,A,3,A,08,A,A,H
785,81.644,UNIVERSITY AV,36TH ST,CHEROKEE AV,Good,20150424,0900,UNIVERSITY AV,CHEROKEE,0,B,4,A,09,A,B,H
786,81.556,GRANADA AV,THORN ST,UPAS ST,Good,20150422,0800,GRANADA AV,UPAS ST,0,C,3,A,11,A,B,H
787,92.852,FLORIDA ST,UNIVERSITY AV,LINCOLN AV,Good,20150423,0900,FLORIDA ST,UNIVERSITY AV,0,B,4,A,17,A,A,H
788,96.352,MURRAY RIDGE RD,CHANTILLY AV,HARJOAN AV,Good,20150425,0807,MURRAY RIDGE RD,CHANTILLY AV,0,B,4,A,08,A,A,H
789,88.128,AERO DR,DALEY CENTER DR,MURPHY CANYON RD,Good,20150426,1800,AERO DR,MURPHY CANYON RD,0,A,4,A,08,B,A,H
790,57.552,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20150427,1719,EL CAJON BL,50TH ST,0,A,4,A,04,A,A,H
791,37.198,FAIRMOUNT AV OFF RA,FAIRMOUNT AV,END,Poor,20150416,0108,FAIRMONT AV,FAIRMOUNT AV,0,A,4,A,01,C,A,H
792,86.106,CLAIREMONT MESA BL,FRINK AV,DIANE AV,Good,20150427,1115,CLAIREMONT MESA BL,DIANE AV,0,A,3,A,09,A,A,H
793,42.312,MT ALIFAN DR,MT ALIFAN WY,MT ALIFAN CT,Fair,20150424,0306,MOUNT ALIFAN DR,MOUNT ALIFAN PL,0,B,3,A,08,D,B,H
794,85,J ST,15TH ST,16TH ST,Good,20150424,1800,J ST,16TH ST,0,B,4,A,04,A,B,H
795,86.972,GARNET AV,GRESHAM ST,HAINES ST,Good,20150414,1742,GARNET AV,GRESHAM ST,0,A,4,A,21,A,A,H
796,87.628,BERNARDO CENTER DR,BERNARDO HEIGHTS PY,AVENA PL,Good,20150427,2330,BERNARDO CENTER DR,BERNARDO HEIGHTS PKWY,0,A,3,A,00,C,A,H
797,80.428,MIRAMAR RD,CABOT DR,CAM RUIZ,Good,20150424,1152,MIRAMAR RD,CABOT DR,0,B,3,A,09,A,A,H
798,88.76,S WOODMAN ST,ALSACIA ST,RAMFOS PL,Good,20150426,0900,S WOODMAN ST,RAMFOS PL,0,A,4,A,12,A,A,H
799,61.94,PARADISE VALLEY RD,DEEP DELL RD,S MEADOWBROOK DR,Fair,20150411,0716,PARADISE VALLEY RD,DEEP DELL RD,0,A,2,A,11,A,A,H
800,73.03,MIRA MESA BL,I-805 NB OFF RA,SCRANTON RD,Good,20150423,1445,MIRA MESA BL,SCRANTON RD,0,A,4,A,04,A,A,H
801,86.308,GARNET AV,MORRELL ST,NOYES ST,Good,20150501,0058,GARNET AV,MORRELL ST,0,A,3,A,08,D,A,H
802,87.232,ADAMS AV,36TH ST,CHEROKEE AV,Good,20150504,1120,ADAMS AV,CHEROKEE AV,0,B,4,A,03,A,A,H
803,57.152,SANTO RD,EL COMAL DR,PORTOBELO DR,Fair,20150505,1758,SANTO RD,EL COMAL DR,0,A,4,A,03,A,A,H
804,73.266,NAUTILUS ST,FAY AV,ARANDA AV,Good,20150505,1054,NAUTILUS,ARANDA AV,0,B,3,A,03,A,A,H
805,78.422,MARKET ST,32ND ST,33RD ST,Good,20150427,0904,MARKET ST,32ND ST,0,A,4,A,09,A,A,H
806,39.004,EICHENLAUB ST,CADDEN WY,RAFFEE DR,Poor,20150412,1845,EICHENLAUB ST,RAFFEE DR,0,A,3,A,08,A,A,H
807,93.806,MIRAMAR RD,PRODUCTION AV,DISTRIBUTION AV,Good,20150429,0700,MIRAMAR RD,DISTRIBUTION,0,-,4,A,03,-,-,-
808,57.194,EL CAJON BL,49TH ST,WINONA AV,Fair,20150429,1351,EL CAJON BL,49TH ST,0,A,3,A,08,A,A,H
809,71.768,GOVERNOR DR,RADCLIFFE DR,GENESEE AV,Good,20150501,1524,GOVERNOR DR,GENESEE AV,0,-,4,A,09,-,-,-
810,72.018,BROADWAY,04TH AV,05TH AV,Good,20150415,0914,BROADWAY,04TH AV,0,A,3,A,03,A,A,H
811,82.288,04TH AV,WASHINGTON ST,05TH AV,Good,20150531,1613,04TH AV,WASHINGTON ST,0,A,4,A,03,A,A,H
812,92.516,BERNARDO HEIGHTS PY,AVNDA VENUSTO,CALLE NOBLEZA,Good,20150406,1456,BERNARDO HEIGHTS PKWY,AVNIDA VENUSTO,0,A,1,A,03,A,A,H
813,71.84,SIEMPRE VIVA RD,PASEO DE LAS AMERICA,MICHAEL FARADAY DR,Good,20150430,1815,SIEMPRE VIVA RD,PASEO DE LAS AMERICAS,0,A,4,A,07,A,A,H
814,87.156,F ST,10TH AV,11TH AV,Good,20150429,1930,F ST,11TH AV,0,A,3,A,09,B,A,H
815,82.48,DEL SUR BL,AGOSTO ST,MARZO ST,Good,20150429,0344,DEL SUR BL,MARZO,0,A,4,A,08,C,A,H
816,76.85,MARY LANE DR,ROCKFORD DR,63RD ST,Good,20150428,1325,MARY LANE DR,63RD ST,0,A,3,A,06,A,A,H
817,71.44,COMSTOCK ST,LINDA VISTA RD,KELLY ST,Good,20150403,0308,COMSTOCK ST,KELLY ST,0,A,4,A,08,C,A,H
818,88.168,EUCLID AV,GUYMON ST,LISE AV,Good,20150428,1820,EUCLID AV,GUYMON ST,0,A,3,A,03,A,A,H
819,88.36,SPRINGHURST DR,SABRE SPRINGS PY,POWAY RD,Good,20150428,1512,SPRINGHURST DR,SABRE SPRINGS PKWY,0,A,3,A,09,A,A,H
820,69.02,UNIVERSITY AV,46TH ST,MENLO AV,Fair,20150428,1427,UNIVERSITY AV,MENLO AV,0,A,3,A,09,A,A,H
821,82.956,UNIVERSITY AV,39TH ST,40TH ST,Good,20150428,2047,UNIVERSITY AV,40TH ST,0,A,3,A,00,C,A,-
822,67.416,PACIFIC BEACH DR,NOYES ST,OLNEY ST,Fair,20150429,1034,PACIFIC BEACH DR,OLNEY ST,0,A,4,A,03,A,A,G
823,75.968,HOLLISTER ST,CORONADO (SB) AV,FLOWER AV,Good,20150426,2000,HOLLISTER ST,FLOWER AV,0,A,4,A,09,C,A,H
824,78.434,NATIONAL AV,S 35TH ST,S 36TH ST,Good,20150502,1130,NATIONAL AV,36TH ST,0,A,3,A,03,A,A,H
825,67.46,FRIARS RD,FRAZEE RD,FRIARS RD RA,Fair,20150429,1114,FRIARS RD,FRAZEE RD,0,A,4,A,08,A,A,H
826,92.794,BALBOA AV,RUFFNER ST,CONVOY ST,Good,20150427,1951,BALBOA AV,CONVOY ST,0,-,4,A,11,-,-,-
827,83.092,ABBOTT ST,NEWPORT AV,SANTA MONICA AV,Good,20150430,1234,ABBOTT,NEWPOI-AV,0,-,3,A,17,-,-,-
828,48.646,UNIVERSITY AV,32ND ST,BANCROFT ST,Fair,20150430,1935,UNIVERSITY,32ND ST,0,-,4,A,09,-,-,-
829,74.17,ORANGE AV,VAN DYKE AV,43RD ST,Good,20150430,2200,ORANGE AV,43RD ST,0,-,3,A,08,-,-,-
830,87.144,WEBSTER AV,S 29TH ST,S 30TH ST,Good,20150430,0810,WEBSTER,S 30TH,0,A,3,A,09,A,A,H
831,90.82,CARMEL VALLEY RD,PACIFIC HIGHLANDS PY,ZINNIA HILLS PL,Good,20150420,1345,CARMEL VALLEY RD,PACIFIC HIGHLANDS RANCH PKWY,0,A,3,-,- ,A,A,-
832,72.656,AERO DR,CONVOY ST,KEARNY VILLA RD,Good,20150420,1125,AERO DR,CONVOY ST,0,A,3,A,03,A,A,H
833,47.79,AKINS AV,IONA DR,60TH ST,Fair,20150418,0516,AKINS AV,IONA DR,0,A,4,A,05,C,A,H
834,67.46,FRIARS RD,FRAZEE RD,FRIARS RD RA,Fair,20150420,2222,FRIARS RD,FRAZEE RD,0,A,4,A,10,C,A,H
835,58.742,BALBOA AV,MT EVEREST BL,BALBOA WY,Fair,20150420,2025,BALBOA AV,MOUNT EVEREST BL,0,A,4,A,03,C,A,H
836,87.098,MARKET ST,26TH ST,27TH ST,Good,20150422,0228,MARKET ST,27TH ST,0,B,4,A,08,C,A,H
837,76.83,S 30TH ST,WEBSTER AV,CLAY AV,Good,20150418,1645,S 30TH ST,CLAY AV,0,A,3,A,03,A,A,H
838,75.412,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Good,20150417,1830,MIRAMAR RD,BLACK MOUNTAIN RD,0,A,4,A,12,A,A,H
839,70.98,W GRAPE ST,KETTNER BL,PACIFIC HY,Good,20150409,1330,W GRAPE ST,PACIFIC HY,0,A,4,A,12,A,A,H
840,64.592,NARRAGANSETT AV,EBERS ST,SUNSET CLIFFS BL,Fair,20150420,1630,NARRAGANSETT AV,EBERS ST,0,A,3,A,11,A,A,H
841,64.46,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20150419,1131,ROSECRANS ST,MIDWAY DR,0,A,3,A,11,A,A,H
842,76.598,MARKET ST,PARK BL,13TH ST,Good,20150418,2045,MARKET ST,PARK BL,0,A,4,A,12,C,A,H
843,94.72,NOBEL DR,LEBON DR,DANICA MAE DR,Good,20150420,1430,NOBEL,DANICA AV,0,B,3,A,- ,A,A,H
844,70.126,HARBOR DR,05TH AV,PARK BL,Good,20150430,0725,HARBOR DR,PARK BL,0,-,3,A,17,-,-,-
845,50.97,MISSION BAY DR,ROSEWOOD ST,GRAND AV,Fair,20150418,1300,MISSION BAY DR,ROSEWOOD DR,0,A,3,A,07,A,A,H
846,72.202,BLACK MTN RD,TWIN TRAILS DR,PASEO MONTALBAN,Good,20150428,1614,BLACK MOUNTAIN RD,TWIN TRAILS DR,0,A,3,A,03,A,A,H
847,66.634,SAN PASQUAL RD,OLD MILKY WY,CLOVERDALE RD,Fair,20150429,1445,SAN PASQUAL RD,OLD MILKY WAY,0,A,3,A,00,A,A,H
848,62.662,VOLTAIRE ST,SAN CLEMENTE ST,CATALINA BL,Fair,20150429,1220,VOLTAIRE ST,CATALINA BL,0,A,4,A,21,A,A,H
849,88.16,LIGHTWAVE AV,KEARNY VILLA RD,PARAMOUNT DR,Good,20150430,1019,LIGHTWAV AV,KEARNY VILLA RD,0,A,3,A,10,A,A,H
850,51.45,WACO ST,KNAPP ST,DAKOTA DR,Fair,20150426,1331,WACO ST,DAKOTA,0,-,3,A,03,-,-,-
851,61.944,LOCUST ST,NIMITZ BL,MACAULAY ST,Fair,20150501,1630,LOCUST ST,NIMITZ BL,S,A,0,A,08,A,A,H
852,70.816,MEADE AV,BOUNDARY ST,32ND ST,Good,20150427,0739,MEADE AV,32ND ST,0,A,3,A,09,A,A,H
853,66.634,SAN PASQUAL RD,OLD MILKY WY,CLOVERDALE RD,Fair,20150424,1239,SAN PASQUAL RD,OLD MILKY WAY,0,C,0,A,04,A,B,H
854,81.738,CASITA WY,MARLOWE DR,CELIA VISTA DR,Good,20150430,2230,CASITA WY,MARLOWE DR,0,A,2,A,01,C,A,H
855,82.988,FEDERAL BL,EUCLID AV,PENTECOST WY,Good,20150420,1420,FEDERAL BL,EUCLID AV,0,A,3,A,09,A,A,H
856,88.364,ALBEMARLE ST,CALLE SERENA,CALLE SERENA,Good,20150429,1355,ALBEMARLE ST,CALLE SERENA,0,A,3,A,03,A,A,H
857,91.448,FERN ST,GRAPE ST,HAWTHORN ST,Good,20150508,0445,FERN ST,GRAPE ST,0,C,0,A,21,C,B,H
858,80.71,LA MEDIA RD,AIRWAY RD,ST ANDREWS AV,Good,20150512,1545,LA MEDIA RD,AIRWAY RD,0,A,4,A,04,A,A,H
859,78.236,SERVANDO AV,VALENTINO ST,BLUEHAVEN CT,Good,20150506,0830,SEVERANDO AV,BLUEHAVN CT,S,B,0,A,08,A,A,H
860,60.33,CAM DEL RIO WEST,GAINES ST,ROSECRANS ST,Fair,20150507,2015,CAMINO DEL RIO S,TEXAS ST,0,B,4,D,00,C,A,H
861,82.884,MAIN ST,S 31ST ST,S 32ND ST,Good,20150505,1000,MAIN ST,S 32ND ST,0,A,3,B,22,A,A,H
862,82.674,RANCHO MISSION RD,SAN DIEGO MISSION RD,FRIARS RD,Good,20150506,1345,RANCHO MISSION RD,FRIARS RD,0,B,4,A,08,A,A,H
863,89.16,HYDE PARK DR,EVERGLADES AV,JACKSON DR,Good,20150508,0050,HYDE PARK DR,JACKSON DR,0,B,3,A,08,D,A,H
864,59.67,EL CAJON BL,52ND ST,DAWSON AV,Fair,20150506,1745,EL CAJON BL,52ND ST,0,B,3,A,10,A,A,H
