,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
1272,62.226,CONVOY CT,RUFFNER ST,CONVOY ST,Fair,20150707,0024,CONVOY CT,CONVOY CT 6460,0,A,3,A,08,C,A,H
1273,64.46,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20150704,1330,ROSECRANS ST,MIDWAY DR,0,A,4,A,09,A,A,H
1274,85.84,CARMEL MISSION RD,CARMEL COUNTRY RD,CARMEL CENTER RD,Good,20150702,1158,CARMEL MISSION RD,CARMEL MOUNTAIN RD 12350,0,A,4,A,08,A,A,H
1275,78.732,CARROLL RD,WARE CT,CAM SANTA FE,Good,20150702,1655,CARROLL RD,WARE CT,0,A,4,A,03,A,A,H
1276,57.142,COLLEGE AV,COLLEGE GROVE DR,MERIDIAN AV,Fair,20150703,1723,COLLEGE AV,COLLEGE GROVE DR,0,A,4,A,08,A,A,H
1277,89.936,REGATTA LN,DENNERY RD,RED SAILS WY,Good,20150702,1455,REGATTA LN,RED SAILS WY,0,A,4,A,08,A,A,H
1278,67.032,GOLFCREST DR,GLENFLORA AV,CASPER DR,Fair,20150704,0715,GOLFCREST DR,GLENFLORA AV,0,B,3,A,08,A,A,H
1279,92.972,MURRAY RIDGE RD,PINECREST AV,ONALASKA AV,Good,20150704,0041,MURRAY RIDGE RD,PINECREST AV,0,B,3,A,08,C,A,H
1280,92.328,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Good,20150703,1305,COLLWOOD BL,MONTEZUMA RD,0,A,4,A,03,A,A,-
1281,59.066,CONVOY ST,OPPORTUNITY RD,ENGINEER RD,Fair,20150703,0912,CONVOY ST,OPPORTUNITY RD,0,A,4,A,08,A,A,H
1282,92.8,CASS ST,GARNET AV,FELSPAR ST,Good,20150420,2025,CASS ST,GARNET,0,A,3,A,09,C,A,H
1283,54.964,MESA COLLEGE DR,MESA COLLEGE WY,ARMSTRONG ST,Fair,20150624,1130,MESA COLLEGE DR,MESA COLLEGE CIR,0,A,3,A,21,A,A,H
1284,77.032,GILMAN DR,LA JOLLA VILLAGE DR,LA JOLLA VILLAGE DR RA,Good,20150630,1427,GILMAN DR,LA JOLLA VILLAGE DR,0,B,4,A,09,A,B,H
1285,73.25,VIA CAPRI,VIA AVOLA,VIA BARLETTA,Good,20150625,1053,VIA CAPRI,VIA BARLETTA,0,A,4,A,09,A,A,H
1286,86.74,GARNET AV,PENDLETON ST,BALBOA AV,Good,20150630,2339,GARNET AV,PENDLETON,0,A,4,A,08,C,A,H
1287,96.272,30TH ST,THORN ST,RAY ST,Good,20150603,1508,30TH ST,THORN,0,A,3,A,09,A,A,H
1288,61.798,WORLD TRADE DR,HIGHLAND RANCH RD,CONFERENCE WY,Fair,20150630,1317,WORLD TRADE DR,CONFERENCE WY,0,B,4,A,09,A,B,H
1289,84.576,CHATSWORTH BL,KINGSLEY ST,LYTTON ST,Good,20150615,0930,CHATSWORTH AV,TENNYSON ST,0,B,4,A,21,A,A,H
1290,77.188,10TH AV,A ST,ASH ST,Good,20150709,1355,10TH AV,A ST,0,A,4,A,12,A,A,H
1291,86.596,MARJORIE DR,MARMIL PL,VIEWCREST DR,Good,20150627,1528,MARJORIE DR,MARMIL PL,0,B,4,A,06,A,A,H
1292,47.426,04TH AV,ASH ST,BEECH ST,Fair,20150519,1455,04TH AV,ASH ST,0,A,3,A,08,A,A,D
1293,71.9,UNIVERSITY AV,WABASH AV,LA VERNE PL,Good,20150514,1641,UNIVERSITY AV,WABASH AV,0,B,4,A,09,A,B,H
1294,71.526,GARNET AV,BOND ST,MISSION BAY DR,Good,20150707,1337,GARNET AV,BOND ST,0,A,4,A,09,A,A,H
1295,76.724,LANING RD,NORTH HARBOR DR,TATTNAL LN,Good,20150707,1220,LANNING,N HARBOR,0,A,4,A,09,A,A,H
1296,92.912,NAVAJO RD,SOARING DR,COWLES MTN BL,Good,20150707,0917,NAVAJO RD,WARING RD,0,B,4,A,12,A,A,H
1297,57.142,COLLEGE AV,COLLEGE GROVE DR,MERIDIAN AV,Fair,20150707,1809,COLLEGE AV,COLLEGE AV 5400,0,A,4,B,22,A,A,H
1298,71.526,GARNET AV,BOND ST,MISSION BAY DR,Good,20150707,1620,GARNET AV,BOND ST,0,A,4,A,04,A,A,H
1299,89.968,MIRA MESA BL,GENETIC CENTER DR,FLANDERS DR,Good,20150629,1209,MIRA MESA BL,TARGET CENTER DRWY,0,B,4,A,08,A,A,H
1300,75.412,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Good,20150629,2131,MIRAMAR RD,BLACK MOUNTAIN RD,0,A,4,A,09,C,A,H
1301,51.2,FAY AV,SILVERADO ST,PROSPECT ST,Fair,20150630,1136,FAY AV,PROSPECT ST,0,A,4,A,12,A,A,H
1302,70.126,HARBOR DR,05TH AV,PARK BL,Good,20150629,2343,HARBOR DR,PARK AV,0,A,4,A,03,C,A,H
1303,86.154,SAN DIEGO MISSION RD,MISSION VILLAGE DR,RANCHO MISSION RD,Good,20150617,0150,SAN DIEGO MISSION RD,SAN DIEGO MISSION PLZ,0,A,3,A,08,C,A,-
1304,71.286,TAYLOR ST,JUAN ST,SUNSET ST,Good,20150612,1730,TAYLOR ST,JUAN ST,0,B,4,A,04,A,A,H
1305,61.704,HOME AV,FAIRMOUNT AV,45TH ST,Fair,20150629,0100,HOME AV,FAIRMOUNT,0,A,3,A,12,C,A,H
1306,90.172,EUCLID AV,HILLTOP DR,GENEVA AV,Good,20150701,1526,EUCLID AV,GENEVA AV,0,B,4,A,04,A,A,H
1307,87.476,LIGHTWAVE AV,PARAMOUNT DR,OVERLAND AV,Good,20150704,1323,LIGHTWAV AV,OVERLAND AV,0,A,3,A,12,A,A,H
1308,85.25,W LAUREL ST,BEGIN,NORTH HARBOR DR,Good,20150701,1115,W LAUREL,N HARBOR,0,A,4,A,12,A,A,H
1309,71.526,GARNET AV,BOND ST,MISSION BAY DR,Good,20150703,1406,GARNET AV,BOND ST,0,A,4,A,09,A,A,H
1310,89.854,CLAIREMONT MESA BL,LUNA AV,MORAGA AV,Good,20150701,1251,CLAIREMONT MESA BL,MORAGA AV,0,B,3,A,09,A,A,H
1311,56.982,GRAND AV,FANUEL ST,GRESHAM ST,Fair,20150704,2025,GRAND AV,FANUEL ST,0,B,3,A,11,C,A,H
1312,68.43,COPELAND AV,EL CAJON BL,MEADE AV,Fair,20150701,0655,COPELAND AV,EL CAJON BL,0,B,4,A,11,A,A,H
1313,88.112,DERRICK DR,GENESEE AV,BALBOA ARMS DR,Good,20150701,0732,DERRICK DR,GENESEE AV,0,A,3,A,11,A,A,H
1314,58.276,MISSION BL,SANTA CLARA PL,PORTSMOUTH CT,Fair,20150703,2020,MISSION BL,SANTA CLARA PL,0,A,4,A,08,B,A,-
1315,89.544,F ST,06TH AV,07TH AV,Good,20150701,1035,F ST,07TH AV,0,B,3,A,17,A,A,H
1316,54.75,MAHAILA AV,DANICA MAE DR,CRYSTAL DAWN LN,Fair,20150701,2143,MAHAILA AV,DANICA MAE DR,0,-,3,A,08,-,-,-
1317,90.24,NAVAJO RD,BISBY LAKE AV,LAKE MURRAY BL,Good,20150611,1822,NAVAJO RD,LAKE MURRAY BL,0,A,3,A,12,A,A,H
1318,89.454,S 37TH ST,T ST,FLORENCE ST,Good,20150708,1214,37TH ST,FLORENCE ST,0,A,3,A,09,A,A,H
1319,85.452,MIRA MESA BL,VIPER WY,CAM SANTA FE,Good,20150708,1100,MIRA MESA BL,VIPER WY,0,A,4,A,12,A,A,H
1320,80.912,CATALINA BL,CATALINA PL,BERNICE DR,Good,20150711,1030,CATALINA BL,CATALINA PL,0,-,4,-,- ,-,-,-
1321,96.158,SUNSET CLIFFS BL,NIMITZ BL,I-8 WB OFF RA,Good,20150712,1330,SUNSET CLIFFS BL,NIMITZ BL,0,A,4,A,03,A,A,H
1322,74.816,TAYLOR ST,SUNSET ST,MORENA BL,Good,20150710,1025,TAYLOR ST,SUNSET ST,0,A,3,A,03,A,A,H
1323,61.94,PARADISE VALLEY RD,DEEP DELL RD,S MEADOWBROOK DR,Fair,20150709,1010,PARADISE VALLEY RD,DEEP DELL RD,0,A,4,A,21,A,A,H
1324,78.294,SCRIPPS POWAY PY,SCRIPPS CREEK DR,CYPRESS CANYON RD,Good,20150716,1715,SCRIPPS POWAY PKWY,SCRIPPS CREEK,0,A,3,A,03,A,A,H
1325,55.54,MISSION BL,PORTSMOUTH CT,PISMO CT,Fair,20150721,1528,MISSION BL,PORTSMOUTH CT,0,A,0,-,- ,A,A,H
1326,78.628,THOMAS AV,MISSION BL,BAYARD ST,Good,20150720,2300,THOMAS AV,MISSION BL,0,B,4,A,08,C,A,H
1327,87.93,REGENTS RD,NOBEL DR,CRYSTAL DAWN LN,Good,20150721,1147,REGENT RD,NOBEL DR,0,A,3,A,00,A,A,H
1328,84.032,CAMPUS AV,MEADE AV,MONROE AV,Good,20150721,0914,CAMPUS AV,MEADE AV,0,B,4,A,10,A,A,H
1329,43.452,FAIRMOUNT AV,OLIVE ST,QUINCE ST,Fair,20150721,1727,FAIRMOUNT AV,QUINCE ST,0,A,3,A,08,A,A,H
1330,77.244,FLORIDA ST,CYPRESS AV,FLORIDA CT,Good,20150720,0625,FLORIDA ST,FLORIDA,0,-,4,A,12,A,A,H
1331,67.67,LINDA VISTA RD,RADENZ AV,DANIEL AV,Fair,20150721,1808,LINDA VISTA RD,DANIEL AV,0,B,4,-,- ,A,A,H
1332,92.602,LAUREL ST,02ND AV,03RD AV,Good,20150721,1700,LAUREL ST,03RD AV,0,A,4,A,09,A,A,H
1333,86.558,IMPERIAL AV,S 37TH ST,S 38TH ST,Good,20150711,2138,IMPERIAL AV,S 38TH ST,0,-,4,A,05,C,-,H
1334,90.492,ALBEMARLE ST,RANCHO DR,SEA BREEZE DR,Good,20150712,1130,ALBEMARLE ST,RANCHO DR,0,A,4,A,01,A,A,H
1335,65.374,GEMINI AV,DRACO RD,JEFFREY CT,Fair,20150713,1900,GEMINI AV,DRACO RD,0,A,4,A,04,A,A,H
1336,90.028,SORRENTO VALLEY BL,VISTA SORRENTO PY,SEA MIST WY,Good,20150713,1730,SORRENTO VALLEY BL,VISTA SORRENTO PKWY,0,A,4,A,04,-,-,H
1337,75.5,GUY ST,HENRY ST,ALAMEDA PL,Good,20150713,1745,GUY ST,HENRY ST,0,-,4,A,03,-,-,-
1338,73.03,MIRA MESA BL,I-805 NB OFF RA,SCRANTON RD,Good,20150710,0529,MIRA MESA BL,SCRANTON RD,0,B,4,A,12,C,B,H
1339,93.002,MIRAMAR RD,MIRAMAR ML,MIRAMAR PL,Good,20150711,1844,MIRAMAR RD,MIRAMAR PL,0,A,4,A,12,A,A,H
1340,50.15,32ND ST,K ST,J ST,Fair,20150715,1412,32ND ST,K ST,0,A,4,A,09,A,A,H
1341,62.282,EL CAM REAL,HIGH BLUFF DR,TOWNSGATE DR,Fair,20150715,1825,EL CAMINIO REAL,TOWNSGATE DR,0,A,4,A,12,A,A,H
1342,87.436,CAM DEL SUR,BRYN GLEN WY,CARMEL VALLEY RD,Good,20150715,0930,CAM DEL SUR,BRYN GLEN WY,0,A,4,A,08,A,A,H
1343,92.864,PICADOR BL,BEYER WY,TEBO CT,Good,20150716,2015,PICADOR BL,TEBO CT,0,A,3,A,03,C,A,H
1344,78.912,LANDIS ST,43RD ST,FAIRMOUNT AV,Good,20150626,2110,LANDIS ST,FAIRMOUNT AV,0,A,3,A,09,C,A,H
1345,59.842,CARMEL MTN RD,GERANA ST,PENASQUITOS DR,Fair,20150716,0059,CARMEL MOUNTAIN RD,GERANA ST,0,A,3,A,08,C,A,H
1346,80.662,STEVENS WY,BEGIN,IMPERIAL AV,Good,20150715,1000,STEVENS WY,IMPERIAL AV,0,A,4,A,10,A,A,H
1347,95.592,OCEAN VIEW HILLS PY,SEA FIRE PT,HIDDEN TRAILS RD,Good,20150713,1740,OCEAN VIEW HILLS,HIDDEN TRAILS RD,0,A,4,A,12,A,A,H
1348,77.85,SAN DIEGO AV,INDIA ST,W WASHINGTON ST,Good,20150716,1120,SAN DIEGO  AV,W WASHINGTON ST,0,A,3,A,10,A,A,H
1349,85.174,LINDA VISTA RD,FULTON ST,LEVANT ST,Good,20150716,1444,LINDA VISTA RD,FULTON ST,0,A,4,A,03,A,A,H
1350,50.408,CLAIREMONT DR,BLACKFOOT AV,KNAPP ST,Fair,20150716,2341,CLAIREMONT DR,BLACKFOOT DR,0,A,3,A,09,C,A,H
1351,72.128,GENESEE AV,MT ETNA DR,DERRICK DR,Good,20150715,1959,GENESSE AV,MT  ETNA DR,0,A,4,A,12,C,A,H
1352,48.646,UNIVERSITY AV,32ND ST,BANCROFT ST,Fair,20150715,0215,UNIVERSITY AV,BANCROFT ST,0,A,4,A,08,C,A,H
1353,74.93,LAURETTA ST,COLUSA ST,EUREKA ST,Good,20150714,1913,LAURETTA ST,COLUSA ST,0,A,3,A,09,A,A,H
1354,80.814,MIRAMAR RD,CAM RUIZ,CLAYTON DR,Good,20150713,1354,MIRAMAR RD,CAMINO RUIZ,0,A,4,A,03,A,A,H
1355,83.25,05TH AV,J ST,ISLAND AV,Good,20150721,1540,05TH AV,J ST,0,B,4,A,21,A,A,H
1356,85.912,S WOODMAN ST,APPIAN DR,ALTA VIEW DR,Good,20150721,1258,S WOODMAN,ALTA VIEW DR,0,B,4,A,09,A,A,H
1357,64.46,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20150721,1840,ROSECRANS ST,MIDWAY DR,0,A,4,A,05,A,A,H
1358,87.066,GOLD COAST DR,BLACK MTN RD,MAYA LINDA RD,Good,20150721,0713,GOLD COAST DR,MAYA LINDA,0,B,3,A,08,A,B,H
1359,71.966,PACIFICA DR,SAN ANSELMO ST,LORING ST,Good,20150711,2031,PACIFICA DR,LORING ST,0,A,2,A,08,C,A,H
1360,38.482,SUNSET CLIFFS BL,NEWPORT AV,SANTA MONICA AV,Poor,20150717,1941,SUNSET CLIFFS BL,NEWPOI-AV,0,A,3,A,10,A,A,H
1361,46.74,UNIVERSITY AV,08TH AV,08TH AV,Fair,20150717,1140,UNIVERSITY AV,08TH AV,0,A,4,A,- ,A,A,H
1362,85.548,CLAIREMONT MESA BL,DIANE AV,LONGFORD ST,Good,20150720,1707,CLAIREMONT MESA BL,LONGFORD ST,0,A,4,A,03,A,A,H
1363,67.93,SATURN BL,CANTAMAR RD,ELM AV,Fair,20150720,0914,SATURN BL,PALM AV,0,A,4,A,05,A,A,H
1364,67.388,04TH AV,DATE ST,ELM ST,Fair,20150717,2213,04TH AV,DATE ST,0,A,4,A,09,C,A,H
1365,86.74,GARNET AV,PENDLETON ST,BALBOA AV,Good,20150705,0044,GARNET,PENDLETON,0,A,4,A,03,C,A,H
1366,88.394,EL CAJON BL,56TH ST,EL CERRITO DR,Good,20150528,1700,EL CAJON BL,56TH ST,0,A,4,A,08,A,A,H
1367,42.552,BROADWAY,11TH AV,PARK BL,Fair,20150709,1500,BROADWAY,PARK BL,0,A,4,A,- ,A,A,H
1368,15,BAYSIDE LN,MANHATTAN CT,EL CARMEL PL,Poor,20150708,1233,BAYSIDE WALK,MANHATTAN CT,0,A,3,A,08,A,A,H
1369,62.556,PARKSIDE AV,REDFORD PL,DARDAINA DR,Fair,20150716,1623,PARKSIDE AV,DARDAINA DR,0,A,3,A,09,A,A,H
1370,72.66,NEWTON AV,GOODYEAR ST,S 37TH ST,Good,20150717,0952,NEWTON AV,37TH ST,0,A,3,A,12,A,A,H
1371,62.946,PARKBROOK LN,PARKBROOK ST,END,Fair,20150716,1718,PARKBROOK LN,PARKBROOK LN 8475,0,A,4,A,08,A,A,H
1372,65.32,DIVISION ST,MAIN ST,DALBERGIA CT,Fair,20150717,1309,DIVISION,MAIN ST,0,A,4,A,09,A,A,H
1373,87.928,EL CAJON BL,HARBINSON AV,73RD ST,Good,20150716,1935,EL CAJON BL,73RD ST,0,A,3,A,11,A,A,H
1374,70.98,W GRAPE ST,KETTNER BL,PACIFIC HY,Good,20150719,1715,W GRAPE ST,PACIFIC HY,0,B,3,A,08,A,B,H
1375,63.7,31ST ST,ISLAND AV,MARKET ST,Fair,20150704,0433,31ST ST,ISLAND,0,A,3,A,03,C,A,H
1376,23.06,BAYSIDE LN,LIDO CT,LIVERPOOL CT,Poor,20150720,0005,BAYSIDE LN,LIDO CT,0,A,3,A,03,C,B,A
1377,60.82,BROADWAY,27TH ST,28TH ST,Fair,20150718,1120,BROADWAY,28TH ST,0,C,3,A,09,A,B,H
1378,79.424,F ST,16TH ST,17TH ST,Good,20150716,1922,F ST,17TH ST,0,A,4,C,18,B,A,H
1379,45.734,COLUMBIA ST,W HAWTHORN ST,W IVY ST,Fair,20150717,1800,COLUMBIA,W HAWTHORN,0,A,3,A,10,A,A,H
1380,63,W LAUREL ST,INDIA ST,KETTNER BL,Fair,20150718,2310,W LAUREL ST,INDIA ST,0,A,4,A,12,C,A,H
1381,58.162,TRINIDAD WY,S EUCLID AV,SAN ALBERTO WY,Fair,20150717,1717,TRINIDAD WY,EUCLID AV,0,A,3,A,09,A,A,H
1382,93.564,PARADISE VALLEY RD,MUNDA RD,JESTER ST,Good,20150717,1328,PARADISE VALLEY RD,JESTER,0,A,4,A,08,A,A,H
1383,83.406,EL CAJON BL,OHIO ST,ILLINOIS ST,Good,20150717,1420,EL CAJON BL,ILLINOIS ST,0,A,3,A,08,A,A,H
1384,49.34,CLAIREMONT MESA BL,ESCARCHOSA LN,ANTIGUA BL,Fair,20150716,1915,CLAIREMONT MESA BL,ANTIGUA BL,0,A,4,A,08,B,A,H
1385,87.18,DEL MAR HEIGHTS RD,HIGH BLUFF DR,DEL MAR HEIGHTS PL,Good,20150718,1205,DEL MAR HEIGHTS RD,HIGH BLUFF DR,0,C,3,A,12,A,B,H
1386,62.868,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20150418,1121,GRAND AV,INGRAHAM ST,0,A,4,A,- ,A,A,H
1387,83.886,OSPREY ST,FROUDE ST,DEVONSHIRE DR,Good,20150627,1100,OSPREY ST,FROUDE ST,0,B,4,C,18,-,A,H
1388,79.74,WASHINGTON ST,LINCOLN AV,MORROW WY,Good,20150628,0220,WASHINGTON ST,LINCOLN AV,0,A,4,A,03,C,A,H
1389,87.356,CARMEL MTN RD,SPARREN AV,TWIN TRAILS DR,Good,20150630,1459,CARMEL MOUNTAIN RD,SPARREN  AV,0,C,3,A,12,A,B,H
1390,80.284,FAIRMOUNT AV,WIGHTMAN ST,UNIVERSITY AV,Good,20150707,1251,FAIRMOUNT AV,UNIVERSITY AV,0,A,4,A,03,A,A,H
1391,87.928,EL CAJON BL,HARBINSON AV,73RD ST,Good,20150709,1006,EL CAJON BL,73RD ST,0,A,4,D,00,A,A,H
1392,58.008,SORRENTO VALLEY RD,TRIPP CT,INDUSTRIAL CT,Fair,20150615,0846,SORRENTO VALLEY RD,TRIPP CT,0,B,2,A,03,A,A,H
1393,74.012,LOUISIANA ST,EL CAJON BL,MEADE AV,Good,20150709,1250,LOUISIANA ST,EL CAJON BL,0,A,4,A,08,A,A,H
1394,72.432,02ND AV,GRAPE ST,HAWTHORN ST,Good,20150711,1205,02ND AV,GRAPE ST,0,A,4,A,03,A,A,H
1395,81.268,33RD ST,EL CAJON BL,MEADE AV,Good,20150709,1800,33RD ST,EL CAJON BL,0,B,4,A,09,A,A,H
1396,74.334,DEL MAR HEIGHTS RD,NOB AV,CONDESA DR,Good,20150707,1532,DEL MAR HEIGHTS RD,CONDESA DR,0,B,3,A,09,A,A,H
1397,91.732,LA JOLLA VILLAGE DR,LEBON DR,REGENTS RD,Good,20150712,2231,LA JOLLA VILLAGE DR,REGENTS RD,0,A,4,A,12,C,A,H
1398,82.632,LA JOLLA SHORES DR,CAM DEL COLLADO,EL PASEO GRANDE,Good,20150711,0935,LA JOLLA SHORES DR,CAM DEL COUADO,0,B,4,A,03,A,A,H
1399,79.466,MONTEZUMA RD,COLLWOOD BL,YERBA SANTA DR,Good,20150711,1717,MONTEZUMA RD,YERBA ANITA DR,0,B,4,A,03,A,A,H
1400,68.686,UNIVERSITY AV,52ND ST,SHILOH RD,Fair,20150713,1630,UNIVERSITY AV,SHILOH RD,0,A,3,A,09,A,A,H
1401,81.148,G ST,11TH AV,PARK BL,Good,20150706,1636,G ST,PARK BL,0,B,3,A,17,A,A,H
1402,48.1,EL CAJON BL,CHAMOUNE AV,CHAMOUNE AV,Fair,20150704,1254,EL CAJON BL,CHAMOUNE AV,0,A,4,A,00,A,A,H
1403,78.856,LINDA VISTA RD,COMSTOCK ST,ULRIC ST,Good,20150708,1650,LINDA VISTA RD,ULRIC ST,0,A,3,A,09,A,A,H
1404,74.934,11TH AV,C ST,B ST,Good,20150710,2125,11TH AV,C ST,0,A,4,A,10,B,A,H
1405,89.196,REGENTS RD,MILLIKIN AV,LAHITTE CT,Good,20150712,2350,REGENTS RD,LAHITTE CT,0,A,3,A,03,C,A,H
1406,87.064,MARKET ST,02ND AV,03RD AV,Good,20150713,1700,MARKET ST,03RD AV,0,B,4,A,03,A,A,H
1407,80.44,CAM GLORITA,CAM HUERTA,CAM LITA,Good,20150713,2055,CAMINO GLORITA,CAMINO HUERTA,0,A,4,A,03,C,A,H
1408,89.98,OCEAN VIEW BL,S 31ST ST,S 32ND ST,Good,20150712,2005,OCEANVIEW BL,S 32ND ST,0,A,4,A,08,C,A,H
1409,84.82,MARKET ST,05TH AV,06TH AV,Good,20150703,1612,MARKET ST,05TH AV,0,A,3,A,17,A,A,H
1410,74.9,NORTH HARBOR DR,SCOTT ST,HUGO ST,Good,20150710,1920,HARBOR DR,VESTA ST,0,-,4,A,09,A,A,H
1411,53.146,70TH ST,MOHAWK ST,SARANAC ST,Fair,20150701,1012,70TH ST,MOHAWK ST,0,A,3,A,10,A,A,H
1412,87.9,TORREY PINES RD,PROSPECT PL,COAST WK,Good,20150709,2241,TORREY PINES RD,PROSPECT PL,0,A,4,A,08,C,A,H
1413,64.408,KETTNER BL,W KALMIA ST,W LAUREL ST,Fair,20150531,1551,KETTNER BL,W KALMIA,0,A,3,A,07,A,A,H
1414,85.976,GARNET AV,SOLEDAD MTN RD,PICO ST,Good,20150727,0606,GARNET AV,SOLEDAD MOUNTAIN RD,0,A,4,A,12,C,A,H
1415,50.184,01ST AV,W E ST,BROADWAY,Fair,20150718,1907,01ST AV,W E ST,0,A,4,A,07,A,A,H
1416,73.602,E SAN YSIDRO BL,CENTER ST,BORDER VILLAGE RD,Good,20150724,1747,E SAN YSIDRO BL,CENTER ST,0,A,4,A,03,A,A,H
1417,52.772,UNIVERSITY AV,LOUISIANA ST,TEXAS ST,Fair,20150727,1652,UNIVERSITY AV,TEXAS ST,0,A,3,A,03,A,-,A
1418,36.85,K ST,DODSON ST,30TH ST,Poor,20150727,1543,K ST,DODSON ST,0,A,3,A,12,A,A,H
1419,78.29,EL CAJON BL,MISSISSIPPI ST,LOUISIANA ST,Good,20150724,2154,EL CAJON BL,MISSISSIPPI ST,0,A,4,A,08,C,A,H
1420,51.334,CASTLE GLEN DR,VILLAGE GLEN DR,END,Fair,20150727,1953,CASTLE GLEN DR,VILLAGE CIR,0,A,3,A,11,B,A,H
1421,45,TONAWANDA DR,MARMIL WY,PARKSIDE AV,Fair,20150723,2347,TONAWANDA DR,MARMIL WY,0,A,4,A,08,C,A,H
1422,65.2,CESAR E CHAVEZ PY,KEARNEY AV,LOGAN AV,Fair,20150715,0527,CESAR E CHAVZ PKWY,LOGAN AV,0,A,2,A,12,C,A,H
1423,85.922,ALDERLEY ST,S 61ST ST,KIRTRIGHT ST,Good,20150727,1900,ALDERLEY ST,61ST ST,0,A,4,A,11,A,A,H
1424,58.786,TENNYSON ST,ATASCADERO DR,ALICIA DR,Fair,20150714,0300,TENNYSON ST,WABASKA DR,0,A,3,D,00,C,A,H
1425,91.684,EL CAJON BL,68TH ST,69TH ST,Good,20150727,0755,EL CAJON BL,68TH ST,0,A,3,A,09,A,A,H
1426,91.248,EUCLID AV,TROJAN AV,EL CAJON BL,Good,20150712,1907,EUCLID AV,EL CAJON BL,0,A,3,A,10,A,A,H
1427,74.578,HOME AV,47TH ST,EUCLID AV,Good,20150727,1510,HOME AV,47TH ST,0,A,4,A,09,A,A,H
1428,86.106,CLAIREMONT MESA BL,FRINK AV,DIANE AV,Good,20150727,2005,CLAIREMONT MESA BL,DIANE AV,0,A,4,A,09,C,A,H
1429,66.524,MERCURY ST,ARMOUR ST,BALBOA AV,Fair,20150728,1259,MERCURY ST,BALBOA AV,0,A,3,A,03,A,A,H
1430,78.886,HARVEST RD,AIRWAY RD,OTAY CENTER DR,Good,20150725,1200,HARVEST RD,AIRWAY RD,0,A,4,A,05,A,A,H
1431,80.81,OSLER ST,COMSTOCK ST,ULRIC ST,Good,20150726,2124,OSLER ST,ULRIC ST,0,A,4,A,08,D,A,H
1432,46.24,HOME AV,GATEWAY DR,SPILLMAN DR,Fair,20150723,2115,HOME AV,GATEWAY DR,0,A,3,A,12,C,A,H
1433,62.916,BROADWAY,29TH ST,30TH ST,Fair,20150726,0742,BROADWAY,30TH ST,0,A,4,A,10,A,A,H
1434,80.944,CHAVEZ RD,MENENDEZ CT,VALENTINO ST,Good,20150727,0815,CHAVZ RD,VALENTINO ST,0,A,4,C,18,A,A,H
1435,92.8,TALBOT ST,CANON ST,MANOR WY,Good,20150721,1424,TALBOT ST,CANON ST,0,A,3,A,12,A,A,H
1436,64.082,ANDORRA WY,MADRIGAL ST,SOCORRO ST,Fair,20150724,2130,ANDORRA WY,MADRIGAL ST,0,A,4,A,08,C,A,H
1437,60.686,ROSECRANS ST,OLIPHANT ST,POE ST,Fair,20150725,0015,ROSECRANS,OLIPHANT ST,0,A,3,A,11,C,A,H
1438,48.984,UNIVERSITY AV,COLLEGE AV,CARTAGENA DR,Fair,20150725,1251,UNIVERSITY AV,COLLEGE AV,0,A,4,A,01,A,A,H
1439,80.06,ROSECRANS ST,BESSEMER ST,TALBOT ST,Good,20150707,1634,ROSECRANS ST,BESSEMER,0,A,4,A,03,A,A,H
1440,61.864,FROUDE ST,ADAIR ST,POINT LOMA AV,Fair,20150707,1902,FROUDE ST,ADAIR ST,0,A,4,A,09,A,A,H
1441,69.516,UNIVERSITY AV,PARK BL,GEORGIA ST,Fair,20150707,1824,UNIVERSITY AV,PARK BL,0,A,4,A,03,A,A,H
1442,92.54,HARTFIELD AV,BANFIELD LN,CRESTSTONE PL,Good,20150707,0900,HARTFIELD AV,BANFIELD AV,0,B,4,A,03,A,A,H
1443,84.6,NORTH PARK WY,29TH ST,30TH ST,Good,20150708,1555,N PARK WY,30TH ST,0,A,4,A,12,A,A,H
1444,87.9,TORREY PINES RD,PROSPECT PL,COAST WK,Good,20150703,2320,TORREY PINES RD,PROSPECT PL,0,A,3,A,09,C,A,H
1445,76.326,TEXAS ST,CAM DEL RIO SOUTH,QUALCOMM WY,Good,20150624,0640,TEXAS ST,CAMINO DEL RIO S,0,A,3,A,03,A,A,H
1446,67.894,HAMLET AV,VIAR AV,FONTAINE ST,Fair,20150629,1646,HAMLET AV,FONTAINE ST,0,B,3,D,00,A,A,H
1447,73.3,NORTH HARBOR DR,N HARBOR DR RA,SCOTT ST,Good,20150713,0356,HARBOR DR,HARBOR DR 600,0,A,1,A,11,C,A,H
1448,86.64,CARMEL VALLEY RD,CAM DEL SUR,BLACK MTN RD,Good,20150722,1824,CARMEL VALLEY RD,CAMINO DEL SUR,0,A,1,A,05,A,A,H
