"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-004799",21.39,"BRANT ST","I-5 NB OFF RA","W IVY ST",376.0052,52,"Residential","AC Improved",19552.2704,"Poor",418223.063856
"SS-020742",73.35,"OSPREY ST","BARCELONA DR","SORRENTO DR",223.2934,29,"Residential","AC Improved",6475.5086,"Good",474978.55581
"SS-000023",85.92,"01ST AV","HAWTHORN ST","IVY ST",380.0012,52,"Collector","AC Improved",19760.0624,"Good",1697784.561408
"SS-018673",73.9,"MOANA DR","SANTA BARBARA ST","VARONA ST",203.6296,36,"Residential","AC Improved",7330.6656,"Good",541736.18784
"SS-008570",79.12,"DAFTER PL","BEGIN","DAFTER DR",561.1669,30,"Residential","AC Improved",16835.007,"Good",1331985.75384
"SS-024818",52.61,"SHAFTER ST","JARVIS ST","KEATS ST",296.0065,35,"Residential","AC Improved",10360.2275,"Fair",545051.568775
"SS-011204",90,"FLEETRIDGE DR","VARONA ST","POINT LOMA AV",1286,36,"Residential","AC Improved",46296,"Good",4166640
"SS-030299",83.32,"RIDGE VIEW DR","CYNTHIA PL","LARCH ST",208.9713,36,"Residential","AC Improved",7522.9668,"Good",626813.593776
"SS-021112",79.56,"PANAY CT","SPRINGER RD","END",234.5352,32,"Local","AC Improved",7505.1264,"Good",597107.856384
"SS-016389",33.56,"LIGGETT DR","POINT LOMA AV","VARONA ST",1430.3272,36,"Residential","AC Improved",51491.7792,"Poor",1728064.109952
"SS-000679",87.39,"30TH ST","GRAPE ST","HAWTHORN ST",376.0331,52,"Collector","AC Improved",19553.7212,"Good",1708799.695668
"SS-012548",49.45,"GRAPE ST","FERN ST","FERN ST",108.0186,51,"Residential","AC Improved",5508.9486,"Fair",272417.50827
"SS-012549",51,"GRAPE ST","SULTANA ST","55TH ST",414.6303,36,"Collector","AC Improved",14926.6908,"Fair",761261.2308
"SS-000957",100,"39TH ST","GATEWAY DR","WESTGATE PL",264.3197,36,"Local","AC Improved",9515.5092,"Good",951550.92
"SS-013010",28.82,"HANIMAN DR","SILK PL","52ND ST",474.755,36,"Residential","AC Improved",17091.18,"Poor",492567.8076
"SS-000214",67.36,"06TH AV","GRAPE ST","HAWTHORN ST",376.0481,60,"Major","AC Improved",22562.886,"Fair",1519836.00096
"SS-012559",28.97,"GRAPE ST","02ND AV","03RD AV",282.0015,52,"Collector","AC Improved",14664.078,"Poor",424818.33966
"SS-000052",36.85,"02ND AV","GRAPE ST","HAWTHORN ST",383.0015,52,"Residential","AC Improved",19916.078,"Poor",733907.4743
"SS-016678",43.51,"LOCUST ST","FENELON ST","GARRISON ST",266.2219,34,"Prime","AC Improved",9051.5446,"Fair",393832.705546
"SS-019942",54.34,"NIMITZ BL","NORTH HARBOR DR","SHAFTER ST",999.8845,60,"Major","AC Improved",59993.07,"Fair",3260023.4238
"SS-020066",42.48,"NORTH HARBOR DR","N HARBOR DR RA","SCOTT ST",169.8087,80,"Major","PCC Jointed Concrete",13584.696,"Fair",577077.88608
"SS-007430",21.45,"CLOVE ST","ADDISON ST","CARLETON ST",290.6305,34,"Residential","AC Improved",9881.437,"Poor",211956.82365
"SS-002123",82.81,"ALEXANDRIA DR","PIEDMONT DR","BARCELONA DR",497.6898,36,"Residential","AC Improved",17916.8328,"Good",1483692.924168
"SS-004697",22.83,"BOUNDARY ST","HALLER ST","MONTCLAIR ST",247.8006,40,"Collector","AC Improved",9912.024,"Poor",226291.50792
"SS-029823",82.59,"W GRAPE ST","I-5 SB ON RA","COLUMBIA ST",268.8678,52,"Collector","AC Improved",13981.1256,"Good",1154701.163304
"SS-021718",52.03,"PETRA DR","PETRA PL","GRAPE ST",450.6753,36,"Residential","AC Improved",16224.3108,"Fair",844150.890924
"SS-016679",31.67,"LOCUST ST","EMERSON ST","FENELON ST",269.6089,34,"Prime","AC Improved",9166.7026,"Poor",290309.471342
"SS-014088",75.72,"INDIA ST","W GRAPE ST","W HAWTHORN ST",380.5324,51,"Collector","AC Improved",19407.1524,"Good",1469509.579728
"SS-011925",39,"GATEWAY DR","REXFORD DR","MIDVALE DR",302,40,"Collector","AC Improved",12080,"Poor",471120
"SS-022287",39,"POSEY PL","HIXSON AV","END",256,30,"Residential","AC Improved",7680,"Poor",299520
"SS-021144",48.71,"PARADISE ST","MULBERRY ST","TOOLEY ST",215.8865,40,"Residential","AC Unimproved",8635.46,"Fair",420633.2566
"SS-029808",41.27,"W FIR ST","01ST AV","FRONT ST",277.0073,52,"Residential","AC Improved",14404.3796,"Fair",594468.746092
"SS-012564",39,"GRAPE ST","MC GANN DR","CHAMPION ST",513.6229,36,"Collector","AC Improved",18490.4244,"Poor",721126.5516
"SS-000215",61.92,"06TH AV","FIR ST","GRAPE ST",388.0463,60,"Major","AC Improved",23282.778,"Fair",1441669.61376
"SS-011140",82.76,"FIR ST","OAKSHIRE CT","50TH ST",452.5849,30,"Residential","AC Improved",13577.547,"Good",1123677.78972
"SS-028841",60,"WILLOW ST","BYRON ST","CARLETON ST",265,34,"Residential","AC Unimproved",9010,"Fair",540600
"SS-020681",56.98,"ORIOLE ST","TOOLEY ST","MALLARD ST",1482.6845,36,"Collector","AC Improved",53376.642,"Fair",3041401.06116
"SS-029809",71.6,"W FIR ST","STATE ST","COLUMBIA ST",272.9706,52,"Collector","AC Improved",14194.4712,"Good",1016324.13792
"SS-029810",75.14,"W FIR ST","COLUMBIA ST","INDIA ST",273.9125,52,"Residential","AC Improved",14243.45,"Good",1070252.833
"SS-028842",50,"WILLOW ST","AVNDA DE PORTUGAL","BYRON ST",269,34,"Residential","AC Improved",9146,"Fair",457300
"SS-005211",34.57,"BYRON ST","EVERGREEN ST","WILLOW ST",371.2155,34,"Residential","PCC Jointed Concrete",12621.327,"Poor",436319.27439
"SS-016681",45.15,"LOCUST ST","CARLETON ST","DICKENS ST",271.0076,34,"Prime","PCC Jointed Concrete",9214.2584,"Fair",416023.76676
"SS-006314",45.1,"CARLETON ST","LOCUST ST","EVERGREEN ST",371.2157,34,"Residential","PCC Jointed Concrete",12621.3338,"Fair",569222.15438
"SS-002378",47.75,"AMIFORD DR","MONACO ST","HILL ST",599.0134,36,"Residential","AC Improved",21564.4824,"Fair",1029704.0346
"SS-000708",51.29,"31ST ST","ELM ST","GRAPE ST",769.5801,25,"Residential","AC Improved",19239.5025,"Fair",986794.083225
"SS-000088",61.02,"03RD AV","ELM ST","FIR ST",380.0052,60,"Collector","AC Improved",22800.312,"Fair",1391275.03824
"SS-010245",42.63,"ELM ST","04TH AV","05TH AV",281.0072,52,"Residential","AC Improved",14612.3744,"Fair",622925.520672
"SS-017361",77.45,"MANOR WY","LOMA WY","END",125.1596,36,"Residential","AC Improved",4505.7456,"Good",348969.99672
"SS-029802",29.82,"W ELM ST","STATE ST","COLUMBIA ST",271.4279,52,"Residential","AC Improved",14114.2508,"Poor",420886.958856
"SS-007678",72.32,"COLUMBIA ST","W ELM ST","W FIR ST",323.5642,51,"Residential","AC Improved",16501.7742,"Good",1193408.310144
"SS-026886",57,"TRUMBULL ST","BANGOR ST","CONCORD ST",564,34,"Residential","AC Improved",19176,"Fair",1093032
"SS-026505",87.43,"TILDEN ST","ELM ST","FIR ST",396.3806,40,"Residential","AC Improved",15855.224,"Good",1386222.23432
"SS-010248",87.94,"ELM ST","48TH ST","BROOKLINE ST",237.0192,40,"Collector","AC Improved",9480.768,"Good",833738.73792
"SS-011532",50.43,"FRIEDRICK DR","PETRA DR","FIR ST",597.0194,36,"Residential","AC Improved",21492.6984,"Fair",1083876.780312
"SS-008748",39.95,"DATE ST","28TH ST","GRANADA AV",288.0435,38,"Residential","AC Improved",10945.653,"Poor",437278.83735
"SS-000756",51.33,"32ND ST","DATE ST","ELM ST",366.6147,30,"Residential","AC Improved",10998.441,"Fair",564549.97653
"SS-003168",28.97,"AVNDA DE PORTUGAL","LOCUST ST","EVERGREEN ST",371.8734,50,"Residential","AC Improved",18593.67,"Poor",538658.6199
"SS-001310",57.63,"54TH ST","EUCLID AV","54TH (E FTG) RD",508.8151,26,"Collector","AC Improved",13229.1926,"Fair",762398.369538
"SS-010566",70.08,"EUCLID AV","54TH ST","ELM ST",165.1091,32,"Major","AC Improved",5283.4912,"Good",370267.063296
"SS-005213",37.35,"BYRON ST","ROSECRANS ST","LOCUST ST",383.4188,34,"Residential","AC Improved",13036.2392,"Poor",486903.53412
"SS-008757",51.96,"DATE ST","03RD AV","04TH AV",279.0019,33,"Residential","AC Improved",9207.0627,"Fair",478398.977892
"SS-029793",74.81,"W DATE ST","KETTNER BL","END",238.0205,52,"Collector","AC Improved",12377.066,"Good",925928.30746
"SS-017362",74.98,"MANOR WY","TALBOT ST","LOMA WY",423.9037,36,"Residential","AC Improved",15260.5332,"Good",1144234.779336
"SS-011927",69,"GATEWAY DR","HOME AV","CRENSHAW ST",649,40,"Collector","AC Improved",25960,"Fair",1791240
"SS-025426",40.67,"SPRINGFIELD ST","SWAN ST","PARADISE ST",825.4368,40,"Residential","AC Unimproved",33017.472,"Fair",1342820.58624
"SS-007040",39,"CHAUMONT DR","BALLINA DR","CHAUMONT PL",1089.9062,36,"Residential","AC Improved",39236.6232,"Poor",1530228.3048
"SS-025530",42.73,"STANTON RD","42ND ST","END",215.7636,36,"Local","AC Improved",7767.4896,"Fair",331904.830608
"SS-001165",29.66,"49TH ST","DATE ST","ELM ST",143.0035,60,"Major","AC Improved",8580.21,"Poor",254489.0286
"SS-006758",39,"CEDAR ST","GROVE ST","31ST ST",266,40,"Residential","AC Improved",10640,"Poor",414960
"SS-011009",52.34,"FELTON ST","CEDAR ST","END",297.6592,40,"Residential","AC Improved",11906.368,"Fair",623179.30112
"SS-023576",38.71,"ROSECRANS ST","CANON ST","AVNDA DE PORTUGAL",217.1659,80,"Major","AC Improved",17373.272,"Poor",672519.35912
"SS-006770",100,"CEDAR ST","01ST AV","02ND AV",281,23,"Residential","AC Improved",6463,"Good",646300
"SS-006142",100,"CANON ST","TALBOT ST","SOUTHERNWOOD WY",678.7629,50,"Prime","AC Improved",33938.145,"Good",3393814.5
"SS-025295",74.76,"SOUTHERNWOOD WY","TINGLEY LN","CANON ST",214.2112,32,"Residential","AC Improved",6854.7584,"Good",512461.737984
"SS-028360",37.39,"WEAVER ST","UPLAND ST","DIPPER ST",493.8216,40,"Residential","AC Unimproved",19752.864,"Poor",738559.58496
"SS-003863",39,"BEECH ST","33RD ST","FELTON ST",278.0001,40,"Residential","AC Improved",11120.004,"Poor",433680.156
"SS-006144",82.14,"CANON ST","SOUTHERNWOOD WY","CATALINA BL",387.474,30,"Prime","AC Improved",11624.22,"Good",954813.4308
"SS-010949",100,"FEDERAL BL","PENTECOST WY","BAYVIEW HEIGHTS DR",846.8741,52,"Collector","AC Improved",44037.4532,"Good",4403745.32
"SS-029749",23.78,"W BEECH ST","FRONT ST","UNION ST",260.0017,52,"Collector","AC Improved",13520.0884,"Poor",321507.702152
"SS-029750",26.47,"W BEECH ST","01ST AV","FRONT ST",278.0019,52,"Collector","AC Improved",14456.0988,"Poor",382652.935236
"SS-000055",81.7,"02ND AV","BEECH ST","CEDAR ST",380.0012,52,"Collector","AC Improved",19760.0624,"Good",1614397.09808
"SS-003870",18.51,"BEECH ST","04TH AV","05TH AV",285.0071,52,"Collector","AC Improved",14820.3692,"Poor",274325.033892
"SS-017707",34.57,"MARY LOU ST","FEDERAL BL","END",248,30,"Residential","AC Improved",7440,"Poor",257200.8
"SS-024499",39,"SCOTT ST","UPSHUR ST","CANON ST",267.8394,50,"Collector","AC Improved",13391.97,"Poor",522286.83
"SS-027276",52.3,"UPSHUR ST","SCOTT ST","ROSECRANS ST",370.3752,40,"Residential","PCC Jointed Concrete",14815.008,"Fair",774824.9184
"SS-023578",65.37,"ROSECRANS ST","TALBOT ST","UPSHUR ST",269.0166,50,"Major","AC Improved",13450.83,"Fair",879280.7571
"SS-028966",35.98,"WINNETT ST","RADIO DR","SPRINGFIELD ST",426.8632,40,"Residential","AC Unimproved",17074.528,"Poor",614341.51744
"SS-004164",73.68,"BETHUNE CT","KELTON PL","END",549.9642,30,"Residential","AC Improved",16498.926,"Good",1215640.86768
"SS-026176",51.33,"TARENTO DR","LOMALAND DR","JENNINGS ST",543.5172,36,"Residential","AC Improved",19566.6192,"Fair",1004354.563536
"SS-002870",38.88,"ASH ST","31ST ST","EDGEMONT ST",288.0851,30,"Residential","AC Improved",8642.553,"Poor",336022.46064
"SS-002873",39,"ASH ST","33RD ST","FELTON ST",277.0163,40,"Residential","AC Improved",11080.652,"Poor",432145.428
"SS-002874",39,"ASH ST","FELTON ST","GREGORY ST",259.1559,30,"Residential","AC Improved",7774.677,"Poor",303212.403
"SS-000027",83.51,"01ST AV","ASH ST","BEECH ST",375.0052,52,"Collector","AC Improved",19500.2704,"Good",1628467.581104
"SS-000218",59.74,"06TH AV","ASH ST","BEECH ST",379.0052,52,"Collector","AC Improved",19708.2704,"Fair",1177372.073696
"SS-006695",81.16,"CATALINA RD","JENNINGS ST","LOMALAND DR",535.3222,19,"Residential","AC Improved",10171.1218,"Good",825488.245288
"SS-004740",76.97,"BRADDOCK PL","BRADDOCK ST","END",430.6565,30,"Collector","AC Improved",12919.695,"Good",994428.92415
"SS-005321",81.58,"CACTUSVIEW DR","CACTUSRIDGE ST","PARROT ST",689.1122,36,"Local","AC Improved",24808.0392,"Good",2023839.837936
"SS-023821",23.01,"RUSS BL","24TH ST","25TH ST",720.9897,40,"Residential","AC Improved",28839.588,"Poor",663598.91988
"SS-001201",36,"50TH ST","BEGIN","FEDERAL (FTG) BL",516.4212,36,"Residential","AC Improved",18591.1632,"Poor",669281.8752
"SS-003881",64.81,"BEECH ST","BEGIN","END",70.0929,30,"Residential","AC Improved",2102.787,"Fair",136281.62547
"SS-002888",100,"ASH ST","BRIDGEVIEW DR","CACTUSRIDGE ST",267.0166,40,"Local","AC Improved",10680.664,"Good",1068066.4
"SS-020919",28.39,"PACIFIC HY","W A ST","W ASH ST",389.1287,47,"Prime","AC Improved",18289.0489,"Poor",519226.098271
"SS-025578",39,"STATE ST","W A ST","W ASH ST",387.0118,51,"Collector","AC Improved",19737.6018,"Poor",769766.4702
"SS-001560",51.77,"A ST","01ST AV","02ND AV",282.0019,52,"Collector","AC Improved",14664.0988,"Fair",759160.394876
"SS-000092",65,"03RD AV","A ST","ASH ST",385,52,"Collector","AC Improved",20020,"Fair",1301300
"SS-001572",53.15,"A ST","22ND ST","23RD ST",251.3474,25,"Residential","AC Improved",6283.685,"Fair",333977.85775
"SS-023580",87.34,"ROSECRANS ST","KONA WY","BESSEMER ST",840.0478,50,"Major","AC Improved",42002.39,"Good",3668488.7426
"SS-000093",28.31,"03RD AV","B ST","A ST",378.0118,52,"Collector","AC Improved",19656.6136,"Poor",556478.731016
"SS-000133",59.01,"04TH AV","B ST","A ST",377.9999,50,"Collector","AC Improved",18899.995,"Fair",1115288.70495
"SS-003290",55.25,"B ST","04TH AV","05TH AV",285.0071,52,"Collector","AC Improved",14820.3692,"Fair",818825.3983
"SS-003292",52.21,"B ST","06TH AV","07TH AV",286.0071,52,"Collector","AC Improved",14872.3692,"Fair",776486.395932
"SS-003295",26.66,"B ST","09TH AV","10TH AV",283.0015,52,"Collector","AC Improved",14716.078,"Poor",392330.63948
"SS-003299",41.42,"B ST","19TH ST","20TH ST",281.0019,52,"Collector","AC Improved",14612.0988,"Fair",605233.132296
"SS-003301",100,"B ST","21ST ST","22ND ST",271.6719,52,"Collector","PCC Jointed Concrete",14126.9388,"Good",1412693.88
"SS-029066",69,"WOODROW AV","ARMACOST RD","MARJORIE DR",385,40,"Collector","AC Improved",15400,"Fair",1062600
"SS-016093",25.55,"LARWOOD RD","DIMARINO ST","CITY BOUNDARY",633.7877,36,"Residential","AC Improved",22816.3572,"Poor",582957.92646
"SS-009290",82.77,"DODIE ST","KOE ST","HELM ST",482.8108,36,"Residential","AC Improved",17381.1888,"Good",1438640.996976
"SS-011585",69,"FRONT ST","W C ST","W B ST",380,50,"Collector","AC Improved",19000,"Fair",1311000
"SS-000178",43.12,"05TH AV","C ST","B ST",381.0012,38,"Collector","AC Improved",14478.0456,"Fair",624293.326272
"SS-005226",78.22,"C ST","16TH ST","17TH ST",278.016,52,"Collector","AC Improved",14456.832,"Good",1130813.39904
"SS-005228",80.7,"C ST","11TH AV","PARK BL",281.0019,24,"Residential","AC Improved",6744.0456,"Good",544244.47992
"SS-000444",30.7,"19TH ST","C ST","B ST",385.0012,52,"Collector","AC Improved",20020.0624,"Poor",614615.91568
"SS-028278",25.8,"WARNER ST","SILVER GATE AV","CATALINA BL",934.368,30,"Residential","AC Unimproved",28031.04,"Poor",723200.832
"SS-004519",51.97,"BOLLENBACHER ST","SWANER ST","END",478.1836,36,"Local","AC Improved",17214.6096,"Fair",894643.260912
"SS-006697",70,"CATALINA RD","TEMPLE ST","DUPONT ST",707,19,"Residential","AC Improved",13433,"Good",940310
"SS-009558",55,"DUPONT ST","CATALINA BL","CATALINA RD",50,40,"Residential","AC Improved",2000,"Fair",110000
"SS-008065",82.87,"COTTON ST","C ST","A ST",541.0027,36,"Residential","AC Improved",19476.0972,"Good",1613984.174964
"SS-010283",36.37,"ELWOOD AV","GENEVA AV","LENOX DR",411.4885,32,"Residential","AC Improved",13167.632,"Poor",478906.77584
"SS-029001",19.83,"WINSTON DR","GENEVA AV","LENOX DR",410.099,36,"Residential","AC Improved",14763.564,"Poor",292761.47412
"SS-014097",49.63,"INDIA ST","W BROADWAY","W C ST",362.0127,51,"Collector","AC Improved",18462.6477,"Fair",916301.205351
"SS-004931",40.18,"BROADWAY","08TH AV","09TH AV",279.0019,50,"Major","AC Improved",13950.095,"Fair",560514.8171
"SS-004935",51.57,"BROADWAY","PARK BL","13TH ST",281.9998,52,"Major","AC Improved",14663.9896,"Fair",756221.943672
"SS-004940",40.95,"BROADWAY","19TH ST","20TH ST",278.0001,52,"Collector","AC Improved",14456.0052,"Fair",591973.41294
"SS-000493",50.55,"23RD ST","BROADWAY","C ST",380.0015,30,"Residential","AC Improved",11400.045,"Fair",576272.27475
"SS-004945",35.97,"BROADWAY","24TH ST","25TH ST",681.0007,52,"Collector","AC Improved",35412.0364,"Poor",1273770.949308
"SS-004947",55.16,"BROADWAY","27TH ST","28TH ST",699.0006,52,"Collector","AC Improved",36348.0312,"Fair",2004957.400992
"SS-009561",58.29,"DUPONT ST","ALBION ST","ALBION ST",43.174,40,"Residential","AC Improved",1726.96,"Fair",100664.4984
"SS-009562",25.8,"DUPONT ST","GAGE DR","ALBION ST",264.4392,40,"Residential","AC Improved",10577.568,"Poor",272901.2544
"SS-006521",23.77,"CAROLINA PL","CAROLINA LN","END",291.0427,36,"Residential","AC Improved",10477.5372,"Poor",249051.059244
"SS-017102",42.85,"MADERA ST","BROADWAY","BITTERN ST",375.6609,40,"Collector","AC Unimproved",15026.436,"Fair",643882.7826
"SS-022473",34.61,"QUALTROUGH ST","SAN ELIJO ST","SAN FERNANDO ST",354.5187,24,"Residential","PCC Jointed Concrete",8508.4488,"Poor",294477.412968
"SS-009483",76.25,"DRY CREEK PL","BEGIN","END",398.6331,30,"Residential","AC Improved",11958.993,"Good",911873.21625
"SS-009659",19.02,"E ST","11TH AV","PARK BL",280.0019,52,"Collector","AC Improved",14560.0988,"Poor",276933.079176
"SS-013588",51,"HILLTOP DR","BOUNDARY ST","39TH ST",304.8153,40,"Collector","AC Improved",12192.612,"Fair",621823.212
"SS-023980",38.53,"SAN ANTONIO AV","QUALTROUGH ST","END",89.4984,30,"Residential","AC Improved",2684.952,"Poor",103451.20056
"SS-009676",87.82,"E ST","17TH ST","I-5 SB ON RA",67.1589,19,"Collector","AC Improved",1276.0191,"Good",112059.997362
"SS-024075",34.8,"SAN GORGONIO ST","PERRY ST","END",377.4454,26,"Residential","PCC Jointed Concrete",9813.5804,"Poor",341512.59792
"SS-006520",39,"CAROLINA LN","HILLTOP DR","CAROLINA PL",272.0016,36,"Residential","AC Improved",9792.0576,"Poor",381890.2464
"SS-027956",53.1,"VIEWCREST DR","HARLAN CR","BRITAIN ST",369.0013,36,"Residential","AC Improved",13284.0468,"Fair",705382.88508
"SS-001361",47.53,"56TH ST","GLEN RD","ROSWELL ST",400.1142,28,"Local","AC Improved",11203.1976,"Fair",532487.981928
"SS-011841",16.39,"GARDEN LN","BEGIN","CATALINA BL",467.5413,36,"Residential","AC Unimproved",16831.4868,"Poor",275868.068652
"SS-001428",81.96,"60TH ST","WUNDERLIN AV","BROADWAY",300.0001,30,"Collector","AC Improved",9000.003,"Good",737640.24588
"SS-001527",15.89,"69TH ST","WUNDERLIN AV","CITY BOUNDARY",241.0199,56,"Residential","AC Unimproved",13497.1144,"Poor",214469.147816
"SS-023632",57,"ROSWELL ST","SELMA PL","HANOVER ST",361.7693,35,"Collector","AC Improved",12661.9255,"Fair",721729.7535
"SS-023982",85.37,"SAN ANTONIO AV","PERRY ST","NOREN PL",169.3192,30,"Residential","AC Improved",5079.576,"Good",433643.40312
"SS-009816",49.25,"EASTHILL DR","JOANNA DR","BRITAIN ST",164.003,36,"Residential","AC Improved",5904.108,"Fair",290777.319
"SS-000181",39.94,"05TH AV","F ST","E ST",373.0013,52,"Collector","AC Improved",19396.0676,"Poor",774678.939944
"SS-000269",85.09,"08TH AV","F ST","E ST",377.0012,52,"Collector","AC Improved",19604.0624,"Good",1668109.669616
"SS-010720",55.21,"F ST","11TH AV","PARK BL",280.0019,52,"Collector","AC Improved",14560.0988,"Fair",803863.054748
"SS-000359",41.32,"13TH ST","F ST","E ST",380.0052,52,"Collector","AC Improved",19760.2704,"Fair",816494.372928
"SS-000495",43.67,"23RD ST","F ST","E ST",378.0012,30,"Residential","AC Improved",11340.036,"Fair",495219.37212
"SS-012218",26.49,"GLENDALE AV","F ST","E ST",378.0052,40,"Residential","AC Improved",15120.208,"Poor",400534.30992
"SS-000533",26.45,"26TH ST","F ST","E ST",381.0051,40,"Residential","PCC Jointed Concrete",15240.204,"Poor",403103.3958
"SS-010733",37.32,"F ST","31ST ST","32ND ST",656.0008,52,"Residential","AC Improved",34112.0416,"Poor",1273061.392512
"SS-012793",32.96,"GUATAY ST","GLENCOE DR","JACUMBA ST",239.8261,36,"Residential","AC Improved",8633.7396,"Poor",284568.057216
"SS-026802",61.94,"TREMONT ST","BEGIN","44TH ST",268.8066,30,"Residential","AC Improved",8064.198,"Fair",499496.42412
"SS-008743",83.74,"DASSCO ST","LISE AV","DASSCO CT",269.7351,36,"Residential","AC Improved",9710.4636,"Good",813154.221864
"SS-016584",39,"LISE AV","HAL ST","EUCLID AV",510.3513,36,"Residential","AC Improved",18372.6468,"Poor",716533.2252
"SS-023599",31.85,"ROSECROFT LN","SILVER GATE AV","CATALINA BL",936.3161,28,"Residential","AC Improved",26216.8508,"Poor",835006.69798
"SS-024729",26.98,"SELMA PL","CRESTON DR","ROSWELL ST",323.8567,35,"Residential","AC Improved",11334.9845,"Poor",305817.88181
"SS-011918",100,"GATEWAY CENTER AV","GATEWAY CENTER DR","GATEWAY CENTER WY",550.1308,44,"Local","AC Improved",24205.7552,"Good",2420575.52
"SS-011589",84.27,"FRONT ST","W G ST","W F ST",375.0016,54,"Collector","AC Improved",20250.0864,"Good",1706474.780928
"SS-000250",82.25,"07TH AV","G ST","F ST",383.0054,52,"Collector","AC Improved",19916.2808,"Good",1638114.0958
