,LAT,LONG
0,32.8078409,-117.2105461
1,32.8063005,-117.2429102
2,32.7374383,-117.125045
3,32.7521166,-117.2151526
4,32.7514146,-117.0987257
5,32.6968047,-117.0894589
6,32.7551936,-117.1008364
7,32.5735233,-117.0522776
8,32.7471579,-117.2093699
9,32.8318107,-117.276584
10,32.7402725,-117.1009304
11,32.750374,-117.2081684
12,32.7157607,-117.1592636
13,32.801533,-117.185059
14,32.8095824,-117.1444885
15,32.8160331,-117.2686502
16,33.02638,-117.0824191
17,32.7313852,-117.1630256
18,32.7725656,-117.0718679
19,32.7253967,-117.1690131
20,32.7817663,-117.1104461
21,32.7725717,-117.1573225
22,32.7214093,-117.084988
23,32.71166640000001,-117.073137
24,32.798172,-117.248177
25,32.9165455,-117.1259224
26,32.7170338,-117.1578383
27,32.7070274,-117.0322419
28,32.7188763,-117.155663
29,32.7633018,-117.112181
30,32.805661,-117.0145638
31,32.7944506,-117.1942593
32,32.8495927,-117.2519556
33,32.6908257,-117.1124136
34,32.7083333,-117.1582763
35,32.715023,-117.0850255
36,32.7497301,-117.1143694
37,32.7516695,-117.2350962
38,32.7496428,-117.104474
39,32.7455322,-117.1993268
40,32.7497301,-117.1143694
41,32.702633,-117.1459695
42,32.8094805,-117.1166715
43,32.7615533,-117.2320493
44,32.8195164,-117.126563
45,32.8015347,-117.1419186
46,32.7615533,-117.2320493
47,33.0155322,-117.0594453
48,32.864923,-117.225434
49,32.800201,-117.238991
50,32.81517,-117.210938
51,32.7476279,-117.242456
52,32.5720434,-117.0610659
53,32.5454479,-117.0426214
54,32.7688557,-117.0404152
55,32.8707924,-117.2235221
56,32.9648569,-117.1862545
57,32.8222396,-117.1248803
58,32.835017,-117.248827
59,32.8505881,-117.2229384
60,32.8724522,-117.2141439
61,32.798569,-117.246361
62,32.7060284,-117.1443971
63,32.7502721,-117.1563654
64,32.7289067,-117.0636805
65,32.7680787,-117.0848669
66,32.7969042,-117.2399557
67,32.7158584,-117.1295872
68,32.7495499,-117.0923034
69,32.785788,-117.1582275
70,32.7114809,-117.1691208
71,32.7040338,-117.0308765
72,32.7219476,-117.1602093
73,32.7725656,-117.0718679
74,32.7022728,-117.089303
75,32.7792354,-117.1342339
76,32.7489592,-117.1695546
77,32.7625867,-117.0677899
78,32.7518705,-117.1631776
79,32.7496291,-117.1093174
80,32.8304876,-117.2170722
81,32.7937207,-117.0675461
82,32.7495549,-117.0933618
83,33.0002607,-117.0867445
84,32.8347099,-117.1592585
85,32.7785418,-117.0621443
86,32.7169192,-117.1295853
87,32.7725656,-117.0718679
88,32.8018351,-117.0498704
89,32.7209161,-117.16112
90,32.7849892,-117.0967777
91,32.7255773,-117.1170328
92,32.7782184,-117.1570495
93,32.7993546,-117.2563467
94,32.683056,-117.049454
95,32.5567295,-117.0406897
96,32.7032464,-117.133864
97,32.8029583,-117.2535421
98,32.7214093,-117.084988
99,32.780156,-117.101638
100,32.9567298,-117.152999
101,32.7126378,-117.1494626
102,32.7115595,-117.1564852
103,33.0177242,-117.1433705
104,32.9470526,-117.0957672
105,32.7925986,-117.122797
106,32.7982267,-117.2383824
107,32.7571642,-117.1141743
108,32.8207424,-117.2133065
109,32.8327563,-117.271291
110,32.7716354,-117.0700025
111,32.9165847,-117.1652662
112,32.75132810000001,-117.0890505
113,32.9165847,-117.1652662
114,32.7484553,-117.1318934
115,32.6960558,-117.1103254
116,32.7484151,-117.1534578
117,32.785023,-117.101517
118,32.7068456,-117.1605621
119,32.5436274,-117.0840812
120,32.7552897,-117.0717963
121,32.6928198,-117.1294546
122,32.8033444,-117.2124641
123,32.784943,-117.1104113
124,32.7202111,-117.0850229
125,32.750309,-117.1363341
126,32.74695270000001,-117.1615865
127,32.7967323,-117.2457938
128,32.8269188,-117.095863
129,32.783768,-117.198181
130,32.9053495,-117.1241885
131,32.89615089999999,-117.0992445
132,32.685497,-117.115356
133,32.9222272,-117.228553
134,32.8203555,-117.1715234
135,32.7493468,-117.1922637
136,32.7897829,-117.1448508
137,32.7680787,-117.0848669
138,32.793957,-117.239098
139,32.7271873,-117.1648044
140,32.7495511,-117.1512455
141,32.7499795,-117.1616401
142,32.9001783,-117.1893885
143,32.7728149,-117.0555505
144,32.7993994,-117.2342261
145,32.7115428,-117.1628871
146,32.8501569,-117.2515517
147,32.7969042,-117.2399557
148,32.9731214,-117.0776399
149,32.7438934,-117.2483275
150,33.0226829,-117.0700909
151,32.8336854,-117.1011142
152,33.0264204,-117.0749424
153,33.0413257,-117.061035
154,32.7551936,-117.1008364
155,32.953426,-117.232799
156,32.8094805,-117.1166715
157,32.7060284,-117.1443971
158,32.7770661,-117.0561959
159,32.7290556,-117.1715529
160,32.7063407,-117.1402135
161,32.9248325,-117.127605
162,32.9824833,-117.1308694
163,32.9908878,-117.0723232
164,32.7443199,-117.0795966
165,32.7552129,-117.1388452
166,32.7209178,-117.1602043
167,32.7178211,-117.1556413
168,32.7062813,-117.149445
169,32.7914484,-117.1573394
170,32.9216753,-117.0626265
171,32.8245997,-117.1459415
172,32.8049732,-117.1336691
173,32.7402931,-117.0813195
174,32.7115392,-117.1546581
175,32.6959788,-117.1273008
176,32.9589914,-117.20929
177,32.706367,-117.135986
178,32.6864536,-117.0449464
179,32.8094805,-117.1166715
180,32.797695,-117.236267
181,32.8964603,-117.1310476
182,32.8897601,-117.1427999
183,32.7541409,-117.204919
184,0.0,0.0
185,32.803977,-117.0460172
186,32.7493468,-117.1922637
187,32.829323,-117.212677
188,32.704327,-117.125221
189,32.685497,-117.115356
190,32.7609772,-117.1450328
191,32.8641904,-117.2362763
192,32.8987868,-117.2025187
193,32.5764371,-117.0928404
194,32.7401088,-117.2289708
195,32.6658356,-117.0557694
196,32.7040648,-117.0882645
197,32.7552964,-117.1157874
198,32.9333914,-117.2394011
199,32.7732645,-117.203813
200,32.5540604,-116.9424315
201,32.7517011,-117.1501915
202,32.8741084,-117.2073531
203,32.9470526,-117.0957672
204,32.7617243,-117.1666055
205,32.8223379,-117.1322447
206,32.9035227,-117.184315
207,32.9097731,-117.087888
208,32.572834,-117.0927843
209,32.71784,-117.1537019
210,32.7158434,-117.1337654
211,33.025234,-117.0599992
212,32.7116548,-117.1302053
213,32.5585934,-116.9383225
214,32.8781173,-117.1731893
215,32.7040962,-117.0849183
216,32.8377379,-117.1268195
217,32.6928143,-117.1316288
218,32.8044607,-117.121704
219,32.803057,-117.1413746
220,32.711489,-117.1720742
221,32.7125787,-117.1592243
222,32.5516593,-117.0398652
223,32.6928198,-117.1294546
224,32.8897601,-117.1427999
225,33.0207248,-117.0945954
226,32.9564117,-117.1099216
227,32.5760562,-117.0435561
228,32.742948,-117.2355008
229,32.8134795,-117.1525877
230,32.7115595,-117.1564852
231,32.7114809,-117.1691208
232,32.7496349,-117.1106601
233,32.755338,-117.1222374
234,32.7686766,-117.0448443
235,32.8703037,-117.2337759
236,32.7725717,-117.1573225
237,32.8741084,-117.2073531
238,32.788754,-117.237488
239,32.7079672,-117.1196197
240,32.9017859,-117.111693
241,32.77078,-117.06883
242,32.9554415,-117.229761
