,LAT,LONG
0,32.8741084,-117.2073531
1,32.7497616,-117.1180585
2,32.8318107,-117.276584
3,32.7157397,-117.1601681
4,32.82860429999999,-117.1933197
5,32.739758,-117.1593943
6,32.86631190000001,-117.2432214
7,32.90699439999999,-117.1741806
8,32.9404777,-117.154143
9,32.8326111,-117.1592322
10,32.8935909,-117.1337958
11,32.7716354,-117.0700025
12,32.8049587,-117.1287908
13,32.6963749,-117.1025872
14,32.7686461,-117.0469864
15,32.7475978,-117.1923396
16,32.74238380000001,-117.1803849
17,32.7495906,-117.2060193
18,32.8707924,-117.2235221
19,32.804436,-117.242302
20,32.9176966,-117.2294099
21,32.7895867,-117.2059746
22,32.7076883,-117.1225396
23,32.8438225,-117.2709886
24,32.7136317,-117.1546731
25,32.7669327,-117.153284
26,32.6890466,-117.0464344
27,32.7649523,-117.1073263
28,32.7125789,-117.1610627
29,32.893671,-117.1269984
30,32.770776,-117.0699017
31,32.7763826,-117.1640675
32,32.831371,-117.266693
33,32.7062813,-117.1457976
34,32.743239,-117.1812146
35,32.7549472,-117.0922319
36,32.9250356,-117.1439265
37,32.6906792,-117.1024896
38,32.7531623,-117.0986888
39,32.7115188,-117.1503593
40,32.833042,-117.257278
41,32.7040962,-117.0849183
42,32.8087626,-117.1189828
43,32.7351734,-117.1010971
44,32.801354,-117.2246585
45,32.9900938,-117.1592894
46,32.7081748,-117.0288542
47,32.8075055,-117.2193254
48,32.7485687,-117.1512519
49,32.7266414,-117.1685873
50,32.7085126,-117.1273934
51,32.7115384,-117.1485531
52,32.8504341,-117.2542595
53,32.7485687,-117.1512519
54,32.788151,-117.2402033
55,32.8333899,-117.2166057
56,32.7115392,-117.1546581
57,32.702515,-117.0800998
58,32.7146908,-117.1583404
59,32.8110852,-117.1534321
60,33.0277656,-117.0683586
61,32.786482,-117.1702141
62,32.780399,-117.099653
63,32.7931313,-117.2524612
64,32.7364857,-117.1752805
65,32.7364857,-117.1752805
66,32.9476298,-117.1341233
67,32.9125062,-117.149211
68,32.7573075,-117.0836113
69,32.7263778,-117.1694377
70,32.711418,-117.0936816
71,32.9775284,-117.0777733
72,32.5883001,-117.0233629
73,32.8090582,-117.2076584
74,32.7158584,-117.1295872
75,32.7487286,-117.0793715
76,32.8935909,-117.1337958
77,32.76437,-117.0834268
78,32.7241554,-117.1693992
79,32.8343612,-117.1826968
80,33.0161302,-117.0738161
81,32.8090582,-117.2076584
82,32.7592493,-117.1742641
83,32.7231577,-117.2289003
84,32.5693252,-117.0054333
85,32.8741084,-117.2073531
86,32.8886135,-117.1676222
87,32.8068873,-117.2586374
88,33.0130815,-117.1473026
89,32.7827648,-117.2366369
90,32.706321,-117.1424175
91,32.7454692,-117.214489
92,32.7469738,-117.1595248
93,32.7584797,-117.0749464
94,32.6970414,-117.1189282
95,32.7484581,-117.1338729
96,32.7497382,-117.1155883
97,32.7248044,-117.2419841
98,32.7552227,-117.1338737
99,32.7401088,-117.2289708
100,32.7675985,-117.0492387
101,32.800999,-117.235336
102,32.8269188,-117.095863
103,32.6959788,-117.1273008
104,32.9163303,-117.1636569
105,32.8056007,-117.2210519
106,32.7615533,-117.2320493
107,32.5552204,-116.9768844
108,32.7168094,-117.0449693
109,32.7402303,-117.1473312
110,32.6959781,-117.1253134
111,32.8724522,-117.2141439
112,32.849651,-117.216057
113,32.7807566,-117.1726381
114,32.7650725,-117.238161
115,32.753236,-117.1072398
116,32.707342,-117.151904
117,32.780156,-117.101638
118,32.8345585,-117.1421808
119,32.7115285,-117.1637652
120,32.7996697,-117.013183
121,32.7177984,-117.0258986
122,32.8908906,-117.1679297
123,32.8327004,-117.148884
124,32.8193015,-117.1818048
125,32.7495906,-117.2060193
126,32.786482,-117.1702141
127,32.8058106,-117.2241965
128,32.7195864,-117.0850115
129,32.7214093,-117.084988
130,32.6409778,-117.0975913
131,32.7115468,-117.149448
132,32.7461526,-117.0496575
133,32.7443143,-117.2343182
134,32.7093699,-117.1610392
135,32.8886135,-117.1676222
136,32.7724702,-117.076198
137,32.9173235,-117.1204832
138,32.7700697,-117.0624998
139,32.9782498,-117.0710959
140,32.9053495,-117.1241885
141,32.9177013,-117.1139732
142,32.7006603,-117.1450526
143,32.73140050000001,-117.1594096
144,0.0,0.0
145,32.7093981,-117.160133
146,32.7447325,-117.2476001
147,32.7687254,-117.0426288
148,32.71936,-117.154735
149,32.8168242,-117.1240949
150,32.7131445,-117.0580506
151,32.7123971,-117.0849724
152,32.8094805,-117.1166715
153,32.7854718,-117.062718
154,32.719898,-117.1601885
155,32.8307868,-117.1402618
156,32.7482624,-117.1604481
157,32.8537444,-117.1992861
158,32.7411061,-117.132815
159,32.7968081,-117.0777157
160,32.711489,-117.1720742
161,32.711489,-117.1720742
162,32.7040148,-117.0785536
163,32.7682034,-117.0599869
164,32.7577357,-117.0663806
165,32.5592217,-117.0505446
166,32.7936796,-117.2545925
167,32.807873,-117.222923
168,32.71784,-117.1537019
169,32.7967323,-117.2457938
170,32.798569,-117.246361
171,32.7972457,-117.1429476
172,32.711489,-117.1720742
173,32.711489,-117.1720742
174,32.7873145,-117.1189552
175,32.9169117,-117.1114341
176,32.706275,-117.1485276
177,32.7747497,-117.1538667
178,32.711472,-117.0510102
179,32.6988317,-117.0787835
180,32.7923003,-117.1967419
181,32.7569527,-117.0857833
182,32.7409782,-117.1368026
183,32.7477792,-117.104495
184,32.6959499,-117.13166
185,32.7374413,-117.1293325
186,32.7115188,-117.1503593
187,32.7566451,-117.0879223
188,32.5793694,-117.0704252
189,32.7552592,-117.1264812
190,32.5460325,-117.0312798
191,32.8505015,-117.2550034
192,32.7104178,-117.1628432
193,32.8012314,-117.0398628
194,32.7512034,-117.1514293
195,32.7903717,-117.2033244
196,32.7566451,-117.0879223
197,32.7533096,-117.1179758
198,32.712644,-117.1485776
199,33.0264204,-117.0749424
200,32.7487286,-117.0793715
201,32.854149,-117.210297
202,32.8193015,-117.1818048
203,32.9342229,-117.2554761
204,33.0528823,-117.0671952
205,32.7584797,-117.0749464
206,32.803977,-117.0460172
207,32.8791337,-117.1625181
208,32.8498378,-117.2628896
209,32.5837284,-117.0403402
210,32.8820012,-117.156174
211,32.7782184,-117.1570495
212,32.798172,-117.248177
213,32.7271894,-117.1666508
214,32.7569527,-117.0857833
215,32.7136317,-117.1546731
216,33.0203522,-117.0749353
217,32.8110852,-117.1534321
218,32.6766925,-117.0657344
219,32.7874198,-117.1448427
220,32.8278009,-117.0991724
221,32.7382168,-117.2236155
222,32.82550010000001,-117.1274051
223,32.718769,-117.0935569
224,32.6970267,-117.123213
225,32.788254,-117.204842
226,32.7876923,-117.0977291
227,32.7473552,-117.1012504
228,32.7157496,-117.1519721
229,32.7022728,-117.089303
230,32.7289067,-117.0636805
231,32.7400694,-117.2161228
232,32.7517011,-117.1501915
233,32.8781173,-117.1731893
234,32.7554061,-117.1301928
235,32.8767479,-117.2074688
236,32.8218337,-117.1551454
237,32.7551966,-117.1200799
238,32.89707130000001,-117.1269338
239,32.7567715,-117.1986173
240,32.7520201,-117.1498024
241,32.8095131,-117.0678827
242,32.786482,-117.1702141
243,32.8003551,-117.2292719
244,32.8911959,-117.2391656
245,32.7552129,-117.1388452
246,32.7551722,-117.1168383
247,32.8786517,-117.1648778
248,32.8327004,-117.148884
249,32.9158417,-117.1130063
250,32.8714036,-117.218203
251,32.7944506,-117.1942593
252,32.8786517,-117.1648778
253,32.9137479,-117.1429064
254,32.7271894,-117.1666508
255,32.7502782,-117.0519966
256,32.7827648,-117.2366369
257,32.8506113,-117.2504902
258,32.8312426,-117.2158965
259,32.7455322,-117.1993268
260,32.8312426,-117.2158965
261,32.7027748,-117.1080944
262,32.7219557,-117.2299398
263,32.9374076,-117.1007576
264,32.713146,-117.0589661
265,32.9908878,-117.0723232
266,32.576263,-116.996773
267,32.9059974,-117.0848664
268,32.5676605,-116.9623327
269,32.7494798,-117.0879906
270,32.8203555,-117.1715234
271,32.7004868,-117.1508205
272,32.9455706,-117.0839888
273,32.8986079,-117.1402342
274,0.0,0.0
275,32.798714,-117.21582
276,32.798569,-117.246361
277,32.7321337,-117.0960602
278,32.7484507,-117.1388022
279,32.8056007,-117.2210519
280,32.7991671,-117.2347736
281,32.7552766,-117.0539325
282,32.8703028,-117.2423004
283,32.8939992,-117.239286
284,32.7965613,-117.2554747
285,0.0,0.0
286,32.7997264,-117.09169
287,32.7344983,-117.233
288,32.7902888,-117.1051447
289,32.5543622,-117.0479997
290,32.7068456,-117.1605621
291,32.7497459,-117.1168093
292,32.7303308,-117.1612062
293,32.931723,-117.2500232
294,32.8782143,-117.1683561
295,32.71166760000001,-117.1274104
296,0.0,0.0
297,32.7480878,-117.1645348
298,32.9878769,-117.0671846
299,32.8986079,-117.1402342
300,32.8779055,-117.1725625
301,32.9068396,-117.1458945
302,32.7495816,-117.1110905
303,32.7685795,-117.051498
304,32.7421294,-117.1603793
305,32.7507396,-117.2385423
306,32.7974417,-117.1933318
307,32.7304011,-117.1430239
308,32.7913259,-117.1630461
309,32.7557649,-117.0943712
310,32.7084609,-117.1359899
311,32.9775607,-117.090327
312,32.7497301,-117.1143694
313,32.7407633,-117.2536918
314,32.9027946,-117.0983922
315,32.9177013,-117.1139732
316,32.7929778,-117.0186966
317,32.8506113,-117.2504902
318,32.7705524,-117.0650954
319,32.7686461,-117.0469864
320,32.753139,-117.0965434
321,32.807755,-117.180847
322,32.806472,-117.0483882
323,32.7040632,-117.0814929
324,32.802567,-117.24173
325,32.7136224,-117.160169
326,32.9696845,-117.0813626
327,32.7341674,-117.240914
328,32.7157541,-117.1503981
329,32.9494014,-117.2567328
330,32.7114963,-117.1046852
331,32.8775914,-117.178402
332,32.5676605,-116.9623327
333,32.7657596,-117.1867543
334,32.7871498,-117.2535593
335,32.7225533,-117.2294155
336,32.8327004,-117.148884
337,32.5490738,-117.0549602
338,32.878046,-117.1694006
339,32.7572219,-117.1189943
340,32.7435795,-117.2202154
341,32.7448795,-117.2134959
342,32.7496145,-117.0987503
343,32.7419638,-117.1832001
344,32.7062813,-117.149445
345,32.7219318,-117.1629511
346,32.7126129,-117.1538472
347,32.7168149,-117.1583721
348,32.9823387,-117.0927556
349,32.802313,-117.2200457
350,32.798973,-117.244522
351,32.5764371,-117.0928404
352,32.5659844,-116.9753539
353,32.9438365,-117.2393526
354,32.715743,-117.1528506
355,32.7460478,-117.1595084
356,32.7012979,-117.1080714
357,32.6939465,-117.1145761
358,32.6982843,-117.1338311
359,32.5764371,-117.0928404
360,32.7496185,-117.0998243
361,32.5857987,-117.0743291
362,32.8229444,-117.1839486
363,32.7448795,-117.2134959
364,32.7523379,-117.2039196
365,32.7485022,-117.1250179
366,32.8199606,-117.1491154
367,32.8058106,-117.2241965
368,32.7431521,-117.1710252
369,32.7308404,-117.1694694
370,32.7610346,-117.1314355
371,32.761046,-117.1302098
372,32.5837668,-117.0927049
373,32.7402725,-117.1009304
374,32.7583934,-117.1972671
375,32.6928022,-117.1336569
376,32.7767403,-117.2525381
