,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
3361,100,CANON ST,TALBOT ST,SOUTHERNWOOD WY,Good,20130905,1610,CANON ST,TALBOT ST,0,A,3,A,09,A,A,H
3362,86.92,S EUCLID AV,S EUCLID (W FTG) AV,SOLOLA AV,Good,20130905,1830,S EUCLID AV,SOLOLA  AV,0,A,3,A,12,B,A,H
3363,45.88,WEST POINT LOMA BL,TEMECULA ST,MENTONE ST,Fair,20130905,1400,W POINT LOMA BL,MENTONE,0,A,4,A,09,A,A,H
3364,53.75,BARONESS AV,JADE COAST RD,TISHA ST,Fair,20130901,0520,BARONESS AV,JADE COAST RD,0,A,3,A,08,B,A,H
3365,59.07,EL CAJON BL,OREGON ST,IDAHO ST,Fair,20130906,1055,EL CAJON BL,IDAHO ST,0,A,4,A,08,A,A,H
3366,20.47,INGRAHAM ST,HORNBLEND ST,GARNET AV,Poor,20130907,1335,INGRAHAM,GARNET AV,0,A,4,D,00,A,A,H
3367,60.48,KEARNY MESA RD,OTHELLO AV,ARMOUR ST,Fair,20130907,0946,KEARNY MESA RD,ARMOUR ST,0,A,3,A,- ,A,A,H
3368,69,BALBOA AV,MT RIAS PL,CANNINGTON DR,Fair,20130907,1447,BALBOA AV,CANNINGTON ST,0,A,3,A,12,A,A,H
3369,39,ORANGE AV,50TH ST,ALTADENA AV,Poor,20130904,0709,ORANGE AV,ALTADENA,0,A,3,A,08,A,A,H
3370,51.44,DEL MAR HEIGHTS RD,LANSDALE DR,CARMEL CANYON RD,Fair,20130903,1850,DEL MAR HEIGHTS,LANSDALE DR,0,A,4,A,03,B,A,H
3371,55.97,PACIFIC HY,W PALM ST,SASSAFRAS ST,Fair,20130905,0855,PACIFIC HY,W PALM,0,A,4,A,12,A,A,H
3372,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20130905,0854,MIRA MESA BL,FLANDERS DR,0,A,4,A,- ,A,A,H
3373,87.96,AMHERST ST,68TH ST,69TH ST,Good,20130906,0810,AMHERST ST,68TH ST,0,A,4,A,09,A,A,H
3374,59.95,WARING RD,ELDRIDGE ST,GALEWOOD ST,Fair,20130907,1128,WARING RD,ELDRIDGE ST,0,A,4,A,08,A,A,H
3375,81.06,WIGHTMAN ST,38TH ST,39TH ST,Good,20130829,1620,WIGHTMAN ST,39TH ST,0,B,4,A,17,A,A,H
3376,85.91,BEADNELL WY,MT ABERNATHY AV,CANNINGTON DR,Good,20130829,1543,BEADNELL WY,MOUNT ABERNATHY AV,0,A,2,A,09,A,A,H
3377,100,CARMEL VALLEY RD,PORTOFINO DR,POINTE DEL MAR WY,Good,20130830,1830,CARMEL VALLEY RD,TORRES DEL MAR DR,0,A,4,C,18,A,A,H
3378,18.94,MONROE AV,PARK BL,GEORGIA ST,Poor,20130829,2320,MONROE,PARK,0,A,3,A,12,C,A,H
3379,36.75,KESLING ST,LIMERICK AV,ONATE AV,Poor,20130829,1000,KESLING ST,ABERNATHY AV,0,B,4,A,09,A,A,H
3380,47.83,LINDA VISTA RD,VIA LAS CUMBRES,ALCALA KNOLLS DR,Fair,20130827,2335,LINDA VISTA RD,ALCALA KNOLLS DR,0,A,4,A,03,C,A,H
3381,38.06,WINNETT ST,TOOLEY ST,FEDERAL BL,Poor,20130829,1650,WINNETT ST,FEDERAL BL,0,A,3,A,08,A,A,H
3382,56.4,MORENA BL,CUSHMAN AV,MORENA PL,Fair,20130828,1302,MORENA BL,MORENA PL,0,A,4,A,- ,A,A,H
3383,57,OLVERA AV,S SAN JACINTO DR,LOS ANGELES PL,Fair,20130831,1510,OLVERA AV,S SAN JACINTO DR,0,A,3,A,09,A,A,H
3384,39,MYRTLE AV,VILLA TR,PERSHING AV,Poor,20130813,1308,MYRTLE AV,VILLA TER,0,A,3,A,12,A,A,H
3385,18.51,BEECH ST,04TH AV,05TH AV,Poor,20130826,1810,BEACH ST,05TH AV,0,A,3,A,17,A,A,H
3386,52.61,HARRISON AV,COMMERCIAL ST,CESAR E CHAVEZ PY,Fair,20130813,0841,HARRISON AV,CESAR CHAVZ PKWY,0,A,3,A,11,A,A,H
3387,100,EL CAJON BL,ILLINOIS ST,IOWA ST,Good,20130829,0850,EL CAJON BL,ILLION ST,0,A,4,A,12,A,A,H
3388,43.2,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20130830,1825,ROSECRANS ST,MIDWAY,0,A,4,A,03,A,A,H
3389,54.68,MISSION BL,ISTHMUS CT,JAMAICA CT,Fair,20130830,1031,MISSION BL,ISTHMUS CT,0,A,2,A,08,A,A,H
3390,87.54,LINDA VISTA RD,FULTON ST,LEVANT ST,Good,20130828,2030,LINDA VISTA RD,FULTON ST,0,A,4,A,12,C,A,H
3391,38.96,INGRAHAM ST,FELSPAR ST,EMERALD ST,Poor,20130826,1946,INGRAHAM ST,FELSPAR ST,0,A,4,A,08,C,A,-
3392,24.11,NAUTILUS ST,LA JOLLA BL,DRAPER AV,Poor,20130831,1830,NAUTILUS ST,DRAPER AV,0,B,4,A,08,A,A,H
3393,85.77,LANSDALE DR,DEL MAR HEIGHTS RD,BRIXTON PL,Good,20130831,0115,LANSDALE DR,DEL MAR HEIGHTS RD,0,A,3,D,00,C,A,H
3394,46.49,BAYSIDE LN,ENSENADA CT,SAN FERNANDO PL,Fair,20130831,1221,BAYSIDE WALK,ENSENADA CT,0,A,3,A,08,A,A,H
3395,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20130829,1716,EL CAJON BL,ALTADENA AV,0,A,3,A,08,A,A,H
3396,37.62,MARKET ST,14TH ST,15TH ST,Poor,20130824,1555,MARKET ST,15TH ST,0,A,3,A,09,A,A,H
3397,87.01,CARMEL VALLEY RD,VIA BORGIA,VIA CORTINA,Good,20130828,1610,CARMEL VALLEY RD,VIA BORGIA,0,A,4,A,03,A,A,H
3398,100,MONTEZUMA RD,ART ST,EWING ST,Good,20130830,1802,MONTEZUMA RD,EWING ST,0,A,3,A,07,A,A,H
3399,14.94,E ST,10TH AV,11TH AV,Poor,20130828,2234,E ST,11TH AV,0,A,3,A,12,C,A,H
3400,78.49,DIVISION ST,PLAZA BL,CASTEEL CT,Good,20130825,1401,DIVISION ST,PLAZA BL,0,A,4,A,12,A,A,H
3401,51.44,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Fair,20130829,1700,MIRAMAR RD,BLACK MOUNTAIN,0,A,4,A,03,A,A,H
3402,35.9,MIDWAY DR,KEMPER ST,DUKE ST,Poor,20130901,1334,MIDWAY DR,DUKE ST,0,A,3,A,09,A,A,H
3403,82.68,HOME AV,FEDERAL BL,ASH ST,Good,20130902,1747,HOME AV,S OF FEDERAL BL,0,A,4,C,18,A,A,H
3404,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20130902,2100,GRAND AV,JEWELL ST,0,A,4,A,12,C,A,H
3405,28.96,06TH AV,OLIVE ST,PALM ST,Poor,20130901,1735,06TH AV,PALM AV,0,B,3,A,08,A,A,H
3406,83.05,HOWARD AV,ARIZONA ST,HAMILTON ST,Good,20130903,1715,HOWARD AV,HAMILTON ST,0,A,4,A,09,A,A,H
3407,43.96,EL CAJON BL,48TH ST,ESTRELLA AV,Fair,20130903,1930,EL CAJON BL,ESTRELLA AV,0,A,4,A,10,B,A,H
3408,55.69,BROADWAY,14TH ST,15TH ST,Fair,20130903,1845,BROADWAY,15TH ST,0,A,4,A,09,A,A,H
3409,22.92,TEXAS ST,WIGHTMAN ST,UNIVERSITY AV,Poor,20130901,1511,TEXAS ST,WIGHTMAN AV,0,A,4,A,12,A,A,H
3410,40.72,EL CAJON BL,ESTRELLA AV,49TH ST,Fair,20130903,0755,EL CAJON BL,69TH ST,0,A,4,A,09,A,A,H
3411,28.59,TECOLOTE RD,WEST MORENA BL,MORENA BL,Poor,20130903,2014,TECOLOTE RD,MORENA BL,0,A,3,A,07,C,A,H
3412,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20130901,2040,EL CAJON BL,55TH ST,0,A,3,A,04,C,A,H
3413,86.43,MONTEZUMA RD,COLLWOOD BL,YERBA SANTA DR,Good,20130903,1625,MONTEZUMA RD,YERBA  SANTA DR,0,A,3,A,03,A,A,H
3414,46.69,PARK RIDGE BL,FORRESTAL RD,JACKSON DR,Fair,20130902,2013,PARK RIDGE BL,JACKSON DR,0,A,4,A,08,C,A,H
3415,47.23,CLAIREMONT DR,EDISON ST,FAIRFIELD ST,Fair,20130902,1824,CLAIREMONT DR,FAIRFIELD ST,0,B,4,A,08,A,A,H
3416,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20130901,2101,GRAND AV,CASS ST,0,A,4,A,09,C,A,H
3417,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20130903,0905,GRAND AV,CASS ST,0,A,3,A,09,A,A,H
3418,100,MIRA MESA BL,REAGAN RD,CAM RUIZ,Good,20130902,0554,MIRA MESA BL,CAMINO RUIZ,0,B,4,A,- ,B,A,H
3419,87.1,43RD ST,POLK AV,ORANGE AV,Good,20130901,0518,43RD ST,TROJAN AV,0,A,3,A,08,B,A,H
3420,48.59,BARDONIA ST,WHELAN DR,RENKRIB AV,Fair,20130909,0041,BARDONIA ST,RENKRIB AV,0,A,3,A,08,-,A,H
3421,51,UNIVERSITY AV,37TH ST,38TH ST,Fair,20130902,2110,UNIVERSITY AV,38TH ST,0,A,4,A,03,C,A,H
3422,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20130910,0925,GRAND AV,JEWELL ST,0,A,4,A,03,A,A,H
3423,48.56,ROLFE RD,WILLAMETTE AV,CLAIREMONT MESA (FTG),Fair,20130905,1844,ROLFE RD,CLAIREMONT MESA BL,0,A,2,A,10,A,A,H
3424,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20130901,1510,GRAND AV,BAYARD ST,0,A,3,-,- ,A,A,H
3425,24.96,ELECTRIC AV,ROSEMONT ST,GRAVILLA ST,Poor,20130907,1655,ELECTRIC AV,GRAVILLA ST,0,B,4,A,12,A,A,H
3426,77.56,OCEAN BL,LAW ST,CRYSTAL DR,Good,20130908,0819,OCEAN BL,CRYSTAL,0,A,4,A,03,A,A,H
3427,47.44,RIO SAN DIEGO DR,QUALCOMM WY,RIO BONITO WY,Fair,20130909,1607,RIO SAN DIEGO DR,QUALCOMM WY,0,A,4,A,09,A,A,H
3428,51,GARNET AV,INGRAHAM ST,JEWELL ST,Fair,20130908,1230,GARNET AV,JEWELL ST,0,A,4,A,03,A,A,H
3429,65.88,EL CAJON BL,46TH ST,46TH ST,Fair,20130907,0904,EL CAJON BL,46TH ST,0,A,4,A,03,A,A,H
3430,16.22,EL PASEO GRANDE,CAM DEL COLLADO,LA JOLLA SHORES DR,Poor,20130901,1205,EL PASEO GRANDE,LA JOLLA SHORES,0,A,3,A,03,A,A,B
3431,57.63,54TH ST,EUCLID AV,54TH (E FTG) RD,Fair,20130907,1457,54TH ST,EUCLID AV,0,A,4,A,03,A,A,H
3432,58,ADAMS AV,BOUNDARY ST,WEST MTN VIEW DR,Fair,20130906,2019,ADAMS AV,W MOUNTAIN VIEW,0,A,3,A,08,C,A,H
3433,25.48,MISSION BL,GRAND AV,HORNBLEND ST,Poor,20130907,2011,MISSION BL,HORNBLEND ST,0,A,2,A,10,C,A,H
3434,31.08,NUTMEG ST,04TH AV,05TH AV,Poor,20130907,0116,G ST,05TH AV,0,A,3,A,05,C,A,H
3435,63.75,CAM RUIZ,MIRALANI DR,CARROLL CANYON RD,Fair,20130814,1745,CAMINO RUIZ,MIRALANI DR,0,A,4,A,08,A,A,H
3436,33.99,ROSECRANS ST,HUGO ST,INGELOW ST,Poor,20130910,1156,ROSECRANS,HUGO ST,0,A,4,A,03,A,A,H
3437,30.61,SPORTS ARENA BL,OLLIE ST,I-8 EB ON RA,Poor,20130910,1925,SPORTS ARENA BL,OLLIE ST,0,A,3,A,11,C,A,H
3438,51,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,MIRAMAR RD,Fair,20130911,1740,LA JOLLA VILLAGE DR,TOWNE CENTRE,0,A,4,A,10,A,A,H
3439,74.64,14TH ST,F ST,E ST,Good,20130913,0950,14TH ST,F ST,0,B,4,A,05,A,A,H
3440,51,NOBEL DR,REGENTS RD,CARGILL AV,Fair,20130915,2130,NOBEL DR,REGENTS RD,0,A,3,A,10,C,A,H
3441,81.98,HIGHLAND AV,ORANGE AV,EL CAJON BL,Good,20130916,2118,HIGHLAND AV,ORANGE AV,0,A,4,A,09,C,A,H
3442,49.14,70TH ST,EL CAJON BL,MOHAWK ST,Fair,20130911,0750,70TH ST,EL CAJON BL,0,A,4,A,21,A,A,H
3443,44.45,GRAND AV,FANUEL ST,GRESHAM ST,Fair,20130914,0059,GRAND AV,FANUEL ST,0,A,4,A,11,C,A,H
3444,46.25,MT ALIFAN DR,MT AGUILAR DR,MT ABRAHAM AV,Fair,20130913,1708,MOUNT ALIFAN DR,MOUNT AGUILAR DR,0,A,3,A,08,A,A,H
3445,66.95,CAM DEL RIO WEST,GAINES ST,ROSECRANS ST,Fair,20130913,1318,CAMINO DEL RIO S,TEXAS ST,0,A,4,A,09,A,A,H
3446,45.57,LAKE MURRAY BL,LAKE ARROWHEAD DR,LYNNHAVEN LN,Fair,20130912,1740,LAKE MURRAY BL,LAKE ARROWHEAD,0,A,4,A,03,A,A,H
3447,100,CAM DEL SUR,CASEY GLEN,OLD COURSE RD,Good,20130915,1315,CAMINO DEL SUR,CASEY GLEN,0,A,4,A,12,A,A,H
3448,69,SANTA FE ST,DAMON AV,END,Fair,20130916,2040,SANTA FE,DAMON,0,A,3,A,08,C,A,H
3449,59.54,CARROLL CANYON RD,BLACK MTN RD,MAYA LINDA RD,Fair,20130916,0848,CARROLL CANYON,BLACK MOUNTAIN RD,0,A,4,A,21,A,A,H
3450,22.33,36TH ST,DWIGHT ST,LANDIS ST,Poor,20130727,1330,36TH ST,LANDIS ST,0,A,4,A,03,A,A,H
3451,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130729,1420,MIRAMAR RD,CABOT DR,0,A,4,A,12,A,A,H
3452,41.04,MISSION BL,DIAMOND ST,MISSOURI ST,Fair,20130728,1305,MISSION BL,DIAMOND,0,A,4,A,03,A,A,H
3453,62.55,PASEO LUCIDO,AVNDA VENUSTO,CAM DEL NORTE,Fair,20130722,0845,PASEO LUCIDO,CAMINO DEL NORTE,0,A,4,A,03,A,A,H
3454,78.29,BARNETT AV,PELELIU WY,TUSCALOOSA ST,Good,20130728,1200,BARNETT AV,TUSCALOOSA ST,0,A,4,A,03,A,A,H
3455,40.06,W WASHINGTON ST,WASHINGTON PL,IBIS ST,Fair,20130727,0835,W WASHINGTON ST,INDIA ST,0,A,4,A,08,A,A,H
3456,65.44,UNIVERSITY AV,49TH ST,49TH ST,Fair,20130726,2030,UNIVERSITY AV,49TH ST,0,A,4,A,08,D,A,H
3457,84.28,SPRINGBROOK DR,MIL PITRERO RD,ASPEN VIEW DR,Good,20130726,1633,SPRINGBROOK,ASPEN VIEW,0,A,4,A,03,A,A,H
3458,45.26,UNIVERSITY AV,05TH AV,06TH AV,Fair,20130808,1052,UNIVERSITY AV,06TH AV,0,A,4,A,03,A,A,H
3459,44,CONVOY ST,CLAIREMONT MESA BL,CONVOY CT,Fair,20130814,1535,CONVOY ST,CLAIREMONT MESA BL,0,A,4,A,08,A,A,H
3460,14.86,36TH ST,J ST,ISLAND AV,Poor,20130813,1104,36TH ST,ISLAND AV,0,A,4,A,09,A,A,H
3461,81.63,K ST,14TH ST,15TH ST,Good,20130808,1122,K ST,14TH ST,0,A,3,A,09,A,A,H
3462,82.09,07TH AV,E ST,BROADWAY,Good,20130809,1923,07TH AV,E ST,0,A,4,A,08,A,A,H
3463,81.58,SUNLINE AV,OSCEOLA AV,DOW PL,Good,20130731,2007,SKYLINE  AV,DEEROCK PL,0,A,3,A,04,B,A,H
3464,50.56,OTAY MESA RD,OTAY MESA CENTER RD,LA MEDIA RD,Fair,20130918,1545,OTAY MESA RD,LA MEDIA RD,0,A,4,A,09,A,A,H
3465,83.51,01ST AV,ASH ST,BEECH ST,Good,20130925,1120,01ST AV,W ASH ST,0,A,4,A,21,A,A,H
3466,18.15,48TH ST,TROJAN AV,EL CAJON BL,Poor,20130926,1021,48TH ST,TROJAN AV,0,B,4,A,17,A,A,H
3467,51,PARADISE VALLEY RD,JESTER ST,GILMARTIN DR,Fair,20130915,1408,PARADISE VALLEY RD,JESTER ST,0,A,4,A,09,A,A,H
3468,69,TERRA COTTA RD,DANAWOODS LN,ANTHRACITE WY,Fair,20130915,1830,TERRA COTTA RD,ANTRACITE WY,0,A,4,A,08,A,A,H
3469,27.25,INGRAHAM ST,DIAMOND ST,MISSOURI ST,Poor,20130914,0620,INGRAHAM ST,MISSOURI ST,0,B,4,A,08,A,A,H
3470,26.43,IMPERIAL AV,30TH ST,31ST ST,Poor,20130911,2226,IMPERIAL AV,30TH ST,0,A,4,A,08,C,A,H
3471,51,GARNET AV,MORRELL ST,NOYES ST,Fair,20130912,2140,GARNET AV,NOYES ST,0,A,3,A,08,C,A,H
3472,32.5,ROSECRANS ST,BYRON ST,CARLETON ST,Poor,20130912,1725,ROSECRANS ST,BYRON ST,0,A,4,A,10,A,A,H
3473,83.66,BIRMINGHAM WY,BIRMINGHAM DR,CHILDRENS WY,Good,20130911,1700,BIRMINGHAM WY,BIRMINGHAM WY 8000,0,A,3,A,08,A,A,H
3474,31.46,UNIVERSITY AV,10TH AV,VERMONT ST,Poor,20130912,1940,UNIVERSITY AV,10TH AV,0,A,4,A,08,C,A,H
3475,74.91,TAYLOR ST,CONGRESS ST,CALHOUN ST,Good,20130912,1245,TAYLOR,CONGRESS,0,A,3,A,12,A,A,H
3476,33.84,11TH AV,B ST,A ST,Poor,20130913,1246,11TH AV,B ST,0,A,4,A,08,A,A,H
3477,54.3,01ST AV,BROADWAY,C ST,Fair,20130914,2145,01ST AV,C ST,0,A,4,A,04,C,A,H
3478,56.7,UNIVERSITY AV,48TH ST,ESTRELLA AV,Fair,20130906,0910,UNIVERSITY,ESTRELLA AV,0,A,4,A,- ,A,A,H
3479,86.47,ALLEGHANY ST,SEA BREEZE DR,MUNDA RD,Good,20130906,1614,ALLEGHANY ST,MUNDA DR,0,A,4,A,08,A,A,H
3480,39,POCITOS WY,TEQUILA WY,DAIRY MART RD,Poor,20130912,0755,POCITOS WY,DAIRY MAI-RD,0,A,4,A,12,A,A,H
3481,52.31,05TH AV,PALM ST,QUINCE ST,Fair,20130911,1430,05TH AV,PALM AV,0,A,3,A,08,A,A,H
3482,100,CUSHING RD,DEWEY RD,CHAUNCEY ST,Good,20130910,1745,CUSHING,DEWEY,0,A,3,A,08,A,A,H
3483,52.77,OCEAN VIEW BL,S 31ST ST,S 32ND ST,Fair,20130829,0342,OCEANVIEW BL,S 32ND ST,0,A,3,A,05,C,A,-
3484,83.57,HARBOR DR,05TH AV,PARK BL,Good,20130918,2127,HARBOR DR,PARK BL,0,A,3,D,00,C,A,H
3485,45.9,QUALCOMM WY,CAM DEL RIO NORTH,CAM DE LA REINA,Fair,20130925,0207,QUALCOMM WY,CAMINO DEL RIO N,0,A,3,A,12,C,A,H
3486,52.01,COLLEGE AV,COLLEGE GROVE DR,MERIDIAN AV,Fair,20130930,2305,COLLEGE AV,MERIDIAN,0,A,4,A,03,D,A,H
3487,79.55,LELAND ST,POINSETTIA DR,WORDEN ST,Good,20130923,1323,LELAND ST,POINSETTIA DR,0,A,4,A,08,A,A,H
3488,38.8,NORTH MISSION BAY DR,DE ANZA RD,MISSION BAY DR,Poor,20130927,1925,MISSION BAY DR,MISSION BAY DR 2900,0,A,3,A,11,C,A,H
3489,77.98,CONRAD AV,LONGFORD ST,KILKEE ST,Good,20130916,1600,CONRAD AV,LONGFORD ST,S,A,3,C,18,A,A,H
3490,69,BALBOA AV,MT RIAS PL,CANNINGTON DR,Fair,20130921,1706,BALBOA AV,MOUNT RIAS PL,0,A,3,A,08,A,A,H
3491,53.07,CAM RUIZ,NEW SALEM ST,WESTMORE RD,Fair,20130921,1235,CAMINO RUIZ,NEW SALEM,0,A,4,A,03,A,A,-
3492,100,POINSETTIA DR,LELAND ST,MARQUETTE PL,Good,20130923,1322,POINSETTIA DR,LELAND ST,0,A,3,A,08,A,A,H
3493,51.57,AIRWAY RD,SANYO AV,HEINRICH HERTZ DR,Fair,20130920,1100,AIRWAY RD,SANYO RD,0,A,3,C,18,A,A,H
3494,51,BEYER BL,CAGAYAN AV,PALM (SB) AV,Fair,20130920,1516,BEYER BL,PALM AV,0,B,4,A,03,A,A,H
3495,83.2,IMPERIAL AV,SAN JACINTO DR,53RD ST,Good,20130923,0726,IMPERIAL AV,SAN JACINTO,0,A,4,A,11,A,A,H
3496,45.16,WEST POINT LOMA BL,MENTONE ST,MONTALVO ST,Fair,20130927,1619,POINT LOMA BL,MONTALVO ST,0,A,4,A,08,A,A,H
3497,63.92,SCRIPPS POWAY PY,IVY HILL DR,SCRIPPS CREEK DR,Fair,20130927,0850,SCRIPPS POWAY PKWY,IVY HILL,0,A,4,A,04,A,A,H
3498,52.91,POWAY RD,SPRINGHURST DR,CITY BOUNDARY,Fair,20130927,2120,POWAY RD,SPRINGHURST DR,0,A,4,A,03,C,A,H
3499,46,BLACK MTN RD,ACTIVITY RD,CARROLL CENTRE RD,Fair,20130929,1552,BLACK MOUNTAIN RD,ACTIVITY RD,0,A,3,-,- ,A,A,H
3500,85.12,HADA DR,MATINAL CR,DUENDA RD,Good,20130928,1300,HADA DR,MATINAL RD,0,A,4,A,09,A,A,H
3501,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20130928,0315,MIRAMAR RD,8600 MIRAMAR RD,0,A,4,A,09,C,A,H
3502,41.27,INDIA ST,W SPRUCE ST,SASSAFRAS ST,Fair,20130919,2303,INDIA ST,SASSAFRAS ST,0,A,4,A,08,C,A,H
3503,47.88,CARMEL MTN RD,CARMEL CREEK RD,VIA MAR DE BALLENAS,Fair,20130912,0730,CARMEL MOUNTAIN RD,VIA MAR DE BALLENAS,0,A,3,A,09,A,A,H
3504,42.79,GOVERNOR DR,RADCLIFFE DR,GENESEE AV,Fair,20130920,2500,GOVERNOR DR,GENESEE AV,0,A,4,A,05,A,A,H
3505,75.19,DIAMOND ST,HAINES ST,INGRAHAM ST,Good,20130916,1245,DIAMOND,INGRAHAM ST,0,A,3,A,06,A,A,H
3506,39.71,CATALINA BL,UDALL ST,VOLTAIRE ST,Poor,20130922,1729,CATALINA BL,VOLTAIRE ST,0,A,4,A,08,A,A,H
3507,83.69,COWLES MTN BL,NAVAJO RD,TOMMY DR,Good,20130916,1100,COWLES MOUNTAIN BL,NAVAJO RD,0,A,3,A,12,A,A,H
3508,57,SCHLEY ST,MAIN ST,HARBOR DR,Fair,20130923,2250,SCHLEY ST,HARBOR DR,0,A,3,A,12,C,A,G
3509,55.98,RUFFNER ST,CLAIREMONT MESA BL,CONVOY CT,Fair,20130918,1400,RUFFNER ST,CLAIREMONT MESA BL,0,A,4,A,09,A,A,H
3510,31.92,INGRAHAM ST,FORTUNA AV,PACIFIC BEACH DR,Poor,20130921,2336,INGRAHAM ST,PACIFIC BEACH DR,0,B,4,A,11,C,A,H
3511,69,S EUCLID AV,EUCLID PL,LA PAZ DR,Fair,20130930,1025,S EUCLID AV,LAPAZ,0,A,3,A,11,A,A,H
3512,86.29,HOME AV,FAIRMOUNT AV,45TH ST,Good,20130927,1929,HOME AV,45TH ST,0,A,3,A,08,D,A,H
3513,62.07,AVNDA VENUSTO,ALTA CARMEL CT,AVNDA RORRAS,Fair,20130930,1935,AVNIDA VENUSTO,AVNIDA RORRAS,0,A,4,A,04,C,A,H
3514,34.91,TORREY PINES RD,PROSPECT PL,COAST WK,Poor,20130917,0906,TORREY PINES RD,PROSPECT PL,0,A,3,A,08,A,A,H
3515,57.28,05TH AV,BROOKES AV,ANDERSON PL,Fair,20130929,1005,05TH AV,ANDERSON PL,0,A,4,A,11,A,A,H
3516,20.09,33RD ST,MONROE AV,MADISON AV,Poor,20130927,1714,33RD ST,MADISON AV,0,A,4,A,08,A,A,H
3517,69,PARK BL,LINCOLN AV,CENTRE ST,Fair,20130927,1554,PARK BL,LINCOLN AV,0,A,4,A,12,A,A,H
3518,85.79,FEDERAL BL,47TH ST,48TH ST,Good,20130924,0745,FEDERAL,47TH,0,A,3,A,12,A,-,H
3519,62.57,MISSION VILLAGE DR,SHAWN AV,IRVINGTON AV,Fair,20130923,1725,MISSION VILLAGE DR,SHAWN  AV,0,A,3,A,08,A,A,H
3520,53.6,PACIFIC HEIGHTS BL,PACIFIC MESA BL,BARNES CANYON RD,Fair,20130926,0600,PACIFIC HEIGHTS BL,PACIFIC MESA BL,0,B,4,A,09,C,A,H
3521,48.41,W HARBOR DR,01ST AV,FRONT ST,Fair,20130928,1435,W HARBOR DR,FIRST AV,0,A,4,A,03,A,A,H
3522,36.12,CLAIREMONT DR,MORENA BL,DENVER ST,Poor,20130927,1641,CLAIREMONT DR,DENVER ST,0,A,3,A,08,A,A,H
3523,46.25,MT ALIFAN DR,MT AGUILAR DR,MT ABRAHAM AV,Fair,20130927,1609,MOUNT ALIFAN DR,MOUNT AGUILAR DR,0,A,4,A,09,A,A,H
3524,61.51,MISSION VILLAGE DR,RONDA AV,SHAWN AV,Fair,20130929,1830,MISSION VILLAGE DR,RONDA AV,0,A,4,A,03,B,A,H
3525,100,CLOVERDALE RD,CITY BOUNDARY,SAN PASQUAL RD,Good,20131005,0338,CLOVERDALE RD,PASQUAL VALLEY RD,0,A,3,A,08,D,A,H
3526,51,BEYER BL,CORONADO (SB) AV,DEL SOL BL,Fair,20130929,0659,BEYER BL,CORONADO AV,0,A,3,A,11,A,A,H
3527,85.77,LANSDALE DR,DEL MAR HEIGHTS RD,BRIXTON PL,Good,20131002,1610,LANSDALE DR,DEL MAR HEIGHTS RD,0,A,4,A,03,A,A,H
3528,80.11,S EUCLID AV,LOGAN AV,S EUCLID (W FTG) AV,Good,20130906,1643,S EUCLID AV,EUCLID AV FRONTAGE RD,0,A,2,A,08,A,A,H
3529,56.33,SAN DIEGO AV,MC KEE ST,PRINGLE ST,Fair,20131001,1445,SAN DIEGO  AV,PRINGLE ST,0,A,3,A,09,A,A,H
3530,87.2,CATALINA BL,TRUDY LN,ROSECROFT LN,Good,20131003,1140,CATALINA BL,TRUDY LN,0,A,3,A,03,A,A,H
3531,28.58,MIDWAY DR,WING ST,FORDHAM ST,Poor,20131002,2245,MIDWAY DR,FORDHAM ST,0,A,4,A,03,C,A,H
3532,85.48,EL CAJON BL,72ND ST,HARBINSON AV,Good,20131003,2210,EL CAJON BL,62ND ST,0,B,3,A,09,C,A,H
3533,28.58,MIDWAY DR,WING ST,FORDHAM ST,Poor,20131002,1456,MIDWAY DR,FORDHAM ST,0,A,3,A,09,A,A,H
3534,42.43,01ST AV,PENNSYLVANIA AV,ROBINSON AV,Fair,20131003,1255,01ST AV,PENNSYLVANIA,0,A,4,A,09,A,A,H
3535,47.61,30TH ST,UPAS ST,MYRTLE AV,Fair,20131002,2250,30TH ST,MYRTLE AV,0,B,4,A,08,C,A,D
3536,56.57,POMERADO RD,PASEO DEL VERANO NOR,BERNARDO TRAILS DR,Fair,20131001,0910,POMERADO RD,PASEO DEL VERANO,0,A,4,A,12,A,A,H
