,0,1,2,3
0,18,33.02325,-117.274923,"[33.03648605882353, -117.17325835294118]"
0,18,33.09547,-117.24388200000001,"[33.03648605882353, -117.17325835294118]"
0,18,33.107582,-117.29218200000001,"[33.03648605882353, -117.17325835294118]"
0,18,32.963198999999996,-117.250309,"[33.03648605882353, -117.17325835294118]"
0,18,33.056022,-117.2599,"[33.03648605882353, -117.17325835294118]"
0,18,33.102005,-117.08041899999999,"[33.03648605882353, -117.17325835294118]"
0,18,33.131156,-116.976997,"[33.03648605882353, -117.17325835294118]"
0,18,33.0824,-117.127641,"[33.03648605882353, -117.17325835294118]"
0,18,32.983606,-117.019035,"[33.03648605882353, -117.17325835294118]"
0,18,33.020908,-117.19034599999999,"[33.03648605882353, -117.17325835294118]"
0,18,32.997248,-117.26058,"[33.03648605882353, -117.17325835294118]"
0,18,33.117154,-117.180627,"[33.03648605882353, -117.17325835294118]"
0,18,33.015927000000005,-117.243517,"[33.03648605882353, -117.17325835294118]"
0,18,33.011807,-117.132702,"[33.03648605882353, -117.17325835294118]"
0,18,32.999818,-117.071808,"[33.03648605882353, -117.17325835294118]"
0,18,32.96692,-117.126158,"[33.03648605882353, -117.17325835294118]"
0,18,32.945791,-117.214366,"[33.03648605882353, -117.17325835294118]"
0,19,39.68979,-123.610022,"[39.693754375, -123.51093925]"
0,19,39.824803,-123.17960900000001,"[39.693754375, -123.51093925]"
0,19,39.720929999999996,-123.30026200000002,"[39.693754375, -123.51093925]"
0,19,39.487185,-123.74196299999998,"[39.693754375, -123.51093925]"
0,19,39.806096000000004,-123.516147,"[39.693754375, -123.51093925]"
0,19,39.683707,-123.74160900000001,"[39.693754375, -123.51093925]"
0,19,39.492841999999996,-123.34097299999999,"[39.693754375, -123.51093925]"
0,19,39.844682,-123.656929,"[39.693754375, -123.51093925]"
0,20,37.807215,-122.301497,"[37.8600736, -122.27234626666667]"
0,20,37.836844,-122.289143,"[37.8600736, -122.27234626666667]"
0,20,37.834398,-122.26436899999999,"[37.8600736, -122.27234626666667]"
0,20,37.808765,-122.26915600000001,"[37.8600736, -122.27234626666667]"
0,20,37.844671999999996,-122.238105,"[37.8600736, -122.27234626666667]"
0,20,37.865777,-122.286321,"[37.8600736, -122.27234626666667]"
0,20,37.863911,-122.27564299999999,"[37.8600736, -122.27234626666667]"
0,20,37.866528,-122.258039,"[37.8600736, -122.27234626666667]"
0,20,37.865177,-122.23821699999999,"[37.8600736, -122.27234626666667]"
0,20,37.889703999999995,-122.29553100000001,"[37.8600736, -122.27234626666667]"
0,20,37.898189,-122.27913000000001,"[37.8600736, -122.27234626666667]"
0,20,37.902944,-122.26179499999999,"[37.8600736, -122.27234626666667]"
0,20,37.879234000000004,-122.26683899999999,"[37.8600736, -122.27234626666667]"
0,20,37.863914,-122.30646499999999,"[37.8600736, -122.27234626666667]"
0,20,37.873832,-122.254944,"[37.8600736, -122.27234626666667]"
0,21,32.808563,-116.710076,"[32.7341655, -116.4906768]"
0,21,32.67807,-116.306851,"[32.7341655, -116.4906768]"
0,21,32.654814,-116.465544,"[32.7341655, -116.4906768]"
0,21,32.887986,-116.621358,"[32.7341655, -116.4906768]"
0,21,32.846363000000004,-116.55772900000001,"[32.7341655, -116.4906768]"
0,21,32.648992,-116.152565,"[32.7341655, -116.4906768]"
0,21,32.866646,-116.448325,"[32.7341655, -116.4906768]"
0,21,32.735124,-116.41512900000001,"[32.7341655, -116.4906768]"
0,21,32.626231,-116.61001999999999,"[32.7341655, -116.4906768]"
0,21,32.588865999999996,-116.619171,"[32.7341655, -116.4906768]"
0,22,34.283668,-119.223196,"[34.26786353846153, -119.16997492307692]"
0,22,34.278679,-119.16561499999999,"[34.26786353846153, -119.16997492307692]"
0,22,34.227892,-119.079552,"[34.26786353846153, -119.16997492307692]"
0,22,34.407779999999995,-119.306554,"[34.26786353846153, -119.16997492307692]"
0,22,34.530198999999996,-119.31013300000001,"[34.26786353846153, -119.16997492307692]"
0,22,34.205247,-119.17409199999999,"[34.26786353846153, -119.16997492307692]"
0,22,34.150211999999996,-119.127729,"[34.26786353846153, -119.16997492307692]"
0,22,34.181971000000004,-119.224985,"[34.26786353846153, -119.16997492307692]"
0,22,34.238786,-119.18649199999999,"[34.26786353846153, -119.16997492307692]"
0,22,34.106896,-119.099535,"[34.26786353846153, -119.16997492307692]"
0,22,34.170854,-119.202409,"[34.26786353846153, -119.16997492307692]"
0,22,34.402343,-119.094824,"[34.26786353846153, -119.16997492307692]"
0,22,34.297699,-119.01455800000001,"[34.26786353846153, -119.16997492307692]"
0,23,33.285274,-117.197777,"[33.2351218, -117.1934354]"
0,23,33.147294,-117.322181,"[33.2351218, -117.1934354]"
0,23,33.1585,-117.27716299999999,"[33.2351218, -117.1934354]"
0,23,33.212444,-117.116095,"[33.2351218, -117.1934354]"
0,23,33.390477000000004,-117.209427,"[33.2351218, -117.1934354]"
0,23,33.195534,-117.35453799999999,"[33.2351218, -117.1934354]"
0,23,33.201242,-117.29698400000001,"[33.2351218, -117.1934354]"
0,23,33.254619,-117.283341,"[33.2351218, -117.1934354]"
0,23,33.376467,-117.066121,"[33.2351218, -117.1934354]"
0,23,33.298504,-116.924783,"[33.2351218, -117.1934354]"
0,23,33.170775,-117.158676,"[33.2351218, -117.1934354]"
0,23,33.164374,-117.24027,"[33.2351218, -117.1934354]"
0,23,33.253547999999995,-117.00336599999999,"[33.2351218, -117.1934354]"
0,23,33.19784,-117.248203,"[33.2351218, -117.1934354]"
0,23,33.219935,-117.202606,"[33.2351218, -117.1934354]"
0,24,33.142077,-116.10604599999999,"[33.179148714285716, -116.60317571428571]"
0,24,33.022474,-116.49368799999999,"[33.179148714285716, -116.60317571428571]"
0,24,33.346808,-116.85321499999999,"[33.179148714285716, -116.60317571428571]"
0,24,33.053005999999996,-116.850651,"[33.179148714285716, -116.60317571428571]"
0,24,33.219365,-116.535247,"[33.179148714285716, -116.60317571428571]"
0,24,33.147090000000006,-116.717453,"[33.179148714285716, -116.60317571428571]"
0,24,33.323221000000004,-116.66593,"[33.179148714285716, -116.60317571428571]"
0,25,37.457524,-122.176542,"[37.442666833333334, -122.21981999999998]"
0,25,37.453514,-122.204756,"[37.442666833333334, -122.21981999999998]"
0,25,37.376828,-122.209796,"[37.442666833333334, -122.21981999999998]"
0,25,37.461147,-122.236948,"[37.442666833333334, -122.21981999999998]"
0,25,37.413691,-122.29534299999999,"[37.442666833333334, -122.21981999999998]"
0,25,37.493297,-122.195535,"[37.442666833333334, -122.21981999999998]"
0,26,34.322618,-118.23756999999999,"[34.382233, -118.26689280000001]"
0,26,34.326584000000004,-118.38226100000001,"[34.382233, -118.26689280000001]"
0,26,34.402509,-118.363427,"[34.382233, -118.26689280000001]"
0,26,34.450905999999996,-118.22761399999999,"[34.382233, -118.26689280000001]"
0,26,34.408547999999996,-118.12359199999999,"[34.382233, -118.26689280000001]"
0,27,33.780065,-118.372454,"[33.7337573, -118.32016329999999]"
0,27,33.753153000000005,-118.36796399999999,"[33.7337573, -118.32016329999999]"
0,27,33.807882,-118.34795700000001,"[33.7337573, -118.32016329999999]"
0,27,33.399248,-118.435601,"[33.7337573, -118.32016329999999]"
0,27,33.799904,-118.29866100000001,"[33.7337573, -118.32016329999999]"
0,27,33.793809,-118.31716999999999,"[33.7337573, -118.32016329999999]"
0,27,33.736346000000005,-118.279183,"[33.7337573, -118.32016329999999]"
0,27,33.74212,-118.312878,"[33.7337573, -118.32016329999999]"
0,27,33.779284000000004,-118.261723,"[33.7337573, -118.32016329999999]"
0,27,33.745762,-118.20804199999999,"[33.7337573, -118.32016329999999]"
0,28,33.255655,-119.503588,"[33.255655, -119.503588]"
0,29,41.819578,-124.06566699999999,"[41.808569250000005, -124.01788074999999]"
0,29,41.870812,-123.86277,"[41.808569250000005, -124.01788074999999]"
0,29,41.593204,-124.045992,"[41.808569250000005, -124.01788074999999]"
0,29,41.950683000000005,-124.097094,"[41.808569250000005, -124.01788074999999]"
0,30,39.199469,-123.702253,"[39.127009529411765, -123.49190958823529]"
0,30,39.015251,-123.370756,"[39.127009529411765, -123.49190958823529]"
0,30,39.366146,-123.80498500000002,"[39.127009529411765, -123.49190958823529]"
0,30,39.244183,-123.56353100000001,"[39.127009529411765, -123.49190958823529]"
0,30,39.108252,-123.645121,"[39.127009529411765, -123.49190958823529]"
0,30,38.83252,-123.472532,"[39.127009529411765, -123.49190958823529]"
0,30,38.936137,-123.119445,"[39.127009529411765, -123.49190958823529]"
0,30,39.258198,-123.76156,"[39.127009529411765, -123.49190958823529]"
0,30,38.97664,-123.604802,"[39.127009529411765, -123.49190958823529]"
0,30,39.305245,-123.748616,"[39.127009529411765, -123.49190958823529]"
0,30,39.186791,-123.55838200000001,"[39.127009529411765, -123.49190958823529]"
0,30,39.081821999999995,-123.50487199999999,"[39.127009529411765, -123.49190958823529]"
0,30,38.918887,-123.60568400000001,"[39.127009529411765, -123.49190958823529]"
0,30,39.390917,-123.05284099999999,"[39.127009529411765, -123.49190958823529]"
