,OBJECTID,COMMON_NAM,DESIG_USE,ACRES,ADDRESS_LO,THOMAS_BRO,COMMUNITY_,USE_RESTRI,DEDIC_PARK,FULL_NAME,SERV_DIST,UNDEVE,PLAYGROUND,TOT_LOT,BASEB_50_6,BASEB_90,SOFTBALL,MULTIPURP,F_2_BASLET,BASKETB,TENNISCT,SAND_VBALL,FIELD_LIGH,COMFORT_ST,CONCESS_ST,USEABLE_AC,GROSS_ACRE,MAINT_ENT,RECY_WATER,PLAYAREACO,CD,DMS,X_COORD,Y_COORD,YEARACQ,SHAPE_STAR,SHAPE_STLE
54,4036,MISSION BAY PARK,Regional Park,4108.39715018,"2682 INGRAHAM ST, 92109",1268B3,MISSION BAY PARK,DEDIC PK/OS--ORD.,Y,Mission Bay Park,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,DRP,N,15.0,2,32 46 29.64220N 117 13 45.76605W,-117.22937946,32.77490061,1874-1993,178961064.047852,124527.654955371
55,4037,NAVAL TRAINING CENTER PARK,Regional Park,50.10903171,"2750 Womble Rd, 92106",1268D7,PENINSULA,SEE L1203 ENTRIES,N,Naval Training Center Park,45.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CP1,N,0.0,2,32 44 05.36647N 117 12 45.13498W,-117.2125375,32.73482402,2001,2182740.68554688,11903.527950831
56,4038,BALBOA PARK,Regional Park,1089.47645974,"2125 Park Boulevard, 92101",1269C7,BALBOA PARK,DEDIC PK/OS--ORD.,Y,Balboa Park,0.0,0.0,5.0,3.0,1.0,1.0,3.0,2.0,,0.0,25.0,0.0,1.0,10.0,1.0,0.0,0.0,DRP,N,7.0,3,32 43 53.67700N 117 08 44.91397W,-117.14580944,32.73157694,1874-1988,47457404.6855469,158549.263249564
57,4039,SUNSET CLIFFS NATURAL PARK,Regional Park,67.1093743,"700 SUNSET CLIFFS BLVD, 92107",1287H3,PENINSULA,DEDIC PK/OS--ORD.,Y,Sunset Cliffs Natural Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,2,32 43 10.25005N 117 15 17.26534W,-117.25479593,32.7195139,1926-1979,2923272.63378906,24362.0034816792
58,4040,KENMORE TERRACE MP,Mini Park,0.15019002,"4842 Kenmore Terrace, 92103",1269E3,MID-CITY: NORMAL HEIGHTS,DEDIC PK/OS--ORD.,Y,Kenmore Terrace Mini-Park,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,3,32 45 59.03331N 117 07 37.99033W,-117.12721954,32.76639814,1989,6542.25,387.05106773932
59,4041,MONTEZUMA NP,Neighborhood Park,1.57339647,"4941 CATOCTIN DR, 92115",1270D2,COLLEGE AREA,DEDIC PK/OS--ORD.,Y,Montezuma Neighborhood Park,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,9,32 46 02.73639N 117 03 37.16569W,-117.0603238,32.76742677,1972-1973,68536.8740234375,1077.33320758953
60,4042,COLLIER NP,Neighborhood Park,5.69967294,"2351 Soto Street, 92107",1268B6,PENINSULA,DEDIC PK/OS--ORD.,Y,Collier Neighborhood Park,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,2,32 44 51.16670N 117 14 06.88693W,-117.23524637,32.74754631,1874-1977,248276.76171875,3399.78697719146
61,4043,EL CAMPO SANTO,Cemetery,0.27577106,"2410 San Diego Avenue, 92110",1268F5,OLD TOWN SAN DIEGO,SEE L1203 ENTRIES,N,El Campo Santo Neighborhood Park,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,3,32 45 05.78879N 117 11 35.53952W,-117.19320542,32.751608,1928,12012.5400390625,437.06857250325
62,4044,PLUMOSA MP,Mini Park,1.09598682,"2676 CHATSWORTH BLVD, 92106",1268C6,PENINSULA,DEDIC PK/OS--ORD.,Y,Plumosa Park,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,2,32 44 39.89611N 117 13 17.37936W,-117.22149427,32.74441558,1925,47740.9990234375,1208.35695801659
63,4045,CLAY AVE MP,Mini Park,0.16433655,"3156 CLAY AVE, 92113",1289E4,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,Clay Ave. Mini-Park,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 42 10.71653N 117 07 33.99702W,-117.12611028,32.70297681,1972,7158.4716796875,381.00283506742
64,4046,MARTIN AVE MP,Mini Park,0.1496101,"3469 MARTIN AVE, 92113",1289F5,SOUTHEASTERN SAN DIEGO,NONE,N,Martin Ave. Mini-Park,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,9,32 41 57.04922N 117 07 09.54694W,-117.1193186,32.69918034,1953,6516.990234375,364.00744682424
65,4047,J ST MP,Mini Park,0.21975204,"3291 J St., 92102",1289F4,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,J Street Mini-Park,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 42 35.10090N 117 07 22.10873W,-117.12280798,32.70975025,1967,9572.3603515625,402.02756540992
66,4048,L ST MP,Mini Park,0.15124386,"2901 L St., 92102",1289D4,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,L Street Mini-Park,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,8,32 42 25.63255N 117 08 01.25291W,-117.13368136,32.70712015,1971,6588.15625,374.3744275496
67,4049,ALLEN DENNIS V NP,Neighborhood Park,5.63052529,"800 Boundary St., 92102",1289G3,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,"Allen, Dennis V Neighborhood Park",43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,9,32 42 49.79592N 117 06 42.80335W,-117.11188982,32.7138322,1986,245264.697265625,2393.56887990787
68,4050,GOMPERS NP,Neighborhood Park,4.73441056,"4926 Hilltop Dr., 92102",1290A3,ENCANTO,DEDIC PK/OS--ORD.,Y,Gompers Neighborhood Park,43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,4,32 42 57.54370N 117 05 19.53976W,-117.08876104,32.71598436,1967,206230.096679688,1927.58579721727
69,4051,LA PAZ MP,Mini Park,0.49819761,"5292 LA PAZ DR, 92114",1290B5,ENCANTO,NONE,N,La Paz Mini-Park,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,4,32 41 58.68572N 117 04 50.41134W,-117.08066982,32.69963492,1945,21701.4013671875,576.28364855117
70,4052,SANTA ISABEL MP,Mini Park,0.14559423,"771 SANTA ISABEL DR, 92114",1290B5,ENCANTO,SEE L1203 ENTRIES,N,Santa Isabel Mini-Park,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,4,32 41 51.95883N 117 04 44.66696W,-117.07907416,32.69776634,1945,6342.0576171875,309.96950636718
71,4053,OCEAN VIEW MP,Mini Park,0.22263707,"4294 OCEAN VIEW BLVD, 92113",1289H5,SOUTHEASTERN SAN DIEGO,NONE,N,Ocean View Mini-Park,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,4,32 42 03.00338N 117 06 08.65453W,-117.10240404,32.70083427,1956,9698.033203125,475.86070279382
72,4054,KENNEDY JOHN F NP,Neighborhood Park,4.14349873,"4825 Ocean View Bl., 92113",1290A5,ENCANTO,DEDIC PK/OS--ORD.,Y,John F. Kennedy Neighborhood Park,43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,4,32 41 58.32264N 117 05 27.89161W,-117.091081,32.69953407,1968,180490.083984375,1804.27951302061
73,4055,KEILLER NP,Neighborhood Park,5.67166097,"7400 Lisbon St., 92114",1290F3,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Keiller Neighborhood Park,42.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,4,32 42 48.16945N 117 02 29.06201W,-117.04140611,32.7133804,1976,247056.565429688,2448.53111136919
74,4056,LOMITA NP,Neighborhood Park,4.14130427,"8205 Leucadia St., 92114",1290H3,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Lomita Neighborhood Park,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,4,32 42 35.14139N 117 01 41.20635W,-117.02811288,32.7097615,1953,180394.490234375,1920.92495913578
75,4057,CHRISTOPHER WILSON NP,Neighborhood Park,5.47999921,"8285 Skyline Dr., 92114",1290F4,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Officer Christopher Wilson Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,4,32 42 16.08848N 117 02 30.95942W,-117.04193317,32.70446902,1976-1978,238707.811523438,1996.18671887108
76,4058,MARIE WIDMAN MEMORIAL PARK,Neighborhood Park,5.01296498,"6727 IMPERIAL AVE, 92114",1290E3,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Marie Widman Neighborhood Park,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,4,32 42 37.97117N 117 03 10.73046W,-117.05298068,32.71054755,1944-1987,218363.879882813,4028.45628224997
77,4059,BOONE NP,Neighborhood Park,4.408922,"7248 Bullock Dr., 92114",1290G5,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Boone Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,4,32 41 52.27844N 117 02 15.90885W,-117.03775246,32.69785512,1986,192051.869140625,1777.11769724538
78,4060,Z ST MP,Mini Park,0.36595527,"3944 Z ST, 92113",1289G6,SOUTHEASTERN SAN DIEGO,NONE,N,Z Street Mini-Park,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,9,32 41 35.81955N 117 06 34.06525W,-117.10946257,32.69328321,1956-1957,15940.947265625,626.63925077707
79,4061,41ST ST MP,Mini Park,0.16076068,"4105 Gamma St., 92113",1289H7,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,41st Street Mini-Park,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 41 22.20185N 117 06 20.79083W,-117.10577523,32.68950051,1971,8761.880859375,415.99669092666
80,4062,HENDERSON SPORT CPLX,Neighborhood Park,16.90913508,"1092 S 45TH ST, 92113",1289J6,SOUTHEASTERN SAN DIEGO,DEDIC PK/OS--ORD.,Y,"Henderson, Willie Sports Complex",43.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,CP2,N,2.0,9,32 41 41.08887N 117 05 48.24769W,-117.09673547,32.69474691,1975-1979,736558.974609375,3918.94496138329
81,4063,PARKSIDE NP,Neighborhood Park,5.49749805,"6240 Parkside Ave., 92139",1310E2,SKYLINE-PARADISE HILLS,DEDIC PK/OS--ORD.,Y,Parkside Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,4,32 40 03.70983N 117 03 06.16578W,-117.05171272,32.66769718,1979,239470.053710938,2338.15352854759
82,4064,BERRY NP,Neighborhood Park,3.69131117,"2060 Leon Rd. , 92154",1350A2,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Berry Neighborhood Park,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,8,32 34 02.36055N 117 05 19.84035W,-117.08884454,32.56732237,1972,160792.870117188,1756.84641800197
83,4065,SUNNYSLOPE NP,Neighborhood Park,4.23468412,"2600 Elm St., 92154",1330C7,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Sunnyslope Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 34 51.50794N 117 04 41.24432W,-117.07812342,32.58097443,1976,184462.102539063,1782.90795411396
84,4066,NESTOR NP,Neighborhood Park,4.98771184,"2423 Grove Ave., 92154",1350B1,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Nestor Neighborhood Park,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 34 17.10258N 117 04 52.38035W,-117.08121676,32.57141738,1979,217263.858398438,2415.87452351011
85,4067,SOUTHWEST NP,Neighborhood Park,11.52857936,"1416 27TH SB ST, 92154",1350C1,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Southwest Neighborhood Park,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,8,32 34 18.09640N 117 04 37.07556W,-117.07696543,32.57169344,1989-1998,502182.919921875,3220.22997705912
86,4068,SILVER WING NP,Neighborhood Park,13.02504773,"3737 Arey Dr. , 92154",1330F7,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Silver Wing Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,8,32 34 39.13393N 117 03 09.26037W,-117.05257232,32.5775372,1970,567368.80859375,3026.97717731069
87,4069,PALM RIDGE NP,Neighborhood Park,8.15386161,"751 Firethorn St., 92154",1330G7,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Palm Ridge Neighborhood Park,42.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CP2,N,1.0,8,32 34 57.89455N 117 02 21.31448W,-117.03925402,32.58274849,1978,355180.793945313,2336.69438364232
88,4070,HOWARD LANE NP,Neighborhood Park,6.76733789,"1626 DAIRY MART RD, 92173",1350D2,SAN YSIDRO,DEDIC PK/OS--ORD.,Y,Howard Lane Neighborhood Park,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,1.0,8,32 33 59.84968N 117 03 49.33274W,-117.06370354,32.56662491,1976-1977,294784.061523438,2294.78467220309
89,4071,LOS ALTOS NP,Neighborhood Park,10.2881282,"3898 MARZO ST, 92154",1350F2,OTAY MESA-NESTOR,DEDIC PK/OS--ORD.,Y,Los Altos Neighborhood Park,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,0.0,8,32 34 11.91061N 117 03 01.44693W,-117.05040193,32.56997517,1978,448149.072265625,2677.78722154039
90,4072,OCEAN VIEW HILLS NP,Neighborhood Park,5.11248349,"4925 OCEAN VIEW HILLS PKWY, 92154",1330J7,OTAY MESA,NONE,N,Ocean View Hills Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP2,N,2.0,8,32 34 55.06716N 117 01 35.77391W,-117.02660386,32.5819631,NA,222698.8984375,2026.55882227406
91,4073,VISTA PACIFICA NP,Neighborhood Park,6.87237924,"6066 Avenida de las Vistas, 92154",1331B7,OTAY MESA,SEE L1203 ENTRIES,N,Vista Pacifica Neighborhood Park,42.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CP2,N,1.0,8,32 34 54.11468N 117 00 19.84656W,-117.00551293,32.58169852,2002,299359.626953125,2337.48886976529
92,4074,LA JOLLA ATHL AREA,Neighborhood Park,6.7673885,"4636 Torrey Pines Road, 92130",1227J3,LA JOLLA,DEDIC PK/OS--ORD.,Y,La Jolla Athletic Area-Allen Field,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP1,N,0.0,1,32 52 04.03513N 117 14 36.64078W,-117.24351133,32.86778754,1874,294786.265625,2332.1850804007
93,4075,KELLOGG NP,Neighborhood Park,8.02489148,"8300 CAM DEL ORO, 92037",1227G5,LA JOLLA,DEDIC PK/OS--ORD.,Y,Kellogg Park,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,1.0,1,32 51 26.51883N 117 15 23.66656W,-117.25657405,32.85736634,1945-1949,349562.875976563,3601.18366572954
94,4076,UNIVERSITY VILLAGE NP,Neighborhood Park,4.01289742,"7150 Florey Street, 92122",1228F4,UNIVERSITY,DEDIC PK/OS--ORD.,Y,University Village Neighborhood Park,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,1,32 51 31.83868N 117 11 29.98360W,-117.19166211,32.85884408,1970,174801.110351563,1675.52196987693
95,4077,UNIVERSITY GARDENS NP,Neighborhood Park,13.32132969,"6431 Gullstrand Street, 92122",1228E5,UNIVERSITY,DEDIC PK/OS--ORD.,Y,Univeristy Gardens Neighborhood Park,44.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP1,Y,1.0,1,32 51 14.61585N 117 11 24.73169W,-117.19020325,32.85405996,1874,580274.799804688,2907.62324128385
96,4078,STARKEY MP,Mini Park,1.16787783,"6705 DRAPER AVE, 92037",1247F1,LA JOLLA,DEDIC PK/OS--ORD.,Y,Starkey Mini-Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,1.0,1,32 49 47.82527N 117 16 22.56715W,-117.27293532,32.82995146,1945-1983,50872.5546875,959.33803764015
97,4079,UNION PL CR MP,Mini Park,0.15082515,"1250 Park Row Circle, 92101",1227F6,LA JOLLA,SEE L1203 ENTRIES,Y,Union Place Circle Mini-Park,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,1,32 50 45.62453N 117 16 12.38759W,-117.27010766,32.84600681,1887,6569.916015625,502.99562141899
98,4080,WINDANSEA NP,Neighborhood Park,3.58758474,"6950 NEPTUNE PL, 92037",1247E2,LA JOLLA,DEDIC PK/OS--ORD.,Y,Windansea Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,1,32 49 54.41906N 117 16 52.69833W,-117.28130509,32.83178307,1923-1955,156274.563476563,3507.70309079552
99,4081,NICHOLSON'S POINT NP,Neighborhood Park,0.50988216,"246 COAST BLVD, 92037",1227E7,LA JOLLA,DEDIC PK/OS--ORD.,Y,Nicholson's Point Park,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,1,32 50 20.11743N 117 16 53.86343W,-117.28162873,32.83892151,1874-1959,22210.37109375,1572.75488662601
100,4082,COAST BLVD NP,Neighborhood Park,0.00465013,"322 COAST BLVD, 92037",1227E7,LA JOLLA,SEE L1203 ENTRIES,N,Coast Blvd. Park,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,1,32 50 27.44761N 117 16 53.59785W,-117.28155496,32.84095767,1992,202.5595703125,83.83737735912
101,4083,MARCY NP,Neighborhood Park,10.88742378,"5526 STRESEMANN ST, 92122",1228B6,UNIVERSITY,VOTER RATIF. REQ'D,Y,Marcy Neighborhood Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,1.0,1,32 50 42.50195N 117 13 37.81278W,-117.22717022,32.84513943,1961,474254.280273438,3709.22446171671
102,4084,GERSHWIN NP,Neighborhood Park,5.3891001,"3508 Conrad Avenue, 92117",1248D1,CLAIREMONT MESA,DEDIC PK/OS--ORD.,Y,Gershwin Neighborhood Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,CP1,N,1.0,6,32 50 05.13657N 117 12 40.96216W,-117.21137838,32.83476016,1976,234748.259765625,2106.39782045723
103,4085,MAC DOWELL NP,Neighborhood Park,3.16052917,"5173 ARVINELS AVE, 92117",1228H7,CLAIREMONT MESA,DEDIC PK/OS--ORD.,Y,MacDowell Neighborhood Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,1.0,6,32 50 21.99221N 117 10 28.30356W,-117.17452877,32.83944228,1874,137672.099609375,1588.58571993623
104,4086,VILLA MONSERATE NP,Neighborhood Park,6.48773633,"10283 Perez Court, 92124",1229G7,TIERRASANTA,DEDIC PK/OS--ORD.,Y,Villa Monserate Neighborhood Park,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,2.0,7,32 50 08.37617N 117 06 29.06026W,-117.10807229,32.83566005,1968,282604.6640625,2253.66961735619
105,4087,VILLA NORTE NP,Neighborhood Park,5.23700894,"6597 Antigua Blvd., 92124",1229J7,TIERRASANTA,DEDIC PK/OS--ORD.,Y,Villa Norte Neighborhood Park,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,1.0,7,32 50 11.15517N 117 05 19.22587W,-117.08867385,32.83643199,1968,228123.197265625,1971.78397058832
106,4088,CAMP ELLIOTT NP,Neighborhood Park,6.62021501,"4916 Calle De Vida, 92124",1250B2,TIERRASANTA,SEE L1203 ENTRIES,N,Camp Elloit Park,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,7,32 49 22.42987N 117 04 32.68342W,-117.07574539,32.82289719,1968,288375.412109375,2306.84984547673
107,4089,CALUMET NP,Neighborhood Park,0.72718268,"5433 Calumet Avenue, 92037",1247F4,LA JOLLA,DEDIC PK/OS--ORD.,Y,Calumet Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,1,32 48 39.04561N 117 16 09.80256W,-117.2693896,32.810846,1975,31675.9541015625,815.83670982443
108,4090,LA JOLLA STRAND NP,Neighborhood Park,1.16395869,"6664 NEPTUNE PL, 92037",1247E1,LA JOLLA,DEDIC PK/OS--ORD.,Y,La Jolla Strand Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRP,N,0.0,1,32 49 40.30192N 117 16 48.14081W,-117.28003911,32.82786165,1921,50701.8330078125,2202.20935030767
109,4091,VIA D NORTE MP,Mini Park,0.36450885,"6165 LA JOLLA HERMOSA AVE, 92037",1247F2,LA JOLLA,DEDIC PK/OS--ORD.,Y,Via Del Norte Mini-Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,1.0,1,32 49 22.47106N 117 16 27.34760W,-117.27426322,32.82290863,1957-2008,15877.94140625,634.02278687773
110,4092,COLOR MP,Mini Park,0.05622221,"1650 Los Altos Road, 92109",1248A4,PACIFIC BEACH,SEE L1203 ENTRIES,N,Color Mini-Park,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,2,32 48 31.18310N 117 14 30.31947W,-117.24175541,32.80866197,1922,2449.03125,264.74272133205
111,4093,KATE SESSIONS MEMORIAL NP,Neighborhood Park,80.59851096,"5115 Soledad Road, 92109",1248A4,PACIFIC BEACH,DEDIC PK/OS--ORD.,Y,Kate Sessions Memorial Park,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CP1,N,1.0,2,32 48 48.08638N 117 14 17.71123W,-117.23825312,32.81335733,1874-1949,3510857.09570313,7978.91418848943
112,4094,TOURMALINE SURFING NP,Neighborhood Park,7.99260657,"601 Tourmaline Street, 92109",1247G5,PACIFIC BEACH,DEDIC PK/OS--ORD.,Y,Tourmaline Surfing Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DRP,N,0.0,1,32 48 23.08518N 117 15 47.00163W,-117.26305601,32.80641255,1948-1963,348156.541992188,8974.53111379398
113,4095,BIRD ROCK NP,Neighborhood Park,0.92356229,"5371 La Jolla Hermosa Avenue, 92037",1247G4,LA JOLLA,DEDIC PK/OS--ORD.,Y,Birdrock Neighborhood Park,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CP1,N,0.0,1,32 48 40.83739N 117 15 43.48463W,-117.26207906,32.81134372,1979,40230.212890625,828.00878736623
114,4096,MT ETNA NP,Neighborhood Park,7.32172513,"4741 Mt Etna Drive, 92117",1248F2,CLAIREMONT MESA,DEDIC PK/OS--ORD.,Y,Mount Etna Neighborhood Park,44.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CP1,N,1.0,6,32 49 19.55545N 117 11 31.86842W,-117.19218567,32.82209874,1959-1976,318933.073242188,2867.63420168964
