GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US06073003602,06073003602,"Census Tract 36.02, San Diego County, California",3350,231
1400000US06073003603,06073003603,"Census Tract 36.03, San Diego County, California",4719,514
1400000US06073003800,06073003800,"Census Tract 38, San Diego County, California",6540,1163
1400000US06073003901,06073003901,"Census Tract 39.01, San Diego County, California",4456,338
1400000US06073003902,06073003902,"Census Tract 39.02, San Diego County, California",4482,558
1400000US06073004000,06073004000,"Census Tract 40, San Diego County, California",5268,622
1400000US06073004100,06073004100,"Census Tract 41, San Diego County, California",7110,663
1400000US06073004200,06073004200,"Census Tract 42, San Diego County, California",6094,458
1400000US06073004300,06073004300,"Census Tract 43, San Diego County, California",3680,308
1400000US06073004400,06073004400,"Census Tract 44, San Diego County, California",4071,387
1400000US06073004501,06073004501,"Census Tract 45.01, San Diego County, California",2781,315
1400000US06073004600,06073004600,"Census Tract 46, San Diego County, California",1875,179
1400000US06073004700,06073004700,"Census Tract 47, San Diego County, California",1866,292
1400000US06073004800,06073004800,"Census Tract 48, San Diego County, California",3932,494
1400000US06073004900,06073004900,"Census Tract 49, San Diego County, California",5429,557
1400000US06073005000,06073005000,"Census Tract 50, San Diego County, California",2544,317
1400000US06073005100,06073005100,"Census Tract 51, San Diego County, California",6970,1039
1400000US06073005200,06073005200,"Census Tract 52, San Diego County, California",5218,465
1400000US06073005300,06073005300,"Census Tract 53, San Diego County, California",5695,608
1400000US06073005400,06073005400,"Census Tract 54, San Diego County, California",7503,653
1400000US06073005500,06073005500,"Census Tract 55, San Diego County, California",199,121
1400000US06073005600,06073005600,"Census Tract 56, San Diego County, California",3932,304
1400000US06073005700,06073005700,"Census Tract 57, San Diego County, California",1728,309
1400000US06073005800,06073005800,"Census Tract 58, San Diego County, California",2888,366
1400000US06073005900,06073005900,"Census Tract 59, San Diego County, California",2765,267
1400000US06073006000,06073006000,"Census Tract 60, San Diego County, California",3860,354
1400000US06073006100,06073006100,"Census Tract 61, San Diego County, California",2473,286
1400000US06073006200,06073006200,"Census Tract 62, San Diego County, California",22,16
1400000US06073006300,06073006300,"Census Tract 63, San Diego County, California",3236,608
1400000US06073006500,06073006500,"Census Tract 65, San Diego County, California",2869,345
1400000US06073006600,06073006600,"Census Tract 66, San Diego County, California",1903,129
1400000US06073006801,06073006801,"Census Tract 68.01, San Diego County, California",2431,199
1400000US06073006802,06073006802,"Census Tract 68.02, San Diego County, California",5786,658
1400000US06073006900,06073006900,"Census Tract 69, San Diego County, California",5359,621
1400000US06073007002,06073007002,"Census Tract 70.02, San Diego County, California",3166,199
1400000US06073007100,06073007100,"Census Tract 71, San Diego County, California",4554,540
1400000US06073007200,06073007200,"Census Tract 72, San Diego County, California",5926,368
1400000US06073007301,06073007301,"Census Tract 73.01, San Diego County, California",4514,556
1400000US06073007302,06073007302,"Census Tract 73.02, San Diego County, California",2069,128
1400000US06073007400,06073007400,"Census Tract 74, San Diego County, California",6620,476
1400000US06073007501,06073007501,"Census Tract 75.01, San Diego County, California",3840,454
1400000US06073007502,06073007502,"Census Tract 75.02, San Diego County, California",2973,307
1400000US06073007600,06073007600,"Census Tract 76, San Diego County, California",4391,674
1400000US06073007701,06073007701,"Census Tract 77.01, San Diego County, California",3898,399
1400000US06073007702,06073007702,"Census Tract 77.02, San Diego County, California",3693,381
1400000US06073007800,06073007800,"Census Tract 78, San Diego County, California",6151,599
1400000US06073007903,06073007903,"Census Tract 79.03, San Diego County, California",4671,567
1400000US06073007905,06073007905,"Census Tract 79.05, San Diego County, California",2613,436
1400000US06073007907,06073007907,"Census Tract 79.07, San Diego County, California",3152,415
1400000US06073007908,06073007908,"Census Tract 79.08, San Diego County, California",2994,324
1400000US06073007910,06073007910,"Census Tract 79.10, San Diego County, California",2990,259
1400000US06073008002,06073008002,"Census Tract 80.02, San Diego County, California",2687,220
1400000US06073008003,06073008003,"Census Tract 80.03, San Diego County, California",3771,313
1400000US06073008006,06073008006,"Census Tract 80.06, San Diego County, California",4099,367
1400000US06073008101,06073008101,"Census Tract 81.01, San Diego County, California",3792,405
1400000US06073008102,06073008102,"Census Tract 81.02, San Diego County, California",3226,221
1400000US06073008200,06073008200,"Census Tract 82, San Diego County, California",2602,381
1400000US06073008301,06073008301,"Census Tract 83.01, San Diego County, California",2937,210
1400000US06073008303,06073008303,"Census Tract 83.03, San Diego County, California",3411,344
1400000US06073008305,06073008305,"Census Tract 83.05, San Diego County, California",2118,119
1400000US06073008306,06073008306,"Census Tract 83.06, San Diego County, California",3330,223
1400000US06073008307,06073008307,"Census Tract 83.07, San Diego County, California",3671,251
