"OBJECTID","STOP_UID","STOP_AGENCY","STOP_ID","STOP_NAME","STOP_LAT","STOP_LON","STOP_CODE","LOCATION_TYPE","PARENT_STATION","WHEELCHAIR_BOARDING","INTERSECTION_CODE","STOP_PLACE","LONGITUDE","LATITUDE"
1,MTS_10001,MTS,10001,Cabrillo National Monument,32.67445793,-117.24042573,10001,0,,1,M-Special_Loc,cabmon,-117.240413820908,32.6744531752131
2,MTS_10003,MTS,10003,Pearl St & Draper Av,32.83957829,-117.27618677,10003,0,,1,N-E/B,,-117.276174841642,32.8395735176719
3,MTS_10004,MTS,10004,Pearl St & Fay Av,32.84012848,-117.2738099,10004,0,,1,N-E/B,,-117.273797968322,32.8401237147469
4,MTS_10006,MTS,10006,Torrey Pines Rd & Exchange Pl,32.8458467,-117.26867322,10006,0,,1,N-N/B,,-117.268661288083,32.8458419283031
5,MTS_10007,MTS,10007,Torrey Pines Rd & Hillside Dr,32.84931178,-117.26175158,10007,0,,0,N-N/B,,-117.261739649676,32.8493070102625
6,MTS_10011,MTS,10011,Garnet Av & Everts St,32.79810093,-117.24825013,10011,0,,1,N-E/B,,-117.248238207653,32.7980961615192
7,MTS_10012,MTS,10012,Grand Av & Fanuel St,32.79652904,-117.24583394,10012,0,,1,N-E/B,,-117.245822015898,32.7965242718227
8,MTS_10013,MTS,10013,Garnet Av & Haines St,32.79929398,-117.24277358,10013,0,,1,N-E/B,,-117.242761660973,32.7992892129961
9,MTS_10015,MTS,10015,Garnet Av & Ingraham St,32.79965017,-117.24120249,10015,0,,1,N-E/B,,-117.241190570917,32.799645404562
10,MTS_10016,MTS,10016,Garnet Av & Jewell St,32.80012359,-117.23906319,10016,0,,1,N-E/B,,-117.239051270358,32.8001188189852
11,MTS_10020,MTS,10020,Voltaire St & Mendocino St,32.74506671,-117.23574899,10020,0,,1,N-E/B,,-117.235737070212,32.7450619459483
12,MTS_10023,MTS,10023,Garnet Av & Lamont St,32.80087716,-117.23556667,10023,0,,1,N-E/B,garlam,-117.235554750468,32.8008723972945
13,MTS_10024,MTS,10024,Voltaire St & San Clemente St,32.74286905,-117.23353563,10024,0,,1,N-E/B,,-117.233523718507,32.7428642939534
14,MTS_10025,MTS,10025,Garnet Av & Noyes St,32.8017129,-117.23174882,10025,0,,1,N-E/B,,-117.231736899218,32.8017081379718
15,MTS_10026,MTS,10026,Chatsworth Bl & Tennyson St,32.73814733,-117.22970402,10026,0,,1,N-N/B,,-117.229692103759,32.7381425676337
16,MTS_10027,MTS,10027,Voltaire St & Poinsettia Dr,32.74025595,-117.22929493,10027,0,,1,N-E/B,,-117.229283010257,32.7402511919862
17,MTS_10029,MTS,10029,West Point Loma Bl & Adrian St,32.75266115,-117.22673314,10029,0,,1,N-E/B,,-117.226721228456,32.7526563835162
18,MTS_10031,MTS,10031,Nimitz Bl & Rosecrans St,32.72894288,-117.2265353,10031,0,,0,M-Street-S/B,rosnim,-117.226523391522,32.728938126065
19,MTS_10032,MTS,10032,Grand Av & Culver St,32.80091313,-117.22584945,10032,0,,1,N-E/B,,-117.225837527124,32.8009083625221
20,MTS_10033,MTS,10033,West Point Loma Bl & Loma Riviera Dr,32.75340225,-117.22407745,10033,0,,1,M-Street-E/B,,-117.224065532827,32.7533974928932
21,MTS_10034,MTS,10034,Nobel Dr & Lebon Dr,32.86829317,-117.22518324,10034,0,,1,N-E/B,nobleb,-117.225171322738,32.8682883898126
22,MTS_10036,MTS,10036,Garnet Av & Bond St,32.805504,-117.22121375,10036,0,,1,N-E/B,,-117.221201836211,32.8054992360106
23,MTS_10038,MTS,10038,Sports Arena Bl & Midway Dr,32.75567407,-117.2210938,10038,0,,1,M-Street-S/B,,-117.221081883102,32.7556693093918
24,MTS_10040,MTS,10040,Midway Dr & Duke St,32.75392997,-117.21814068,10040,0,,1,N-S/B,,-117.218128761894,32.7539252106323
25,MTS_10043,MTS,10043,Midway Dr & Kemper St,32.75243625,-117.21584744,10043,0,,1,N-S/B,,-117.215835527443,32.7524314923137
26,MTS_10044,MTS,10044,Grand Av & Mission Bay Dr,32.8022735,-117.21783906,10044,0,,1,N-E/B,,-117.217827146906,32.802268728091
27,MTS_10045,MTS,10045,Balboa Av & Moraga Av,32.80774389,-117.21069667,10045,0,,2,M-Street-E/B,,-117.210684751549,32.8077391168667
28,MTS_10048,MTS,10048,Morena Bl & Frankfort St,32.77468641,-117.20621403,10048,0,,1,N-S/B,,-117.206202120326,32.7746816428053
29,MTS_10049,MTS,10049,Governor Dr & Radcliffe Dr,32.85434508,-117.20610593,10049,0,,1,N-E/B,,-117.206094011352,32.8543403062744
30,MTS_10050,MTS,10050,Morena Bl & Knoxville St,32.77332666,-117.20398373,10050,0,,1,N-S/B,,-117.203971814974,32.7733218905564
31,MTS_10051,MTS,10051,Clairemont Dr & Merrimac Av,32.83307178,-117.20286671,10051,0,,1,M-Street-E/B,,-117.202854792887,32.833067004353
32,MTS_10052,MTS,10052,Clairemont Mesa Bl & Rolfe Rd,32.82813607,-117.20242589,10052,0,,1,N-E/B,,-117.202413973654,32.828131301749
33,MTS_10053,MTS,10053,Clairemont Mesa Bl & Kleefeld Av,32.83271099,-117.20082157,10053,0,,1,N-E/B,,-117.200809648582,32.8327062187995
34,MTS_10057,MTS,10057,Milton St & Garfield Rd,32.78331677,-117.19694673,10057,0,,0,N-E/B,,-117.196934818411,32.783312003999
35,MTS_10058,MTS,10058,Milton St & Dunhaven St,32.78264602,-117.19588532,10058,0,,1,N-E/B,,-117.195873404504,32.7826412568014
36,MTS_10060,MTS,10060,Milton St & Penrose St,32.78223386,-117.19479416,10060,0,,1,N-E/B,,-117.194782243802,32.7822290903671
37,MTS_10062,MTS,10062,Linda Vista Rd & Colusa St,32.76890946,-117.19113779,10062,0,,1,N-E/B,,-117.191125874548,32.7689046952221
38,MTS_10063,MTS,10063,Milton St & August St,32.78226189,-117.19112429,10063,0,,1,F-E/B,,-117.191112376527,32.7822571280426
39,MTS_10064,MTS,10064,Taylor St & I-8 East (Ramp),32.75925323,-117.19050441,10064,0,,2,N-E/B,,-117.190492505805,32.7592484642754
40,MTS_10069,MTS,10069,Fort Stockton Dr & Witherby St,32.75440702,-117.18515409,10069,0,,0,N-E/B,,-117.185142181182,32.7544022560382
41,MTS_10072,MTS,10072,Fort Stockton Dr & St James Pl,32.75257443,-117.18288709,10072,0,,0,N-E/B,,-117.18287518471,32.752569661649
42,MTS_10073,MTS,10073,Clairemont Mesa Bl & Longford St,32.83432122,-117.18285491,10073,0,,1,N-E/B,,-117.182843000936,32.8343164468533
43,MTS_10074,MTS,10074,Miramar Rd & Miramar Mall,32.8768838,-117.18299026,10074,0,,1,N-E/B,mirmal,-117.182978341117,32.8768790235899
44,MTS_10075,MTS,10075,N Harbor Dr & Laurel St (Coast Guard),32.72778181,-117.18228648,10075,0,,1,M-Street-E/B,,-117.182274571862,32.7277770508832
45,MTS_10076,MTS,10076,Lewis St & Stephens St,32.75171067,-117.17861058,10076,0,,0,N-E/B,lewste,-117.178598674923,32.7517059033432
46,MTS_10077,MTS,10077,Clairemont Mesa Bl & Limerick Av,32.83427737,-117.17919188,10077,0,,1,N-E/B,,-117.179179970082,32.8342725994654
47,MTS_10080,MTS,10080,Lewis St & Ingalls St,32.7517283,-117.1751663,10080,0,,0,N-E/B,,-117.17515439655,32.7517235324755
48,MTS_10082,MTS,10082,Osler St & Ulric St,32.79257078,-117.17303442,10082,0,,1,N-E/B,,-117.173022512265,32.7925660076424
49,MTS_10084,MTS,10084,Osler St & Genesee Av,32.7928933,-117.17143679,10084,0,,1,N-E/B,,-117.171424884745,32.7928885269415
50,MTS_10085,MTS,10085,Miramar Rd & Milch Rd,32.87793669,-117.16865659,10085,0,,1,N-E/B,,-117.168644670777,32.8779319144971
51,MTS_10086,MTS,10086,Broadway & State St,32.7155689,-117.1666847,10086,0,,1,N-E/B,amplza,-117.166672798876,32.7155641413965
52,NCTD_22466,NCTD,22466,Lincoln Av & Daisy St,33.14531258,-117.06252065,22466,0,,0,F-W/B,,-117.062508732219,33.1453077648225
53,NCTD_22465,NCTD,22465,Lincoln Av & Goldenrod St,33.14685198,-117.05996037,22465,0,,0,F-S/B,,-117.059948451228,33.1468471615877
54,NCTD_22461,NCTD,22461,Rancho Santa Fe Rd & Olivenhain Rd,33.06720672,-117.24551278,22461,0,,0,F-S/B,,-117.245500835266,33.0672019254937
55,NCTD_24028,NCTD,24028,El Norte Pkwy & Donald,33.14949135,-117.06569595,24028,0,,0,,,-117.065684037281,33.1494865345099
56,NCTD_11541,NCTD,11541,N Torrey Pines Rd & Science Park Rd,32.90142374,-117.24281533,11541,0,,0,F-S/B,,-117.24280339821,32.9014189646372
57,NCTD_22669,NCTD,22669,Rancheros Dr & 500 (Twin Oaks Valley Mhp),33.13991752,-117.1519064,22669,0,,0,M-Special_Loc,,-117.151894467524,33.1399127041087
58,NCTD_22668,NCTD,22668,Mission Av & Peyri Dr,33.23034775,-117.31927819,22668,0,,0,F-W/B,,-117.319266228247,33.2303429322583
59,NCTD_22665,NCTD,22665,Mission Av & Frazee Rd,33.2374193,-117.29642428,22665,0,,0,N-N/B,,-117.296412319222,33.2374144867561
60,NCTD_22664,NCTD,22664,Mission Av & Avenida Calafia,33.23381396,-117.30025022,22664,0,,0,N-N/B,,-117.300238255366,33.2338091428473
61,NCTD_11548,NCTD,11548,Gilman Dr & Eucalyptus Grove Ln,32.87578135,-117.23921017,11548,0,,1,F-S/B,schola,-117.239198243985,32.8757765730354
62,NCTD_22666,NCTD,22666,Mission Av & Frazee Rd,33.23731585,-117.29663237,22666,0,,0,F-W/B,,-117.296620402056,33.2373110374173
63,NCTD_22663,NCTD,22663,Mission Av & Douglas Dr,33.22805891,-117.3252447,22663,0,,0,F-E/B,,-117.325232732568,33.2280540980821
64,NCTD_93254,NCTD,93254,Rancho Santa Fe Rd & 11th St,33.05242094,-117.23263295,93254,0,,0,N-S/B,,-117.232621010062,33.0524161390156
65,NCTD_93255,NCTD,93255,Rancho Santa Fe Rd & Grandon Av,33.13562118,-117.20551612,93255,0,,0,F-N/B,,-117.205504179296,33.1356163704603
66,NCTD_92090,NCTD,92090,Washington Av & Ash St,33.1334993,-117.06718713,92090,0,,0,F-E/B,,-117.067175213521,33.1334944797042
67,NCTD_92092,NCTD,92092,Mission Av & Broadway,33.13041846,-117.08488941,92092,0,,0,F-E/B,,-117.08487749387,33.1304136469558
68,NCTD_22267,NCTD,22267,Escondido Maintenance Facility,33.12049817,-117.09720008,22267,0,,0,,EMF,-117.097188163436,33.1204933556542
69,NCTD_13024,NCTD,13024,Nobel Dr & La Jolla Village Square Drwy,32.86776616,-117.23168788,13024,0,,1,N-E/B,noblaj,-117.231675958896,32.8677613802897
70,NCTD_22009,NCTD,22009,San Rodolfo Dr & Plaza West,32.99415095,-117.25978279,22009,0,,0,F-W/B,,-117.259770846359,32.9941461642957
71,NCTD_22008,NCTD,22008,El Camino Real & la Costa Town Ctr,33.08218943,-117.26675394,22008,0,,0,F-N/B,,-117.266741989668,33.0821846332294
72,NCTD_22000,NCTD,22000,Vista Way & 3330 (Auto Club),33.18070829,-117.31468846,22000,0,,0,M-Special_Loc,,-117.314676496888,33.1807034806788
73,NCTD_22002,NCTD,22002,El Camino Real & Lisa St,33.1516251,-117.3032588,22002,0,,0,N-W/B,,-117.303246842286,33.1516202971406
74,NCTD_22005,NCTD,22005,Santa Fe Dr & Scripps Hospital,33.03626946,-117.28406835,22005,0,,0,F-W/B,ScripH,-117.284056401464,33.0362646723246
75,NCTD_22004,NCTD,22004,W Vista Way & Tri-city Medical Center,33.18383732,-117.29091121,22004,0,,0,M-Special_Loc,,-117.29089925056,33.1838325155377
76,NCTD_22007,NCTD,22007,Highway 101 & Solana Beach City Hall (635),32.98348122,-117.2698285,22007,0,,0,M-Special_Loc,,-117.269816556128,32.9834764324857
77,NCTD_22006,NCTD,22006,N Santa Fe Av & Alamosa Park Dr,33.2432104,-117.27866736,22006,0,,0,M-Street-W/B,,-117.278655400303,33.2432055822004
78,NCTD_20783,NCTD,20783,Hwy 78 & Highgrove Dr,33.10297708,-117.03671289,20783,0,,0,N-W/B,,-117.036700979754,33.102972268472
79,NCTD_21102,NCTD,21102,Highway 101 & Leucadia Bl,33.06396466,-117.30221038,21102,0,,0,F-S/B,,-117.30219842604,33.0639598645038
80,NCTD_21104,NCTD,21104,Highway 101 & Daphne St,33.06144087,-117.30131515,21104,0,,0,F-S/B,,-117.301303197529,33.0614360775171
81,NCTD_21106,NCTD,21106,Highway 101 & Basil St,33.05935968,-117.30008581,21106,0,,0,F-S/B,,-117.300073861773,33.0593548813085
82,NCTD_21109,NCTD,21109,N River Rd & Redondo Dr,33.24911081,-117.30135932,21109,0,,0,F-S/B,,-117.301347351924,33.2491059915048
83,NCTD_21108,NCTD,21108,Vandegrift Bl & Barnett Cir,33.28475206,-117.30210465,21108,0,,0,F-S/B,,-117.302092684387,33.2847472372718
84,NCTD_22715,NCTD,22715,Escondido Bl & Decatur Way,33.13611114,-117.09251275,22715,0,,1,N-S/B,,-117.092500831117,33.1361063251952
85,NCTD_22714,NCTD,22714,Escondido Bl & El Norte Pkwy,33.13891995,-117.09252993,22714,0,,1,F-S/B,enpesc,-117.092518009091,33.1389151318715
86,NCTD_22717,NCTD,22717,Valley Pkwy & Elm St,33.12798837,-117.07221518,22717,0,,1,F-E/B,,-117.07220326291,33.1279835548928
87,NCTD_22716,NCTD,22716,N Escondido Bl & Lincoln Av,33.13160865,-117.09056507,22716,0,,1,F-S/B,,-117.090553147738,33.1316038381027
88,NCTD_22711,NCTD,22711,Midway Dr & Oak Hill Dr,33.13066247,-117.04742402,22711,0,,1,F-S/B,,-117.047412103154,33.1306576516796
89,NCTD_22710,NCTD,22710,Ash St & Montros Pl,33.13764039,-117.07146934,22710,0,,0,F-N/B,,-117.071457421541,33.1376355698346
90,NCTD_22713,NCTD,22713,Fig St & Lincoln Av (Kenwood Townhomes),33.13479266,-117.07812642,22713,0,,0,M-Street-S/B,,-117.078114503905,33.1347878423752
91,NCTD_22712,NCTD,22712,Lincoln Av & Awana Glen,33.1400766,-117.07130594,22712,0,,0,F-W/B,,-117.071294021195,33.1400717799079
92,NCTD_22719,NCTD,22719,Valley Pkwy & Rose St,33.13408579,-117.05906502,22719,0,,1,F-E/B,,-117.05905310268,33.134080971793
93,NCTD_22667,NCTD,22667,Mission Av & Avenida Calafia,33.23373241,-117.30046836,22667,0,,0,F-W/B,,-117.300456401647,33.233727590901
94,NCTD_22485,NCTD,22485,Douglas Dr & Point Degada,33.24996085,-117.32278542,22485,0,,0,F-S/B,,-117.322773452907,33.2499560306251
95,NCTD_22484,NCTD,22484,Douglas Dr & Festival Dr,33.25301096,-117.31808605,22484,0,,0,N-W/B,,-117.318074082089,33.2530061473701
96,NCTD_22487,NCTD,22487,El Camino Real & Calle Barcelona,33.07274633,-117.26263251,22487,0,,0,F-S/B,,-117.262620564685,33.0727415346695
97,NCTD_22486,NCTD,22486,Douglas Dr & Westport Dr,33.2471467,-117.32275096,22486,0,,0,F-S/B,,-117.322738992776,33.2471418887224
98,NCTD_22481,NCTD,22481,Douglas Dr & Via Cibola,33.26557934,-117.30689311,22481,0,,0,F-S/B,,-117.306881143279,33.2655745242983
99,NCTD_22480,NCTD,22480,Douglas Dr & Pilgrim Way,33.27155244,-117.30195917,22480,0,,0,F-W/B,,-117.301947208747,33.2715476240865
100,NCTD_22483,NCTD,22483,Douglas Dr & Keyport St,33.25414741,-117.31665401,22483,0,,0,F-S/B,,-117.316642041621,33.2541425892771
101,NCTD_22482,NCTD,22482,Douglas Dr & Catalina Dr,33.25698199,-117.3130246,22482,0,,0,N-S/B,,-117.313012629996,33.2569771725194
102,NCTD_22489,NCTD,22489,Stuart Mesa & Ortiz,33.25686115,-117.41115787,22489,0,,0,N-E/B,,-117.411145881774,33.2568563424596
103,NCTD_22488,NCTD,22488,El Camino Real & Leucadia Bl,33.06707727,-117.2624953,22488,0,,0,F-S/B,ecrleS,-117.262483358748,33.0670724753032
104,NCTD_20744,NCTD,20744,Country Club Ln & Ranchwood Glen,33.1596554,-117.09639874,20744,0,,1,F-W/B,,-117.09638681346,33.1596505847069
105,NCTD_20747,NCTD,20747,El Norte Pkwy & Seven Oaks Rd,33.14600026,-117.10213479,20747,0,,1,N-W/B,,-117.102122868173,33.1459954482925
106,NCTD_20740,NCTD,20740,Valley Pkwy & Auto Park Wy,33.11268199,-117.10234356,20740,0,,1,F-S/B,,-117.102331640095,33.1126771796533
107,NCTD_20741,NCTD,20741,Mission Av & Metcalf St,33.12534745,-117.10186559,20741,0,,1,F-W/B,,-117.101853673702,33.1253426355351
108,NCTD_20742,NCTD,20742,Country Club Ln & Village Rd,33.1592317,-117.1000773,20742,0,,1,F-W/B,,-117.100065372565,33.1592268878504
109,NCTD_20743,NCTD,20743,El Norte Pkwy & Iris Ln,33.14457988,-117.09884735,20743,0,,1,F-W/B,,-117.0988354241,33.1445750677109
110,NCTD_20748,NCTD,20748,Country Club Ln & N Iris Ln,33.16064974,-117.09406865,20748,0,,2,N-W/B,ccbroW,-117.094056732071,33.160644920511
111,NCTD_20749,NCTD,20749,El Norte Pkwy & Escondido Bl,33.13933751,-117.09174988,20749,0,,1,N-W/B,,-117.091737959805,33.1393327007463
112,NCTD_24883,NCTD,24883,Watson Way & Thibodo Rd,33.16843532,-117.22177266,24883,0,,0,,,-117.221760716025,33.1684305078778
113,NCTD_24882,NCTD,24882,Watson Way & Thibodo Rd,33.16849418,-117.22162625,24882,0,,0,,,-117.221614306804,33.1684893727518
114,NCTD_24881,NCTD,24881,Emerald Dr & Silverfox Ln,33.2039351,-117.27961553,24881,0,,0,,,-117.279603568106,33.2039302845317
115,NCTD_24880,NCTD,24880,Avenida de la Plata & 4039,33.20838256,-117.29566237,24880,0,,0,N-E/B,,-117.295650412218,33.2083777501607
116,NCTD_24887,NCTD,24887,del Dios Hwy & Bing Crosby Bl,33.03789463,-117.16305303,24887,0,,0,,delbiW,-117.163041101124,33.037889828843
117,NCTD_24886,NCTD,24886,Thibodo Rd & Sycamore Av,33.16604306,-117.21593248,24886,0,,0,,,-117.215920535974,33.1660382517414
118,NCTD_24885,NCTD,24885,Thibodo Rd & Sycamore Av,33.16596833,-117.21600028,24885,0,,0,,,-117.215988339439,33.1659635138815
119,NCTD_24884,NCTD,24884,Thibodo Rd & Thibodo Ct,33.16686523,-117.21729448,24884,0,,0,,,-117.217282532366,33.1668604196347
120,NCTD_21615,NCTD,21615,Emerald Dr & Borra Ct,33.2011138,-117.27944835,21615,0,,0,F-N/B,,-117.279436387445,33.2011089843031
121,NCTD_22901,NCTD,22901,Bent Av & 245,33.13449234,-117.18122199,22901,0,,1,M-Street-N/B,,-117.181210059683,33.134487534933
122,NCTD_22902,NCTD,22902,Craven Rd & Foxhall Ct,33.12798573,-117.17695219,22902,0,,0,F-W/B,,-117.176940255932,33.1279809203367
123,NCTD_22903,NCTD,22903,Craven Rd & Echo Lane,33.12741037,-117.17154987,22903,0,,1,N-W/B,,-117.17153793346,33.1274055572345
124,NCTD_22904,NCTD,22904,Craven Rd & Rush Dr,33.1274261,-117.16831947,22904,0,,1,F-W/B,,-117.168307541377,33.1274212939182
125,NCTD_21610,NCTD,21610,El Camino Real & Sunny Creek Rd,33.14491513,-117.28608108,21610,0,,0,F-W/B,,-117.286069124184,33.1449103193885
126,NCTD_22906,NCTD,22906,Emerald Dr & Lewis St,33.19583557,-117.27958577,22906,0,,0,N-S/B,,-117.279573815843,33.1958307584336
127,MTS_10088,MTS,10088,Washington St & Albatross St,32.74977421,-117.16631202,10088,0,,1,N-E/B,,-117.166300116314,32.7497694463049
128,MTS_10090,MTS,10090,Broadway & Front St,32.71559826,-117.1649521,10090,0,,0,N-E/B,brofro,-117.164940199948,32.7155934978726
129,MTS_10091,MTS,10091,Clairemont Mesa Bl & Shawline St (Kaiser),32.83281806,-117.16295728,10091,0,,1,N-W/B,clasha,-117.162945375446,32.8328132816231
130,MTS_10092,MTS,10092,University Av & 3rd Av,32.74819693,-117.1629261,10092,0,,1,N-E/B,,-117.162914195681,32.7481921612272
131,MTS_10093,MTS,10093,Genesee Av & Richland St,32.79116236,-117.1632153,10093,0,,1,N-E/B,,-117.163203396898,32.7911575893671
132,MTS_10094,MTS,10094,Broadway & 3rd Av,32.71561383,-117.16210744,10094,0,,0,N-E/B,3rdbro,-117.162095538434,32.7156090710343
133,MTS_10095,MTS,10095,Miramar Rd & Distribution Av,32.87896273,-117.16260879,10095,0,,1,N-E/B,,-117.162596874261,32.8789579498957
134,MTS_10097,MTS,10097,Broadway & 5th Av,32.71566019,-117.16029698,10097,0,,0,N-E/B,,-117.160285083885,32.7156554289306
135,MTS_10098,MTS,10098,University Av & 5th Av,32.74820876,-117.16058122,10098,0,,1,N-E/B,5thuni,-117.160569318116,32.7482039923559
136,MTS_10099,MTS,10099,Broadway & 6th Av,32.71566351,-117.15947446,10099,0,,0,N-E/B,bro6th,-117.159462557421,32.7156587484997
137,MTS_10100,MTS,10100,Camino De La Reina & Camino Del Arroyo,32.76674662,-117.15846313,10100,0,,1,N-E/B,,-117.15845123035,32.7667418527169
138,MTS_10102,MTS,10102,Broadway & 8th Av,32.71566595,-117.15765054,10102,0,,0,N-E/B,,-117.157638643724,32.7156611905638
139,MTS_10104,MTS,10104,Broadway & 10th Av,32.71565752,-117.15580701,10104,0,,1,N-E/B,,-117.155795111875,32.715652755686
140,MTS_10105,MTS,10105,Market St & 10th Av,32.71143588,-117.15579614,10105,0,,0,N-E/B,,-117.155784240617,32.7114311204964
141,MTS_10106,MTS,10106,University Av & 10th Av,32.74831789,-117.15546302,10106,0,,1,N-E/B,,-117.155451116108,32.7483131220707
142,MTS_10107,MTS,10107,Miramar Rd & Carroll Rd,32.88177728,-117.15625029,10107,0,,1,N-E/B,,-117.15623837486,32.8817725021603
143,MTS_10108,MTS,10108,Market St & 12th Av,32.71146838,-117.15398888,10108,0,marpar,1,N-E/B,marpar,-117.15397697766,32.7114636210806
144,MTS_10109,MTS,10109,Broadway & Park Bl,32.71570092,-117.15401278,10109,0,citcol,1,N-E/B,citcol,-117.154000879038,32.7156961536547
145,MTS_10110,MTS,10110,Vista Hill Av & Meadowlark Av,32.79485118,-117.15458775,10110,0,,1,N-E/B,,-117.154575845176,32.7948464066522
146,MTS_10111,MTS,10111,University Av & Vermont St,32.74834756,-117.15366473,10111,0,,1,N-E/B,,-117.153652826531,32.7483427973292
147,MTS_10113,MTS,10113,Broadway & 14th St,32.71568894,-117.15227,10113,0,,1,N-E/B,,-117.152258099998,32.715684180234
148,MTS_10114,MTS,10114,University Av & Richmond St,32.74836182,-117.15133939,10114,0,,1,N-E/B,,-117.151327484976,32.7483570582043
149,MTS_10115,MTS,10115,Imperial Av & 16th St,32.70621434,-117.14970235,10115,0,,1,N-E/B,imp16,-117.149690455551,32.7062095795687
150,MTS_10116,MTS,10116,Market St & 16th St,32.71142899,-117.14960278,10116,0,,1,N-E/B,16mar,-117.149590882064,32.7114242307572
151,MTS_10117,MTS,10117,Logan Av & Sigsbee St,32.7038153,-117.1477599,10117,0,,1,N-E/B,,-117.147748006825,32.7038105448655
152,MTS_10118,MTS,10118,Market St & 19th St,32.7114408,-117.14684924,10118,0,,1,N-E/B,,-117.146837346855,32.7114360403947
153,MTS_10119,MTS,10119,Broadway & 20th St,32.71572127,-117.14594994,10119,0,,1,N-E/B,,-117.14593804395,32.7157165108361
154,MTS_10120,MTS,10120,Market St & 21st St,32.71146493,-117.1450419,10120,0,,0,N-E/B,,-117.14502999678,32.7114601642622
155,MTS_10121,MTS,10121,Adams Av & Georgia St,32.76241087,-117.14510734,10121,0,,1,N-E/B,,-117.145095443487,32.762406100458
156,MTS_10122,MTS,10122,Logan Av & Cesar E Chavez Pkwy,32.70154139,-117.14447954,10122,0,,1,N-E/B,logces,-117.1444676449,32.7015366284984
157,MTS_10123,MTS,10123,Imperial Av & 22nd St,32.70621679,-117.14407511,10123,0,,1,N-E/B,,-117.14406321442,32.7062120266994
158,MTS_10124,MTS,10124,Miramar Rd & Dowdy Dr,32.88803742,-117.14545069,10124,0,,1,F-E/B,,-117.145438782297,32.8880326374378
159,MTS_10127,MTS,10127,Imperial Av & 24th St,32.70622508,-117.14255054,10127,0,,1,N-E/B,,-117.142538638675,32.7062203218559
160,MTS_10128,MTS,10128,Clairemont Mesa Bl & 8303,32.83266088,-117.14614075,10128,0,,1,M-Street-E/B,,-117.14612884047,32.8326561041442
161,MTS_10129,MTS,10129,El Cajon Bl & Alabama St,32.75513971,-117.14263625,10129,0,,1,N-E/B,,-117.142624343967,32.755134945338
162,MTS_10130,MTS,10130,University Av & Alabama St,32.74837212,-117.14274006,10130,0,,1,M-Street-E/B,,-117.142728160935,32.7483673579783
163,MTS_10132,MTS,10132,Miramar Rd & Cabot Dr,32.88957656,-117.14279509,10132,0,,1,N-E/B,,-117.142783175217,32.8895717773375
164,MTS_10133,MTS,10133,Market St & 25th St,32.71151504,-117.14039662,10133,0,,1,N-E/B,,-117.14038472657,32.7115102801942
165,MTS_10134,MTS,10134,Broadway & 25th St,32.71575334,-117.14076456,10134,0,,1,N-E/B,,-117.140752663441,32.7157485733085
166,MTS_10136,MTS,10136,University Av & Louisiana St,32.74837408,-117.14018692,10136,0,,1,N-E/B,,-117.140175023801,32.7483693141331
167,MTS_10137,MTS,10137,Imperial Av & 26th St,32.70630307,-117.13822116,10137,0,,1,N-E/B,,-117.138209259884,32.7062983047231
168,MTS_10138,MTS,10138,C St & 26th St,32.71680461,-117.13829122,10138,0,,1,N-E/B,,-117.138279321356,32.7167998504963
169,MTS_10139,MTS,10139,El Cajon Bl & Arizona St,32.7551642,-117.13771844,10139,0,,1,N-E/B,,-117.137706540605,32.7551594299858
170,MTS_10140,MTS,10140,Adams Av & Arizona St,32.76280518,-117.1377011,10140,0,,1,N-E/B,,-117.13768920098,32.7628004155552
171,MTS_10142,MTS,10142,Mira Mesa Bl & Reagan Rd (E),32.9126689,-117.13907043,10142,0,,1,N-E/B,,-117.139058518228,32.9126641116695
172,MTS_10143,MTS,10143,Main St & 27th St,32.6927249,-117.13600412,10143,0,,2,N-E/B,,-117.135992224063,32.6927201383799
173,MTS_10145,MTS,10145,Ocean View Bl & Sampson St,32.70214509,-117.13547466,10145,0,,1,N-S/B,,-117.13546276329,32.7021403256747
174,MTS_10147,MTS,10147,Imperial Av & Hensley St,32.70632038,-117.13466487,10147,0,,1,N-E/B,,-117.134652974547,32.7063156226296
175,MTS_10148,MTS,10148,C St & 28th St,32.71683051,-117.13430543,10148,0,,1,N-E/B,,-117.134293533098,32.7168257439354
176,MTS_10149,MTS,10149,Mira Mesa Bl & Westonhill Dr,32.91274479,-117.13577359,10149,0,,1,N-E/B,,-117.135761677033,32.9127400017753
177,MTS_10150,MTS,10150,El Cajon Bl & Utah St,32.75517721,-117.13283955,10150,0,,1,N-E/B,,-117.132827652092,32.7551724461488
178,MTS_10151,MTS,10151,University Av & Utah St,32.74836023,-117.13293387,10151,0,,1,N-E/B,,-117.132921967623,32.7483554672602
179,MTS_10154,MTS,10154,National Av & 29th St,32.69585228,-117.13222923,10154,0,,1,N-E/B,,-117.132217330147,32.6958475200764
180,MTS_10156,MTS,10156,Balboa Av & Ponderosa Av,32.82211287,-117.13190601,10156,0,,1,F-E/B,balpon,-117.131894104266,32.822108097358
181,MTS_10157,MTS,10157,Aero Dr & Corporate Ct,32.80974365,-117.13203598,10157,0,,1,N-E/B,,-117.132024077449,32.8097388714097
182,MTS_10158,MTS,10158,Market St & 30th St,32.71156459,-117.13043259,10158,0,,1,N-E/B,mark30,-117.130420697613,32.7115598267003
