GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US06073003301,06073003301,"Census Tract 33.01, San Diego County, California",934,55,26298,4333,15.6,5.0,44545,7993,40.6,6.5,25889,3254,0.0,3.4,-,**,1.4,1.4,64063,24725,0.0,3.4,-,**,39.8,7.3,23882,11433,2.6,2.3,23846,11299,57.8,6.1,29500,9949,1.9,1.4,(X),(X),4.9,4.1,16310,6629,43.5,8.0,23380,2461,36.9,8.5,31488,20631,14.7,5.7,36458,17999,815,61,26531,5123,56.8,8.2,22361,2777,43.2,8.2,44597,4166,43.2,8.9,(X),(X),48.5,8.9,(X),(X),8.3,3.7,(X),(X),119,48,23750,14842,73.1,19.1,12448,12101,58.0,23.0,11510,1710,15.1,16.8,-,**,26.9,19.1,50500,34186,8.4,9.1,-,**,18.5,16.7,75208,57664,49.9,(X),(X),(X),44.8,(X),(X),(X),68.9,(X),(X),(X)
1400000US06073003303,06073003303,"Census Tract 33.03, San Diego County, California",1111,75,33995,8226,23.8,8.2,49211,13435,13.9,6.2,(X),(X),1.1,1.6,-,**,9.8,4.2,40991,17451,0.0,2.9,-,**,46.4,9.8,24462,2887,5.1,4.3,37054,8826,63.9,7.6,32500,10772,8.5,5.2,(X),(X),2.7,3.0,(X),(X),56.3,6.8,(X),(X),32.9,6.6,(X),(X),8.1,4.5,(X),(X),948,102,35278,4883,61.8,8.8,24750,4688,38.2,8.8,42500,10914,52.2,10.0,(X),(X),38.8,9.9,(X),(X),9.0,6.3,(X),(X),163,79,23419,17446,66.3,24.1,(X),(X),66.3,24.1,(X),(X),0.0,18.0,(X),(X),33.7,24.1,(X),(X),12.3,15.7,(X),(X),21.5,22.9,(X),(X),41.9,(X),(X),(X),39.6,(X),(X),(X),40.5,(X),(X),(X)
1400000US06073003304,06073003304,"Census Tract 33.04, San Diego County, California",1027,57,33750,6468,56.1,7.1,30694,9402,16.7,4.6,23056,13522,0.0,3.1,-,**,11.3,2.9,(X),(X),3.0,2.6,(X),(X),12.4,5.2,36458,20284,0.5,0.7,-,**,58.0,5.6,29773,9913,11.4,5.4,36550,5110,7.8,4.6,36875,8800,40.7,7.0,35625,13555,37.2,7.2,33939,8574,14.3,4.5,25260,12571,809,70,36223,4313,76.5,6.6,38125,4869,23.5,6.6,33026,9766,56.5,8.0,(X),(X),37.1,7.4,(X),(X),6.4,4.2,(X),(X),218,61,15089,5244,56.9,14.9,18750,13529,39.0,16.6,15903,5954,17.9,10.4,61250,26853,43.1,14.9,10441,2992,36.7,14.5,10735,3065,6.4,7.0,-,**,41.4,(X),(X),(X),38.3,(X),(X),(X),46.3,(X),(X),(X)
1400000US06073003305,06073003305,"Census Tract 33.05, San Diego County, California",1594,59,21657,5028,15.6,4.7,25787,14383,36.9,5.7,(X),(X),1.0,1.4,-,**,7.7,3.7,(X),(X),0.0,2.0,-,**,38.1,6.9,20079,5201,0.6,1.0,-,**,54.3,6.0,20238,4314,0.0,2.0,-,**,6.0,2.8,(X),(X),40.5,6.8,(X),(X),35.3,6.8,(X),(X),18.3,5.4,(X),(X),1255,112,22483,11734,60.7,7.6,15541,4018,39.3,7.6,65625,20058,43.5,8.6,(X),(X),44.0,8.4,(X),(X),12.5,5.7,(X),(X),339,92,18206,4644,78.5,12.4,13516,5379,78.5,12.4,13516,5379,0.0,9.1,-,**,21.5,12.4,50329,20132,15.9,12.4,50263,41886,5.6,4.4,-,**,40.7,(X),(X),(X),40.5,(X),(X),(X),41.6,(X),(X),(X)
1400000US06073003401,06073003401,"Census Tract 34.01, San Diego County, California",2076,73,52674,7467,48.1,6.7,54205,7504,34.8,6.5,48534,15094,0.0,1.6,-,**,12.4,4.1,54883,28664,0.6,1.1,-,**,0.9,1.5,-,**,3.2,2.5,60221,41735,22.0,6.0,60882,17630,29.1,4.5,50988,7142,9.0,5.7,(X),(X),31.6,7.9,(X),(X),32.9,6.1,(X),(X),26.6,5.3,(X),(X),1468,171,56719,9548,43.4,10.2,46875,18723,56.6,10.2,61847,15197,62.5,9.9,(X),(X),31.3,9.0,(X),(X),6.3,4.7,(X),(X),608,174,21159,15720,57.1,16.0,(X),(X),48.0,17.4,(X),(X),9.0,7.2,(X),(X),42.9,16.0,(X),(X),26.8,16.6,(X),(X),16.1,11.0,(X),(X),38.6,(X),(X),(X),35.7,(X),(X),(X),36.7,(X),(X),(X)
1400000US06073003403,06073003403,"Census Tract 34.03, San Diego County, California",1082,67,36875,6270,59.7,7.1,34750,6892,24.7,6.6,35469,21744,0.0,3.0,-,**,6.9,3.3,123664,42331,0.0,3.0,-,**,6.8,4.1,44250,37720,1.8,2.6,-,**,62.7,6.0,34932,8988,5.7,4.8,(X),(X),3.1,3.4,(X),(X),38.3,8.3,(X),(X),48.2,7.6,(X),(X),10.4,4.5,(X),(X),770,89,34583,7914,55.3,9.2,34138,9839,44.7,9.2,36250,16489,49.5,8.3,(X),(X),32.7,10.0,(X),(X),17.8,7.8,(X),(X),312,96,37500,13234,37.2,15.5,(X),(X),22.4,13.8,(X),(X),14.7,13.0,(X),(X),62.8,15.5,(X),(X),52.6,16.8,(X),(X),10.3,11.7,(X),(X),38.9,(X),(X),(X),32.6,(X),(X),(X),54.5,(X),(X),(X)
1400000US06073003404,06073003404,"Census Tract 34.04, San Diego County, California",1155,43,36113,4580,53.4,8.1,38021,10940,17.4,4.1,36399,6173,1.4,2.0,-,**,7.4,5.7,11066,5188,4.4,4.4,-,**,13.9,6.5,34125,23494,2.1,2.1,96071,85641,59.7,6.9,35417,9165,9.1,4.6,(X),(X),0.8,1.2,-,**,39.9,9.4,34570,6544,40.5,9.5,38167,12628,18.8,5.5,43917,42947,1024,68,37255,6581,52.4,8.9,25893,13621,47.6,8.9,56366,12214,58.2,8.8,(X),(X),29.1,8.3,(X),(X),12.7,7.3,(X),(X),131,56,(X),(X),63.4,25.3,(X),(X),56.5,24.9,(X),(X),6.9,10.5,(X),(X),36.6,25.3,(X),(X),36.6,25.3,(X),(X),0.0,21.7,(X),(X),43.7,(X),(X),(X),44.3,(X),(X),(X),16.8,(X),(X),(X)
1400000US06073003501,06073003501,"Census Tract 35.01, San Diego County, California",1041,85,30804,9053,39.1,7.6,38487,12908,8.7,4.1,(X),(X),0.0,3.1,-,**,1.3,1.7,-,**,0.0,3.1,-,**,47.3,7.3,29007,5846,3.6,2.5,86042,52588,80.9,4.6,29298,6197,7.4,5.0,102902,75549,9.6,6.2,(X),(X),48.3,8.1,(X),(X),31.0,7.6,(X),(X),11.0,4.4,(X),(X),866,104,35300,10269,67.1,8.2,27813,8631,32.9,8.2,61250,16572,56.0,9.2,(X),(X),32.7,10.0,(X),(X),11.3,6.2,(X),(X),175,82,27750,19511,33.7,24.2,(X),(X),23.4,18.3,(X),(X),10.3,16.6,(X),(X),66.3,24.2,(X),(X),49.1,25.2,(X),(X),17.1,18.3,(X),(X),35.5,(X),(X),(X),37.4,(X),(X),(X),26.3,(X),(X),(X)
1400000US06073003502,06073003502,"Census Tract 35.02, San Diego County, California",1333,41,26854,7144,20.7,6.9,25988,8804,20.9,5.8,18566,14605,0.0,2.4,-,**,1.4,1.5,-,**,0.0,2.4,-,**,55.4,8.2,32051,6616,1.6,1.5,-,**,72.5,5.5,30833,7452,3.6,2.9,24722,12846,4.3,3.1,(X),(X),49.1,7.3,(X),(X),33.7,6.7,(X),(X),12.9,4.1,(X),(X),1066,83,26949,7306,60.0,6.1,23804,2673,40.0,6.1,33902,4519,64.6,9.0,(X),(X),26.0,8.0,(X),(X),9.4,6.1,(X),(X),267,85,(X),(X),56.6,19.0,(X),(X),46.8,17.8,(X),(X),9.7,10.9,(X),(X),43.4,19.0,(X),(X),18.7,15.3,(X),(X),24.7,16.9,(X),(X),49.1,(X),(X),(X),43.5,(X),(X),(X),59.9,(X),(X),(X)
1400000US06073003601,06073003601,"Census Tract 36.01, San Diego County, California",745,52,28698,8220,28.2,8.4,39130,8954,7.9,4.4,28882,21312,0.9,1.3,-,**,0.9,1.3,-,**,0.0,4.3,-,**,60.9,8.3,25500,5389,1.1,1.2,-,**,86.2,5.0,27188,13046,3.5,3.0,(X),(X),6.0,4.1,57656,33184,34.8,9.1,27188,8588,52.6,8.9,26667,12031,6.6,3.7,31563,29680,609,63,27386,5482,60.3,9.0,27266,7188,39.7,9.0,27500,13766,58.9,10.3,(X),(X),37.3,10.4,(X),(X),3.8,4.2,(X),(X),136,53,(X),(X),30.1,21.1,(X),(X),25.0,18.3,(X),(X),5.1,8.4,(X),(X),69.9,21.1,(X),(X),42.6,26.6,(X),(X),27.2,21.1,(X),(X),40.9,(X),(X),(X),39.7,(X),(X),(X),46.3,(X),(X),(X)
1400000US06073003602,06073003602,"Census Tract 36.02, San Diego County, California",767,18,45938,14172,32.5,6.5,55625,10505,12.6,5.7,32917,20274,0.0,4.1,-,**,6.3,3.8,77727,15801,0.0,4.1,-,**,43.4,8.2,35202,9871,5.2,4.0,(X),(X),74.4,6.3,37589,17042,3.9,3.8,72794,19016,0.9,1.4,-,**,42.2,6.5,60769,10031,40.5,7.2,38304,12418,16.3,4.2,26250,3257,688,44,39107,17522,50.7,8.0,37266,16848,49.3,8.0,45729,19237,60.8,8.3,48333,6435,32.7,8.4,25703,7496,6.5,4.6,70114,40911,79,41,(X),(X),24.1,21.5,(X),(X),24.1,21.5,(X),(X),0.0,32.4,(X),(X),75.9,21.5,(X),(X),36.7,25.0,(X),(X),39.2,26.1,(X),(X),32.2,(X),(X),(X),32.1,(X),(X),(X),32.9,(X),(X),(X)
1400000US06073003603,06073003603,"Census Tract 36.03, San Diego County, California",1073,52,36336,7564,32.4,9.8,30000,8392,7.4,5.3,(X),(X),0.0,3.0,-,**,5.9,3.9,53958,49336,0.0,3.0,-,**,54.3,10.2,36845,11838,0.0,3.0,-,**,82.8,7.1,32083,9204,6.0,5.3,(X),(X),5.9,4.8,(X),(X),45.4,8.8,(X),(X),32.0,8.2,(X),(X),16.8,4.9,(X),(X),879,98,31146,8057,46.9,10.0,19133,4265,53.1,10.0,46211,7101,47.3,12.3,(X),(X),46.0,12.1,(X),(X),6.7,5.1,(X),(X),194,87,34583,30665,56.2,26.1,(X),(X),34.0,22.1,(X),(X),22.2,19.6,(X),(X),43.8,26.1,(X),(X),30.4,23.4,(X),(X),13.4,15.3,(X),(X),54.4,(X),(X),(X),54.7,(X),(X),(X),53.1,(X),(X),(X)
1400000US06073003800,06073003800,"Census Tract 38, San Diego County, California",26,29,-,**,46.2,53.8,-,**,0.0,58.2,-,**,0.0,58.2,-,**,0.0,58.2,-,**,0.0,58.2,-,**,0.0,58.2,-,**,53.8,53.8,-,**,0.0,58.2,-,**,46.2,53.8,-,**,0.0,58.2,-,**,0.0,58.2,-,**,100.0,58.2,-,**,0.0,58.2,-,**,26,29,-,**,100.0,58.2,-,**,0.0,58.2,-,**,100.0,58.2,-,**,0.0,58.2,-,**,0.0,58.2,-,**,0,17,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
1400000US06073003901,06073003901,"Census Tract 39.01, San Diego County, California",1014,56,23023,2008,23.7,5.6,37750,14036,11.0,3.7,20583,8708,0.0,3.2,-,**,3.2,2.1,(X),(X),0.0,3.2,-,**,60.7,6.0,22037,1825,1.5,1.6,-,**,83.5,4.1,23207,2264,2.3,1.8,(X),(X),2.8,2.5,(X),(X),42.0,6.5,(X),(X),39.4,6.7,(X),(X),15.8,4.7,(X),(X),910,66,23582,2594,62.6,6.6,23258,4358,37.4,6.6,23897,3292,52.4,6.6,(X),(X),38.8,6.6,(X),(X),8.8,4.3,(X),(X),104,36,16196,3103,71.2,16.5,(X),(X),45.2,19.8,(X),(X),26.0,19.2,(X),(X),28.8,16.5,(X),(X),28.8,16.5,(X),(X),0.0,26.3,(X),(X),36.0,(X),(X),(X),36.8,(X),(X),(X),14.4,(X),(X),(X)
1400000US06073003902,06073003902,"Census Tract 39.02, San Diego County, California",1134,108,30536,5600,32.0,8.9,40069,13896,9.8,4.8,36958,10383,0.8,1.3,-,**,0.9,1.4,-,**,0.0,2.8,-,**,55.7,10.2,26071,3850,0.8,1.2,-,**,79.8,6.3,27708,5377,8.7,4.8,41042,33871,3.5,3.9,-,**,50.1,10.0,35214,10974,36.7,9.2,24167,13485,9.7,4.2,35875,6015,858,126,30000,6539,53.1,9.6,26250,4287,46.9,9.6,32955,8884,58.6,11.2,35450,8360,32.1,9.6,24618,4556,9.3,6.6,23611,12785,276,89,19333,6573,59.1,18.6,17063,5895,51.4,19.2,18083,5616,7.6,11.2,-,**,40.9,18.6,36063,21062,25.4,13.6,21111,11208,15.6,13.3,55469,38306,40.9,(X),(X),(X),38.3,(X),(X),(X),33.3,(X),(X),(X)
1400000US06073004000,06073004000,"Census Tract 40, San Diego County, California",1257,73,32708,9489,69.0,7.6,38068,11024,17.8,6.2,22222,12195,1.5,2.2,-,**,1.4,2.4,-,**,0.0,2.5,-,**,9.6,5.1,33393,17648,0.6,1.0,-,**,74.1,6.1,38403,8412,5.2,3.8,21632,1144,0.6,1.0,-,**,39.9,7.8,34286,14592,46.9,8.1,34318,11108,12.5,4.7,20486,14169,1027,100,33295,9312,50.9,8.5,22995,6516,49.1,8.5,43673,5820,40.5,12.1,40781,7711,33.4,10.4,19981,2635,26.1,9.5,47963,22783,230,85,11595,10653,44.3,19.7,(X),(X),41.3,19.2,(X),(X),3.0,5.0,(X),(X),55.7,19.7,(X),(X),37.0,21.2,(X),(X),18.7,16.9,(X),(X),47.0,(X),(X),(X),46.3,(X),(X),(X),43.0,(X),(X),(X)
1400000US06073004100,06073004100,"Census Tract 41, San Diego County, California",2831,97,40132,5332,76.2,6.5,39595,6921,6.5,2.7,20833,1652,0.3,0.5,-,**,4.2,3.1,52875,12636,0.0,1.1,-,**,8.8,4.4,46016,15905,4.0,2.9,51700,4727,49.0,6.6,38868,5470,34.5,6.9,42762,16447,7.5,3.6,27207,22280,63.2,6.8,47434,9607,22.7,5.6,38649,6469,6.5,2.6,30667,12606,1394,205,34938,7043,51.4,10.2,31352,7909,48.6,10.2,38778,15249,56.5,10.7,55988,16465,25.8,10.5,19688,3792,17.7,8.1,27094,6432,1437,194,46793,6309,28.5,9.4,(X),(X),21.6,8.7,(X),(X),6.9,4.6,(X),(X),71.5,9.4,(X),(X),52.8,12.9,(X),(X),18.7,9.3,(X),(X),21.7,(X),(X),(X),23.0,(X),(X),(X),19.9,(X),(X),(X)
1400000US06073004200,06073004200,"Census Tract 42, San Diego County, California",2331,130,83931,12124,92.0,4.3,86272,12785,2.4,3.0,-,**,0.5,0.8,-,**,2.0,1.1,(X),(X),0.0,1.4,-,**,1.4,2.3,-,**,1.7,1.6,(X),(X),16.2,4.5,76391,34189,77.9,5.8,86808,12445,1.9,2.4,-,**,40.8,5.7,94135,42124,42.6,5.8,97685,22262,14.6,3.9,36368,3621,1641,204,83388,12054,31.1,5.3,77019,26385,68.9,5.3,84475,13989,82.1,7.5,(X),(X),12.6,6.5,(X),(X),5.3,4.3,(X),(X),690,175,76607,47165,58.4,12.2,52318,11974,36.1,11.4,36151,10905,22.3,12.9,75500,73544,41.6,12.2,119844,60544,29.3,12.3,92027,77366,12.3,10.6,135436,64256,30.0,(X),(X),(X),30.3,(X),(X),(X),29.3,(X),(X),(X)
1400000US06073004300,06073004300,"Census Tract 43, San Diego County, California",1725,102,71356,10921,84.6,6.2,79318,13943,1.2,1.2,-,**,0.5,0.8,-,**,6.8,4.7,(X),(X),0.0,1.9,-,**,2.7,2.8,41554,4190,4.2,3.1,48600,48079,25.3,7.3,70106,22032,65.0,7.9,80259,17509,5.1,4.0,20208,12579,51.7,5.5,70559,13764,33.1,4.7,97566,33094,10.1,2.8,59464,32052,734,93,119333,34611,33.2,9.1,144750,34211,66.8,9.1,112895,23014,74.0,10.5,(X),(X),14.6,9.2,(X),(X),11.4,7.5,(X),(X),991,113,48958,6067,44.5,9.4,(X),(X),37.0,9.0,(X),(X),7.5,4.6,(X),(X),55.5,9.4,(X),(X),31.5,10.0,(X),(X),24.0,9.5,(X),(X),17.5,(X),(X),(X),14.3,(X),(X),(X),19.9,(X),(X),(X)
1400000US06073004400,06073004400,"Census Tract 44, San Diego County, California",1760,93,66193,12770,81.7,6.7,72171,7039,1.1,1.2,-,**,0.0,1.8,-,**,8.4,4.5,65125,44520,0.0,1.8,-,**,4.9,3.2,(X),(X),4.0,3.1,27283,13756,19.7,4.8,40156,14552,69.4,6.9,74091,3468,0.9,1.0,-,**,54.4,5.0,73750,9137,28.2,4.4,60625,40024,16.5,3.0,42292,23043,862,140,76277,7119,30.0,8.2,67240,16882,70.0,8.2,77464,20470,78.1,8.9,95673,37907,17.5,8.6,41458,24009,4.4,3.1,58125,6817,898,129,51667,12123,51.0,8.9,(X),(X),39.0,9.0,(X),(X),12.0,6.7,(X),(X),49.0,8.9,(X),(X),22.5,7.4,(X),(X),26.5,9.0,(X),(X),29.9,(X),(X),(X),35.2,(X),(X),(X),24.9,(X),(X),(X)
1400000US06073004501,06073004501,"Census Tract 45.01, San Diego County, California",1284,100,43712,12496,79.5,5.8,47974,16250,2.3,2.0,(X),(X),0.9,1.4,-,**,6.9,4.2,(X),(X),0.0,2.5,-,**,5.5,3.4,35833,18153,4.9,2.7,(X),(X),49.7,8.3,30192,8991,40.6,8.0,63083,10651,11.4,5.2,51250,10435,51.2,8.2,58676,27875,34.3,8.2,34643,16867,3.1,3.5,115500,87079,568,120,27325,3733,35.0,11.1,28977,5298,65.0,11.1,26067,7447,64.6,12.6,(X),(X),35.4,12.6,(X),(X),0.0,5.6,(X),(X),716,110,60278,11175,53.8,10.3,63036,29557,39.4,9.2,44375,21518,14.4,5.8,93125,37358,46.2,10.3,60069,10297,26.7,8.1,50781,13377,19.6,9.9,77984,28995,29.3,(X),(X),(X),38.0,(X),(X),(X),22.3,(X),(X),(X)
1400000US06073004600,06073004600,"Census Tract 46, San Diego County, California",1048,81,50523,5993,70.0,7.3,43438,14146,9.6,5.4,(X),(X),1.1,1.9,-,**,13.1,6.6,61776,28040,0.0,3.1,-,**,3.2,4.0,-,**,2.9,2.2,(X),(X),20.7,7.7,55117,20950,54.0,8.4,43125,15686,6.7,4.4,(X),(X),64.7,7.6,(X),(X),20.9,6.6,(X),(X),7.7,3.2,(X),(X),268,65,87500,20647,42.9,13.9,61118,45749,57.1,13.9,109886,60205,73.9,18.7,(X),(X),20.1,18.6,(X),(X),6.0,7.1,(X),(X),780,104,36838,13802,44.7,10.7,(X),(X),35.9,10.5,(X),(X),8.8,5.5,(X),(X),55.3,10.7,(X),(X),37.6,10.7,(X),(X),17.7,7.7,(X),(X),25.2,(X),(X),(X),16.4,(X),(X),(X),28.2,(X),(X),(X)
1400000US06073004700,06073004700,"Census Tract 47, San Diego County, California",658,55,27768,3822,71.7,8.0,28636,5229,11.6,6.3,28750,18428,3.6,3.7,30625,26276,0.0,4.8,-,**,0.0,4.8,-,**,11.4,4.9,25417,20417,1.7,2.9,-,**,61.6,9.3,28125,4571,23.4,7.8,30000,8960,5.0,3.6,(X),(X),50.8,7.2,(X),(X),32.2,7.4,(X),(X),12.0,5.2,(X),(X),385,66,24931,3876,41.8,10.2,18125,8564,58.2,10.2,33906,12362,56.4,12.7,(X),(X),30.1,11.7,(X),(X),13.5,9.0,(X),(X),273,61,30057,2892,34.8,11.6,29509,1961,20.5,10.0,28250,19783,14.3,9.0,30469,9082,65.2,11.6,31250,14934,48.4,12.7,30208,20734,16.8,12.7,50446,44838,40.3,(X),(X),(X),36.1,(X),(X),(X),37.4,(X),(X),(X)
1400000US06073004800,06073004800,"Census Tract 48, San Diego County, California",1035,93,33405,9133,75.0,8.5,37849,11296,9.1,4.9,(X),(X),0.0,3.1,-,**,2.7,2.4,23889,18221,0.0,3.1,-,**,13.2,6.9,37750,37104,0.0,3.1,-,**,78.1,6.0,31990,6012,11.8,4.6,45357,12641,4.0,4.1,(X),(X),60.8,8.6,(X),(X),25.9,7.1,(X),(X),9.4,5.0,(X),(X),816,102,31078,4810,64.1,10.5,28075,5551,35.9,10.5,49115,11665,50.0,12.5,32857,11522,29.8,10.5,31513,7062,20.2,9.4,18438,14246,219,81,23487,18874,54.8,19.5,(X),(X),28.8,16.1,(X),(X),26.0,16.3,(X),(X),45.2,19.5,(X),(X),40.6,18.0,(X),(X),4.6,7.3,(X),(X),29.2,(X),(X),(X),27.3,(X),(X),(X),26.9,(X),(X),(X)
1400000US06073004900,06073004900,"Census Tract 49, San Diego County, California",1424,69,27619,5384,38.8,7.9,29293,13150,6.3,3.6,26146,23849,0.6,1.0,-,**,1.1,1.2,-,**,0.0,2.3,-,**,50.0,8.5,28421,9195,3.2,2.3,(X),(X),80.0,5.9,28363,6418,12.6,4.9,40556,35725,7.7,3.8,30648,10885,35.4,7.3,25185,7410,42.1,7.2,37992,9719,14.7,4.0,22500,9202,1143,117,25363,6477,51.8,8.5,21250,7819,48.2,8.5,30536,8956,56.1,9.3,(X),(X),33.9,8.8,(X),(X),10.1,5.4,(X),(X),281,100,25313,13160,65.1,18.8,(X),(X),50.5,16.5,(X),(X),14.6,12.2,(X),(X),34.9,18.8,(X),(X),24.9,16.9,(X),(X),10.0,12.6,(X),(X),42.8,(X),(X),(X),33.2,(X),(X),(X),59.1,(X),(X),(X)
1400000US06073005000,06073005000,"Census Tract 50, San Diego County, California",639,49,24044,4902,44.4,9.8,21771,5575,4.2,4.3,37589,22434,3.3,4.1,-,**,0.0,5.0,-,**,0.0,5.0,-,**,43.7,9.9,19904,9632,4.4,3.0,(X),(X),87.2,6.2,23897,4981,7.2,4.8,16667,11055,0.6,1.0,-,**,46.5,9.0,26991,9592,38.8,8.0,23333,5424,14.1,5.3,17500,6297,532,61,25125,5672,69.2,8.3,20694,5675,30.8,8.3,37763,20679,52.1,12.9,38068,3418,36.7,10.5,18288,1907,11.3,7.1,15667,9515,107,52,16736,4723,41.1,24.5,13750,5435,37.4,23.8,12273,5794,3.7,6.1,-,**,58.9,24.5,20938,4800,44.9,26.3,20000,11746,14.0,21.6,-,**,25.8,(X),(X),(X),23.9,(X),(X),(X),22.4,(X),(X),(X)
1400000US06073005100,06073005100,"Census Tract 51, San Diego County, California",3182,196,27793,4134,71.7,6.0,29947,7415,13.6,5.0,(X),(X),0.4,0.8,-,**,3.0,1.9,(X),(X),0.0,1.0,-,**,6.9,3.8,23591,3265,4.4,2.8,36094,32632,26.6,5.8,22778,2594,52.9,6.6,49912,35413,3.6,2.5,31089,29062,52.1,5.4,48925,34514,32.0,4.7,18833,6825,12.3,3.1,12388,4213,802,167,28316,2700,46.1,12.9,22429,4222,53.9,12.9,88214,84099,73.7,12.4,(X),(X),24.2,12.5,(X),(X),2.1,3.7,(X),(X),2380,226,26136,10083,28.2,5.5,(X),(X),26.3,5.7,(X),(X),1.8,1.6,(X),(X),71.8,5.5,(X),(X),64.9,6.8,(X),(X),6.9,4.5,(X),(X),25.8,(X),(X),(X),32.4,(X),(X),(X),23.6,(X),(X),(X)
1400000US06073005200,06073005200,"Census Tract 52, San Diego County, California",3150,235,33673,10930,71.9,5.8,40054,18700,14.1,5.1,30203,15395,0.0,1.0,-,**,10.1,3.9,(X),(X),0.8,1.1,-,**,0.5,0.8,-,**,2.7,1.8,(X),(X),19.9,5.1,30982,14461,53.9,6.5,41139,26141,6.1,3.0,13179,7199,59.5,5.4,51081,11152,23.6,4.8,31667,10231,10.8,3.3,12454,3434,623,147,70069,65537,26.8,7.9,28125,12460,73.2,7.9,105875,47461,70.6,14.6,(X),(X),13.8,7.4,(X),(X),15.6,12.6,(X),(X),2527,268,31138,12235,42.5,8.0,(X),(X),33.0,7.2,(X),(X),9.4,4.5,(X),(X),57.5,8.0,(X),(X),50.3,8.0,(X),(X),7.2,3.9,(X),(X),20.3,(X),(X),(X),11.9,(X),(X),(X),22.4,(X),(X),(X)
1400000US06073005300,06073005300,"Census Tract 53, San Diego County, California",2467,155,51974,10920,77.0,6.1,61944,14477,9.2,4.9,(X),(X),0.0,1.3,-,**,11.8,3.8,19479,9015,0.0,1.3,-,**,1.3,1.4,-,**,0.7,1.0,-,**,8.1,4.3,11365,1458,69.6,6.7,65181,13402,4.7,3.1,(X),(X),44.3,5.8,(X),(X),25.4,6.3,(X),(X),25.6,4.3,(X),(X),401,125,101650,36271,13.7,13.7,-,**,86.3,13.7,106731,32249,93.0,7.3,101550,35803,7.0,7.3,-,**,0.0,7.8,-,**,2066,174,41795,14348,37.5,6.7,22422,15968,33.3,6.9,17204,10131,4.3,3.1,121855,34616,62.5,6.7,51313,17584,49.8,7.2,41083,22326,12.7,6.1,69844,48169,21.7,(X),(X),(X),9.7,(X),(X),(X),23.4,(X),(X),(X)
