GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US06073013312,06073013312,"Census Tract 133.12, San Diego County, California",814,41,62895,7060,70.6,7.6,60913,9375,10.6,6.0,(X),(X),1.2,1.3,-,**,9.3,4.6,98056,16665,0.0,3.9,-,**,6.4,3.3,68750,24004,1.8,1.6,113750,24972,54.9,5.8,62448,7065,26.8,6.4,63750,15521,2.3,2.6,28438,7473,42.3,6.9,77500,18305,38.2,6.3,61488,14772,17.2,4.6,52750,7616,682,59,64100,11412,52.9,7.4,72596,18812,47.1,7.4,63550,7584,62.9,8.3,79712,12641,23.5,6.2,60357,13373,13.6,6.1,53508,4148,132,55,29853,22497,67.4,21.5,(X),(X),58.3,22.8,(X),(X),9.1,13.9,(X),(X),32.6,21.5,(X),(X),27.3,20.2,(X),(X),5.3,7.9,(X),(X),31.1,(X),(X),(X),32.1,(X),(X),(X),25.8,(X),(X),(X)
1400000US06073013313,06073013313,"Census Tract 133.13, San Diego County, California",3514,202,101133,8155,49.3,5.9,88611,10197,10.2,4.0,111743,6374,0.0,0.9,-,**,32.7,5.2,113387,18641,0.5,0.8,-,**,4.0,2.6,105750,19097,3.2,2.9,120608,35194,30.8,4.8,89694,8857,23.8,5.2,90513,22149,1.7,2.2,-,**,63.5,4.8,98774,11759,29.7,4.7,105350,19411,5.0,3.0,75842,30744,3018,224,102233,9833,65.4,6.1,96273,8521,34.6,6.1,120707,18031,79.9,7.1,(X),(X),13.7,4.7,(X),(X),6.4,4.8,(X),(X),496,168,63333,24584,49.6,16.3,(X),(X),35.3,14.6,(X),(X),14.3,12.8,(X),(X),50.4,16.3,(X),(X),41.7,16.3,(X),(X),8.7,8.1,(X),(X),35.6,(X),(X),(X),33.4,(X),(X),(X),49.2,(X),(X),(X)
1400000US06073013314,06073013314,"Census Tract 133.14, San Diego County, California",4558,342,96019,18161,65.5,4.6,93482,24451,7.8,2.4,(X),(X),0.8,1.0,-,**,16.9,3.5,101655,21410,0.0,0.7,-,**,5.4,3.6,74821,51199,3.5,2.1,141513,73213,46.9,6.8,80882,32266,24.7,6.5,111621,16649,2.7,2.6,(X),(X),55.8,6.9,(X),(X),37.9,7.0,(X),(X),3.6,2.5,(X),(X),4215,376,97083,17906,65.1,6.5,96620,19243,34.9,6.5,100169,37354,84.7,5.9,(X),(X),14.0,5.8,(X),(X),1.3,1.4,(X),(X),343,173,(X),(X),55.1,31.1,(X),(X),55.1,31.1,(X),(X),0.0,9.0,(X),(X),44.9,31.1,(X),(X),29.4,23.5,(X),(X),15.5,19.4,(X),(X),24.9,(X),(X),(X),22.3,(X),(X),(X),27.1,(X),(X),(X)
1400000US06073013401,06073013401,"Census Tract 134.01, San Diego County, California",1427,79,84702,10189,83.4,5.1,86034,13539,1.9,1.5,(X),(X),0.0,2.2,-,**,4.1,3.2,57740,13366,1.1,1.5,-,**,7.8,3.4,120556,52876,1.7,1.5,46136,27571,43.0,5.2,90714,31216,48.2,5.5,86905,14163,0.3,0.6,-,**,20.4,4.1,83281,57277,42.7,4.3,110893,28861,36.7,4.0,57950,13169,1125,113,98563,18279,32.6,7.0,106544,24920,67.4,7.0,92500,23262,78.3,6.1,(X),(X),16.9,5.6,(X),(X),4.8,3.6,(X),(X),302,86,36375,23219,51.7,16.3,(X),(X),46.0,16.0,(X),(X),5.6,6.8,(X),(X),48.3,16.3,(X),(X),41.1,16.4,(X),(X),7.3,8.1,(X),(X),35.1,(X),(X),(X),36.6,(X),(X),(X),29.5,(X),(X),(X)
1400000US06073013409,06073013409,"Census Tract 134.09, San Diego County, California",1893,81,78264,7676,73.3,4.7,76790,7853,2.8,2.0,74141,12980,0.0,1.7,-,**,13.4,3.3,73690,35138,0.0,1.7,-,**,8.1,3.1,82656,8885,2.4,1.6,102500,5531,49.9,4.9,84219,9238,32.0,5.1,74421,9653,3.6,2.7,"2,500-",***,29.3,6.2,73343,23186,41.3,6.4,98910,6838,25.8,3.9,67174,11099,1500,111,85500,6178,40.7,6.0,75887,24250,59.3,6.0,93712,13458,71.3,7.3,(X),(X),18.2,6.2,(X),(X),10.5,4.9,(X),(X),393,101,41691,22555,46.1,11.3,(X),(X),43.8,10.9,(X),(X),2.3,4.0,(X),(X),53.9,11.3,(X),(X),37.4,10.4,(X),(X),16.5,10.6,(X),(X),34.4,(X),(X),(X),37.7,(X),(X),(X),21.6,(X),(X),(X)
1400000US06073013410,06073013410,"Census Tract 134.10, San Diego County, California",2230,110,114464,13550,68.8,5.7,103426,14940,7.1,2.7,126302,20272,2.0,3.0,-,**,15.5,4.2,148442,21540,0.0,1.4,-,**,3.2,3.1,120528,55815,3.4,2.7,171176,6383,30.2,5.9,122444,44887,42.6,6.5,91275,16997,0.0,1.4,-,**,36.9,7.3,121167,20639,45.6,7.8,121517,40351,17.5,5.2,95066,29589,2005,145,121646,16935,55.4,7.1,128587,31077,44.6,7.1,105486,15937,86.7,6.0,(X),(X),13.3,6.0,(X),(X),0.0,1.6,(X),(X),225,109,61583,54651,68.0,25.0,(X),(X),52.9,24.6,(X),(X),15.1,18.0,(X),(X),32.0,25.0,(X),(X),32.0,25.0,(X),(X),0.0,13.4,(X),(X),36.8,(X),(X),(X),35.7,(X),(X),(X),46.7,(X),(X),(X)
1400000US06073013411,06073013411,"Census Tract 134.11, San Diego County, California",1692,78,89250,13720,73.1,5.8,89760,16624,1.1,1.3,-,**,0.0,1.9,-,**,16.5,4.0,105000,55510,0.0,1.9,-,**,6.6,4.0,61538,34197,2.7,2.1,185481,98111,28.8,4.9,83889,13184,52.4,5.4,89750,21469,0.0,1.9,-,**,22.1,4.3,105438,49592,44.2,6.8,120568,26340,33.7,5.6,69392,10703,1377,111,105613,11199,34.9,5.7,105564,38040,65.1,5.7,110104,19347,87.6,4.2,111250,14696,9.9,3.8,53750,19544,2.5,1.6,141375,39332,315,101,38194,5477,53.3,18.1,(X),(X),34.3,16.5,(X),(X),19.0,15.7,(X),(X),46.7,18.1,(X),(X),31.1,15.8,(X),(X),15.6,16.7,(X),(X),27.9,(X),(X),(X),26.4,(X),(X),(X),34.6,(X),(X),(X)
1400000US06073013412,06073013412,"Census Tract 134.12, San Diego County, California",1592,102,85458,4534,74.9,5.6,84315,6048,1.3,1.4,-,**,0.6,0.9,-,**,15.4,4.4,95903,23557,0.0,2.0,-,**,3.1,2.0,87917,37231,4.6,3.3,85948,12699,40.9,6.4,83750,9373,38.7,6.4,87685,8827,0.5,0.8,-,**,32.9,6.5,83935,7333,44.1,5.5,101029,11985,22.6,4.8,60781,20880,1298,117,88533,5450,36.9,7.4,85764,12894,63.1,7.4,92438,11573,83.2,5.5,92056,10011,13.3,5.2,49432,15587,3.5,4.2,155560,86868,294,92,36750,16424,70.1,13.8,(X),(X),58.8,15.0,(X),(X),11.2,11.0,(X),(X),29.9,13.8,(X),(X),27.2,13.2,(X),(X),2.7,4.4,(X),(X),39.6,(X),(X),(X),40.8,(X),(X),(X),34.4,(X),(X),(X)
1400000US06073013414,06073013414,"Census Tract 134.14, San Diego County, California",2378,55,92672,12417,71.2,6.6,85789,12235,3.4,2.3,78958,33125,0.6,1.1,-,**,12.6,3.7,121953,83956,1.7,2.1,-,**,4.8,3.3,100750,34131,5.7,4.0,(X),(X),34.6,6.3,93046,10619,43.0,7.8,81154,14923,2.5,2.4,103867,30635,27.8,6.3,97981,27519,46.9,9.1,82051,12085,22.8,6.2,87295,19144,2035,147,96378,11230,43.3,7.2,98125,35465,56.7,7.2,96122,12103,73.4,8.1,(X),(X),17.1,8.0,(X),(X),9.5,6.1,(X),(X),343,136,41755,18658,48.4,24.0,(X),(X),43.7,23.7,(X),(X),4.7,8.0,(X),(X),51.6,24.0,(X),(X),40.8,24.2,(X),(X),10.8,12.7,(X),(X),34.6,(X),(X),(X),35.5,(X),(X),(X),23.6,(X),(X),(X)
1400000US06073013415,06073013415,"Census Tract 134.15, San Diego County, California",549,37,88220,4414,85.8,5.6,88674,5061,5.6,4.2,91406,71052,0.0,5.7,-,**,4.4,3.1,93125,32496,0.0,5.7,-,**,2.6,2.4,76875,6973,1.6,2.0,-,**,31.3,6.5,87857,7641,58.3,8.6,91250,12000,1.1,1.8,-,**,22.8,7.3,88802,18596,45.9,10.6,86750,5778,30.2,8.7,91250,11531,438,46,92500,4717,32.0,11.3,89167,9688,68.0,11.3,94286,4463,81.3,8.5,94048,5439,13.7,8.2,89167,8963,5.0,4.2,91167,18439,111,35,48750,20363,63.1,18.2,(X),(X),55.0,18.6,(X),(X),8.1,9.9,(X),(X),36.9,18.2,(X),(X),33.3,18.3,(X),(X),3.6,5.6,(X),(X),33.0,(X),(X),(X),31.1,(X),(X),(X),25.2,(X),(X),(X)
1400000US06073013416,06073013416,"Census Tract 134.16, San Diego County, California",1268,59,88160,7324,65.9,7.6,79792,15198,11.4,6.3,77396,31117,1.0,1.5,-,**,8.8,4.0,134141,26394,0.0,2.5,-,**,7.0,3.8,137375,42133,5.8,3.5,136111,135496,30.8,4.8,79265,22747,45.6,6.8,88846,11215,2.3,1.8,35417,17410,30.2,5.3,64313,35091,44.4,7.0,99567,16679,23.1,5.7,82847,19708,1056,97,89965,5991,45.5,8.2,86920,12488,54.5,8.2,92656,10698,84.1,7.2,(X),(X),10.3,4.9,(X),(X),5.6,5.2,(X),(X),212,76,(X),(X),44.8,19.0,(X),(X),44.8,19.0,(X),(X),0.0,14.2,(X),(X),55.2,19.0,(X),(X),47.2,20.0,(X),(X),8.0,9.5,(X),(X),30.8,(X),(X),(X),27.4,(X),(X),(X),48.1,(X),(X),(X)
1400000US06073013417,06073013417,"Census Tract 134.17, San Diego County, California",658,26,118542,25070,72.3,5.5,109022,31402,5.8,3.0,(X),(X),2.4,3.7,-,**,15.8,3.7,140714,28337,0.0,4.8,-,**,2.1,2.1,121250,109907,1.5,1.9,-,**,37.2,8.0,126094,36545,40.6,7.7,100938,32820,0.0,4.8,-,**,19.9,5.6,147102,32801,47.9,7.9,134125,22467,32.2,8.4,67411,12922,578,46,130357,27974,37.4,6.1,145682,20711,62.6,6.1,114167,21752,87.5,5.4,(X),(X),9.5,4.8,(X),(X),2.9,2.8,(X),(X),80,43,50139,7949,65.0,30.5,47105,22897,50.0,29.7,46316,26954,15.0,13.5,-,**,35.0,30.5,51389,19009,35.0,30.5,51389,19009,0.0,32.1,-,**,39.1,(X),(X),(X),36.2,(X),(X),(X),60.0,(X),(X),(X)
1400000US06073013418,06073013418,"Census Tract 134.18, San Diego County, California",2092,123,77745,7660,69.3,8.1,61776,18986,8.9,5.6,103936,21703,0.0,1.5,-,**,10.1,3.3,121250,39931,0.0,1.5,-,**,8.3,4.3,84375,24575,3.3,2.8,(X),(X),49.1,6.9,60280,18644,30.7,8.2,77286,16403,1.4,2.2,-,**,32.0,6.7,78507,21664,43.6,7.2,89964,14422,23.0,5.3,21738,2422,1479,154,90154,9857,49.4,8.1,74348,20743,50.6,8.1,103328,24594,77.3,7.9,(X),(X),19.9,7.8,(X),(X),2.7,2.3,(X),(X),613,127,21563,5752,66.4,13.0,(X),(X),61.5,14.6,(X),(X),4.9,5.6,(X),(X),33.6,13.0,(X),(X),25.3,12.5,(X),(X),8.3,9.3,(X),(X),34.8,(X),(X),(X),35.0,(X),(X),(X),34.3,(X),(X),(X)
1400000US06073013419,06073013419,"Census Tract 134.19, San Diego County, California",2443,121,102790,26390,65.2,6.2,124559,24065,8.8,4.1,110663,97159,0.0,1.3,-,**,17.8,4.9,90234,66518,3.4,3.0,19755,10744,2.1,2.2,(X),(X),2.7,2.5,64094,6099,41.0,5.1,91328,40708,26.2,5.3,135104,8680,0.0,1.3,-,**,45.8,5.3,92031,25887,41.9,5.9,125956,11825,12.4,3.6,33915,7821,1931,156,120699,21610,63.2,6.7,125823,13625,36.8,6.7,102880,46056,80.4,7.4,(X),(X),15.6,6.8,(X),(X),4.0,3.4,(X),(X),512,170,32830,14393,82.4,14.3,(X),(X),54.9,19.6,(X),(X),27.5,15.1,(X),(X),17.6,14.3,(X),(X),10.7,12.4,(X),(X),6.8,8.2,(X),(X),31.7,(X),(X),(X),32.3,(X),(X),(X),22.1,(X),(X),(X)
1400000US06073013420,06073013420,"Census Tract 134.20, San Diego County, California",1147,68,82964,14952,52.5,9.6,88061,18400,11.1,6.3,120046,92852,0.0,2.8,-,**,22.6,7.1,81161,30102,0.0,2.8,-,**,8.6,6.2,(X),(X),5.2,4.4,51207,23667,36.4,8.1,84286,62076,28.3,8.0,76458,31120,7.8,5.4,(X),(X),39.1,9.2,(X),(X),36.5,8.8,(X),(X),16.6,7.4,(X),(X),893,102,89913,21777,45.5,9.3,86250,11365,54.5,9.3,116776,24274,75.5,10.5,96417,20446,14.4,7.6,51339,3651,10.1,7.6,147837,74373,254,93,(X),(X),31.1,19.2,(X),(X),31.1,19.2,(X),(X),0.0,12.0,(X),(X),68.9,19.2,(X),(X),43.7,24.4,(X),(X),25.2,23.4,(X),(X),29.8,(X),(X),(X),32.1,(X),(X),(X),19.3,(X),(X),(X)
1400000US06073013421,06073013421,"Census Tract 134.21, San Diego County, California",1376,108,91522,14042,62.8,7.4,98442,12045,4.7,2.8,115673,21561,0.0,2.3,-,**,24.4,6.1,86711,7435,0.7,1.2,-,**,2.8,2.5,78472,29510,4.6,3.1,125125,90183,41.6,6.5,86667,32153,27.0,5.2,98875,8531,0.0,2.3,-,**,31.2,7.0,87379,13921,55.1,7.7,98409,16990,13.7,3.2,93375,59038,1175,126,98478,9257,42.6,8.4,98718,7603,57.4,8.4,93125,30139,76.5,8.4,99599,7047,15.7,6.9,53897,50960,7.7,4.9,107043,19084,201,81,76299,5188,74.1,14.8,(X),(X),27.9,19.8,(X),(X),46.3,19.9,(X),(X),25.9,14.8,(X),(X),19.9,13.6,(X),(X),6.0,7.2,(X),(X),41.9,(X),(X),(X),44.5,(X),(X),(X),26.4,(X),(X),(X)
1400000US06073013503,06073013503,"Census Tract 135.03, San Diego County, California",1992,110,51692,6458,75.9,8.0,56653,13693,6.9,4.7,41311,13389,3.5,3.2,(X),(X),1.0,1.5,-,**,5.5,5.6,-,**,6.0,4.5,(X),(X),1.3,1.2,-,**,18.1,6.3,46563,29804,64.4,7.8,56331,12081,3.1,2.9,(X),(X),33.7,6.3,(X),(X),41.0,6.7,(X),(X),22.2,2.7,(X),(X),1619,137,52135,6136,41.3,8.8,43175,11731,58.7,8.8,54787,26803,61.4,8.6,(X),(X),23.3,6.9,(X),(X),15.3,7.9,(X),(X),373,121,24602,11147,52.8,17.5,(X),(X),42.1,17.9,(X),(X),10.7,9.6,(X),(X),47.2,17.5,(X),(X),36.7,16.9,(X),(X),10.5,9.3,(X),(X),25.1,(X),(X),(X),23.8,(X),(X),(X),25.5,(X),(X),(X)
1400000US06073013504,06073013504,"Census Tract 135.04, San Diego County, California",1189,53,102067,8547,68.5,8.6,99706,8447,15.0,6.5,111563,82573,0.0,2.7,-,**,11.0,5.3,105272,40097,0.0,2.7,-,**,2.4,2.3,(X),(X),3.1,2.0,57750,55444,19.3,6.6,108056,21365,52.2,7.6,95391,10468,0.0,2.7,-,**,28.9,6.7,90357,40102,53.3,6.9,106121,8871,17.7,3.5,101172,71947,938,78,102500,10549,42.9,7.3,102885,12010,57.1,7.3,100357,28873,71.6,8.1,(X),(X),18.3,8.0,(X),(X),10.0,5.5,(X),(X),251,72,71094,50790,52.2,15.0,46985,10874,47.4,14.1,46985,10560,4.8,5.6,-,**,47.8,15.0,105978,34939,27.1,20.5,101750,39580,20.7,19.6,153289,72550,29.1,(X),(X),(X),25.3,(X),(X),(X),40.6,(X),(X),(X)
1400000US06073013505,06073013505,"Census Tract 135.05, San Diego County, California",1795,86,55045,11701,70.5,4.7,66875,14949,15.8,4.3,31760,11826,0.0,1.8,-,**,8.4,2.8,(X),(X),0.0,1.8,-,**,1.3,1.2,(X),(X),4.0,2.2,81667,35220,17.9,5.2,39612,17043,54.9,4.7,72550,11120,4.2,3.4,46270,365,30.9,6.1,58750,20075,40.4,5.3,85855,12948,24.5,3.5,32414,4950,1151,128,71198,14871,40.0,6.5,66563,28592,60.0,6.5,82917,24594,67.9,9.8,(X),(X),22.0,8.8,(X),(X),10.2,7.2,(X),(X),644,142,31779,3670,63.5,10.0,(X),(X),43.2,12.2,(X),(X),20.3,9.5,(X),(X),36.5,10.0,(X),(X),23.9,9.6,(X),(X),12.6,6.5,(X),(X),24.8,(X),(X),(X),22.0,(X),(X),(X),28.4,(X),(X),(X)
1400000US06073013506,06073013506,"Census Tract 135.06, San Diego County, California",1132,49,66346,12733,82.0,7.1,62069,12592,8.1,5.1,107321,60560,0.4,0.8,-,**,1.7,1.9,(X),(X),0.0,2.8,-,**,2.7,3.4,-,**,5.1,3.6,65714,63744,33.4,8.2,49423,17317,52.9,8.1,76513,12429,1.7,1.6,-,**,33.8,6.4,73950,21674,45.0,5.6,65742,23925,19.5,5.3,37238,37102,972,77,72868,11693,55.1,9.7,70000,18611,44.9,9.7,80250,26617,67.8,10.4,(X),(X),18.2,7.4,(X),(X),14.0,8.6,(X),(X),160,66,19231,4523,56.9,22.6,(X),(X),46.9,24.0,(X),(X),10.0,11.2,(X),(X),43.1,22.6,(X),(X),37.5,21.6,(X),(X),5.6,8.6,(X),(X),18.9,(X),(X),(X),15.2,(X),(X),(X),41.3,(X),(X),(X)
1400000US06073013601,06073013601,"Census Tract 136.01, San Diego County, California",1887,92,74784,14329,83.6,6.2,74185,11643,9.1,4.9,61058,33588,0.8,1.1,-,**,1.7,1.3,51875,31118,0.7,0.9,-,**,2.5,2.4,(X),(X),1.4,1.8,113750,38324,19.1,6.1,90313,61970,67.9,7.1,75625,11271,4.6,3.4,(X),(X),29.6,5.3,(X),(X),38.6,5.2,(X),(X),27.1,3.5,(X),(X),1342,115,85066,11235,34.0,6.1,64375,37815,66.0,6.1,91500,12142,72.3,7.8,(X),(X),19.5,6.5,(X),(X),8.2,3.6,(X),(X),545,108,52656,7829,54.1,12.9,(X),(X),42.0,13.4,(X),(X),12.1,9.3,(X),(X),45.9,12.9,(X),(X),37.2,12.5,(X),(X),8.6,5.4,(X),(X),23.7,(X),(X),(X),23.2,(X),(X),(X),23.7,(X),(X),(X)
1400000US06073013604,06073013604,"Census Tract 136.04, San Diego County, California",2128,98,67310,26928,78.7,7.8,80641,29580,6.6,5.1,(X),(X),1.9,2.9,-,**,3.1,2.4,(X),(X),0.0,1.5,-,**,3.7,3.8,91667,86689,6.1,4.7,58464,41009,19.5,6.0,85375,29422,69.9,7.9,67500,31118,5.3,3.8,(X),(X),38.1,6.6,(X),(X),39.2,5.1,(X),(X),17.4,4.1,(X),(X),1721,134,83521,15774,43.9,6.0,56779,24967,56.1,6.0,97381,20275,75.8,7.9,(X),(X),18.7,7.9,(X),(X),5.5,4.2,(X),(X),407,131,61518,10192,50.6,21.8,(X),(X),43.5,22.1,(X),(X),7.1,7.9,(X),(X),49.4,21.8,(X),(X),46.9,21.6,(X),(X),2.5,3.8,(X),(X),29.7,(X),(X),(X),35.2,(X),(X),(X),6.6,(X),(X),(X)
1400000US06073013605,06073013605,"Census Tract 136.05, San Diego County, California",2155,37,105637,28083,92.0,4.2,106580,31561,2.0,2.4,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.0,1.7,-,**,1.2,1.5,-,**,3.7,3.0,61900,36852,12.0,4.3,105598,47714,82.0,5.5,110625,39871,0.7,1.3,-,**,25.1,7.4,140082,82545,48.4,8.9,141667,27362,25.7,5.9,69348,21026,1710,151,118250,42261,39.6,7.6,142201,50142,60.4,7.6,95625,21101,78.4,8.8,(X),(X),15.4,8.1,(X),(X),6.2,4.9,(X),(X),445,143,(X),(X),63.4,20.5,(X),(X),52.6,19.9,(X),(X),10.8,9.5,(X),(X),36.6,20.5,(X),(X),12.4,11.3,(X),(X),24.3,19.3,(X),(X),31.9,(X),(X),(X),32.7,(X),(X),(X),28.5,(X),(X),(X)
1400000US06073013606,06073013606,"Census Tract 136.06, San Diego County, California",2763,113,62891,14337,80.4,6.5,55632,6724,5.1,3.8,62188,55328,0.0,1.2,-,**,3.3,2.0,76324,10405,0.0,1.2,-,**,3.8,3.5,72907,57429,7.4,3.7,94511,9970,21.5,5.3,58977,42360,65.8,6.1,55676,6365,2.7,2.8,26250,22591,23.8,4.2,72465,16421,38.1,4.9,78576,6768,35.4,5.5,38990,13428,1629,158,77146,6225,48.9,8.9,65000,38023,51.1,8.9,79583,9011,68.8,9.9,(X),(X),20.9,8.0,(X),(X),10.3,6.6,(X),(X),1134,163,41104,11483,68.1,10.0,39338,12122,63.9,10.4,37610,12441,4.1,3.1,94583,73902,31.9,10.0,55000,36271,29.9,9.8,53083,34348,2.0,2.3,-,**,28.3,(X),(X),(X),30.1,(X),(X),(X),24.2,(X),(X),(X)
1400000US06073013701,06073013701,"Census Tract 137.01, San Diego County, California",858,43,80667,12990,89.3,4.7,77857,12999,3.3,3.1,146389,49096,0.0,3.7,-,**,2.7,1.8,(X),(X),0.0,3.7,-,**,2.6,3.1,-,**,2.2,2.0,(X),(X),20.3,5.9,52778,44498,75.6,6.1,83173,15500,0.0,3.7,-,**,24.4,5.6,90547,30241,34.5,5.6,111389,31005,41.1,5.5,50625,11278,605,64,102893,9356,34.5,8.7,115855,21398,65.5,8.7,96786,13633,88.8,6.5,(X),(X),6.1,5.1,(X),(X),5.1,3.9,(X),(X),253,62,46750,19329,65.6,14.6,(X),(X),54.9,14.5,(X),(X),10.7,7.6,(X),(X),34.4,14.6,(X),(X),19.0,12.3,(X),(X),15.4,13.6,(X),(X),31.4,(X),(X),(X),26.3,(X),(X),(X),35.6,(X),(X),(X)
1400000US06073013702,06073013702,"Census Tract 137.02, San Diego County, California",1710,72,58099,4393,71.5,6.7,61445,5764,13.7,6.0,46500,44889,0.7,1.2,-,**,2.9,1.8,112143,86680,2.9,2.6,-,**,5.0,4.4,41469,15127,3.4,2.4,(X),(X),28.8,5.4,60677,10792,46.9,7.0,60813,6306,1.5,2.6,-,**,40.2,6.1,48255,6242,42.1,5.7,64583,11611,16.2,3.6,61528,24858,1358,110,60417,7027,58.0,7.9,48568,7098,42.0,7.9,80875,29760,68.3,9.9,(X),(X),20.5,8.1,(X),(X),11.2,6.4,(X),(X),352,93,43409,22217,51.4,15.6,(X),(X),38.1,18.0,(X),(X),13.4,10.7,(X),(X),48.6,15.6,(X),(X),37.2,13.8,(X),(X),11.4,9.2,(X),(X),15.3,(X),(X),(X),17.5,(X),(X),(X),6.8,(X),(X),(X)
1400000US06073013801,06073013801,"Census Tract 138.01, San Diego County, California",1552,111,65905,6709,76.0,7.5,66576,11529,9.0,6.9,62339,6854,0.8,1.3,-,**,5.4,3.3,91100,43780,0.0,2.1,-,**,4.4,3.3,45938,22858,4.3,3.1,68894,6663,25.7,5.3,57009,13269,54.7,6.3,74482,7630,3.2,2.7,(X),(X),32.4,6.2,(X),(X),41.4,6.3,(X),(X),23.0,3.3,(X),(X),1100,111,68152,6216,46.6,6.5,60559,5230,53.4,6.5,76042,21214,79.4,5.6,(X),(X),14.4,4.4,(X),(X),6.3,3.6,(X),(X),452,99,53333,11202,44.0,13.6,(X),(X),27.9,11.1,(X),(X),16.2,9.2,(X),(X),56.0,13.6,(X),(X),33.0,12.0,(X),(X),23.0,13.1,(X),(X),22.4,(X),(X),(X),20.7,(X),(X),(X),23.2,(X),(X),(X)
1400000US06073013802,06073013802,"Census Tract 138.02, San Diego County, California",881,59,46607,6773,72.8,6.8,50038,8760,11.9,5.1,43177,5570,2.6,3.2,-,**,2.7,2.3,56875,34434,2.6,3.4,-,**,3.9,2.4,75000,35064,3.5,2.3,40208,26221,41.2,6.0,51875,8957,38.4,7.3,44643,11200,1.2,1.8,-,**,47.7,7.3,50100,8803,44.8,7.3,46027,9833,6.2,2.9,42813,29710,640,65,47214,9109,56.6,9.0,51842,20321,43.4,9.0,45700,5358,56.6,9.5,(X),(X),32.5,10.1,(X),(X),10.9,6.9,(X),(X),241,50,43458,4526,40.7,16.0,46029,5963,29.9,13.5,44000,4695,10.8,9.2,56875,15157,59.3,16.0,37250,20896,46.5,14.5,37000,27546,12.9,9.8,42578,26659,21.5,(X),(X),(X),19.7,(X),(X),(X),20.3,(X),(X),(X)
