,Unnamed: 0,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type,Neighborhood
0,375.0,Closed,Closed,0.0,0.0,2017-05-22T22:31:00,2017-05-23T08:41:00,0.0,1.0,Pothole,32.751491-117.132034,32.751490999999994,-117.132034,Pothole,0.0
1,2225.0,Closed,Closed,1.0,0.0,2017-05-18T09:40:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.9117288178129-117.13295624871824,32.911728817800004,-117.132956249,Pothole,0.0
2,2795.0,Closed,Closed,1.0,0.0,2017-05-17T10:58:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.89713606866776-117.1233868645065,32.8971360687,-117.123386865,Pothole,0.0
3,3603.0,Closed,Closed,1.0,0.0,2017-05-15T18:08:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.7308404-117.16946940000003,32.7308404,-117.1694694,Pothole,0.0
4,4002.0,Closed,Closed,1.0,0.0,2017-05-14T22:16:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.81285686089853-117.2147872519717,32.8128568609,-117.21478725200001,Pothole,0.0
5,4221.0,Closed,Closed,1.0,0.0,2017-05-13T20:36:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.871753570301856-117.23384051246643,32.8717535703,-117.23384051200001,Pothole,0.0
6,4333.0,Closed,Closed,0.0,1.0,2017-05-13T13:49:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.79156512118205-117.254872787853,32.7915651212,-117.25487278799999,Pothole,0.0
7,4695.0,Closed,Closed,0.0,0.0,2017-05-12T13:51:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.74505846600714-117.19936876220703,32.745058465999996,-117.199368762,Pothole,0.0
8,4883.0,Closed,Closed,0.0,1.0,2017-05-12T07:14:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.80806317928509-117.2108366993416,32.8080631793,-117.210836699,Pothole,0.0
9,4886.0,Closed,Closed,0.0,1.0,2017-05-12T07:09:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.808604734049-117.2111466621209,32.808604734,-117.211146662,Pothole,0.0
10,4970.0,Closed,Closed,1.0,0.0,2017-05-11T19:46:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.836063-117.205021,32.836063,-117.205021,Pothole,0.0
11,5104.0,Closed,Closed,0.0,0.0,2017-05-11T14:39:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.720832852987805-117.22939652647972,32.720832853000005,-117.229396526,Pothole,0.0
12,5296.0,Closed,Closed,0.0,0.0,2017-05-11T09:40:00,2017-05-23T00:03:00,0.0,1.0,Other,32.753471-117.203253,32.753471000000005,-117.203253,Pothole,0.0
13,5330.0,Closed,Closed,0.0,1.0,2017-05-11T08:58:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.753596-117.203168,32.753596,-117.203168,Pothole,0.0
14,5331.0,Closed,Closed,1.0,0.0,2017-05-11T08:57:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.75363474621694-117.2030982748766,32.7536347462,-117.203098275,Pothole,0.0
15,5332.0,Closed,Closed,1.0,0.0,2017-05-11T08:57:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.753627-117.203127,32.753627,-117.203127,Pothole,0.0
16,5333.0,Closed,Closed,0.0,1.0,2017-05-11T08:56:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.75358726273547-117.2031298746515,32.7535872627,-117.203129875,Pothole,0.0
17,5392.0,Closed,Closed,1.0,0.0,2017-05-10T23:49:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.84780329999999-117.26714930000003,32.8478033,-117.2671493,Pothole,0.0
18,5727.0,Closed,Closed,1.0,0.0,2017-05-10T12:26:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.75466-117.076662,32.75466,-117.076662,Pothole,0.0
19,5818.0,Closed,Closed,0.0,0.0,2017-05-10T09:59:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.69367654974099-117.14078407707737,32.6936765497,-117.140784077,Pothole,0.0
20,5819.0,Closed,Closed,1.0,0.0,2017-05-10T09:58:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.73077307136221-117.23479771057214,32.7307730714,-117.234797711,Pothole,0.0
21,5836.0,Closed,Closed,0.0,0.0,2017-05-10T09:34:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.580115490435766-117.09704118885897,32.5801154904,-117.097041189,Pothole,0.0
22,5917.0,Closed,Closed,0.0,0.0,2017-05-10T07:19:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.68920109999999-117.0459386,32.6892011,-117.0459386,Pothole,0.0
23,5938.0,Closed,Closed,0.0,0.0,2017-05-09T23:25:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.84780329999999-117.26714930000003,32.8478033,-117.2671493,Pothole,0.0
24,5948.0,Closed,Closed,1.0,0.0,2017-05-09T21:22:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.70943363132481-117.1546201823942,32.7094336313,-117.154620182,Pothole,0.0
25,6003.0,Closed,Closed,1.0,0.0,2017-05-09T18:04:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.91616674593521-117.15625493450165,32.9161667459,-117.156254935,Pothole,0.0
26,6077.0,Closed,Closed,0.0,0.0,2017-05-09T16:30:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.80607024120892-117.213257,32.8060702412,-117.213257,Pothole,0.0
27,6083.0,Closed,Closed,0.0,0.0,2017-05-09T16:25:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.8147552-117.21517130000001,32.81475519999999,-117.2151713,Pothole,0.0
28,6125.0,Closed,Closed,1.0,0.0,2017-05-09T15:17:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.69383429963239-117.1330032738506,32.6938342996,-117.13300327399999,Pothole,0.0
