,Unnamed: 0,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type,Neighborhood
29,6201.0,Closed,Closed,0.0,1.0,2017-05-09T12:38:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.70940705598562-117.15464598518776,32.709407055999996,-117.154645985,Pothole,0.0
30,6215.0,Closed,Closed,0.0,0.0,2017-05-09T11:54:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.75205630812118-117.2041401454408,32.7520563081,-117.204140145,Pothole,0.0
31,6218.0,Closed,Closed,0.0,0.0,2017-05-09T11:50:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.71183044220504-117.02696559367936,32.7118304422,-117.02696559399999,Pothole,0.0
32,6220.0,Closed,Closed,0.0,0.0,2017-05-09T11:48:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.712335696083734-117.02441795530612,32.7123356961,-117.024417955,Pothole,0.0
33,6221.0,Closed,Closed,1.0,0.0,2017-05-09T11:48:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.7295451-117.23482380000002,32.7295451,-117.2348238,Pothole,0.0
34,6222.0,Closed,Closed,1.0,0.0,2017-05-09T11:47:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.731018473887104-117.22970991058355,32.7310184739,-117.229709911,Pothole,0.0
35,6223.0,Closed,Closed,0.0,0.0,2017-05-09T11:47:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.71098701704333-117.03125926316211,32.710987017,-117.031259263,Pothole,0.0
36,6224.0,Closed,Closed,1.0,0.0,2017-05-09T11:47:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.8128333590106-117.2146964700178,32.812833359,-117.21469647,Pothole,0.0
37,6230.0,Closed,Closed,0.0,0.0,2017-05-09T11:38:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.80923643618152-117.2097686772395,32.809236436199996,-117.20976867700001,Pothole,0.0
38,6332.0,Closed,Closed,1.0,0.0,2017-05-09T08:55:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.73513551174582-117.1754316910259,32.7351355117,-117.175431691,Pothole,0.0
39,6335.0,Closed,Closed,0.0,0.0,2017-05-09T08:52:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.694077-117.133227,32.694077,-117.133227,Pothole,0.0
40,6347.0,Closed,Closed,0.0,0.0,2017-05-09T08:04:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.83604473913732-117.2051623336792,32.8360447391,-117.205162334,Pothole,0.0
41,6383.0,Closed,Closed,1.0,0.0,2017-05-09T06:39:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.582414-117.092969,32.582414,-117.092969,Pothole,0.0
42,6585.0,Closed,Closed,1.0,0.0,2017-05-08T16:18:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.81098770000001-117.21364419999998,32.8109877,-117.2136442,Pothole,0.0
43,6685.0,Closed,Closed,1.0,0.0,2017-05-08T12:53:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.832693-117.148082,32.832693,-117.148082,Pothole,0.0
44,6884.0,Closed,Closed,1.0,0.0,2017-05-08T06:22:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.871666-117.233612,32.871666,-117.233612,Pothole,0.0
45,6896.0,Closed,Closed,1.0,0.0,2017-05-07T23:25:00,2017-05-16T00:03:00,0.0,1.0,Pothole,33.035834-117.060603,33.035834,-117.060603,Pothole,0.0
46,6942.0,Closed,Closed,0.0,0.0,2017-05-07T16:36:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.67977359999999-117.0588194,32.679773600000004,-117.05881940000002,Pothole,0.0
47,7023.0,Closed,Closed,0.0,0.0,2017-05-07T10:30:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.73097109109144-117.22975282592773,32.7309710911,-117.22975282600001,Pothole,0.0
48,7024.0,Closed,Closed,0.0,1.0,2017-05-07T10:28:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.80833530174182-117.21092867088623,32.8083353017,-117.210928671,Pothole,0.0
49,7025.0,Closed,Closed,0.0,1.0,2017-05-07T10:27:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.812435-117.21482800000001,32.812435,-117.214828,Pothole,0.0
50,7110.0,Closed,Closed,0.0,0.0,2017-05-06T18:38:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.72882486352398-117.2336742304851,32.7288248635,-117.23367423,Pothole,0.0
51,7163.0,Closed,Closed,1.0,0.0,2017-05-06T14:27:00,2017-05-11T00:02:00,0.0,1.0,Pothole,33.00618525769934-117.0730794928619,33.0061852577,-117.073079493,Pothole,0.0
52,7185.0,Closed,Closed,0.0,0.0,2017-05-06T12:33:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.708496-117.130232,32.708496000000004,-117.130232,Pothole,0.0
53,7294.0,Closed,Closed,1.0,1.0,2017-05-05T20:22:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.81160333333333-117.2008883333333,32.8116033333,-117.200888333,Pothole,0.0
54,7336.0,Closed,Closed,0.0,1.0,2017-05-05T17:58:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.83863478283087-117.2155593075857,32.8386347828,-117.215559308,Pothole,0.0
55,7356.0,Closed,Closed,1.0,0.0,2017-05-05T17:31:00,2017-05-09T00:03:00,0.0,1.0,Pothole,33.0087343381388-117.0951409662267,33.0087343381,-117.095140966,Pothole,0.0
56,7530.0,Closed,Closed,0.0,0.0,2017-05-05T15:09:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.695927576280326-117.13429282960936,32.6959275763,-117.13429283,Pothole,0.0
57,7567.0,Closed,Closed,0.0,0.0,2017-05-05T14:04:00,2017-05-05T14:43:00,0.0,1.0,Pothole,32.73666346258772-117.158568658181,32.7366634626,-117.158568658,Pothole,0.0
58,7735.0,Closed,Closed,1.0,0.0,2017-05-05T09:23:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.671362-117.059413,32.671362,-117.059413,Pothole,0.0
59,7736.0,Closed,Closed,0.0,0.0,2017-05-05T09:21:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.681204-117.054751,32.681204,-117.054751,Pothole,0.0
60,7770.0,Closed,Closed,0.0,1.0,2017-05-05T08:03:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.924848583093606-117.13032656477838,32.9248485831,-117.130326565,Pothole,0.0
61,7773.0,Closed,Closed,0.0,0.0,2017-05-05T07:58:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.91187292890739-117.13231251855467,32.911872928899996,-117.132312519,Pothole,0.0
62,7783.0,Closed,Closed,1.0,0.0,2017-05-05T07:44:00,2017-05-11T00:02:00,0.0,1.0,Pothole,32.997717577948606-117.06737711534424,32.9977175779,-117.067377115,Pothole,0.0
63,7802.0,Closed,Closed,0.0,0.0,2017-05-05T06:23:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.56065944311388-116.97980313224792,32.5606594431,-116.979803132,Pothole,0.0
64,7803.0,Closed,Closed,1.0,0.0,2017-05-05T06:21:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.55361958036403-116.98856859130859,32.5536195804,-116.988568591,Pothole,0.0
65,7875.0,Closed,Closed,1.0,0.0,2017-05-04T18:35:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.73131271882627-117.2294924875709,32.7313127188,-117.22949248799999,Pothole,0.0
66,7908.0,Closed,Closed,0.0,0.0,2017-05-04T17:13:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.71188604312384-117.1056124545636,32.7118860431,-117.105612455,Pothole,0.0
67,7927.0,Closed,Closed,1.0,0.0,2017-05-04T16:05:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.77652489518135-117.2010114195527,32.7765248952,-117.20101142,Pothole,0.0
68,7960.0,Closed,Closed,1.0,0.0,2017-05-04T14:49:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.981295-117.076135,32.981295,-117.076135,Pothole,0.0
69,7965.0,Closed,Closed,1.0,0.0,2017-05-04T14:32:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.861743-117.242043,32.861743,-117.242043,Pothole,0.0
70,8023.0,Closed,Closed,0.0,0.0,2017-05-04T12:00:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.69968383017248-117.1315832902837,32.6996838302,-117.13158329,Pothole,0.0
71,8036.0,Closed,Closed,1.0,0.0,2017-05-04T11:20:00,2017-05-11T00:02:00,0.0,1.0,Pothole,32.97976456560445-117.0930828579444,32.9797645656,-117.09308285799999,Pothole,0.0
72,8105.0,Closed,Closed,0.0,0.0,2017-05-04T08:48:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.83591335176754-117.1853562166143,32.835913351799995,-117.185356217,Pothole,0.0
73,8138.0,Closed,Closed,0.0,1.0,2017-05-04T07:42:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.74903270000001-117.13037689999999,32.7490327,-117.1303769,Pothole,0.0
74,8167.0,Closed,Closed,0.0,0.0,2017-05-04T00:13:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.7684592-117.10636210000001,32.7684592,-117.1063621,Pothole,0.0
75,8189.0,Closed,Closed,1.0,0.0,2017-05-03T21:05:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.8129525-117.2683677,32.8129525,-117.2683677,Pothole,0.0
76,8220.0,Closed,Closed,0.0,0.0,2017-05-03T19:26:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.58062758275784-117.10291652603149,32.580627582800005,-117.102916526,Pothole,0.0
77,8246.0,Closed,Closed,0.0,0.0,2017-05-03T18:31:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.67576812377848-117.05008488491796,32.675768123800005,-117.050084885,Pothole,0.0
78,8260.0,Closed,Closed,1.0,0.0,2017-05-03T17:51:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.808985-117.119143,32.808985,-117.119143,Pothole,0.0
79,8319.0,Closed,Closed,1.0,0.0,2017-05-03T15:42:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.81683509163748-117.1241351198353,32.8168350916,-117.12413512,Pothole,0.0
80,8329.0,Closed,Closed,0.0,0.0,2017-05-03T15:35:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.754916-117.078334,32.754915999999994,-117.078334,Pothole,0.0
81,8359.0,Closed,Closed,0.0,0.0,2017-05-03T14:32:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.75587389236891-117.0647354739632,32.7558738924,-117.064735474,Pothole,0.0
82,8441.0,Closed,Closed,0.0,0.0,2017-05-03T11:51:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.7927136-117.20659740000002,32.7927136,-117.20659740000002,Pothole,0.0
83,8452.0,Closed,Closed,1.0,0.0,2017-05-03T11:38:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.9388038-117.10494490000002,32.9388038,-117.1049449,Pothole,0.0
84,8454.0,Closed,Closed,0.0,0.0,2017-05-03T11:36:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.584037-117.055864,32.584037,-117.055864,Pothole,0.0
85,8488.0,Closed,Closed,1.0,0.0,2017-05-03T10:10:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.751323-117.096584,32.751323,-117.096584,Pothole,0.0
86,8510.0,Closed,Closed,0.0,0.0,2017-05-03T09:21:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.74946076107115-117.08587566640648,32.7494607611,-117.085875666,Pothole,0.0
87,8532.0,Closed,Closed,1.0,0.0,2017-05-03T08:24:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.7666759-117.18998899999997,32.7666759,-117.18998899999998,Pothole,0.0
88,8542.0,Closed,Closed,0.0,0.0,2017-05-03T07:59:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.76664090345871-117.190231550594,32.7666409035,-117.19023155100001,Pothole,0.0
89,8672.0,Closed,Closed,0.0,0.0,2017-05-02T18:54:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.70842404420363-117.1424461578142,32.7084240442,-117.142446158,Pothole,0.0
90,8728.0,Closed,Closed,0.0,0.0,2017-05-02T17:45:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.753117-117.078002,32.753117,-117.078002,Pothole,0.0
91,8737.0,Closed,Closed,1.0,0.0,2017-05-02T17:24:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.70033183510667-117.1483230405647,32.7003318351,-117.148323041,Pothole,0.0
92,8739.0,Closed,Closed,0.0,0.0,2017-05-02T17:23:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.70035333333333-117.1481388333333,32.7003533333,-117.14813883299999,Pothole,0.0
93,8746.0,Closed,Closed,0.0,0.0,2017-05-02T17:12:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.70146666666667-117.1499721666667,32.7014666667,-117.149972167,Pothole,0.0
94,8747.0,Closed,Closed,1.0,0.0,2017-05-02T17:12:00,2017-05-11T00:02:00,0.0,1.0,Pothole,33.03611942080528-117.08007483406067,33.0361194208,-117.080074834,Pothole,0.0
95,8748.0,Closed,Closed,1.0,0.0,2017-05-02T17:11:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.70143-117.1498805,32.70143,-117.1498805,Pothole,0.0
96,8749.0,Closed,Closed,1.0,0.0,2017-05-02T17:11:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.70139666666667-117.1498945,32.7013966667,-117.1498945,Pothole,0.0
97,8754.0,Closed,Closed,1.0,0.0,2017-05-02T16:59:00,2017-05-04T00:02:00,0.0,1.0,Pothole,32.74644009492846-117.14345692266238,32.746440094899995,-117.14345692299999,Pothole,0.0
98,8780.0,Closed,Closed,1.0,0.0,2017-05-02T16:09:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.822842-117.19554099999999,32.822842,-117.195541,Pothole,0.0
99,8787.0,Closed,Closed,0.0,0.0,2017-05-02T15:45:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.754935563060585-117.09060981164937,32.7549355631,-117.09060981200001,Pothole,0.0
100,8810.0,Closed,Closed,1.0,0.0,2017-05-02T15:11:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.75125079999999-117.09673409999999,32.7512508,-117.0967341,Pothole,0.0
101,8820.0,Closed,Closed,1.0,0.0,2017-05-02T14:56:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.80873652567489-117.1340675873462,32.8087365257,-117.134067587,Pothole,0.0
102,8855.0,Closed,Closed,1.0,0.0,2017-05-02T14:28:00,2017-05-03T00:03:00,0.0,1.0,Pothole,32.76475752762482-117.0608327769246,32.764757527600004,-117.060832777,Pothole,0.0
103,8890.0,Closed,Closed,0.0,0.0,2017-05-02T13:37:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.7054302-117.03419009999999,32.705430199999995,-117.0341901,Pothole,0.0
104,8899.0,Closed,Closed,1.0,0.0,2017-05-02T13:31:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.73072067651221-117.1696078778404,32.7307206765,-117.169607878,Pothole,0.0
105,8900.0,Closed,Closed,1.0,0.0,2017-05-02T13:31:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.73078442088583-117.169556412955,32.7307844209,-117.169556413,Pothole,0.0
106,8940.0,Closed,Closed,1.0,0.0,2017-05-02T12:28:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.77666054669095-117.2009092570443,32.7766605467,-117.200909257,Pothole,0.0
107,8999.0,Closed,Closed,0.0,0.0,2017-05-02T10:23:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.69791791662456-117.0815431915052,32.6979179166,-117.08154319200001,Pothole,0.0
108,9002.0,Closed,Closed,0.0,0.0,2017-05-02T10:17:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.75513525931618-117.05029496872707,32.7551352593,-117.05029496899999,Pothole,0.0
109,9030.0,Closed,Closed,1.0,0.0,2017-05-02T09:29:00,2017-05-09T00:03:00,0.0,1.0,Pothole,32.82069029651022-117.1243868033962,32.820690296500004,-117.124386803,Pothole,0.0
110,9070.0,Closed,Closed,0.0,0.0,2017-05-02T08:30:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.75546780000001-117.04948179999996,32.7554678,-117.0494818,Pothole,0.0
111,9088.0,Closed,Closed,0.0,0.0,2017-05-02T08:01:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.7124692-117.02475070000003,32.7124692,-117.0247507,Pothole,0.0
112,9115.0,Closed,Closed,1.0,1.0,2017-05-02T06:41:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.77114697998406-117.083918144492,32.77114698,-117.083918144,Pothole,0.0
113,9128.0,Closed,Closed,1.0,0.0,2017-05-02T02:24:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.81845-117.125543,32.81845,-117.125543,Pothole,0.0
114,9161.0,Closed,Closed,1.0,0.0,2017-05-01T19:55:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.8270306298815-117.2711232864459,32.8270306299,-117.271123286,Pothole,0.0
115,9162.0,Closed,Closed,1.0,0.0,2017-05-01T19:54:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.82705175227749-117.2710995656599,32.8270517523,-117.271099566,Pothole,0.0
116,9281.0,Closed,Closed,1.0,0.0,2017-05-01T14:28:00,2017-05-18T00:02:00,0.0,1.0,Pothole,32.89731609546113-117.12346627039909,32.8973160955,-117.12346627,Pothole,0.0
117,9367.0,Closed,Closed,1.0,0.0,2017-05-01T11:26:00,2017-05-16T00:03:00,0.0,1.0,Pothole,32.823726-117.195238,32.823726,-117.195238,Pothole,0.0
118,9469.0,Closed,Closed,1.0,0.0,2017-05-01T08:09:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.81844-117.123674,32.81844,-117.123674,Pothole,0.0
119,9476.0,Closed,Closed,0.0,0.0,2017-05-01T07:42:00,2017-05-12T00:02:00,0.0,1.0,Pothole,32.768744-117.048152,32.768744,-117.048152,Pothole,0.0
120,9502.0,Closed,Closed,1.0,0.0,2017-05-01T06:44:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.9243094893479-117.1334665362883,32.9243094893,-117.133466536,Pothole,0.0
121,9540.0,Closed,Closed,1.0,0.0,2017-04-30T21:21:00,2017-05-03T00:03:00,0.0,1.0,Pothole,32.69595642074455-117.1338014257995,32.6959564207,-117.133801426,Pothole,0.0
122,9594.0,Closed,Closed,0.0,0.0,2017-04-30T17:33:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.9058401-117.15479499999998,32.9058401,-117.154795,Pothole,0.0
123,9596.0,Closed,Closed,1.0,0.0,2017-04-30T17:32:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.9060216-117.15469619999999,32.9060216,-117.1546962,Pothole,0.0
124,9597.0,Closed,Closed,1.0,0.0,2017-04-30T17:26:00,2017-05-09T00:03:00,0.0,1.0,Pothole,32.8077013-117.15557509999996,32.807701300000005,-117.1555751,Pothole,0.0
125,9630.0,Closed,Closed,1.0,0.0,2017-04-30T15:43:00,2017-05-03T00:03:00,0.0,1.0,Pothole,32.769465777946316-117.08948960426028,32.7694657779,-117.089489604,Pothole,0.0
126,9633.0,Closed,Closed,0.0,0.0,2017-04-30T15:40:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.765159489083246-117.06520435145114,32.7651594891,-117.065204351,Pothole,0.0
127,9634.0,Closed,Closed,1.0,0.0,2017-04-30T15:39:00,2017-05-17T00:02:00,0.0,1.0,Pothole,32.76515534717118-117.06584491796878,32.7651553472,-117.065844918,Pothole,0.0
128,9642.0,Closed,Closed,0.0,0.0,2017-04-30T14:44:00,2017-05-16T00:02:00,0.0,1.0,Other,32.77995-117.1703033333333,32.77995,-117.17030333299999,Pothole,0.0
129,9694.0,Closed,Closed,0.0,0.0,2017-04-30T11:47:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.753883-117.203485,32.753883,-117.203485,Pothole,0.0
130,9791.0,Closed,Closed,0.0,0.0,2017-04-29T19:39:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.69937999999999-117.06740000000002,32.69938,-117.0674,Pothole,0.0
131,9796.0,Closed,Closed,1.0,0.0,2017-04-29T18:57:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.81197348693178-117.2145822041418,32.8119734869,-117.214582204,Pothole,0.0
132,9797.0,Closed,Closed,1.0,0.0,2017-04-29T18:56:00,2017-05-23T00:03:00,0.0,1.0,Pothole,32.81215396712796-117.2147502937514,32.8121539671,-117.214750294,Pothole,0.0
133,9813.0,Closed,Closed,0.0,1.0,2017-04-29T17:37:00,2017-05-03T00:03:00,0.0,1.0,Pothole,32.865165136448994-117.25222256265054,32.8651651364,-117.25222256299999,Pothole,0.0
134,9844.0,Closed,Closed,1.0,0.0,2017-04-29T15:31:00,2017-05-09T00:03:00,0.0,1.0,Pothole,32.8077013-117.15557509999996,32.807701300000005,-117.1555751,Pothole,0.0
135,9893.0,Closed,Closed,1.0,0.0,2017-04-29T13:07:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.90244163877804-117.2212842659618,32.9024416388,-117.221284266,Pothole,0.0
136,9901.0,Closed,Closed,0.0,1.0,2017-04-29T12:59:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.83137694004255-117.1307419148433,32.83137694,-117.130741915,Pothole,0.0
137,9902.0,Closed,Closed,1.0,0.0,2017-04-29T12:46:00,2017-05-13T00:02:00,0.0,1.0,Pothole,32.808891-117.119128,32.808891,-117.119128,Pothole,0.0
138,9907.0,Closed,Closed,0.0,0.0,2017-04-29T12:33:00,2017-05-10T00:03:00,0.0,1.0,Pothole,32.667018-117.06253,32.667018,-117.06253,Pothole,0.0
