,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
14566,Carmel Mountain Ranch,,1.0,2016-06-03 00:03:00,32.90245-117.2259616666667,0.0,32.90245,-117.225961667,Closed,0.0,0.0,2016-05-23 18:10:00,Pothole,Pothole,Closed,245.88333333333333,0.0
14577,,,1.0,2016-06-18 00:03:00,32.9701482-117.0819623,0.0,32.970148200000004,-117.08196229999999,Closed,0.0,0.0,2016-05-23 11:19:00,Pothole,Pothole,Closed,612.7333333333332,0.0
14596,Carmel Mountain Ranch,,1.0,2016-05-27 00:02:00,32.829841-117.188716,0.0,32.829840999999995,-117.18871599999999,Closed,0.0,0.0,2016-05-22 20:26:00,Pothole,Pothole,Closed,99.6,0.0
14597,,,1.0,2016-05-27 00:02:00,32.829878-117.189484,0.0,32.829878,-117.18948400000001,Closed,0.0,0.0,2016-05-22 20:25:00,Pothole,Pothole,Closed,99.61666666666666,0.0
14599,MIddletown,,1.0,2016-05-27 00:02:00,32.8284729-117.1874379,0.0,32.8284729,-117.18743789999999,Closed,0.0,1.0,2016-05-22 20:23:00,Pothole,Pothole,Closed,99.65,0.0
14601,MIddletown,,1.0,2016-05-27 00:02:00,32.8291929-117.188534,0.0,32.8291929,-117.188534,Closed,0.0,1.0,2016-05-22 20:22:00,Pothole,Pothole,Closed,99.66666666666669,0.0
14605,,,1.0,2016-06-21 00:03:00,32.7265362-117.127495,0.0,32.7265362,-117.127495,Closed,0.0,0.0,2016-05-22 19:49:00,Pothole,Pothole,Closed,700.2333333333332,0.0
14610,,,1.0,2016-06-21 00:03:00,32.748972829233146-117.16865725597529,0.0,32.7489728292,-117.168657256,Closed,0.0,0.0,2016-05-22 16:29:00,Pothole,Pothole,Closed,703.5666666666667,0.0
14613,,,1.0,2016-09-27 00:03:00,32.738295903667364-117.1806171128755,0.0,32.7382959037,-117.180617113,Closed,0.0,0.0,2016-05-22 16:08:00,Pothole,Pothole,Closed,3055.916666666666,0.0
14614,Clairemont,,1.0,2016-09-29 00:03:00,32.7708301-117.0456052,0.0,32.770830100000005,-117.04560520000001,Closed,0.0,0.0,2016-05-22 15:56:00,Pothole,Pothole,Closed,3104.116666666667,0.0
14618,San Pasqual Valley,,1.0,2016-06-16 00:03:00,32.90306239706411-117.1450596080774,0.0,32.9030623971,-117.145059608,Closed,0.0,0.0,2016-05-22 11:49:00,Pothole,Pothole,Closed,588.2333333333332,0.0
14626,Roseville-Fleetridge,,1.0,2017-02-16 00:02:00,32.731367-117.229567,1.0,32.731367,-117.22956699999999,Closed,0.0,0.0,2017-01-18 11:23:00,Pothole,Pothole,Closed,684.65,0.0
14627,Roseville-Fleetridge,,1.0,2017-02-16 00:02:00,32.73142-117.22957,1.0,32.73142,-117.22957,Closed,0.0,0.0,2017-01-18 11:22:00,Pothole,Pothole,Closed,684.6666666666666,0.0
14628,Roseville-Fleetridge,,1.0,2017-02-16 00:02:00,32.731119-117.229794,1.0,32.731119,-117.229794,Closed,0.0,0.0,2017-01-18 11:21:00,Pothole,Pothole,Closed,684.6833333333333,0.0
14629,Roseville-Fleetridge,,1.0,2017-02-08 00:02:00,32.731119-117.2298,0.0,32.731119,-117.2298,Closed,0.0,0.0,2017-01-18 11:21:00,Pothole,Pothole,Closed,492.6833333333333,0.0
14630,Roseville-Fleetridge,,1.0,2017-02-16 00:02:00,32.731002-117.229706,1.0,32.731002000000004,-117.22970600000001,Closed,0.0,0.0,2017-01-18 11:20:00,Pothole,Pothole,Closed,684.7,0.0
14631,Roseville-Fleetridge,,1.0,2017-02-16 00:02:00,32.731146-117.229551,1.0,32.731146,-117.229551,Closed,0.0,0.0,2017-01-18 11:19:00,Pothole,Pothole,Closed,684.7166666666667,0.0
14659,Mission Bay,,1.0,2017-01-11 00:03:00,32.759795930111-117.2328427241885,1.0,32.759795930100005,-117.232842724,Closed,0.0,0.0,2017-01-07 06:53:00,Pothole,Pothole,Closed,89.16666666666669,0.0
14660,Mission Bay,,1.0,2017-02-28 00:02:00,32.76706828073073-117.2087299784209,0.0,32.7670682807,-117.208729978,Closed,0.0,0.0,2017-01-07 06:52:00,Pothole,Pothole,Closed,1241.1666666666667,0.0
14662,Mount Hope,,1.0,2017-01-13 00:03:00,32.71149192079097-117.11262457146891,0.0,32.7114919208,-117.112624571,Closed,0.0,0.0,2017-01-07 01:11:00,Pothole,Pothole,Closed,142.86666666666667,0.0
14675,Harborview,,1.0,2017-02-10 11:24:00,32.72630489052217-117.17452077789312,1.0,32.7263048905,-117.17452077799999,Closed,0.0,0.0,2017-01-06 18:20:00,Pothole,Pothole,Closed,833.0666666666667,0.0
14691,Harborview,,1.0,2017-02-10 11:24:00,32.72675617784084-117.17494993133545,1.0,32.7267561778,-117.174949931,Closed,0.0,0.0,2017-01-06 16:33:00,Pothole,Pothole,Closed,834.85,0.0
14726,Balboa Park,,1.0,2017-02-03 22:00:00,32.724092-117.155604,0.0,32.724092,-117.155604,Closed,0.0,0.0,2017-01-06 09:05:00,Pothole,Pothole,Closed,684.9166666666666,0.0
