,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type
3132,Assigned,In process,0,0,2017-05-16T17:15:00,,1,0,Pothole,32.72094342241525-117.14441566390991,32.7209434224,-117.144415664,Pothole
3135,Acknowledged,In process,0,0,2017-05-16T17:13:00,,1,0,Pothole,32.832905-117.2146216666667,32.832905,-117.214621667,Pothole
3140,Acknowledged,In process,0,0,2017-05-16T16:57:00,,1,0,Pothole,32.831329397592775-117.12699831599423,32.8313293976,-117.126998316,Pothole
3175,Acknowledged,In process,0,0,2017-05-16T15:43:00,,1,0,Pothole,32.832852940138125-117.14699686640927,32.832852940100004,-117.14699686600001,Pothole
3177,Acknowledged,In process,0,0,2017-05-16T15:40:00,,1,0,Pothole,32.83150969984944-117.13289917582699,32.8315096998,-117.13289917600001,Pothole
3178,Acknowledged,In process,0,0,2017-05-16T15:40:00,,1,0,Pothole,32.997386-117.067333,32.997386,-117.067333,Pothole
3190,Assigned,In process,0,0,2017-05-16T15:07:00,,1,0,Pothole,32.744045-117.113501,32.744045,-117.113501,Pothole
3193,Assigned,In process,0,0,2017-05-16T15:00:00,,1,0,Pothole,32.576513993388474-117.09708454011178,32.5765139934,-117.09708454,Pothole
3231,Acknowledged,In process,0,0,2017-05-16T13:55:00,,1,0,Pothole,32.88468-117.1936116666667,32.884679999999996,-117.19361166700001,Pothole
3258,Acknowledged,In process,0,0,2017-05-16T13:10:00,,1,0,Pothole,32.79447236811379-117.25095105185048,32.7944723681,-117.250951052,Pothole
3261,Assigned,In process,0,0,2017-05-16T13:04:00,,1,0,Pothole,32.74664042520592-117.146613970508,32.7466404252,-117.14661397100001,Pothole
3271,Assigned,In process,0,0,2017-05-16T12:51:00,,1,0,Pothole,32.77155243318547-117.04923769364012,32.7715524332,-117.049237694,Pothole
3283,Acknowledged,In process,0,1,2017-05-16T12:22:00,,1,0,Other,32.9330438-117.1378474,32.9330438,-117.13784740000001,Pothole
3287,Assigned,In process,0,0,2017-05-16T12:17:00,,1,0,Pothole,32.77811579034738-117.16434984130859,32.7781157903,-117.164349841,Pothole
3290,Assigned,In process,0,0,2017-05-16T12:15:00,,1,0,Pothole,32.78144284588174-117.16616630740964,32.7814428459,-117.16616630700001,Pothole
3308,Assigned,In process,0,0,2017-05-16T11:35:00,,1,0,Pothole,32.70752744354788-117.1339066096429,32.7075274435,-117.13390661,Pothole
3336,Assigned,In process,0,0,2017-05-16T10:48:00,,1,0,Pothole,32.73764174518468-117.09024321544649,32.7376417452,-117.090243215,Pothole
3340,Assigned,In process,0,0,2017-05-16T10:40:00,,1,0,Pothole,32.8230173-117.27597249999996,32.823017300000004,-117.27597250000001,Pothole
3346,Assigned,In process,0,0,2017-05-16T10:32:00,,1,0,Other,32.749655-117.0848611666667,32.749655,-117.08486116700001,Pothole
3368,Assigned,In process,0,0,2017-05-16T10:17:00,,1,0,Pothole,32.82903178144672-117.2578227398223,32.8290317814,-117.25782274,Pothole
3403,Assigned,In process,0,0,2017-05-16T09:29:00,,1,0,Pothole,32.86494420830532-117.21309355408937,32.8649442083,-117.213093554,Pothole
3408,Assigned,In process,0,0,2017-05-16T09:23:00,,1,0,Pothole,32.56917811076989-117.09711153010898,32.569178110799996,-117.09711153,Pothole
3414,Assigned,In process,0,0,2017-05-16T09:12:00,,1,0,Pothole,32.678618-117.056859,32.678618,-117.056859,Pothole
3428,Acknowledged,In process,0,0,2017-05-16T08:53:00,,1,0,Pothole,32.813544-117.171438,32.813544,-117.171438,Pothole
3432,Assigned,In process,0,0,2017-05-16T08:48:00,,1,0,Pothole,32.874069-117.207513,32.874069,-117.20751299999999,Pothole
3433,Assigned,In process,0,1,2017-05-16T08:47:00,,1,0,Pothole,32.771385-117.161966,32.771384999999995,-117.16196599999999,Pothole
3439,Assigned,In process,0,1,2017-05-16T08:45:00,,1,0,Pothole,32.93187990074557-117.24202315551071,32.931879900700004,-117.242023156,Pothole
3445,Assigned,In process,0,0,2017-05-16T08:26:00,,1,0,Pothole,32.72659401412376-117.1575619095165,32.7265940141,-117.15756191,Pothole
3448,Assigned,In process,0,0,2017-05-16T08:19:00,,1,0,Pothole,32.73885590027341-117.1582437773395,32.7388559003,-117.15824377700001,Pothole
3452,Assigned,In process,0,0,2017-05-16T08:15:00,,1,0,Pothole,32.720212-117.085133,32.720212,-117.08513300000001,Pothole
3455,Assigned,In process,0,0,2017-05-16T08:10:00,,1,0,Pothole,32.76115674994212-117.1234011278647,32.761156749899996,-117.123401128,Pothole
3461,Assigned,In process,0,0,2017-05-16T08:00:00,,1,0,Pothole,32.74118787146428-117.1474364866662,32.7411878715,-117.14743648700001,Pothole
3464,Assigned,In process,0,0,2017-05-16T07:56:00,,1,0,Pothole,32.76559829999999-117.0668028,32.7655983,-117.06680279999999,Pothole
3516,Assigned,In process,0,0,2017-05-16T07:14:00,,1,0,Pothole,32.735992207239065-117.10214381534422,32.7359922072,-117.102143815,Pothole
3529,Assigned,In process,0,1,2017-05-16T06:45:00,,1,0,Pothole,32.7208987-117.16562099999999,32.7208987,-117.165621,Pothole
3532,Assigned,In process,0,1,2017-05-16T06:37:00,,1,0,Pothole,32.8086488338237-117.146708824225,32.8086488338,-117.146708824,Pothole
3533,Assigned,In process,0,1,2017-05-16T06:37:00,,1,0,Pothole,32.80867819108921-117.1467481493643,32.8086781911,-117.14674814899999,Pothole
3573,Acknowledged,In process,0,0,2017-05-15T20:03:00,,1,0,Pothole,32.82358183665336-117.1551474002189,32.8235818367,-117.15514740000002,Pothole
3578,Assigned,In process,0,0,2017-05-15T19:33:00,,1,0,Pothole,32.827375-117.211873,32.827375,-117.211873,Pothole
3579,Acknowledged,In process,0,0,2017-05-15T19:30:00,,1,0,Pothole,33.02936941534757-117.0880462366382,33.0293694153,-117.08804623700001,Pothole
3586,Assigned,In process,0,1,2017-05-15T19:02:00,,1,0,Pothole,32.95568187596884-117.2135887611559,32.955681876,-117.213588761,Pothole
3602,Assigned,In process,0,0,2017-05-15T18:08:00,,1,0,Pothole,32.9159242753246-117.2366747540582,32.9159242753,-117.23667475399999,Pothole
3630,Assigned,In process,0,0,2017-05-15T16:45:00,,1,0,Pothole,32.7503317-117.15603120000003,32.7503317,-117.15603119999999,Pothole
3639,Assigned,In process,0,0,2017-05-15T16:37:00,,1,0,Pothole,32.74977295404352-117.2205410112434,32.749772954,-117.22054101100001,Pothole
3652,Assigned,In process,0,0,2017-05-15T16:16:00,,1,0,Pothole,32.801285-117.079727,32.801285,-117.079727,Pothole
3680,Assigned,In process,0,1,2017-05-15T15:06:00,,1,0,Pothole,32.77590327788842-117.1403432390804,32.7759032779,-117.14034323899999,Pothole
3701,Assigned,In process,0,0,2017-05-15T14:48:00,,1,0,Pothole,32.747793-117.106951,32.747793,-117.106951,Pothole
3715,Assigned,In process,0,1,2017-05-15T14:32:00,,1,0,Pothole,32.8007851805977-117.1963100116193,32.8007851806,-117.19631001200001,Pothole
3724,Assigned,In process,0,0,2017-05-15T14:19:00,,1,0,Pothole,32.5723404-117.0786071,32.572340399999995,-117.0786071,Pothole
3726,Assigned,In process,0,0,2017-05-15T14:15:00,,1,0,Pothole,32.80262585608893-117.01372900320524,32.8026258561,-117.013729003,Pothole
3739,Assigned,In process,0,0,2017-05-15T13:48:00,,1,0,Pothole,32.82936333333333-117.087425,32.8293633333,-117.087425,Pothole
3740,Assigned,In process,0,0,2017-05-15T13:43:00,,1,0,Pothole,32.82666166666665-117.0815721666667,32.8266616667,-117.081572167,Pothole
3746,Assigned,In process,0,0,2017-05-15T13:26:00,,1,0,Pothole,32.7022079-117.02800059999998,32.7022079,-117.0280006,Pothole
3747,Assigned,In process,0,0,2017-05-15T13:25:00,,1,0,Pothole,32.7088084-117.05298529999999,32.708808399999995,-117.05298529999999,Pothole
3774,Assigned,In process,0,1,2017-05-15T12:23:00,,1,0,Pothole,32.72867126131394-117.10693317054056,32.7286712613,-117.10693317100001,Pothole
3776,Acknowledged,In process,0,0,2017-05-15T12:21:00,,1,0,Pothole,32.9096782-117.13852710000003,32.9096782,-117.13852709999999,Pothole
3784,Assigned,In process,0,0,2017-05-15T12:04:00,,1,0,Pothole,32.53996497566066-117.06270315028817,32.5399649757,-117.06270315,Pothole
3787,Assigned,In process,0,0,2017-05-15T12:00:00,,1,0,Pothole,32.54563838139279-117.08408764243892,32.545638381399996,-117.08408764200001,Pothole
3791,Assigned,In process,1,0,2017-05-15T11:51:00,,1,0,Pothole,32.81652280000001-117.21607929999999,32.8165228,-117.2160793,Pothole
3793,Assigned,In process,0,0,2017-05-15T11:49:00,,1,0,Pothole,32.78450208965229-117.20323114318848,32.7845020897,-117.203231143,Pothole
3794,Assigned,In process,0,0,2017-05-15T11:45:00,,1,0,Pothole,32.78836251153398-117.19327478332514,32.788362511500004,-117.19327478299999,Pothole
3803,Assigned,In process,0,1,2017-05-15T11:37:00,,1,0,Pothole,32.8110799-117.24987699999997,32.8110799,-117.249877,Pothole
3819,Acknowledged,In process,0,1,2017-05-15T11:22:00,,1,0,Pothole,32.98987060097612-117.08521056525421,32.989870601,-117.085210565,Pothole
3838,Assigned,In process,0,1,2017-05-15T11:08:00,,1,0,Pothole,32.82533410525385-117.25858082380253,32.8253341053,-117.25858082399999,Pothole
3848,Assigned,In process,0,1,2017-05-15T10:55:00,,1,0,Pothole,32.79203892802684-117.25513091252422,32.792038928000004,-117.25513091299999,Pothole
3850,Assigned,In process,0,0,2017-05-15T10:54:00,,1,0,Pothole,32.82533410525385-117.25858082380253,32.8253341053,-117.25858082399999,Pothole
3880,Assigned,In process,0,0,2017-05-15T10:18:00,,1,0,Pothole,32.836546069619345-117.27552185840253,32.8365460696,-117.27552185799999,Pothole
3925,Assigned,In process,0,1,2017-05-15T09:00:00,,1,0,Pothole,32.72682838359985-117.16786889953613,32.7268283836,-117.1678689,Pothole
3928,Acknowledged,In process,0,1,2017-05-15T08:53:00,,1,0,Pothole,32.81703983772873-117.14980153961181,32.8170398377,-117.14980154,Pothole
3940,Assigned,In process,0,1,2017-05-15T08:40:00,,1,0,Pothole,32.7548209-117.2233387,32.7548209,-117.22333870000001,Pothole
3950,Assigned,In process,0,1,2017-05-15T08:33:00,,1,0,Pothole,32.7314182165341-117.1639122464706,32.7314182165,-117.16391224600001,Pothole
3973,Assigned,In process,0,1,2017-05-15T07:48:00,,1,0,Pothole,32.726983-117.167538,32.726983000000004,-117.167538,Pothole
3975,Assigned,In process,0,1,2017-05-15T07:45:00,,1,0,Pothole,32.8115404287372-117.2502945902064,32.8115404287,-117.25029459,Pothole
3977,Assigned,In process,0,0,2017-05-15T07:41:00,,1,0,Pothole,32.831158110109875-117.11170972460934,32.8311581101,-117.111709725,Pothole
3981,Assigned,In process,0,1,2017-05-15T07:25:00,,1,0,Pothole,32.5806652-117.05560009999999,32.5806652,-117.05560009999999,Pothole
3984,Assigned,In process,1,1,2017-05-15T06:57:00,,1,0,Pothole,32.827432-117.103958,32.827432,-117.103958,Pothole
3985,Assigned,In process,0,0,2017-05-15T06:52:00,,1,0,Pothole,32.75538-117.096581,32.75538,-117.096581,Pothole
3987,Assigned,In process,0,1,2017-05-15T06:45:00,,1,0,Pothole,32.810634-117.042933,32.810634,-117.042933,Pothole
4006,Assigned,In process,0,0,2017-05-14T21:24:00,,1,0,Pothole,32.80156830686924-117.23936586303711,32.8015683069,-117.23936586299999,Pothole
4007,Assigned,In process,0,0,2017-05-14T21:22:00,,1,0,Pothole,32.80053455507409-117.23789198918342,32.8005345551,-117.23789198899999,Pothole
4010,Acknowledged,In process,0,0,2017-05-14T20:46:00,,1,0,Pothole,32.82149062384594-117.1945479859089,32.8214906238,-117.194547986,Pothole
4017,Acknowledged,In process,0,0,2017-05-14T20:17:00,,1,0,Pothole,33.0226627803369-117.07439941163943,33.0226627803,-117.074399412,Pothole
4046,Assigned,In process,0,0,2017-05-14T18:05:00,,1,0,Pothole,32.79289524539634-117.1963384376068,32.7928952454,-117.196338438,Pothole
4047,Assigned,In process,0,1,2017-05-14T18:03:00,,1,0,Pothole,32.77207275289439-117.2489460815047,32.7720727529,-117.248946082,Pothole
4049,Assigned,In process,0,0,2017-05-14T17:58:00,,1,0,Pothole,32.79933246694054-117.15879094736022,32.7993324669,-117.15879094700001,Pothole
4065,Assigned,In process,0,0,2017-05-14T16:57:00,,1,0,Pothole,32.749262-117.094532,32.749262,-117.094532,Pothole
4081,Assigned,In process,0,0,2017-05-14T15:41:00,,1,0,Pothole,32.7410624-117.08526599999999,32.741062400000004,-117.08526599999999,Pothole
4083,Assigned,In process,0,0,2017-05-14T15:39:00,,1,0,Pothole,32.80930276389713-117.2011236758505,32.8093027639,-117.20112367600001,Pothole
4093,Assigned,In process,0,0,2017-05-14T14:45:00,,1,0,Pothole,32.81298592314116-117.2504726683624,32.8129859231,-117.25047266799999,Pothole
4095,Assigned,In process,0,0,2017-05-14T14:32:00,,1,0,Pothole,32.7588412-117.11063260000003,32.7588412,-117.11063259999999,Pothole
4101,Assigned,In process,0,0,2017-05-14T14:13:00,,1,0,Pothole,32.76432843256868-117.06047203775103,32.7643284326,-117.06047203799999,Pothole
4104,Acknowledged,In process,0,0,2017-05-14T14:01:00,,1,0,Pothole,33.0471996-117.07365199999998,33.047199600000006,-117.073652,Pothole
4109,Assigned,In process,0,0,2017-05-14T13:29:00,,1,0,Pothole,32.541461-117.068611,32.541461,-117.068611,Pothole
4124,Assigned,In process,0,1,2017-05-14T12:12:00,,1,0,Pothole,32.92050223512079-117.2307895133082,32.9205022351,-117.23078951299999,Pothole
4156,Acknowledged,In process,0,0,2017-05-14T10:35:00,,1,0,Pothole,33.03745382468499-117.0490937122303,33.037453824699995,-117.049093712,Pothole
4160,Acknowledged,In process,0,0,2017-05-14T10:24:00,,1,0,Pothole,32.92324335470433-117.1447269861374,32.9232433547,-117.14472698600001,Pothole
4168,Assigned,In process,0,0,2017-05-14T09:37:00,,1,0,Pothole,32.80938337120391-117.23928314813236,32.8093833712,-117.239283148,Pothole
4174,Assigned,In process,0,0,2017-05-14T09:26:00,,1,0,Pothole,32.71211427639491-117.1692031995553,32.7121142764,-117.16920320000001,Pothole
4178,New,New,1,1,2017-05-14T09:05:00,,1,0,Pothole,32.79132345190966-117.16506542615053,32.7913234519,-117.165065426,Pothole
4188,New,New,1,1,2017-05-14T07:34:00,,1,0,Pothole,32.82733585379381-117.1039614245996,32.8273358538,-117.103961425,Pothole
4209,Assigned,In process,0,0,2017-05-13T21:42:00,,1,0,Pothole,32.58400059999999-117.049735,32.584000599999996,-117.04973500000001,Pothole
4226,Acknowledged,In process,0,1,2017-05-13T20:17:00,,1,0,Pothole,32.840547922591455-117.0939409464691,32.8405479226,-117.093940946,Pothole
4227,Assigned,In process,0,0,2017-05-13T19:51:00,,1,0,Pothole,32.748571-117.133789,32.748571000000005,-117.133789,Pothole
4229,Assigned,In process,0,1,2017-05-13T19:45:00,,1,0,Pothole,32.80500625728891-117.2002102901388,32.8050062573,-117.20021029,Pothole
4280,Assigned,In process,0,0,2017-05-13T16:52:00,,1,0,Pothole,32.81539491380827-117.2641140037377,32.8153949138,-117.26411400399999,Pothole
4281,Acknowledged,In process,0,0,2017-05-13T16:38:00,,1,0,Pothole,32.9862695-117.0887361,32.9862695,-117.0887361,Pothole
4299,Assigned,In process,0,1,2017-05-13T15:43:00,,1,0,Pothole,32.85460624473184-117.20459985039714,32.8546062447,-117.20459985,Pothole
4303,Acknowledged,In process,0,0,2017-05-13T15:21:00,,1,0,Pothole,32.9764486-117.08338559999998,32.976448600000005,-117.08338559999999,Pothole
4331,Assigned,In process,0,1,2017-05-13T14:00:00,,1,0,Pothole,32.84401904302177-117.2468346719661,32.844019043,-117.246834672,Pothole
4335,Assigned,In process,0,0,2017-05-13T13:10:00,,1,0,Pothole,32.84518210220416-117.2734888271589,32.8451821022,-117.27348882700001,Pothole
4340,Assigned,In process,0,0,2017-05-13T12:52:00,,1,0,Pothole,32.741779-117.187239,32.741779,-117.18723899999999,Pothole
4370,Assigned,In process,0,0,2017-05-13T11:12:00,,1,0,Pothole,32.8040377806846-117.21925534536899,32.8040377807,-117.219255345,Pothole
4409,Acknowledged,In process,0,1,2017-05-13T09:43:00,,1,0,Other,32.83024286854344-117.1681179107327,32.8302428685,-117.16811791100001,Pothole
4410,Acknowledged,In process,0,1,2017-05-13T09:42:00,,1,0,Other,32.83013792711574-117.168034343158,32.8301379271,-117.16803434299999,Pothole
4518,Assigned,In process,0,0,2017-05-13T08:35:00,,1,0,Pothole,32.76763032135548-117.1205980722303,32.7676303214,-117.120598072,Pothole
4521,Assigned,In process,0,0,2017-05-13T08:32:00,,1,0,Pothole,32.76450705482362-117.1206083133832,32.7645070548,-117.12060831299999,Pothole
4523,Assigned,In process,0,0,2017-05-13T08:25:00,,1,0,Pothole,32.873365-117.245107,32.873365,-117.245107,Pothole
4530,Acknowledged,In process,0,0,2017-05-13T08:13:00,,1,0,Pothole,32.82222896264658-117.1249319201597,32.8222289626,-117.12493192,Pothole
4557,Acknowledged,In process,0,0,2017-05-13T00:34:00,,1,0,Pothole,32.905551-117.132616,32.905551,-117.13261599999998,Pothole
4587,Acknowledged,In process,0,0,2017-05-12T19:33:00,,1,0,Pothole,32.90882212112928-117.0875394904214,32.9088221211,-117.08753949,Pothole
4599,Assigned,In process,0,0,2017-05-12T18:46:00,,1,0,Pothole,32.74466629999999-117.18022189999999,32.7446663,-117.1802219,Pothole
4604,Assigned,In process,0,0,2017-05-12T18:39:00,,1,0,Pothole,32.807617019953334-117.25300221366888,32.80761702,-117.25300221399999,Pothole
4622,Assigned,In process,0,0,2017-05-12T17:34:00,,1,0,Pothole,32.80009681826957-117.0179779284816,32.8000968183,-117.017977928,Pothole
4666,Assigned,In process,0,1,2017-05-12T15:35:00,,1,0,Pothole,32.780085898712535-117.10156066275381,32.7800858987,-117.10156066299999,Pothole
4676,Assigned,In process,0,1,2017-05-12T15:07:00,,1,0,Pothole,32.72694884143873-117.1676605105698,32.726948841399995,-117.16766051100001,Pothole
4681,Assigned,In process,0,1,2017-05-12T14:42:00,,1,0,Pothole,32.72477049655205-117.16786889953619,32.7247704966,-117.1678689,Pothole
4687,Acknowledged,In process,0,1,2017-05-12T14:26:00,,1,0,Pothole,32.817012-117.149965,32.817012,-117.149965,Pothole
4736,Assigned,In process,0,0,2017-05-12T12:55:00,,1,0,Pothole,32.80426865817849-117.1402469371231,32.8042686582,-117.140246937,Pothole
4742,Assigned,In process,0,1,2017-05-12T12:47:00,,1,0,Pothole,32.9491981-117.24741840000002,32.949198100000004,-117.24741840000002,Pothole
4744,Assigned,In process,0,1,2017-05-12T12:43:00,,1,0,Pothole,32.738619-117.134703,32.738619,-117.134703,Pothole
4765,Assigned,In process,0,0,2017-05-12T11:48:00,,1,0,Pothole,32.58388157110102-117.0322928024663,32.5838815711,-117.032292802,Pothole
4772,Assigned,In process,0,0,2017-05-12T11:27:00,,1,0,Pothole,32.71400004049899-117.1254493265637,32.714000040500004,-117.12544932700001,Pothole
4773,Assigned,In process,0,0,2017-05-12T11:26:00,,1,0,Pothole,32.7512013-117.14043730000003,32.751201300000005,-117.14043729999999,Pothole
4775,Assigned,In process,0,0,2017-05-12T11:24:00,,1,0,Pothole,32.7190207972463-117.15473680419922,32.719020797199995,-117.154736804,Pothole
4780,Assigned,In process,0,1,2017-05-12T11:18:00,,1,0,Pothole,32.7779343-117.08920969999997,32.7779343,-117.08920970000001,Pothole
4781,Assigned,In process,0,0,2017-05-12T11:14:00,,1,0,Pothole,32.804170391045886-117.24808991553161,32.804170391,-117.248089916,Pothole
4782,Assigned,In process,0,0,2017-05-12T11:11:00,,1,0,Pothole,32.7762195-117.08722419999998,32.7762195,-117.08722420000001,Pothole
4786,Acknowledged,In process,0,0,2017-05-12T11:05:00,,1,0,Pothole,33.0244816-117.08657319999998,33.0244816,-117.0865732,Pothole
4793,Acknowledged,In process,0,0,2017-05-12T11:00:00,,1,0,Pothole,33.001554-117.05819600000001,33.001554,-117.058196,Pothole
4794,Assigned,In process,0,0,2017-05-12T10:56:00,,1,0,Pothole,32.74958643642353-117.09711899573055,32.7495864364,-117.097118996,Pothole
4799,Assigned,In process,0,0,2017-05-12T10:51:00,,1,0,Pothole,32.758196252195305-117.08607225341797,32.7581962522,-117.086072253,Pothole
4800,Assigned,In process,0,1,2017-05-12T10:50:00,,1,0,Pothole,32.80696119999999-117.01806970000001,32.806961199999996,-117.0180697,Pothole
4808,Assigned,In process,0,1,2017-05-12T10:29:00,,1,0,Pothole,32.771166003278445-117.1400604375122,32.771166003299996,-117.14006043799999,Pothole
4809,Assigned,In process,0,0,2017-05-12T10:27:00,,1,0,Pothole,32.6988381-117.03368639999996,32.698838099999996,-117.03368640000001,Pothole
