,index,Unnamed: 0,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),closed_changed_date,Neighborhood_Val,Median_Time_Closed,City Pothole Count,Population
16,16487,16487,North Park,16123.0,1.0,2016-06-21 00:03:00,32.73984158031143-117.12022584843704,0.0,32.7398415803,-117.12022584799999,Closed,0.0,0.0,2016-06-08 13:22:00,Pothole,Pothole,Closed,298.68333333333334,736136.0020833333,13,445.71666666666664,31,80276
17,16506,16506,Midway District,16281.0,1.0,2016-06-22 00:02:00,32.7272272-117.2178647,0.0,32.7272272,-117.2178647,Closed,0.0,1.0,2016-06-03 15:02:00,Pothole,Pothole,Closed,441.0,736137.0013888889,14,553.35,38,14098
18,16507,16507,Midway District,16296.0,1.0,2016-06-22 00:03:00,32.72932421580725-117.1969166024458,1.0,32.7293242158,-117.196916602,Closed,0.0,0.0,2016-06-03 09:32:00,Pothole,Pothole,Closed,446.51666666666665,736137.0020833333,14,553.35,38,14098
19,16514,16514,Talmadge,16397.0,1.0,2016-06-22 00:03:00,32.76506623223715-117.0968141998158,0.0,32.7650662322,-117.0968142,Closed,0.0,1.0,2016-06-01 19:42:00,Pothole,Pothole,Closed,484.35,736137.0020833333,15,362.3416666666667,34,9342
20,16495,16495,Pacific Beach,16171.0,1.0,2016-06-23 00:04:00,32.80298832215031-117.225619752349,0.0,32.8029883222,-117.22561975200001,Closed,0.0,1.0,2016-06-07 08:07:00,Pothole,Pothole,Closed,375.95,736138.0027777777,10,409.75833333333327,44,30308
21,16481,16481,Serra Mesa,16062.0,1.0,2016-06-24 00:02:00,32.80942441739302-117.1475067016976,0.0,32.809424417399995,-117.147506702,Closed,0.0,0.0,2016-06-10 17:19:00,Pothole,Pothole,Closed,318.71666666666664,736139.0013888889,16,301.1666666666667,15,28167
22,16478,16478,Bay Park,15981.0,1.0,2016-06-25 00:02:00,32.794468-117.19424,1.0,32.794468,-117.19424,Closed,0.0,0.0,2016-06-15 06:29:00,Pothole,Pothole,Closed,233.55,736140.0013888889,9,463.8083333333334,34,15818
23,16474,16474,Mission Bay,15953.0,1.0,2016-06-25 00:02:00,32.76350217246169-117.251792046616,0.0,32.7635021725,-117.25179204700001,Closed,0.0,1.0,2016-06-16 19:44:00,Pothole,Pothole,Closed,196.3,736140.0013888889,17,417.6,23,60822
24,16462,16462,Core-Columbia,15774.0,1.0,2016-06-28 00:05:00,32.711483345798364-117.15538053436279,0.0,32.7114833458,-117.155380534,Closed,0.0,0.0,2016-06-22 22:38:00,Pothole,Pothole,Closed,121.45,736143.0034722222,12,335.1666666666667,14,37832
25,16475,16475,Loma Portal,15955.0,1.0,2016-06-28 00:05:00,32.75264721763424-117.22815422935486,0.0,32.7526472176,-117.228154229,Closed,0.0,0.0,2016-06-16 17:51:00,Pothole,Pothole,Closed,270.23333333333335,736143.0034722222,18,356.1583333333333,22,23060
26,16480,16480,Rancho Bernardo,16046.0,1.0,2016-06-28 00:05:00,33.00475073981379-117.0948145632791,0.0,33.0047507398,-117.09481456299999,Closed,0.0,0.0,2016-06-12 15:58:00,Pothole,Pothole,Closed,368.11666666666673,736143.0034722222,7,439.4333333333333,53,44745
27,16460,16460,Talmadge,15744.0,1.0,2016-06-29 00:04:00,32.75650490875728-117.08900167929346,0.0,32.756504908800004,-117.08900167899999,Closed,0.0,0.0,2016-06-24 10:27:00,Pothole,Pothole,Closed,109.61666666666667,736144.0027777777,15,362.3416666666667,34,9342
28,16471,16471,Ridgeview-Webster,15857.0,1.0,2016-06-29 00:04:00,32.7370822-117.0920838,0.0,32.7370822,-117.0920838,Closed,0.0,0.0,2016-06-19 14:34:00,Pothole,Pothole,Closed,225.5,736144.0027777777,19,334.79166666666663,12,8577
29,16500,16500,Clairemont Mesa West,16208.0,1.0,2016-06-29 00:04:00,32.801299373437075-117.18255594021618,0.0,32.8012993734,-117.18255594,Closed,0.0,0.0,2016-06-06 13:12:00,Pothole,Pothole,Closed,538.8666666666667,736144.0027777777,20,378.175,20,12999
30,16458,16458,Talmadge,15733.0,1.0,2016-06-30 00:04:00,32.75636023350967-117.09006719114475,0.0,32.7563602335,-117.090067191,Closed,0.0,0.0,2016-06-25 05:37:00,Pothole,Pothole,Closed,114.45,736145.0027777777,15,362.3416666666667,34,9342
31,16431,16431,Hillcrest,15556.0,1.0,2016-07-06 00:11:00,32.74692433266027-117.15341220484618,0.0,32.7469243327,-117.153412205,Closed,0.0,0.0,2016-07-05 20:43:00,Pothole,Pothole,Closed,3.466666666666667,736151.0076388889,21,350.0583333333333,30,13805
32,16493,16493,Del Cerro,16161.0,1.0,2016-07-06 00:43:00,32.780933-117.0647185,0.0,32.780933000000005,-117.0647185,Closed,0.0,0.0,2016-06-07 11:49:00,Pothole,Pothole,Closed,684.9,736151.0298611111,22,684.9,11,5683
33,16444,16444,Kearny Mesa,15650.0,1.0,2016-07-06 00:43:00,32.83227986021376-117.15919597374886,0.0,32.832279860199996,-117.159195974,Closed,0.0,0.0,2016-06-28 19:26:00,Pothole,Pothole,Closed,173.28333333333333,736151.0298611111,5,393.05,46,3029
34,16452,16452,Encanto,15696.0,1.0,2016-07-06 00:43:00,32.72099947122037-117.05649756335232,1.0,32.720999471199995,-117.056497563,Closed,0.0,0.0,2016-06-27 07:29:00,Pothole,Pothole,Closed,209.2333333333333,736151.0298611111,23,348.89166666666665,12,15197
35,16450,16450,Mira Mesa,15692.0,1.0,2016-07-06 00:43:00,32.91781130970538-117.14380114418032,0.0,32.9178113097,-117.143801144,Closed,0.0,0.0,2016-06-27 14:30:00,Pothole,Pothole,Closed,202.21666666666667,736151.0298611111,24,473.74166666666673,66,68906
36,16445,16445,Sorrento Valley,15658.0,1.0,2016-07-07 00:20:00,32.88039310000001-117.1720212,1.0,32.880393100000006,-117.1720212,Closed,0.0,0.0,2016-06-28 19:10:00,Pothole,Pothole,Closed,197.16666666666663,736152.0138888889,25,391.35,19,9186
37,16433,16433,University City,15584.0,1.0,2016-07-07 00:20:00,32.845345-117.22438,0.0,32.845345,-117.22438,Closed,0.0,0.0,2016-07-03 06:22:00,Pothole,Pothole,Closed,89.96666666666668,736152.0138888889,26,576.0083333333333,24,47710
38,16443,16443,Carmel Valley,15645.0,1.0,2016-07-07 00:20:00,32.923704-117.231173,0.0,32.923704,-117.231173,Closed,0.0,0.0,2016-06-29 09:21:00,Pothole,Pothole,Closed,182.98333333333332,736152.0138888889,6,318.85,15,38768
39,16434,16434,Rancho Bernardo,15588.0,1.0,2016-07-08 00:04:00,32.99830966632161-117.0843783394593,0.0,32.9983096663,-117.084378339,Closed,0.0,0.0,2016-07-02 16:00:00,Pothole,Pothole,Closed,128.06666666666666,736153.0027777777,7,439.4333333333333,53,44745
40,16449,16449,Rancho Bernardo,15685.0,1.0,2016-07-08 00:04:00,33.000161-117.078431,0.0,33.000161,-117.078431,Closed,0.0,0.0,2016-06-27 18:23:00,Pothole,Pothole,Closed,245.6833333333333,736153.0027777777,7,439.4333333333333,53,44745
41,16440,16440,Rancho Bernardo,15623.0,1.0,2016-07-08 00:04:00,33.013176-117.065598,1.0,33.013176,-117.065598,Closed,0.0,0.0,2016-06-29 18:58:00,Pothole,Pothole,Closed,197.1,736153.0027777777,7,439.4333333333333,53,44745
42,16492,16492,Rancho Bernardo,16159.0,1.0,2016-07-08 00:04:00,33.004207-117.0916849,1.0,33.004207,-117.09168490000002,Closed,0.0,0.0,2016-06-07 12:38:00,Pothole,Pothole,Closed,731.4333333333333,736153.0027777777,7,439.4333333333333,53,44745
43,16463,16463,Rancho Bernardo,15776.0,1.0,2016-07-08 00:04:00,32.995533-117.061228,0.0,32.995533,-117.061228,Closed,0.0,0.0,2016-06-22 20:53:00,Pothole,Pothole,Closed,363.1833333333333,736153.0027777777,7,439.4333333333333,53,44745
44,16455,16455,Loma Portal,15705.0,1.0,2016-07-12 00:06:00,32.73101655546671-117.2416574529471,0.0,32.731016555500005,-117.24165745299999,Closed,0.0,0.0,2016-06-26 15:13:00,Pothole,Pothole,Closed,368.88333333333327,736157.0041666667,18,356.1583333333333,22,23060
45,16432,16432,Bay Ho,15567.0,1.0,2016-07-12 00:06:00,32.807698177673316-117.21314458770752,0.0,32.8076981777,-117.21314458799999,Closed,0.0,0.0,2016-07-05 09:44:00,Pothole,Pothole,Closed,158.36666666666667,736157.0041666667,27,328.7416666666667,16,12392
46,16428,16428,Bay Park,15537.0,1.0,2016-07-13 00:03:00,32.79199254154069-117.2059000251312,1.0,32.7919925415,-117.205900025,Closed,0.0,0.0,2016-07-07 08:43:00,Pothole,Pothole,Closed,135.33333333333334,736158.0020833333,9,463.8083333333334,34,15818
47,16453,16453,Normal Heights,15703.0,1.0,2016-07-13 00:03:00,32.76331373368924-117.11515861516592,0.0,32.7633137337,-117.115158615,Closed,0.0,0.0,2016-06-26 17:14:00,Pothole,Pothole,Closed,390.81666666666666,736158.0020833333,28,456.90833333333336,24,16097
48,16446,16446,Talmadge,15660.0,1.0,2016-07-13 00:03:00,32.7554702-117.0988519,0.0,32.7554702,-117.0988519,Closed,0.0,0.0,2016-06-28 19:06:00,Pothole,Pothole,Closed,340.95,736158.0020833333,15,362.3416666666667,34,9342
49,16466,16466,Rancho Penasquitos,15815.0,1.0,2016-07-13 00:03:00,32.955886-117.134807,1.0,32.955886,-117.134807,Closed,0.0,0.0,2016-06-21 14:23:00,Pothole,Pothole,Closed,513.6666666666666,736158.0020833333,29,335.9083333333333,18,61808
50,16441,16441,College East,15630.0,1.0,2016-07-13 00:03:00,32.77876842770053-117.0664604288685,0.0,32.7787684277,-117.066460429,Closed,0.0,0.0,2016-06-29 14:55:00,Pothole,Pothole,Closed,321.1333333333333,736158.0020833333,30,368.61666666666673,40,11512
51,16412,16412,City Heights,15465.0,1.0,2016-07-13 00:03:00,32.735098-117.104885,0.0,32.735098,-117.104885,Closed,0.0,0.0,2016-07-09 21:14:00,Pothole,Pothole,Closed,74.81666666666666,736158.0020833333,31,373.76666666666665,25,0
52,16488,16488,Linda Vista,16124.0,1.0,2016-07-14 00:04:00,32.771536-117.165314,0.0,32.771536,-117.165314,Closed,0.0,0.0,2016-06-08 13:20:00,Pothole,Pothole,Closed,850.7333333333332,736159.0027777777,32,272.575,24,24028
53,16429,16429,Talmadge,15542.0,1.0,2016-07-15 00:03:00,32.76955599187358-117.08948960426028,0.0,32.7695559919,-117.089489604,Closed,0.0,0.0,2016-07-06 18:14:00,Pothole,Pothole,Closed,197.81666666666663,736160.0020833333,15,362.3416666666667,34,9342
54,16422,16422,Fairmont Village,15492.0,1.0,2016-07-15 00:03:00,32.744611-117.092594,0.0,32.744611,-117.092594,Closed,0.0,0.0,2016-07-08 23:05:00,Pothole,Pothole,Closed,144.96666666666667,736160.0020833333,33,321.98333333333335,11,10492
55,16427,16427,North Park,15533.0,1.0,2016-07-15 00:03:00,32.750330534045865-117.13635125918265,0.0,32.750330534,-117.136351259,Closed,0.0,0.0,2016-07-07 09:46:00,Pothole,Pothole,Closed,182.28333333333333,736160.0020833333,13,445.71666666666664,31,80276
56,16439,16439,Oak Park,15620.0,1.0,2016-07-15 00:03:00,32.74064-117.081012,0.0,32.74064,-117.08101200000002,Closed,0.0,0.0,2016-06-29 22:16:00,Pothole,Pothole,Closed,361.78333333333336,736160.0020833333,34,293.1,19,10194
57,16425,16425,Rolando,15496.0,1.0,2016-07-15 00:03:00,32.755422-117.0513112,0.0,32.755422,-117.0513112,Closed,0.0,0.0,2016-07-08 22:42:00,Pothole,Pothole,Closed,145.35,736160.0020833333,35,436.5,37,7452
58,16404,16404,Talmadge,15427.0,1.0,2016-07-15 00:04:00,32.76949907346577-117.0884918156502,1.0,32.7694990735,-117.088491816,Closed,0.0,0.0,2016-07-12 16:00:00,Pothole,Pothole,Closed,56.06666666666666,736160.0027777777,15,362.3416666666667,34,9342
59,16426,16426,Allied Gardens,15497.0,1.0,2016-07-19 00:03:00,32.79777-117.089039,0.0,32.79777,-117.089039,Closed,0.0,0.0,2016-07-08 20:03:00,Pothole,Pothole,Closed,244.0,736164.0020833333,3,447.05,13,8839
60,16411,16411,Linda Vista,15462.0,1.0,2016-07-19 00:03:00,32.7835215-117.1681749,0.0,32.7835215,-117.1681749,Closed,0.0,0.0,2016-07-10 10:16:00,Pothole,Pothole,Closed,205.78333333333333,736164.0020833333,32,272.575,24,24028
61,16435,16435,Allied Gardens,15601.0,1.0,2016-07-19 00:03:00,32.7929372-117.0882782,0.0,32.7929372,-117.08827820000002,Closed,0.0,0.0,2016-06-30 18:38:00,Pothole,Pothole,Closed,437.41666666666674,736164.0020833333,3,447.05,13,8839
62,16496,16496,Mission Bay,16173.0,1.0,2016-07-20 00:05:00,32.7909179-117.2536726,0.0,32.790917900000004,-117.2536726,Closed,0.0,1.0,2016-06-07 06:26:00,Pothole,Pothole,Closed,1025.65,736165.0034722222,17,417.6,23,60822
63,16472,16472,Miramar,15866.0,1.0,2016-07-20 00:05:00,32.8944852-117.1293804,1.0,32.8944852,-117.1293804,Closed,0.0,1.0,2016-06-19 14:11:00,Pothole,Pothole,Closed,729.9,736165.0034722222,36,281.5,11,2209
64,16406,16406,Allied Gardens,15441.0,1.0,2016-07-20 00:05:00,32.79833910873413-117.08789679055884,0.0,32.7983391087,-117.087896791,Closed,0.0,0.0,2016-07-11 14:15:00,Pothole,Pothole,Closed,201.8333333333333,736165.0034722222,3,447.05,13,8839
65,16469,16469,Miramar,15841.0,1.0,2016-07-20 00:05:00,32.8944734-117.1227337,0.0,32.8944734,-117.1227337,Closed,0.0,0.0,2016-06-20 12:46:00,Pothole,Pothole,Closed,707.3166666666667,736165.0034722222,36,281.5,11,2209
66,16407,16407,Allied Gardens,15442.0,1.0,2016-07-20 00:05:00,32.79778082999922-117.09198531563932,0.0,32.79778083,-117.091985316,Closed,0.0,0.0,2016-07-11 14:14:00,Pothole,Pothole,Closed,201.85,736165.0034722222,3,447.05,13,8839
67,16399,16399,Rancho Bernardo,15378.0,1.0,2016-07-21 00:05:00,33.01914333754809-117.0647909850075,0.0,33.0191433375,-117.064790985,Closed,0.0,0.0,2016-07-15 14:35:00,Pothole,Pothole,Closed,129.5,736166.0034722222,7,439.4333333333333,53,44745
68,16416,16416,Rancho Bernardo,15478.0,1.0,2016-07-21 00:05:00,33.0234955-117.0801531,0.0,33.0234955,-117.0801531,Closed,0.0,0.0,2016-07-09 11:11:00,Pothole,Pothole,Closed,276.9,736166.0034722222,7,439.4333333333333,53,44745
69,16405,16405,Pacific Beach,15429.0,1.0,2016-07-22 07:57:00,32.7998493421012-117.2312434900318,0.0,32.7998493421,-117.23124349,Closed,0.0,0.0,2016-07-12 14:17:00,Pothole,Pothole,Closed,233.66666666666663,736167.33125,10,409.75833333333327,44,30308
70,16437,16437,Normal Heights,15615.0,1.0,2016-07-23 00:03:00,32.7565742-117.1224466,0.0,32.7565742,-117.1224466,Closed,0.0,0.0,2016-06-30 06:47:00,Pothole,Pothole,Closed,545.2666666666668,736168.0020833333,28,456.90833333333336,24,16097
71,16397,16397,Hillcrest,15344.0,1.0,2016-07-23 00:03:00,32.7499252-117.1699749,0.0,32.7499252,-117.1699749,Closed,0.0,0.0,2016-07-16 16:00:00,Pothole,Pothole,Closed,152.05,736168.0020833333,21,350.0583333333333,30,13805
72,16413,16413,Normal Heights,15466.0,1.0,2016-07-23 00:03:00,32.76382634419274-117.1183308308172,0.0,32.7638263442,-117.11833083100001,Closed,0.0,0.0,2016-07-09 19:58:00,Pothole,Pothole,Closed,316.0833333333333,736168.0020833333,28,456.90833333333336,24,16097
73,16386,16386,Kensington,15284.0,1.0,2016-07-25 00:04:00,32.75515243926485-117.10504722907574,0.0,32.7551524393,-117.105047229,Closed,0.0,0.0,2016-07-20 20:19:00,Pothole,Pothole,Closed,99.75,736170.0027777777,37,416.46666666666664,35,5804
74,16403,16403,College East,15417.0,1.0,2016-07-26 00:03:00,32.77055157479813-117.05791498147584,0.0,32.7705515748,-117.05791498100001,Closed,0.0,0.0,2016-07-13 10:35:00,Pothole,Pothole,Closed,301.46666666666664,736171.0020833333,30,368.61666666666673,40,11512
75,16392,16392,City Heights,15339.0,1.0,2016-07-26 00:03:00,32.7496074-117.1069588,0.0,32.749607399999995,-117.1069588,Closed,0.0,0.0,2016-07-17 18:27:00,Pothole,Pothole,Closed,197.6,736171.0020833333,31,373.76666666666665,25,0
76,16430,16430,North Park,15553.0,1.0,2016-07-26 00:03:00,32.7566747-117.1372503,0.0,32.7566747,-117.1372503,Closed,0.0,0.0,2016-07-06 11:05:00,Pothole,Pothole,Closed,468.96666666666664,736171.0020833333,13,445.71666666666664,31,80276
77,16424,16424,Roseville-Fleetridge,15494.0,1.0,2016-07-27 00:03:00,32.7294906-117.2261789,0.0,32.7294906,-117.2261789,Closed,0.0,0.0,2016-07-08 23:01:00,Pothole,Pothole,Closed,433.03333333333336,736172.0020833333,38,433.025,20,0
78,16393,16393,Pacific Beach,15340.0,1.0,2016-07-27 00:03:00,32.80146685271161-117.22966431303024,0.0,32.8014668527,-117.22966431299999,Closed,0.0,0.0,2016-07-17 10:42:00,Pothole,Pothole,Closed,229.35,736172.0020833333,10,409.75833333333327,44,30308
79,16423,16423,Roseville-Fleetridge,15493.0,1.0,2016-07-27 00:03:00,32.7297391-117.2258037,1.0,32.7297391,-117.2258037,Closed,0.0,0.0,2016-07-08 23:02:00,Pothole,Pothole,Closed,433.01666666666665,736172.0020833333,38,433.025,20,0
80,16391,16391,Otay Mesa West,15329.0,1.0,2016-07-28 00:04:00,32.5829275-117.0473148,1.0,32.582927500000004,-117.0473148,Closed,0.0,0.0,2016-07-18 12:59:00,Pothole,Pothole,Closed,227.0833333333333,736173.0027777777,39,356.79166666666663,10,35349
81,16420,16420,Barrio Logan,15482.0,1.0,2016-07-28 00:04:00,32.69388746295897-117.13246374053955,0.0,32.693887463,-117.13246374100001,Closed,0.0,0.0,2016-07-09 09:30:00,Pothole,Pothole,Closed,446.56666666666666,736173.0027777777,40,521.65,17,10057
82,16409,16409,Kensington,15455.0,1.0,2016-07-28 00:04:00,32.7652587-117.1065911,0.0,32.7652587,-117.1065911,Closed,0.0,0.0,2016-07-10 20:18:00,Pothole,Pothole,Closed,411.76666666666665,736173.0027777777,37,416.46666666666664,35,5804
83,16408,16408,Otay Mesa West,15445.0,1.0,2016-07-28 00:04:00,32.579598-117.054355,0.0,32.579598,-117.054355,Closed,0.0,0.0,2016-07-11 10:54:00,Pothole,Pothole,Closed,397.16666666666674,736173.0027777777,39,356.79166666666663,10,35349
84,16388,16388,Paradise Hills,15296.0,1.0,2016-07-28 00:04:00,32.6857320685244-117.0574256592589,0.0,32.6857320685,-117.05742565899999,Closed,0.0,0.0,2016-07-20 12:52:00,Pothole,Pothole,Closed,179.2,736173.0027777777,41,321.1,10,24176
85,16394,16394,Kearny Mesa,15341.0,1.0,2016-07-29 00:04:00,32.81103451586611-117.15330127916792,0.0,32.811034515900005,-117.15330127899999,Closed,0.0,1.0,2016-07-16 23:45:00,Pothole,Pothole,Closed,288.31666666666666,736174.0027777777,5,393.05,46,3029
86,16385,16385,Clairemont Mesa West,15274.0,1.0,2016-08-02 00:05:00,32.816480808479874-117.18052892608642,0.0,32.816480808499996,-117.18052892600001,Closed,0.0,0.0,2016-07-21 15:55:00,Pothole,Pothole,Closed,272.1666666666667,736178.0034722222,20,378.175,20,12999
87,16398,16398,Kearny Mesa,15357.0,1.0,2016-08-02 00:05:00,32.8306267-117.137659,0.0,32.8306267,-117.137659,Closed,0.0,0.0,2016-07-16 14:18:00,Pothole,Pothole,Closed,393.78333333333336,736178.0034722222,5,393.05,46,3029
88,16381,16381,Mira Mesa,15228.0,1.0,2016-08-02 00:05:00,32.913681-117.150599,0.0,32.913681,-117.150599,Closed,0.0,0.0,2016-07-25 14:22:00,Pothole,Pothole,Closed,177.71666666666667,736178.0034722222,24,473.74166666666673,66,68906
89,16400,16400,Mira Mesa,15379.0,1.0,2016-08-02 00:05:00,32.9173235-117.1204832,0.0,32.9173235,-117.1204832,Closed,0.0,0.0,2016-07-15 14:10:00,Pothole,Pothole,Closed,417.91666666666674,736178.0034722222,24,473.74166666666673,66,68906
90,16396,16396,North Clairemont,15343.0,1.0,2016-08-02 00:05:00,32.83463003261558-117.1787339302772,0.0,32.8346300326,-117.17873393,Closed,0.0,0.0,2016-07-16 17:00:00,Pothole,Pothole,Closed,391.08333333333326,736178.0034722222,42,366.81666666666666,21,14399
91,16389,16389,Kearny Mesa,15299.0,1.0,2016-08-02 00:05:00,32.832492340713564-117.15956033343502,0.0,32.8324923407,-117.15956033299999,Closed,0.0,0.0,2016-07-20 09:58:00,Pothole,Pothole,Closed,302.1166666666667,736178.0034722222,5,393.05,46,3029
92,16380,16380,Rancho Bernardo,15225.0,1.0,2016-08-03 00:06:00,33.00010012465808-117.0869610552835,0.0,33.0001001247,-117.086961055,Closed,0.0,0.0,2016-07-25 16:19:00,Pothole,Pothole,Closed,199.78333333333333,736179.0041666667,7,439.4333333333333,53,44745
93,16383,16383,Loma Portal,15260.0,1.0,2016-08-04 00:04:00,32.75381344587019-117.2231545917511,0.0,32.7538134459,-117.22315459200001,Closed,0.0,0.0,2016-07-22 21:02:00,Pothole,Pothole,Closed,291.03333333333336,736180.0027777777,18,356.1583333333333,22,23060
94,16377,16377,Ocean Beach,15181.0,1.0,2016-08-04 00:04:00,32.75093899315533-117.244903243657,1.0,32.7509389932,-117.244903244,Closed,0.0,0.0,2016-07-28 14:56:00,Pothole,Pothole,Closed,153.13333333333333,736180.0027777777,43,369.01666666666665,15,10144
95,16375,16375,Pacific Beach,15161.0,1.0,2016-08-04 00:04:00,32.7842107-117.2363331,0.0,32.7842107,-117.2363331,Closed,0.0,0.0,2016-07-30 20:02:00,Pothole,Pothole,Closed,100.03333333333332,736180.0027777777,10,409.75833333333327,44,30308
96,16390,16390,Pacific Beach,15307.0,1.0,2016-08-04 00:04:00,32.79702-117.240661,0.0,32.79702,-117.24066100000002,Closed,0.0,0.0,2016-07-19 17:01:00,Pothole,Pothole,Closed,367.05,736180.0027777777,10,409.75833333333327,44,30308
97,16372,16372,North Park,15141.0,1.0,2016-08-05 00:03:00,32.740725519704306-117.12946407613526,0.0,32.7407255197,-117.129464076,Closed,0.0,0.0,2016-08-01 11:53:00,Pothole,Pothole,Closed,84.16666666666667,736181.0020833333,13,445.71666666666664,31,80276
98,16379,16379,San Carlos,15210.0,1.0,2016-08-11 00:04:00,32.802422771736126-117.05360679550176,0.0,32.8024227717,-117.053606796,Closed,0.0,0.0,2016-07-26 17:31:00,Pothole,Pothole,Closed,366.55,736187.0027777777,44,487.1833333333333,13,14101
99,16378,16378,San Carlos,15183.0,1.0,2016-08-11 00:04:00,32.812029-117.04314,0.0,32.812028999999995,-117.04314,Closed,0.0,0.0,2016-07-28 09:27:00,Pothole,Pothole,Closed,326.6166666666667,736187.0027777777,44,487.1833333333333,13,14101
