,pole,longitude,latitude
1210,16-710,-117.149573,32.713244
1211,16-716,-117.149574,32.713378000000006
1212,16-718,-117.149575,32.713512
1213,16-807,-117.149394,32.713782
1214,16-809,-117.149394,32.713878
1215,16-813,-117.149395,32.713954
1216,16-814,-117.14957700000001,32.714048999999996
1217,16-816,-117.149578,32.714144
1218,16-817,-117.149396,32.714256
1219,16-818,-117.149579,32.714355
1220,16-819,-117.149398,32.714436
1221,16-822,-117.14958100000001,32.714535
1222,16-824,-117.14958200000001,32.714615
1223,16-825,-117.150828,32.715606
1224,6-500E,-117.159221,32.710714
1225,6-603,-117.159135,32.711698
1226,6-605,-117.159136,32.711757
1227,6-607,-117.15913700000002,32.711797
1228,6-615,-117.15914,32.711954
1229,6-617,-117.160191,32.712104
1230,6-619,-117.159144,32.71215
1231,6-621,-117.15914599999999,32.712247999999995
1232,6-623,-117.159148,32.712346000000004
1233,6-625,-117.159149,32.712445
1234,6-703,-117.159153,32.712668
1235,6-705,-117.159154,32.712784
1236,6-707,-117.159155,32.712881
1237,6-715,-117.159158,32.713153999999996
1238,6-717,-117.159159,32.71327
1239,6-719,-117.15916000000001,32.713328000000004
1240,6-721,-117.15916000000001,32.713367
1241,6-817,-117.15931200000001,32.710367
1242,6-819,-117.15916899999999,32.714178000000004
1243,6-821,-117.15916999999999,32.71431
1244,6-903,-117.159175,32.714928
1245,6-905,-117.159177,32.715082
1246,6-907,-117.159178,32.715216999999996
1247,6-909,-117.15917900000001,32.715371000000005
1248,6-911,-117.15917900000001,32.715447999999995
1249,6-913,-117.15918,32.715525
1250,6-915,-117.15918,32.715602000000004
1251,7-1000,-117.15844399999999,32.715845
1252,7-1001,-117.15826200000001,32.715903999999995
1253,7-1002,-117.158445,32.71598
1254,7-1003,-117.15826299999999,32.716039
1255,7-1004,-117.158446,32.716115
1256,7-1005,-117.15826399999999,32.716174
1257,7-1006,-117.158447,32.716251
1258,7-1007,-117.15826499999999,32.71631
1259,7-1009,-117.158266,32.716387
1260,7-1013,-117.158266,32.716445
1261,7-1015,-117.158267,32.716522
1262,7-1017,-117.158267,32.71658
1263,7-1021,-117.15826799999999,32.716658
1264,7-507,-117.15821000000001,32.71058
1265,7-509,-117.15821299999999,32.710699
1266,7-511,-117.15821499999998,32.710798
1267,7-513,-117.15821799999999,32.710918
1268,7-515,-117.15821100000001,32.711048999999996
1269,7-517,-117.158226,32.711128
1270,7-519,-117.15822,32.711017
1271,7-521,-117.158222,32.711137
1272,7-606,-117.15841499999999,32.711679
1273,7-608,-117.15841599999999,32.711778
1274,7-610,-117.158418,32.711897
1275,7-615,-117.15823700000001,32.711997
1276,7-617,-117.158239,32.712096
1277,7-618,-117.158422,32.712213
1278,7-620,-117.158424,32.712332
1279,7-624,-117.158425,32.712431
1280,7-700,-117.158428,32.712695000000004
1281,7-702,-117.158428,32.712771999999994
1282,7-703,-117.15824599999999,32.712831
1283,7-705,-117.15824599999999,32.712889000000004
1284,7-707,-117.158247,32.712947
1285,7-708,-117.158429,32.713024
1286,7-715,-117.158247,32.71314
1287,7-717,-117.158248,32.713218
1288,7-719,-117.158248,32.713276
1289,7-720,-117.15843000000001,32.713352
1290,7-721,-117.158248,32.713411
1291,7-722,-117.15843100000001,32.713468
1292,7-723,-117.158267,32.713423999999996
1293,7-724,-117.15843100000001,32.713546
1294,7-725,-117.15824099999999,32.713432
1295,7-800,-117.158432,32.713745
1296,7-801,-117.15825,32.713784000000004
1297,7-803,-117.158251,32.713840999999995
1298,7-805,-117.158251,32.713898
1299,7-807,-117.158252,32.713936
1300,7-810,-117.15843400000001,32.714011
1301,7-811,-117.158252,32.71405
1302,7-812,-117.15843500000001,32.714106
1303,7-813,-117.158253,32.714164000000004
1304,7-814,-117.15843600000001,32.714220000000005
1305,7-815,-117.158254,32.714259000000006
1306,7-817,-117.158254,32.714316
1307,7-819,-117.15825500000001,32.714372999999995
1308,7-821,-117.15825500000001,32.714411
1309,7-822,-117.15843799999999,32.714486
1310,7-823,-117.15825600000001,32.714525
1311,7-824,-117.15843799999999,32.714581
1312,7-901,-117.158257,32.7148
1313,7-902,-117.15843999999998,32.714895
1314,7-903,-117.158258,32.714973
1315,7-904,-117.15843999999998,32.715068
1316,7-905,-117.15825900000002,32.715145
1317,7-906,-117.158441,32.715241
1318,7-907,-117.15825900000002,32.715317999999996
1319,7-908,-117.158442,32.715413
1320,7-913,-117.15826000000001,32.715491
1321,7-915,-117.15826100000001,32.715586
1322,8-1001,-117.15736000000001,32.715988
1323,8-1003,-117.15736000000001,32.715988
1324,8-1004,-117.15753400000001,32.715926
1325,8-1006,-117.15753400000001,32.716099
1326,8-1008,-117.15753500000001,32.716253
1327,8-1009,-117.15722,32.716088
1328,8-1010,-117.15753500000001,32.716331
1329,8-1015,-117.157354,32.716408
1330,8-1017,-117.157354,32.716485
1331,8-1019,-117.157354,32.716561999999996
1332,8-1021,-117.15735500000001,32.716640000000005
1333,8-400E,-117.157449,32.709964
1334,8-404,-117.15748700000002,32.709781
1335,8-410,-117.15740600000001,32.709928000000005
1336,8-412,-117.157427,32.710048
1337,8-414,-117.157427,32.710048
1338,8-416,-117.157283,32.710145000000004
1339,8-418,-117.15746299999999,32.710358
1340,8-504,-117.15748799999999,32.710524
1341,8-509,-117.157308,32.710702000000005
1342,8-511,-117.157308,32.71076
1343,8-514,-117.157491,32.710838
1344,8-516,-117.157491,32.710896999999996
1345,8-518,-117.15749199999999,32.710989
1346,8-519,-117.15731000000001,32.711052
1347,8-520,-117.15749299999999,32.711114
1348,8-521,-117.157311,32.711177
1349,8-522,-117.157494,32.711258
1350,8-523,-117.157312,32.711301
1351,8-524,-117.157495,32.711383000000005
1352,8-525,-117.15731299999999,32.711425
1353,8-606,-117.157501,32.711765
1354,8-609,-117.15748,32.711985999999996
1355,8-611,-117.157471,32.712009
1356,8-614,-117.15750700000001,32.712061
1357,8-615,-117.157327,32.712163000000004
1358,8-616,-117.15751000000002,32.712259
1359,8-617,-117.15733,32.712361
1360,8-618,-117.15751399999999,32.712457
1361,8-700,-117.157517,32.712701
1362,8-701,-117.15733600000002,32.712759999999996
1363,8-702,-117.157518,32.712817
1364,8-703,-117.15733600000002,32.712876
1365,8-704,-117.15751399999999,32.71283
1366,8-705,-117.15733600000002,32.712933
1367,8-706,-117.15745700000001,32.712894
1368,8-707,-117.15733600000002,32.712990999999995
1369,8-708,-117.157428,32.712896
1370,8-710,-117.157519,32.713068
1371,8-712,-117.157519,32.713126
1372,8-714,-117.15741399999999,32.713118
1373,8-716,-117.15743400000001,32.71309
1374,8-718,-117.157519,32.713184000000005
1375,8-721,-117.15733700000001,32.713242
1376,8-722,-117.15751999999999,32.713299
1377,8-723,-117.157338,32.713358
1378,8-724,-117.15751999999999,32.713434
1379,8-725,-117.157338,32.713473
1380,8-726,-117.157521,32.71355
1381,8-800,-117.157522,32.71375
1382,8-802,-117.157522,32.713807
1383,8-808,-117.157523,32.713864
1384,8-809,-117.15734099999999,32.713903
1385,8-810,-117.157524,32.713978000000004
1386,8-811,-117.15734199999999,32.714017
1387,8-812,-117.157524,32.714092
1388,8-813,-117.157343,32.714131
1389,8-814,-117.157525,32.714187
1390,8-815,-117.157343,32.714245
1391,8-816,-117.157526,32.714302
1392,8-817,-117.157344,32.71436
1393,8-819,-117.15734499999999,32.714417
1394,8-820,-117.157527,32.714473
1395,8-821,-117.15734599999999,32.714531
1396,8-823,-117.15734599999999,32.714588
1397,8-901,-117.157347,32.714787
1398,8-902,-117.157529,32.714844
1399,8-903,-117.157347,32.714902
1400,8-904,-117.15753000000001,32.714978
1401,8-906,-117.15753000000001,32.715035
1402,8-913,-117.157348,32.715074
1403,8-915,-117.157348,32.715132000000004
1404,8-916,-117.157531,32.715208000000004
1405,8-917,-117.157349,32.715265
1406,8-918,-117.157531,32.715322
1407,8-920,-117.157531,32.715379999999996
1408,8-922,-117.157532,32.715456
1409,8-923,-117.15735,32.715495000000004
1410,8-924,-117.157532,32.715571000000004
1411,8-925,-117.15735,32.71561
1412,9-1000,-117.156628,32.71589
1413,9-1002,-117.156628,32.715986
1414,9-1008,-117.156632,32.716313
1415,9-1014,-117.15663300000001,32.716409000000006
1416,9-1016,-117.15663400000001,32.716525
1417,9-1018,-117.15663500000001,32.716621
1418,9-1100,-117.15663700000002,32.7169
1419,9-1108,-117.15664,32.717228999999996
1420,9-1110,-117.15664,32.717307
1421,9-1112,-117.156641,32.717385
1422,9-1114,-117.15664199999999,32.717462
1423,9-1118,-117.15664199999999,32.717559
1424,9-1120,-117.15664299999999,32.717636999999996
1425,9-1122,-117.15664299999999,32.717714
1426,9-1200,-117.156645,32.717954999999996
1427,9-1201,-117.15718999999999,32.718070000000004
1428,9-1203,-117.15732,32.718098
1429,9-1208,-117.15664699999999,32.718129
1430,9-1210,-117.156648,32.718206
1431,9-1212,-117.156649,32.718283
1432,9-1218,-117.15665,32.718361
1433,9-1220,-117.15665,32.718438
1434,9-412,-117.15656000000001,32.709777
1435,9-414,-117.156566,32.710085
1436,9-500,-117.156573,32.710627
1437,9-502,-117.156575,32.710803000000006
1438,9-504,-117.156577,32.710992
1439,9-506,-117.15657900000001,32.711158000000005
1440,9-520,-117.156581,32.711345
1441,9-600,-117.156585,32.711671
1442,9-601,-117.156405,32.711771999999996
1443,9-602,-117.15658799999999,32.711870000000005
1444,9-615,-117.156411,32.71217
1445,9-617,-117.15641299999999,32.712269
1446,9-618,-117.156596,32.712367
1447,9-620,-117.156598,32.712466
1448,9-702,-117.156601,32.712709999999994
1449,9-704,-117.156602,32.712787
1450,9-706,-117.156603,32.712844
1451,9-707,-117.156421,32.712903000000004
1452,9-708,-117.156604,32.712979
1453,9-709,-117.156423,32.713037
1454,9-710,-117.156605,32.713094
1455,9-711,-117.156424,32.713153000000005
1456,9-712,-117.0,32.1
1457,9-713,-117.156425,32.713229
1458,9-719,-117.156425,32.713287
1459,9-720,-117.156608,32.713362
1460,9-721,-117.15642700000001,32.713421000000004
1461,9-723,-117.15642700000001,32.713479
1462,9-725,-117.156428,32.713536
1463,9-803,-117.15643,32.713736
1464,9-805,-117.15643,32.713793
1465,9-807,-117.15643,32.713851
1466,9-809,-117.15643100000001,32.713908
1467,9-810,-117.156613,32.713984
1468,9-811,-117.15643200000001,32.714023
1469,9-812,-117.15661399999999,32.714099
1470,9-813,-117.15643200000001,32.714138
1471,9-814,-117.15661499999999,32.714194
1472,9-815,-117.156433,32.714253
1473,9-816,-117.15661599999999,32.714309
1474,9-817,-117.156434,32.714366999999996
1475,9-818,-117.15661599999999,32.714424
1476,9-819,-117.15646399999999,32.714371
1477,9-820,-117.156617,32.714539
1478,9-821,-117.156499,32.714504999999996
1479,9-901,-117.15643700000001,32.714777000000005
1480,9-902,-117.15661899999999,32.714833
1481,9-903,-180.0,32.714
1482,9-904,-117.15661999999999,32.714948
1483,9-906,-117.156621,32.714985999999996
1484,9-908,-117.156621,32.715043
1485,9-910,-117.156621,32.715081
1486,9-912,-117.156622,32.715138
1487,9-914,-117.156622,32.715195
1488,9-916,-117.156623,32.71529
1489,9-920,-117.156623,32.715385
1490,9-922,-117.156624,32.71548
1491,9-924,-117.156624,32.715538
1492,9-926,-117.156625,32.715633000000004
1493,B-1000,-117.155368,32.717822
1494,B-1001,-117.155451,32.717746000000005
1495,B-1002,-117.15531200000001,32.717802
1496,B-1003,-117.155318,32.717746999999996
1497,B-1004,-117.155323,32.717632
1498,B-1006,-117.155258,32.717706
1499,B-1009,-117.15516699999999,32.717748
1500,B-1010,-117.15503500000001,32.717868
1501,B-1011,-117.155033,32.717749
1502,B-1012,-117.15506,32.71803
1503,B-1013,-117.154899,32.71775
1504,B-1014,-117.15493300000001,32.717934
1505,B-1016,-117.15514499999999,32.717818
1506,B-1101,-117.154592,32.717752000000004
1507,B-1103,-117.154509,32.717752000000004
1508,B-1109,-117.154426,32.717753
1509,B-1111,-117.154344,32.717754
1510,B-1113,-117.154178,32.717755
1511,B-1114,-117.154097,32.717909000000006
1512,B-1115,-117.15401200000001,32.717756
1513,B-1117,-117.153929,32.717757
1514,C-1300N,-117.152732,32.716904
1515,C-1300S,-117.152418,32.716709
1516,C-1314,-117.152179,32.716873
1517,C-1316,-117.15206299999998,32.716874
1518,D-1203,-117.153582,32.715662
1519,D-1205,-117.15341399999998,32.715663
1520,D-1209,-117.153246,32.715665
1521,D-1301,-117.152735,32.715668
1522,D-1303,-117.15263600000002,32.715668
1523,D-1306,-117.15252,32.715823
1524,D-1308,-117.15242099999999,32.715823
1525,D-1310,-117.152321,32.715824
1526,D-1312,-117.15220500000001,32.715824
1527,D-1314,-117.152105,32.715825
1528,D-1400N1,-117.15133200000001,32.715841999999995
1529,D-1400N2,-117.15100000000001,32.715869
1530,D-1403,-117.151698,32.715672999999995
1531,D-1405,-117.15158400000001,32.715672999999995
1532,D-1407,-117.15146899999999,32.715674
1533,D-1409,-117.15135500000001,32.715675
1534,D-1421,-117.15093200000001,32.715666
1535,D-1423,-117.1508,32.715672
1536,D-1425,-117.150926,32.715677
1537,D-1427,-117.150811,32.715678000000004
1538,D-1429,-117.150697,32.715678000000004
1539,D-1508,-117.15003700000001,32.715654
1540,D-1510,-117.15002199999999,32.715604
1541,D-1512,-117.149725,32.715692
1542,D-1514,-117.149809,32.715697999999996
1543,D-1601,-117.149386,32.715685
1544,D-1602,-117.149235,32.715834
1545,D-1603,-117.149303,32.715685
1546,D-1604,-117.14926299999999,32.715846
1547,D-1605,-117.14923600000002,32.715686
1548,D-1606,-117.149105,32.715863
1549,D-1607,-117.149152,32.715686
1550,D-1608,-117.14907,32.715841
1551,D-1609,-117.149002,32.715687
1552,D-1610,-117.14891999999999,32.715841999999995
1553,D-1612,-117.148853,32.715841999999995
1554,D-1615,-117.148784,32.715689000000005
1555,D-1616,-117.148702,32.715844
1556,E-1001,-117.155918,32.713689
1557,E-1002,-117.155496,32.714771
1558,E-1003,-117.155445,32.714618
1559,E-1004,-117.15538000000001,32.714771999999996
1560,E-1005,-117.155328,32.714619
1561,E-1006,-117.15526299999999,32.714773
1562,E-1007,-117.15521100000001,32.714620000000004
1563,E-1008,-117.155146,32.714774
1564,E-1009,-117.15509499999999,32.714620000000004
1565,E-1011,-117.155028,32.714621
1566,E-1012,-117.154963,32.714775
1567,E-1013,-117.15491100000001,32.714622
1568,E-1015,-117.15486100000001,32.714622
1569,E-1017,-117.154795,32.714622999999996
1570,E-1104,-117.15458799999999,32.714778
1571,E-1105,-117.154537,32.714624
1572,E-1106,-117.154455,32.714778
1573,E-1107,-117.154404,32.714625
1574,E-1108,-117.154338,32.714779
1575,E-1109,-117.15427,32.714625
1576,E-1110,-117.15420400000001,32.714779
1577,E-1111,-117.15415300000001,32.714626
1578,E-1113,-117.154086,32.714626
1579,E-1115,-117.15401899999999,32.714626
1580,E-1116,-117.153953,32.71478
1581,E-1117,-117.153885,32.714627
1582,E-1300,-117.152782,32.714786
1583,E-1302,-117.15271499999999,32.714786
1584,E-1303,-117.15266399999999,32.714632
1585,E-1304,-117.152615,32.714786
1586,E-1305,-117.15256399999998,32.714633
1587,E-1306,-117.152498,32.714787
1588,E-1307,-117.152447,32.714633
1589,E-1308,-117.152382,32.714787
1590,E-1310,-117.152332,32.714787
1591,E-1311,-117.152281,32.714634000000004
1592,E-1312,-117.15221499999998,32.714788
1593,E-1313,-117.15216399999998,32.714634000000004
1594,E-1400,-117.15186299999999,32.714789
1595,E-1402,-117.15180600000001,32.71479
1596,E-1404,-117.15177800000001,32.71479
1597,E-1405,-117.151748,32.714636
1598,E-1407,-117.15172,32.714636
1599,E-1409,-117.15166200000002,32.714636
1600,E-1411,-117.151634,32.714636
1601,E-1412,-117.151577,32.71479
1602,E-1413,-117.15154799999999,32.714636999999996
1603,E-1414,-117.15149199999999,32.714791
1604,E-1416,-117.15146299999999,32.714791
1605,E-1417,-117.15143400000001,32.714636999999996
1606,E-1418,-117.151377,32.714791
1607,E-1419,-117.151348,32.714636999999996
1608,E-1420,-117.15129099999999,32.714791999999996
1609,E-1422,-117.15126299999999,32.714791999999996
1610,E-1423,-117.151233,32.714638
1611,E-1424,-117.151177,32.714791999999996
1612,E-1425,-117.151147,32.714638
1613,E-1426,-117.151091,32.714791999999996
1614,E-1427,-117.15106200000001,32.714639
1615,E-1428,-117.151005,32.714793
1616,E-1429,-117.151004,32.714639
1617,E-1430,-117.150948,32.714793
1618,E-1431,-117.15091899999999,32.714639
1619,E-1432,-117.15086200000002,32.714793
1620,E-1433,-117.150833,32.714639
1621,E-1434,-117.15077600000001,32.714794
1622,E-1435,-117.150747,32.71464
1623,E-1436,-117.150691,32.714794
1624,E-1438,-117.15066200000001,32.714794
1625,E-1440,-117.15063300000001,32.714794
1626,E-1442,-117.150576,32.714794
1627,E-1501,-117.150281,32.714642
1628,E-1503,-117.15018,32.714642
1629,E-1505,-117.150095,32.714642
1630,E-1506,-117.14999499999999,32.714797
1631,E-1508,-117.14989299999999,32.714797
1632,E-1512,-117.149809,32.714797
1633,E-1513,-117.14972399999999,32.714644
1634,E-1515,-117.149622,32.714644
1635,E-600,-117.159102,32.714742
1636,E-602,-117.158984,32.714743
1637,E-604,-117.15886599999999,32.714744
1638,E-606,-117.158731,32.714745
1639,E-613,-117.158629,32.714591999999996
1640,E-615,-117.158511,32.714593
1641,E-700,-117.15823600000002,32.714749
1642,E-701,-117.158185,32.714595
1643,E-702,-117.158119,32.714749
1644,E-703,-117.15806699999999,32.714596
1645,E-704,-117.158002,32.71475
1646,E-706,-117.15795200000001,32.714751
1647,E-708,-117.15788500000001,32.714751
1648,E-710,-117.15781799999999,32.714752000000004
1649,E-711,-117.15776699999999,32.714597999999995
1650,E-712,-117.157701,32.714752000000004
1651,E-713,-117.15764899999999,32.714599
1652,E-714,-117.15758400000001,32.714753
1653,E-715,-117.157532,32.7146
1654,E-800,-117.157276,32.714756
1655,E-802,-117.15715900000001,32.714757
1656,E-804,-117.15704199999999,32.714759
1657,E-807,-117.15692299999999,32.714605999999996
1658,E-809,-117.156806,32.714607
1659,E-812,-117.156674,32.714762
1660,E-900,-117.156415,32.714765
1661,E-902,-117.156364,32.714765
1662,E-904,-117.156296,32.714766
1663,E-905,-117.156244,32.714612
1664,E-906,-117.156178,32.714766
1665,E-907,-117.156126,32.714613
1666,E-908,-117.15606000000001,32.714766999999995
1667,E-910,-117.155992,32.714768
1668,E-911,-117.15593999999999,32.714614000000005
1669,E-912,-117.155874,32.714769
1670,E-913,-117.155822,32.714615
1671,E-915,-117.155703,32.714616
1672,F-1000N,-117.15511399999998,32.713778999999995
1673,F-1000S,-117.155098,32.713619
1674,F-1100N,-117.15413999999998,32.713769
1675,F-1100S,-117.15438300000001,32.713543
1676,F-1200S,-117.15453000000001,32.713718
1677,F-1300N,-117.15234299999999,32.713746
1678,F-1300S,-117.152427,32.713623999999996
1679,F-601,-117.158872,32.713558
1680,F-603,-117.158704,32.713559000000004
1681,F-613,-117.15853700000001,32.71356
1682,F-701,-117.15821100000001,32.713561
1683,F-703,-117.15812700000001,32.713561
1684,F-705,-117.15804399999999,32.713561999999996
1685,F-707,-117.15796,32.713561999999996
1686,F-709,-117.157876,32.713561999999996
1687,F-711,-117.157793,32.713563
1688,F-713,-117.15770900000001,32.713563
1689,F-714,-117.157627,32.713716999999995
1690,F-715,-117.157641,32.713561
1691,F-716,-117.15754299999999,32.713718
1692,F-800,-117.157335,32.713719
1693,F-802,-117.15726799999999,32.713719
1694,F-804,-117.157218,32.713719
1695,F-805,-117.15716699999999,32.713565
1696,F-806,-117.157101,32.71372
1697,F-807,-117.15705,32.713566
1698,F-808,-117.157001,32.71372
1699,F-809,-117.156949,32.713566
1700,F-810,-117.156884,32.713721
1701,F-811,-117.15683200000001,32.713567
1702,F-812,-117.15676599999999,32.713721
1703,F-813,-117.15671499999999,32.713567
1704,F-814,-117.15666599999999,32.713722
1705,F-815,-117.156749,32.713576
1706,F-900N,-117.15607,32.713727
1707,F-900S,-117.156057,32.713538
1708,G-1000,-117.15533,32.712683
1709,G-1001,-117.15473700000001,32.712949
1710,G-1002,-117.155129,32.712684
1711,G-1003,-117.15548000000001,32.712553
1712,G-1004,-117.15538000000001,32.712683
1713,G-1008,-117.15521299999999,32.712683
1714,G-1010,-117.155046,32.712684
1715,G-1012,-117.15487900000001,32.712685
1716,G-1104,-117.154354,32.712688
1717,G-1106,-117.15408799999999,32.71269
1718,G-1107,-117.15453600000001,32.712533
1719,G-1108,-117.154421,32.712688
1720,G-1109,-117.15433600000001,32.712534000000005
1721,G-1110,-117.15422099999999,32.712689000000005
1722,G-1112,-117.15412099999999,32.71269
1723,G-1200,-117.15363,32.712693
1724,G-1201,-117.153522,32.712534999999995
1725,G-1202,-117.15351299999999,32.712694
1726,G-1203,-117.15351000000001,32.712457
1727,G-1204,-117.15341200000002,32.712694
1728,G-1205,-117.15345900000001,32.7125
1729,G-1206,-117.15331200000001,32.712694
1730,G-1207,-117.15343999999999,32.712545
1731,G-1208,-117.15321200000001,32.712695000000004
1732,G-1209,-117.15341399999998,32.712565999999995
1733,G-1211,-117.153406,32.712554
1734,G-1213,-117.15338200000001,32.712555
1735,G-1214,-117.15363,32.712693
1736,G-1215,-117.153368,32.712558
1737,G-1216,-117.15288000000001,32.712703999999995
1738,G-1217,-117.153062,32.71265
1739,G-1300,-117.152653,32.712697
1740,G-1301,-117.152735,32.712543
1741,G-1302,-117.152653,32.712697
1742,G-1303,-117.152735,32.712543
1743,G-1304,-117.152653,32.712697
1744,G-1305,-117.152735,32.712543
1745,G-1306,-117.152653,32.712697
1746,G-1307,-117.152735,32.712543
1747,G-1309,-117.152652,32.712543
1748,G-1311,-117.15233300000001,32.712784
1749,G-1313,-117.15256799999999,32.712544
1750,G-1315,-117.15248400000002,32.712544
1751,G-1317,-117.152401,32.712544
1752,G-1400,-117.15179099999999,32.712701
1753,G-1402,-117.15173300000001,32.712701
1754,G-1404,-117.151647,32.712702
1755,G-1406,-117.15158999999998,32.712702
1756,G-1408,-117.151504,32.712703000000005
1757,G-1409,-117.151445,32.712548999999996
1758,G-1410,-117.15136000000001,32.712703999999995
1759,G-1411,-117.151301,32.71255
1760,G-1412,-117.15121599999999,32.712703999999995
1761,G-1416,-117.151159,32.712705
1762,G-1418,-117.151073,32.712705
1763,G-1420,-117.15101499999999,32.712705
1764,G-1422,-117.150929,32.712706
1765,G-1424,-117.15087199999999,32.712706
1766,G-1426,-117.15078600000001,32.712707
1767,G-1428,-117.150728,32.712707
1768,G-1430,-117.15064199999999,32.712708
1769,G-1432,-117.150585,32.712708
1770,G-1434,-117.150498,32.712708
1771,G-1500,-117.15026200000001,32.712709000000004
1772,G-1502,-117.150195,32.712709999999994
1773,G-1504,-117.15011100000001,32.712709999999994
1774,G-1506,-117.150044,32.712709999999994
1775,G-1508,-117.14996000000001,32.712711
1776,G-1514,-117.14989299999999,32.712711
1777,G-1516,-117.149809,32.712711
1778,G-1523,-117.14974099999999,32.712558
1779,G-1525,-117.149674,32.712558
1780,G-1531,-117.14958999999999,32.712558
1781,G-603,-117.15911299999999,32.7125
1782,G-605,-117.15903,32.712501
1783,G-606,-117.15894899999999,32.712655
1784,G-608,-117.15886599999999,32.712656
1785,G-613,-117.158697,32.712503999999996
1786,G-614,-117.158616,32.712659
1787,G-615,-117.15853,32.712506
1788,G-617,-117.158447,32.712507
1789,G-700,-117.158124,32.712663
1790,G-701,-117.158206,32.712509000000004
1791,G-702,-117.158124,32.712663
1792,G-703,-117.158206,32.712509000000004
1793,G-704,-117.15796599999999,32.712659
1794,G-705,-117.158123,32.712509000000004
1795,G-707,-117.15803899999999,32.712509999999995
1796,G-709,-117.157955,32.712511
1797,G-711,-117.157872,32.712511
1798,G-712,-117.158124,32.712663
1799,G-713,-117.158206,32.712509000000004
1800,G-715,-117.158123,32.712509000000004
1801,G-801,-117.15729499999999,32.712516
1802,G-803,-117.15719399999999,32.712517
1803,G-805,-117.15711,32.712517999999996
1804,G-808,-117.15701100000001,32.712672999999995
1805,G-814,-117.15691000000001,32.712674
1806,G-815,-117.156823,32.712521
1807,G-816,-117.156724,32.712676
1808,G-817,-117.15663799999999,32.712523
1809,G-901,-117.15641200000002,32.712524
1810,G-903,-117.15636200000002,32.712525
1811,G-904,-117.156295,32.712679
1812,G-905,-117.156244,32.712525
1813,G-906,-117.156178,32.712679
1814,G-907,-117.156126,32.712526000000004
1815,G-908,-117.156076,32.71268
1816,G-909,-117.156025,32.712526000000004
1817,G-910,-117.15595900000001,32.71268
1818,G-911,-117.15590700000001,32.712527
1819,G-912,-117.155841,32.712680999999996
1820,G-913,-117.15578899999998,32.712527
1821,G-914,-117.15574,32.712680999999996
1822,G-915,-117.15568799999998,32.712528000000006
1823,H-1003,-117.155449,32.711448
1824,H-1005,-117.15536499999999,32.711448
1825,H-1007,-117.155281,32.711447
1826,H-1009,-117.155197,32.711447
1827,H-1010,-117.15511299999999,32.711601
1828,H-1011,-117.155029,32.711447
1829,H-1012,-117.154945,32.711601
1830,H-1013,-117.15486100000001,32.711447
1831,H-1014,-117.154777,32.7116
1832,H-1100,-117.15433600000001,32.711602
1833,H-1102,-117.15406899999999,32.711604
1834,H-1203,-117.15365800000001,32.711453000000006
1835,H-1205,-117.15359099999999,32.711453999999996
1836,H-1207,-117.153524,32.711456
1837,H-1209,-117.15338999999999,32.711458
1838,H-1211,-117.153273,32.711459999999995
1839,H-1213,-117.153139,32.711463
1840,H-1215,-117.15300500000001,32.711465000000004
1841,H-1217,-117.15293799999999,32.711465999999994
1842,H-1302,-117.15258100000001,32.711622
1843,H-1304,-117.15248100000001,32.711622
1844,H-1306,-117.15228,32.711469
1845,H-1307,-117.152376,32.711439
1846,H-1309,-117.152376,32.711438
1847,H-1311,-117.15223600000002,32.711549
1848,H-1313,-117.15216000000001,32.711656
1849,H-1315,-117.152161,32.711464
1850,H-1400,-117.15176899999999,32.711621
1851,H-1402,-117.15165400000001,32.71162
1852,H-1404,-117.151568,32.711619
1853,H-1406,-117.151482,32.711618
1854,H-1428,-117.15071,32.711456
1855,H-1429,-117.151284,32.711462
1856,H-1430,-117.15071,32.711456
1857,H-1431,-117.15111200000001,32.711461
1858,H-1432,-117.150995,32.711613
1859,H-1433,-117.15091100000001,32.711459000000005
1860,H-1435,-117.15071,32.711456
1861,H-1500,-117.15016299999999,32.711608
1862,H-1512,-117.149831,32.711611
1863,H-1514,-117.14966499999998,32.711612
1864,H-609,-117.158813,32.71143
1865,H-611,-117.15896200000002,32.71143
1866,H-612,-117.15888000000001,32.711584
1867,H-614,-117.158731,32.711584
1868,H-616,-117.15858200000001,32.711584
1869,H-617,-117.15851599999999,32.71143
1870,H-700,-117.15815900000001,32.711586
1871,H-702,-117.158041,32.711586
1872,H-704,-117.157923,32.711587
1873,H-706,-117.15778799999998,32.711588
1874,H-712,-117.157671,32.711589000000004
1875,H-714,-117.15755300000001,32.71159
1876,H-801,-117.157292,32.711438
1877,H-803,-117.157225,32.711438
1878,H-805,-117.15715800000001,32.711438
1879,H-807,-117.15709,32.711439
1880,H-808,-117.15700700000001,32.711593
1881,H-809,-117.156939,32.711439
1882,H-810,-117.156873,32.711593
1883,H-811,-117.156805,32.71144
1884,H-812,-117.156722,32.711594
1885,H-813,-117.156671,32.71144
1886,H-814,-117.15658799999999,32.711595
1887,H-900,-117.156329,32.711596
1888,H-908,-117.15621200000001,32.711597
1889,H-910,-117.156094,32.711597999999995
1890,H-912,-117.15596000000001,32.711599
1891,H-914,-117.15584299999999,32.7116
1892,H-916,-117.155725,32.711601
1893,J-1000N,-117.155473,32.709486
1894,J-1001,-117.15531200000001,32.709325
1895,J-1015,-117.15509399999999,32.709327
1896,J-1017,-117.15489199999999,32.709328
1897,J-1315,-117.15250400000001,32.70935
