,pole,longitude,latitude
158,5-1311,-117.16010700000001,32.719103999999994
159,5-1313,-117.16010800000001,32.7192
160,5-1314,-117.16029099999999,32.719295
161,5-1316,-117.160292,32.719390999999995
162,5-1317,-117.16011100000001,32.719488
163,5-1318,-117.160294,32.719583
164,5-1320,-117.16029499999999,32.719678
165,5-1323,-117.160114,32.719776
166,6-1011,-117.15918300000001,32.715901
167,6-1013,-117.15918400000001,32.716037
168,6-1015,-117.159186,32.716173
169,6-1300,-117.159396,32.718971999999994
170,6-1301,-117.15921399999999,32.719011
171,6-1302,-117.159397,32.719066999999995
172,6-1303,-117.15921499999999,32.719125
173,6-1304,-117.159397,32.719181
174,6-1305,-117.15921499999999,32.71922
175,6-1306,-117.159397,32.719277000000005
176,6-1307,-117.15921599999999,32.719334
177,6-1308,-117.159398,32.719390999999995
178,6-1309,-117.15921599999999,32.719429
179,6-1311,-117.15921599999999,32.719485999999996
180,6-1317,-117.15921599999999,32.719544
181,6-1318,-117.159399,32.7196
182,6-1319,-117.159217,32.719639
183,6-1320,-117.159399,32.719714
184,6-1321,-117.159217,32.719753000000004
185,6-1322,-117.1594,32.719809000000005
186,7-1104,-117.158451,32.716896999999996
187,7-1106,-117.158452,32.716974
188,7-1112,-117.158452,32.717051
189,7-1113,-117.15827,32.71711
190,7-1114,-117.158452,32.717186
191,7-1115,-117.158271,32.717264
192,7-1116,-117.15845300000001,32.717341
193,7-1117,-117.158271,32.717399
194,7-1118,-117.158454,32.717495
195,7-1119,-117.158272,32.717553
196,7-1121,-117.158272,32.71763
197,7-1124,-117.158455,32.717707
198,7-1300,-117.158464,32.718975
199,7-1301,-117.158282,32.719014
200,7-1302,-117.15846499999999,32.719069
201,7-1304,-117.15846499999999,32.719126
202,7-1306,-117.15846599999999,32.719183
203,7-1308,-117.15846599999999,32.719239
204,7-1310,-117.15846699999999,32.719277000000005
205,7-1311,-117.158285,32.719335
206,7-1312,-117.158468,32.719390000000004
207,7-1313,-117.158286,32.719429
208,7-1314,-117.158469,32.719504
209,7-1315,-117.15828799999998,32.719543
210,7-1316,-117.15847,32.719598
211,7-1317,-117.15828799999998,32.719637
212,7-1319,-117.158289,32.719694
213,7-1320,-117.158472,32.719749
214,7-1321,-117.15829,32.719807
215,8-1101,-117.15735600000001,32.716861
216,8-1102,-117.15753799999999,32.716937
217,8-1103,-117.157357,32.716977
218,8-1105,-117.157357,32.717034999999996
219,8-1107,-117.157357,32.717073
220,8-1109,-117.157358,32.717131
221,8-1111,-117.157358,32.717189000000005
222,8-1113,-117.15735900000001,32.717247
223,8-1114,-117.157541,32.717304999999996
224,8-1115,-117.15735900000001,32.717344
225,8-1116,-117.15754199999999,32.717421
226,8-1117,-117.15736000000001,32.717459999999996
227,8-1118,-117.15754299999999,32.717517
228,8-1119,-117.15736100000001,32.717557
229,8-1120,-117.15754299999999,32.717633
230,8-1121,-117.157362,32.717673
231,8-1122,-117.157544,32.717729999999996
232,8-1203,-117.15754799999999,32.717884999999995
233,8-1205,-117.157696,32.717908
234,8-1209,-117.15738700000001,32.71836
235,8-1211,-117.157436,32.718383
236,8-1213,-117.15743799999998,32.7185
237,8-1215,-117.157372,32.718523
238,8-1219,-117.157564,32.718619
239,8-1302,-117.157551,32.719095
240,8-1304,-117.157552,32.719189
241,8-1306,-117.15755300000001,32.719265
242,8-1307,-117.157372,32.719342
243,8-1309,-117.15737299999999,32.719436
244,8-1318,-117.157556,32.719529
245,8-1320,-117.15755700000001,32.719605
246,8-1322,-117.15755800000001,32.719699
247,8-1324,-117.15755800000001,32.719775
248,9-1302,-117.15665700000001,32.719099
249,9-1304,-117.15665700000001,32.719193
250,9-1310,-117.15665800000001,32.719269
251,9-1312,-117.15665800000001,32.719363
252,9-1318,-117.156659,32.719439
253,9-1320,-117.15666,32.719533
254,9-1322,-117.15666,32.719609000000005
255,9-1324,-117.15666100000001,32.719703
256,9-1326,-117.15666100000001,32.719778999999996
257,A-106,-117.163646,32.718913
258,A-108,-117.163477,32.718914
259,A-110,-117.16330900000001,32.718915
260,A-112,-117.163141,32.718915
261,A-200,-117.162815,32.718917
262,A-202,-117.162749,32.718918
263,A-204,-117.16266599999999,32.718918
264,A-205,-117.162598,32.718765000000005
265,A-206,-117.162516,32.718919
266,A-208,-117.16245,32.718920000000004
267,A-209,-117.16238200000001,32.718765999999995
268,A-210,-117.162301,32.718921
269,A-212,-117.162218,32.718922
270,A-214,-117.162151,32.718922
271,A-300N,-117.161511,32.718869
272,A-300S,-117.161542,32.718764
273,A-400,-117.16095700000001,32.718931
274,A-407,-117.16083700000001,32.718778
275,A-409,-117.16071799999999,32.718779
276,A-411,-117.160598,32.718779999999995
277,A-413,-117.16047900000001,32.718781
278,A-415,-117.16036000000001,32.718781
279,A-501,-117.16005200000001,32.718783
280,A-502,-117.159939,32.718938
281,A-504,-117.15984099999999,32.718938
282,A-506,-117.159742,32.718938
283,A-510,-117.159644,32.718939
284,A-514,-117.15953,32.718939
285,A-516,-117.15943100000001,32.71894
286,A-600,-117.15915600000001,32.718941
287,A-601,-117.159052,32.718788
288,A-603,-117.15894899999999,32.718788
289,A-605,-117.158829,32.718789
290,A-607,-117.158726,32.718789
291,A-609,-117.15862299999999,32.718789
292,A-614,-117.15850400000001,32.718944
293,A-700,-117.15820900000001,32.718946
294,A-702,-117.158092,32.718947
295,A-708,-117.157974,32.718947
296,A-710,-117.15784,32.718948
297,A-712,-117.157723,32.718949
298,A-714,-117.157605,32.71895
299,A-800,-117.157348,32.718952
300,A-806,-117.15710200000001,32.718953000000006
301,A-808,-117.15697,32.718953000000006
302,A-810,-117.15683899999999,32.718954
303,A-811,-117.0,32.1
304,A-813,-117.156756,32.71888
305,A-815,-117.156793,32.718857
306,AH-109,-117.16361699999999,32.71982
307,AH-111,-117.163398,32.719821
308,AH-113,-117.163197,32.719822
309,AH-201,-117.162838,32.719823999999996
310,AH-203,-117.162755,32.719823999999996
311,AH-209,-117.16245500000001,32.719825
312,AH-211,-117.162305,32.719826
313,AH-213,-117.16223799999999,32.719826
314,AH-215,-117.162155,32.719827
315,AH-303,-117.161846,32.719828
316,AH-305,-117.16177900000001,32.719828
317,AH-307,-117.16162800000001,32.719829
318,AH-311,-117.16154399999999,32.719829
319,AH-313,-117.16139299999999,32.71983
320,AH-315,-117.16124199999999,32.719831
321,AH-403,-117.16086399999999,32.71983
322,AH-405,-117.160711,32.719829
323,AH-407,-117.16062600000001,32.719829
324,AH-413,-117.16040600000001,32.719828
325,AH-501,-117.160096,32.719826
326,AH-503,-117.159948,32.719826
327,AH-505,-117.15979899999999,32.719825
328,AH-507,-117.159651,32.719823999999996
329,AH-513,-117.15956899999999,32.719823999999996
330,AH-515,-117.159503,32.719823999999996
331,AH-517,-117.15942,32.719823
332,AH-613,-117.158752,32.71982
333,AH-615,-117.15858200000001,32.719819
334,AH-703,-117.15816799999999,32.71982
335,AH-711,-117.15799999999999,32.719821
336,AH-713,-117.15783200000001,32.719822
337,AH-715,-117.157665,32.719823999999996
338,B-307,-117.161855,32.717731
339,B-308,-117.161703,32.717886
340,B-309,-117.161565,32.717734
341,B-310,-117.16143100000001,32.717888
342,B-312,-117.161278,32.717890000000004
343,B-400,-117.160963,32.717890999999995
344,B-402,-117.160844,32.717890999999995
345,B-404,-117.16063999999999,32.717892
346,B-405,-117.160537,32.717738
347,B-406,-117.16041799999999,32.717892
348,B-407,-117.16033300000001,32.717738
349,B-609,-117.15850900000001,32.717942
350,B-611,-117.158604,32.717988
351,B-613,-117.15873500000001,32.71774
352,B-615,-117.15856399999998,32.71774
353,B-703,-117.158051,32.717742
354,B-713,-117.1579,32.717743
355,B-715,-117.157766,32.717743
356,B-717,-117.157633,32.717744
357,B-813,-117.156697,32.717748
358,B-900,-117.156223,32.717762
359,B-901,-117.156457,32.717748
360,B-902,-117.15616899999999,32.717713
361,B-903,-117.156406,32.717748
362,B-904,-117.156089,32.717736
363,B-906,-117.155999,32.717793
364,B-907,-117.156355,32.717748
365,B-908,-117.155993,32.717949
366,B-909,-117.155996,32.717791
367,B-910,-117.156006,32.717927
368,B-911,-117.155869,32.717787
369,B-912,-117.155911,32.717959
370,B-914,-117.155854,32.71792
371,CL-1000,-117.16747600000001,32.715901
372,CL-1002,-117.167477,32.716029
373,CL-1004,-117.167478,32.716158
374,CL-1006,-117.167479,32.716305
375,CL-1012,-117.16748,32.716434
376,CL-1014,-117.16748100000001,32.716561999999996
377,CL-1103,-117.167301,32.716834000000006
378,CL-1104,-117.167483,32.716891
379,CL-1105,-117.167301,32.716949
380,CL-1106,-117.167484,32.717026000000004
381,CL-1107,-117.167302,32.717065000000005
382,CL-1108,-117.167484,32.717141999999996
383,CL-1109,-117.167302,32.717181
384,CL-1110,-117.16748500000001,32.717257000000004
385,CL-1111,-117.167303,32.717316
386,CL-1113,-117.167303,32.717372999999995
387,CL-1115,-117.167303,32.717431
388,CL-1116,-117.16748600000001,32.717508
389,CL-1122,-117.16748600000001,32.717566
390,CL-1124,-117.16748600000001,32.717624
391,CL-1126,-117.16748600000001,32.717681
392,CL-1200,-117.16748700000001,32.717883
393,CL-1202,-117.16748799999999,32.71796
394,CL-1204,-117.16748799999999,32.718016999999996
395,CL-1206,-117.16748799999999,32.718075
396,CL-1207,-117.16730600000001,32.718133
397,CL-1208,-117.16748899999999,32.71821
398,CL-1209,-117.16730700000001,32.718268
399,CL-1211,-117.16730700000001,32.718326
400,CL-1215,-117.16730700000001,32.718402000000005
401,CL-1217,-117.167308,32.71846
402,CL-1218,-117.16748999999999,32.718537
403,CL-1219,-117.167308,32.718595
404,CL-1224,-117.16748999999999,32.718652
405,CL-1225,-117.167309,32.718709999999994
406,CL-1303,-117.16731000000001,32.718971999999994
407,CL-1307,-117.16731100000001,32.71907
408,CL-1313,-117.16731200000001,32.719167999999996
409,CL-1318,-117.16749399999999,32.719265
410,CL-1320,-117.167495,32.719362
411,CL-1321,-117.16731399999999,32.719460999999995
412,CL-1322,-117.167497,32.719558
413,CL-1323,-117.16731499999999,32.719657
414,CL-1324,-117.167498,32.719753999999995
415,FR-1019,-117.164639,32.716039
416,FR-1102,-117.164828,32.717121
417,FR-1104,-117.164829,32.717428000000005
418,FR-1205,-117.164651,32.718069
419,FR-1207,-117.164651,32.718184
420,FR-1209,-117.164652,32.718318
421,FR-1211,-117.164653,32.718433000000005
422,FR-1215,-117.164654,32.71849
423,FR-1217,-117.164694,32.718829
424,FR-1301,-117.164658,32.71898
425,FR-1303,-117.16465900000001,32.719078
426,FR-1305,-117.16466000000001,32.719176000000004
427,FR-1307,-117.16466100000001,32.719273
428,FR-1309,-117.164662,32.719371
429,FR-1316,-117.164846,32.719565
430,FR-1318,-117.164847,32.719663
431,FR-1320,-117.16484799999999,32.71976
432,KT-1125,-117.169083,32.717569
433,KT-1205,-117.16908600000001,32.71788
434,KT-1207,-117.169087,32.717938000000004
435,KT-1209,-117.169087,32.717996
436,KT-1211,-117.169087,32.718053000000005
437,KT-1213,-117.169087,32.718111
438,KT-1214,-117.169269,32.718187
439,KT-1215,-117.169087,32.718226
440,KT-1216,-117.169269,32.718302
441,KT-1217,-117.169087,32.71836
442,KT-1223,-117.169087,32.718418
443,N-1001,-117.1682,32.715881
444,N-1003,-117.1682,32.715990000000005
445,N-1005,-117.1682,32.7161
446,N-1006,-117.168383,32.716228
447,N-1008,-117.168383,32.716337
448,N-1010,-117.168383,32.716465
449,N-1012,-117.168383,32.716575
450,N-1116,-117.16829299999999,32.717363
451,N-1118,-117.168314,32.717399
452,N-1120,-117.168292,32.717627
453,N-1122,-117.16829399999999,32.717631
454,N-1123,-117.168053,32.717421
455,N-1124,-117.168296,32.71763
456,N-1125,-117.169247,32.717681
457,N-1126,-117.168275,32.717690999999995
458,N-1127,-117.168352,32.717481
459,N-1128,-117.16830800000001,32.717757
460,N-1200,-117.168402,32.717902
461,N-1200W,-117.16801399999999,32.718602000000004
462,N-1202,-117.16843600000001,32.718011
463,N-1204,-117.168495,32.718011
464,N-1207,-117.168377,32.718129
465,N-1213,-117.16828899999999,32.71823
466,N-1301,-117.168249,32.718959000000005
467,N-1302,-117.16830900000001,32.719063
468,N-1306,-117.168275,32.71915
469,N-1307,-117.16823000000001,32.719173
470,N-1309,-117.168224,32.719178
471,N-1310,-117.168219,32.719326
472,N-1316,-117.16816999999999,32.719559999999994
473,N-1318,-117.168174,32.719617
474,N-1320,-117.168264,32.719640999999996
475,N-1321,-117.168396,32.719596
476,N-1322,-117.168219,32.719702000000005
477,N-1323,-117.168423,32.719588
478,N-1325,-117.16838999999999,32.719605
479,ST-1003,-117.16641100000001,32.716069
480,ST-1005,-117.16641000000001,32.716383
481,ST-1207,-117.16641000000001,32.717981
482,ST-1209,-117.16641000000001,32.718135
483,ST-1211,-117.166409,32.718308
484,ST-1213,-117.166409,32.718463
485,ST-1221,-117.166409,32.718617
486,U-1103,-117.16570300000001,32.718676
487,U-1105,-117.16570300000001,32.718676
488,U-1107,-117.16570300000001,32.718676
489,U-1109,-117.16570300000001,32.718676
490,U-1111,-117.16570300000001,32.718676
491,U-1113,-117.16570300000001,32.718676
492,U-1115,-117.16570300000001,32.718676
493,U-1117,-117.16570300000001,32.718676
494,U-1200,-117.165705,32.717886
495,U-1203,-117.0,32.1
496,U-1205,-117.165523,32.717982
497,U-1206,-117.165705,32.71804
498,U-1207,-117.165522,32.718078000000006
499,U-1208,-117.165704,32.718156
500,U-1209,-117.165522,32.718194
501,U-1210,-117.165704,32.718252
502,U-1211,-117.165522,32.718309999999995
503,U-1215,-117.165522,32.718348
504,U-1217,-117.165522,32.718406
505,U-1218,-117.165704,32.718464000000004
506,U-1219,-117.165521,32.718522
507,U-1222,-117.16570300000001,32.718579999999996
508,U-1224,-117.16570300000001,32.718638
509,U-1226,-117.16570300000001,32.718676
510,U-1300,-117.16570300000001,32.718917
511,U-1302,-117.16570300000001,32.718976
512,U-1303,-117.165521,32.719015
513,U-1304,-117.165702,32.719074
514,U-1305,-117.16552,32.719093
515,U-1306,-117.165702,32.719152
516,U-1307,-117.16552,32.719190999999995
517,U-1308,-117.165702,32.71925
518,U-1309,-117.16552,32.719288
519,U-1310,-117.165702,32.719347
520,U-1315,-117.16552,32.719386
521,U-1316,-117.165702,32.719445
522,U-1317,-117.16552,32.719464
523,U-1318,-117.165702,32.719522999999995
524,U-1319,-117.16552,32.719561999999996
525,U-1320,-117.165701,32.719621000000004
526,U-1321,-117.16551899999999,32.71966
527,U-1322,-117.165701,32.719718
528,U-1323,-117.16551899999999,32.719757
529,U-1324,-117.165701,32.719815999999994
530,WA-200,-117.16283200000001,32.718917
531,WA-202,-117.162699,32.718918
532,WA-204,-117.16258300000001,32.718919
533,WA-206,-117.16245,32.718920000000004
534,WA-208,-117.16231699999999,32.718921
535,WA-210,-117.16226699999999,32.718921
536,WA-212,-117.162201,32.718922
537,WA-302,-117.16191,32.718924
538,WA-303,-117.161824,32.718771000000004
539,WA-304,-117.16174099999999,32.718925
540,WA-305,-117.16165500000001,32.718771999999994
541,WA-306,-117.161573,32.718926
542,WA-307,-117.16148700000001,32.718773
543,WA-312,-117.161404,32.718928000000005
544,WA-314,-117.16131999999999,32.718928000000005
545,WA-316,-117.16123600000002,32.718928999999996
546,WA-400,-117.160974,32.718931
547,WA-402,-117.16088899999998,32.718931
548,WA-404,-117.16078700000001,32.718932
549,WA-406,-117.160702,32.718933
550,WA-408,-117.1606,32.718934000000004
551,WA-410,-117.16051499999999,32.718934000000004
552,WA-412,-117.16041299999999,32.718934999999995
553,WA-414,-117.160328,32.718936
554,WA-607,-117.16875,32.718732
555,WA-609,-117.16875900000001,32.718713
556,WA-611,-117.16881599999999,32.718705
557,WA-613,-117.15869199999999,32.718789
558,WA-615,-117.158555,32.718790000000006
559,WAH-203,-117.16263799999999,32.719825
560,WAH-205,-117.16248799999998,32.719825
561,WAH-211,-117.162222,32.719826
562,WAH-213,-117.162155,32.719827
563,WAH-300S,-117.165947,32.719881
564,WAH-409,-117.166946,32.719916
565,WAH-411,-117.160948,32.71983
566,WAH-413,-117.16101599999999,32.719831
567,WAH-415,-117.160948,32.71983
568,WAH-501,-117.160096,32.719826
569,WAH-503,-117.16001399999999,32.719826
570,WAH-513,-117.15956899999999,32.719823999999996
571,WAH-515,-117.15942,32.719823
572,WB-200,-117.164897,32.717862
573,WB-202,-117.16501000000001,32.717859999999995
574,WB-204,-117.165122,32.717859000000004
575,WB-400N,-117.16695,32.717843
576,WB-400S,-117.16712199999999,32.717771
577,WB-500N,-117.16793700000001,32.717679
578,WB-500S,-117.167851,32.717779
579,WB-600N,-117.16865800000001,32.717822
580,WB-601,-117.15912800000001,32.71774
581,WB-603,-117.15900800000001,32.71774
582,WB-606,-117.15888899999999,32.717894
583,WB-611,-117.15870100000001,32.71774
584,WB-613,-117.158649,32.71774
585,WB-615,-117.16895500000001,32.717677
586,WB-617,-117.168939,32.717713
587,WD-106,-117.16350200000001,32.715796000000005
588,WD-108,-117.163366,32.715795
589,WD-110,-117.16323,32.715794
590,WD-500,-117.16004299999999,32.715782
591,WD-502,-117.15996100000001,32.715783
592,WD-504,-117.159878,32.715784
593,WD-510,-117.159796,32.715784
594,WD-512,-117.15971299999998,32.715785
595,1-1400,-117.163956,32.720079999999996
596,1-1402,-117.163956,32.720212
597,1-1410,-117.16395700000001,32.720345
598,1-1412,-117.16395700000001,32.720496000000004
599,1-1420,-117.16395800000001,32.720628999999995
600,1-1424,-117.163959,32.720760999999996
601,1-1500,-117.163959,32.721055
602,1-1502,-117.163959,32.721131
603,1-1504,-117.16396,32.721227
604,1-1506,-117.16396,32.721303000000006
605,1-1508,-117.16396,32.721379999999996
606,1-1510,-117.16396,32.721455999999996
607,1-1512,-117.16396,32.721532
608,1-1514,-117.16396,32.721609
609,1-1516,-117.16396,32.721703999999995
610,1-1518,-117.16396,32.721781
611,1-1524,-117.16396,32.721857
612,1-1526,-117.16396,32.721968
613,2-1401,-117.16286000000001,32.720009000000005
614,2-1407,-117.16286000000001,32.720084
615,2-1409,-117.16286000000001,32.720141
616,2-1410,-117.16304299999999,32.720216
617,2-1412,-117.16304299999999,32.720292
618,2-1414,-117.16304299999999,32.720349
619,2-1415,-117.16286200000002,32.720425
620,2-1416,-117.163044,32.7205
621,2-1417,-117.16286200000002,32.720558000000004
622,2-1419,-117.16286200000002,32.720615
623,2-1421,-117.16286299999999,32.720690000000005
624,2-1423,-117.16286299999999,32.720746999999996
625,2-1521,-117.162866,32.72129
626,2-1523,-117.162869,32.721616999999995
627,3-1406,-117.162135,32.720088
628,3-1408,-117.162135,32.720221
629,3-1410,-117.162135,32.720353
630,3-1412,-117.162135,32.720504999999996
631,3-1416,-117.162135,32.720636999999996
632,3-1420,-117.162135,32.72077
633,3-1509,-117.16195400000001,32.72118
634,3-1511,-117.161955,32.721373
635,3-1519,-117.161956,32.721565999999996
636,3-1521,-117.161957,32.721759000000006
637,3-1602,-117.16214099999999,32.72208
638,3-1603,-117.16196000000001,32.722127
639,3-1604,-117.162143,32.722214
640,3-1605,-117.16196200000002,32.72226
641,3-1606,-117.162145,32.722347
642,3-1607,-117.16196399999998,32.722394
643,3-1609,-117.161965,32.722460999999996
644,3-1611,-117.16196599999999,32.722527
645,3-1613,-117.161969,32.722736
646,3-1615,-117.161969,32.72282
647,3-1617,-117.16197,32.722852
648,3-1619,-117.16197,32.722884
649,3-1621,-117.16197,32.722916
650,3-1623,-117.161971,32.722947999999995
651,3-1625,-117.161971,32.72298
652,3-1627,-117.161971,32.723012
653,4-1410,-117.16122299999999,32.720147999999995
654,4-1412,-117.161225,32.720338
655,4-1414,-117.16143899999999,32.720562
656,4-1419,-117.157255,32.715329
657,4-1421,-117.157255,32.715329
658,4-1423,-117.157255,32.715329
659,4-1424,-117.161229,32.720715999999996
660,4-1500,-117.16123300000001,32.721068
661,4-1501,-117.161051,32.721146999999995
662,4-1502,-117.161235,32.721242
663,4-1503,-117.161046,32.72112
664,4-1504,-117.161235,32.721319
665,4-1506,-117.16123600000002,32.721396999999996
666,4-1514,-117.16123700000001,32.721474
667,4-1516,-117.16123799999998,32.721551
668,4-1518,-117.161239,32.721629
669,4-1519,-117.161057,32.721707
670,4-1521,-117.16105800000001,32.721785
671,4-1523,-117.16105900000001,32.721862
672,4-1602,-117.161243,32.722182000000004
673,4-1603,-117.16106200000002,32.722347
674,4-1604,-117.161245,32.722542
675,4-1605,-117.161064,32.722705
676,4-1606,-117.161247,32.722893
677,5-1404,-117.160298,32.720012
678,5-1406,-117.160299,32.720089
679,5-1408,-117.160299,32.720146
680,5-1410,-117.160299,32.720203000000005
681,5-1411,-117.160118,32.720261
682,5-1412,-117.1603,32.720335999999996
683,5-1413,-117.160119,32.720394
684,5-1414,-117.157255,32.715329
685,5-1415,-117.160119,32.720451000000004
686,5-1416,-117.157255,32.715329
687,5-1417,-117.16011999999999,32.720527000000004
688,5-1418,-117.160122,32.720775
689,5-1419,-117.16011999999999,32.720584
690,5-1420,-117.160122,32.720775
691,5-1421,-117.16012099999999,32.720641
692,5-1422,-117.0,32.1
693,5-1423,-117.16012099999999,32.720717
694,5-1424,-117.157255,32.715329
695,5-1425,-117.160122,32.720775
696,5-1500,-117.160306,32.721069
697,5-1502,-117.160307,32.721127
698,5-1504,-117.160308,32.721205
699,5-1506,-117.160308,32.721263
700,5-1508,-117.16030900000001,32.721340000000005
701,5-1509,-117.160127,32.721399
