GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
1400000US06073008329,06073008329,"Census Tract 83.29, San Diego County, California",3198,369,125,91,307,144,496,203,657,203,736,195,343,126,326,147,69,72,56,43,29,31,14,22,40,61
1400000US06073008330,06073008330,"Census Tract 83.30, San Diego County, California",2108,203,9,15,84,58,174,81,573,157,643,144,177,81,326,108,27,29,22,27,0,17,62,54,11,21
1400000US06073008331,06073008331,"Census Tract 83.31, San Diego County, California",1220,106,32,42,79,35,145,47,299,88,313,89,102,40,141,54,27,25,13,13,48,30,15,15,6,9
1400000US06073008333,06073008333,"Census Tract 83.33, San Diego County, California",5887,743,143,177,454,224,921,333,1342,386,1333,446,420,209,664,286,171,118,94,67,285,194,60,69,0,19
1400000US06073008335,06073008335,"Census Tract 83.35, San Diego County, California",5156,427,40,37,86,76,444,165,838,239,996,212,601,160,1409,352,119,87,209,115,300,149,74,78,40,33
1400000US06073008336,06073008336,"Census Tract 83.36, San Diego County, California",1164,134,6,10,79,40,109,46,142,47,215,56,167,55,285,103,51,28,25,15,48,25,21,24,16,13
1400000US06073008337,06073008337,"Census Tract 83.37, San Diego County, California",2117,221,7,12,21,25,256,102,363,88,536,137,306,104,391,120,67,44,16,19,132,67,0,12,22,24
1400000US06073008339,06073008339,"Census Tract 83.39, San Diego County, California",1238,212,23,21,131,54,297,103,279,79,203,67,40,26,147,68,7,11,41,27,59,52,6,8,5,8
1400000US06073008340,06073008340,"Census Tract 83.40, San Diego County, California",5049,880,23,38,461,209,680,264,1058,362,1140,393,468,270,536,186,176,153,313,270,57,67,30,37,107,111
1400000US06073008341,06073008341,"Census Tract 83.41, San Diego County, California",3525,514,59,65,136,108,996,213,778,222,641,191,146,104,450,174,52,46,15,25,64,75,159,137,29,33
1400000US06073008343,06073008343,"Census Tract 83.43, San Diego County, California",2556,350,44,71,334,176,708,239,354,109,419,123,114,54,360,109,64,52,42,36,92,59,5,7,20,29
1400000US06073008344,06073008344,"Census Tract 83.44, San Diego County, California",1360,231,21,33,137,78,255,120,290,96,414,165,114,53,88,41,0,12,14,21,14,16,13,15,0,12
1400000US06073008345,06073008345,"Census Tract 83.45, San Diego County, California",2073,361,6,9,89,48,421,140,685,215,494,249,40,33,128,58,21,23,0,12,35,26,110,131,44,35
1400000US06073008346,06073008346,"Census Tract 83.46, San Diego County, California",2857,253,43,42,239,116,423,120,653,132,457,136,263,114,510,144,84,42,56,31,46,33,35,32,48,36
1400000US06073008347,06073008347,"Census Tract 83.47, San Diego County, California",3351,282,60,56,77,49,495,177,780,162,587,137,251,93,734,211,75,42,129,72,137,92,26,21,0,17
1400000US06073008348,06073008348,"Census Tract 83.48, San Diego County, California",2872,281,30,34,213,107,326,132,523,160,611,214,275,93,569,141,78,58,85,53,86,53,49,49,27,30
1400000US06073008349,06073008349,"Census Tract 83.49, San Diego County, California",1774,206,27,27,135,69,311,98,397,121,384,121,29,31,283,88,32,28,63,60,91,51,0,12,22,37
1400000US06073008350,06073008350,"Census Tract 83.50, San Diego County, California",3598,481,20,31,316,226,621,175,653,199,655,242,315,160,758,255,0,17,54,53,129,105,41,67,36,42
1400000US06073008351,06073008351,"Census Tract 83.51, San Diego County, California",2145,283,64,51,260,87,347,110,418,181,304,103,212,96,327,105,64,43,29,30,77,74,21,24,22,34
1400000US06073008352,06073008352,"Census Tract 83.52, San Diego County, California",1986,288,62,59,229,141,191,83,374,165,347,111,95,69,491,158,16,19,57,45,66,49,58,61,0,12
1400000US06073008353,06073008353,"Census Tract 83.53, San Diego County, California",2567,283,11,16,25,27,222,97,480,136,738,178,296,104,501,124,61,42,78,44,60,35,87,76,8,12
1400000US06073008354,06073008354,"Census Tract 83.54, San Diego County, California",3699,365,18,29,75,54,675,217,859,272,748,193,495,172,626,281,19,29,71,45,113,88,0,17,0,17
1400000US06073008355,06073008355,"Census Tract 83.55, San Diego County, California",1934,203,5,7,156,85,265,82,320,76,385,118,175,68,298,91,23,18,108,86,108,49,53,35,38,30
1400000US06073008356,06073008356,"Census Tract 83.56, San Diego County, California",1998,229,18,27,167,90,273,110,416,123,485,117,166,62,253,119,37,41,88,63,68,36,27,23,0,12
1400000US06073008357,06073008357,"Census Tract 83.57, San Diego County, California",2565,387,0,17,190,100,416,121,613,174,507,158,221,144,420,117,50,53,52,61,74,40,19,20,3,8
1400000US06073008358,06073008358,"Census Tract 83.58, San Diego County, California",4076,453,0,17,328,183,405,204,1140,235,620,178,283,132,881,223,93,77,68,77,149,114,71,68,38,46
1400000US06073008359,06073008359,"Census Tract 83.59, San Diego County, California",2521,254,106,90,259,129,456,129,503,138,535,159,154,68,213,89,33,31,87,69,80,82,53,40,42,37
1400000US06073008360,06073008360,"Census Tract 83.60, San Diego County, California",3669,403,2,13,393,179,539,245,751,211,829,279,239,95,562,220,165,121,35,37,63,61,38,46,53,58
1400000US06073008361,06073008361,"Census Tract 83.61, San Diego County, California",1479,212,17,19,89,58,439,138,253,95,253,97,24,21,175,85,5,9,50,44,33,33,63,58,78,75
1400000US06073008362,06073008362,"Census Tract 83.62, San Diego County, California",1689,184,24,29,144,82,459,134,408,123,278,86,72,63,133,66,48,43,50,39,39,37,24,28,10,15
1400000US06073008363,06073008363,"Census Tract 83.63, San Diego County, California",2937,396,18,32,57,51,468,216,833,272,804,339,185,121,372,162,15,24,0,17,163,117,7,12,15,25
1400000US06073008364,06073008364,"Census Tract 83.64, San Diego County, California",3033,396,25,30,111,69,566,188,1004,274,427,158,238,120,430,254,48,48,24,41,55,53,45,50,60,65
1400000US06073008365,06073008365,"Census Tract 83.65, San Diego County, California",1494,118,0,12,41,26,165,83,393,112,321,80,133,48,196,66,31,20,34,22,64,32,47,44,69,43
1400000US06073008366,06073008366,"Census Tract 83.66, San Diego County, California",2842,210,0,17,44,36,201,117,456,116,563,143,432,115,683,165,90,58,146,62,146,69,35,28,46,33
1400000US06073008501,06073008501,"Census Tract 85.01, San Diego County, California",2592,354,103,122,145,97,489,143,628,294,549,238,244,137,212,111,10,17,92,70,54,61,54,46,12,20
1400000US06073008502,06073008502,"Census Tract 85.02, San Diego County, California",2966,379,63,56,203,113,630,214,675,194,684,242,376,250,190,122,0,17,68,81,26,36,29,49,22,33
1400000US06073008503,06073008503,"Census Tract 85.03, San Diego County, California",3375,347,0,17,248,129,781,271,876,238,614,234,201,99,237,124,61,68,36,37,147,82,157,91,17,28
1400000US06073008504,06073008504,"Census Tract 85.04, San Diego County, California",2889,402,0,17,132,83,525,252,734,179,832,206,208,133,229,124,12,20,74,47,109,73,18,23,16,21
1400000US06073008505,06073008505,"Census Tract 85.05, San Diego County, California",3104,360,0,17,125,88,316,164,999,260,734,252,166,110,329,114,119,87,54,64,150,142,28,34,84,68
1400000US06073008506,06073008506,"Census Tract 85.06, San Diego County, California",2284,214,16,23,178,107,457,156,381,129,521,167,152,69,317,105,25,35,31,29,82,62,56,47,68,57
1400000US06073008507,06073008507,"Census Tract 85.07, San Diego County, California",3947,480,107,89,199,120,666,310,707,188,1393,354,321,178,218,114,32,37,181,141,81,77,27,45,15,24
1400000US06073008509,06073008509,"Census Tract 85.09, San Diego County, California",3566,447,54,43,100,88,773,257,608,211,968,262,196,98,511,202,57,41,36,42,80,66,0,17,183,159
1400000US06073008510,06073008510,"Census Tract 85.10, San Diego County, California",3479,482,0,17,313,177,871,284,647,208,494,162,218,174,634,285,97,70,16,26,112,91,59,74,18,28
1400000US06073008511,06073008511,"Census Tract 85.11, San Diego County, California",1833,247,34,29,256,96,392,119,322,120,347,123,115,60,238,97,24,29,50,44,41,34,14,22,0,12
1400000US06073008512,06073008512,"Census Tract 85.12, San Diego County, California",2278,339,16,17,277,190,356,127,495,114,543,135,205,78,231,96,0,12,59,61,53,45,34,38,9,14
1400000US06073008513,06073008513,"Census Tract 85.13, San Diego County, California",1466,210,21,21,83,62,340,141,288,96,217,83,161,62,192,74,0,12,8,13,17,25,75,62,64,58
1400000US06073008600,06073008600,"Census Tract 86, San Diego County, California",3113,363,0,17,107,77,533,129,640,169,465,164,256,112,566,170,94,101,102,75,158,114,138,81,54,46
1400000US06073008701,06073008701,"Census Tract 87.01, San Diego County, California",1593,137,17,20,181,92,279,97,366,92,389,96,76,53,195,86,0,12,21,29,57,46,0,12,12,19
1400000US06073008702,06073008702,"Census Tract 87.02, San Diego County, California",2322,193,22,30,183,92,649,195,514,186,488,132,84,53,202,103,17,19,19,26,83,55,27,25,34,35
1400000US06073008800,06073008800,"Census Tract 88, San Diego County, California",2482,314,12,18,140,59,320,115,496,138,569,138,119,85,544,178,33,40,74,53,112,62,63,66,0,17
1400000US06073008901,06073008901,"Census Tract 89.01, San Diego County, California",3115,403,81,97,292,149,533,174,539,180,737,315,177,139,383,174,54,52,0,17,157,117,62,90,100,89
1400000US06073008902,06073008902,"Census Tract 89.02, San Diego County, California",1263,199,16,26,128,82,211,93,251,78,299,99,49,36,214,96,14,22,31,31,27,24,10,15,13,24
1400000US06073009000,06073009000,"Census Tract 90, San Diego County, California",1858,306,17,21,113,68,330,135,266,87,430,134,76,65,255,120,83,81,69,58,85,75,81,70,53,48
1400000US06073009101,06073009101,"Census Tract 91.01, San Diego County, California",2419,271,42,51,85,62,501,167,597,213,660,189,145,88,272,166,0,17,35,42,82,71,0,17,0,17
1400000US06073009102,06073009102,"Census Tract 91.02, San Diego County, California",1949,195,0,12,55,54,389,140,421,133,578,157,132,70,224,119,25,27,26,30,30,37,55,61,14,22
1400000US06073009103,06073009103,"Census Tract 91.03, San Diego County, California",1493,169,6,10,78,52,319,94,380,104,353,114,18,22,180,74,25,26,16,19,69,47,22,26,27,28
1400000US06073009104,06073009104,"Census Tract 91.04, San Diego County, California",1502,255,7,13,100,69,216,86,249,96,375,118,243,183,145,76,24,23,38,26,46,56,22,26,37,45
1400000US06073009106,06073009106,"Census Tract 91.06, San Diego County, California",1360,187,61,33,130,55,205,69,308,85,292,82,127,51,92,44,24,23,0,12,72,38,17,15,32,25
1400000US06073009107,06073009107,"Census Tract 91.07, San Diego County, California",2685,312,39,51,276,120,459,166,606,188,506,154,341,104,242,96,92,101,28,27,23,26,73,63,0,12
1400000US06073009201,06073009201,"Census Tract 92.01, San Diego County, California",2213,233,0,17,107,61,584,137,712,168,501,124,138,85,69,48,0,17,12,20,38,39,35,36,17,27
1400000US06073009202,06073009202,"Census Tract 92.02, San Diego County, California",2547,285,125,117,180,87,431,92,765,252,395,104,62,39,343,105,28,25,36,38,86,67,80,71,16,16
1400000US06073009301,06073009301,"Census Tract 93.01, San Diego County, California",2340,294,58,55,238,82,397,115,357,106,467,125,189,92,380,134,39,30,0,17,88,70,92,67,35,26
1400000US06073009304,06073009304,"Census Tract 93.04, San Diego County, California",4659,679,123,104,425,191,393,249,1064,302,1494,429,173,130,531,233,37,43,216,153,49,54,154,138,0,17
1400000US06073009305,06073009305,"Census Tract 93.05, San Diego County, California",2794,429,0,17,214,111,395,197,675,167,655,330,192,113,546,276,16,27,23,35,48,46,0,17,30,39
1400000US06073009306,06073009306,"Census Tract 93.06, San Diego County, California",3741,643,13,21,294,148,563,234,1262,382,607,252,476,225,347,246,0,17,19,31,67,60,73,76,20,38
1400000US06073009400,06073009400,"Census Tract 94, San Diego County, California",2007,415,346,118,791,272,377,154,150,89,115,64,48,35,99,66,4,6,39,33,23,25,4,6,11,23
1400000US06073009502,06073009502,"Census Tract 95.02, San Diego County, California",1664,163,9,15,273,130,421,123,321,95,279,116,244,86,69,38,39,49,9,15,0,12,0,12,0,12
1400000US06073009504,06073009504,"Census Tract 95.04, San Diego County, California",2988,238,16,18,67,36,153,76,422,141,626,132,547,147,695,188,135,58,58,36,169,113,65,57,35,43
1400000US06073009505,06073009505,"Census Tract 95.05, San Diego County, California",3495,305,0,17,174,110,443,126,730,176,715,189,472,191,539,183,81,102,20,30,81,60,61,51,179,111
1400000US06073009506,06073009506,"Census Tract 95.06, San Diego County, California",1981,200,39,27,199,91,235,81,495,132,556,116,145,64,160,62,53,42,32,29,36,32,4,9,27,32
1400000US06073009507,06073009507,"Census Tract 95.07, San Diego County, California",1731,194,42,40,101,61,233,114,228,76,430,120,231,90,351,117,6,11,28,29,23,24,46,44,12,18
1400000US06073009509,06073009509,"Census Tract 95.09, San Diego County, California",2075,349,10,17,178,122,167,118,454,193,533,198,104,83,333,149,57,54,71,61,97,66,0,12,71,105
1400000US06073009510,06073009510,"Census Tract 95.10, San Diego County, California",1488,138,14,21,42,46,53,31,399,110,432,148,200,89,187,85,69,50,80,59,12,14,0,12,0,12
1400000US06073009511,06073009511,"Census Tract 95.11, San Diego County, California",1221,129,0,12,55,49,133,90,333,98,252,88,140,64,104,57,51,40,16,17,120,89,9,15,8,14
1400000US06073009602,06073009602,"Census Tract 96.02, San Diego County, California",1797,223,39,44,85,41,315,121,345,127,467,130,86,49,275,85,0,12,27,22,47,41,51,38,60,38
1400000US06073009603,06073009603,"Census Tract 96.03, San Diego County, California",2832,445,54,65,171,120,400,181,706,186,692,189,173,101,256,107,52,42,69,69,39,37,131,109,89,75
1400000US06073009604,06073009604,"Census Tract 96.04, San Diego County, California",1690,315,26,25,238,114,296,162,398,165,348,114,89,57,219,133,7,11,7,11,55,40,7,12,0,12
1400000US06073009703,06073009703,"Census Tract 97.03, San Diego County, California",1415,177,29,25,112,65,228,84,313,88,241,77,53,31,189,79,45,34,21,24,64,53,50,33,70,47
1400000US06073009704,06073009704,"Census Tract 97.04, San Diego County, California",2538,331,0,17,81,61,443,198,464,170,536,161,216,106,310,135,185,100,45,60,111,70,109,65,38,59
1400000US06073009705,06073009705,"Census Tract 97.05, San Diego County, California",1736,190,26,22,113,46,330,105,443,99,350,120,71,44,193,87,38,26,57,37,44,36,23,34,48,32
1400000US06073009706,06073009706,"Census Tract 97.06, San Diego County, California",2781,434,49,55,206,160,409,162,407,157,809,207,98,76,399,194,133,106,38,46,113,73,72,68,48,63
1400000US06073009801,06073009801,"Census Tract 98.01, San Diego County, California",2246,251,58,51,190,109,268,138,407,181,637,164,100,62,308,155,49,52,50,49,133,79,46,42,0,12
1400000US06073009802,06073009802,"Census Tract 98.02, San Diego County, California",2564,337,106,89,185,128,270,137,423,148,630,200,263,106,310,134,22,26,105,80,229,112,21,30,0,17
1400000US06073009804,06073009804,"Census Tract 98.04, San Diego County, California",2274,213,11,17,143,78,260,89,390,85,431,110,256,100,313,110,227,123,97,58,75,54,44,37,27,26
1400000US06073009805,06073009805,"Census Tract 98.05, San Diego County, California",2490,179,0,17,275,115,185,124,331,136,591,168,283,102,444,170,102,63,34,31,98,50,98,65,49,44
1400000US06073009901,06073009901,"Census Tract 99.01, San Diego County, California",507,182,73,87,115,92,77,56,80,59,42,42,35,25,46,45,10,21,0,12,10,21,19,28,0,12
1400000US06073009902,06073009902,"Census Tract 99.02, San Diego County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06073010001,06073010001,"Census Tract 100.01, San Diego County, California",1678,226,0,12,57,62,213,87,434,161,209,86,122,60,369,149,55,42,34,41,87,46,70,50,28,29
1400000US06073010003,06073010003,"Census Tract 100.03, San Diego County, California",2650,294,33,31,134,107,481,132,600,180,501,145,274,157,220,105,87,83,0,17,196,100,62,49,62,82
1400000US06073010004,06073010004,"Census Tract 100.04, San Diego County, California",1702,274,0,12,91,63,200,125,250,108,244,103,133,68,370,130,35,42,12,18,128,64,107,100,132,73
1400000US06073010005,06073010005,"Census Tract 100.05, San Diego County, California",2704,360,0,17,145,78,218,104,449,135,296,140,149,86,663,222,78,58,156,97,208,81,243,109,99,66
1400000US06073010009,06073010009,"Census Tract 100.09, San Diego County, California",2641,252,89,80,157,109,355,121,380,144,531,189,152,71,232,115,86,58,198,108,182,90,115,74,164,111
1400000US06073010010,06073010010,"Census Tract 100.10, San Diego County, California",2142,217,52,61,184,95,313,122,322,101,313,114,159,71,359,96,14,16,94,58,208,79,94,66,30,37
1400000US06073010011,06073010011,"Census Tract 100.11, San Diego County, California",1849,189,36,26,84,59,210,77,265,87,267,82,148,74,372,162,78,44,91,42,133,50,64,36,101,55
1400000US06073010012,06073010012,"Census Tract 100.12, San Diego County, California",1834,228,51,58,80,60,133,65,374,144,379,144,142,88,280,101,105,66,75,56,110,72,76,48,29,31
1400000US06073010013,06073010013,"Census Tract 100.13, San Diego County, California",1908,222,72,53,132,78,202,110,399,123,346,104,108,77,268,123,11,17,37,27,120,72,192,97,21,25
1400000US06073010014,06073010014,"Census Tract 100.14, San Diego County, California",7778,603,76,67,295,223,965,285,953,239,1313,383,975,312,1501,374,149,81,458,181,558,156,322,144,213,98
1400000US06073010015,06073010015,"Census Tract 100.15, San Diego County, California",1251,136,9,11,96,49,175,60,166,57,175,66,78,34,315,67,20,23,60,37,47,35,60,42,50,33
1400000US06073010103,06073010103,"Census Tract 101.03, San Diego County, California",2561,278,0,17,199,94,312,121,347,120,321,154,118,69,353,115,96,81,151,81,226,104,279,126,159,99
1400000US06073010104,06073010104,"Census Tract 101.04, San Diego County, California",1641,311,0,12,61,44,250,130,193,111,342,160,98,53,332,114,36,36,153,95,81,56,49,42,46,54
1400000US06073010106,06073010106,"Census Tract 101.06, San Diego County, California",2270,314,0,17,181,155,310,128,340,112,388,133,236,102,332,121,96,54,99,76,161,81,44,35,83,65
1400000US06073010107,06073010107,"Census Tract 101.07, San Diego County, California",2782,324,103,98,179,101,287,93,401,151,495,168,261,107,597,159,38,38,168,72,161,70,85,52,7,11
1400000US06073010109,06073010109,"Census Tract 101.09, San Diego County, California",2020,264,23,37,91,59,289,100,248,99,261,104,144,62,390,141,21,26,224,109,209,97,79,83,41,52
1400000US06073010110,06073010110,"Census Tract 101.10, San Diego County, California",2931,368,13,21,319,193,274,127,453,195,506,157,106,84,615,202,11,18,120,83,240,164,173,85,101,79
1400000US06073010111,06073010111,"Census Tract 101.11, San Diego County, California",1041,166,5,6,72,55,180,94,123,67,103,48,120,54,144,73,26,31,54,41,77,47,110,54,27,32
1400000US06073010112,06073010112,"Census Tract 101.12, San Diego County, California",1923,233,0,17,174,97,328,122,246,98,359,117,94,58,319,111,48,41,102,63,74,54,169,70,10,15
1400000US06073010200,06073010200,"Census Tract 102, San Diego County, California",2503,368,116,88,141,101,224,144,297,151,547,217,183,122,356,138,34,34,121,105,218,135,102,70,164,102
1400000US06073010300,06073010300,"Census Tract 103, San Diego County, California",1995,285,0,12,180,90,68,36,423,108,335,118,316,162,277,105,54,60,80,54,120,69,65,64,77,60
1400000US06073010401,06073010401,"Census Tract 104.01, San Diego County, California",928,125,43,44,60,40,103,47,171,54,192,72,99,41,104,49,18,17,17,15,55,38,58,37,8,11
1400000US06073010402,06073010402,"Census Tract 104.02, San Diego County, California",2297,254,43,50,124,59,344,113,355,108,398,130,179,78,527,155,36,40,16,18,114,64,95,52,66,51
1400000US06073010501,06073010501,"Census Tract 105.01, San Diego County, California",622,148,20,23,48,27,88,59,160,87,54,33,36,25,84,70,28,20,52,57,39,42,13,13,0,12
1400000US06073010502,06073010502,"Census Tract 105.02, San Diego County, California",2569,322,10,16,211,94,375,180,527,191,461,154,225,114,426,141,56,52,50,36,148,72,34,28,46,48
1400000US06073010601,06073010601,"Census Tract 106.01, San Diego County, California",804,198,43,37,31,34,82,53,103,54,175,93,65,28,200,93,42,49,11,13,23,18,16,15,13,20
1400000US06073010800,06073010800,"Census Tract 108, San Diego County, California",1318,180,56,59,440,176,126,56,267,105,232,115,11,17,46,45,19,25,22,27,33,31,47,46,19,21
1400000US06073010900,06073010900,"Census Tract 109, San Diego County, California",809,117,58,45,136,57,183,70,146,65,159,67,17,26,48,27,20,20,7,12,11,15,24,31,0,12
1400000US06073011000,06073011000,"Census Tract 110, San Diego County, California",1507,189,23,25,270,159,396,135,248,129,240,111,46,32,64,42,33,30,8,12,66,59,80,65,33,29
1400000US06073011100,06073011100,"Census Tract 111, San Diego County, California",1869,226,132,74,354,125,403,122,358,104,235,92,56,42,147,87,26,26,18,20,45,33,50,34,45,32
1400000US06073011300,06073011300,"Census Tract 113, San Diego County, California",1627,421,82,58,268,112,300,158,304,160,362,230,44,41,94,75,28,58,27,57,48,67,70,76,0,12
1400000US06073011601,06073011601,"Census Tract 116.01, San Diego County, California",2051,250,40,35,72,47,220,88,344,117,352,112,70,47,422,146,11,18,82,64,165,142,221,108,52,49
1400000US06073011602,06073011602,"Census Tract 116.02, San Diego County, California",1410,197,21,26,104,51,145,65,327,95,371,119,67,43,155,58,22,20,18,20,32,29,110,57,38,24
1400000US06073011700,06073011700,"Census Tract 117, San Diego County, California",2644,540,42,55,164,115,314,143,410,254,333,165,256,126,307,150,223,196,335,229,154,112,55,60,51,52
1400000US06073011801,06073011801,"Census Tract 118.01, San Diego County, California",1410,215,22,25,105,65,203,94,190,77,345,122,66,56,245,87,42,42,38,35,26,29,95,58,33,32
1400000US06073011802,06073011802,"Census Tract 118.02, San Diego County, California",3146,424,43,43,132,60,423,125,295,134,722,248,197,83,684,228,145,93,117,85,146,68,152,91,90,82
1400000US06073011902,06073011902,"Census Tract 119.02, San Diego County, California",2265,294,23,25,135,102,211,98,332,119,481,132,208,143,352,130,59,60,69,55,163,107,112,75,120,70
1400000US06073012002,06073012002,"Census Tract 120.02, San Diego County, California",1610,217,10,16,114,112,122,74,272,96,450,115,58,48,324,115,10,15,24,21,140,70,70,76,16,17
1400000US06073012003,06073012003,"Census Tract 120.03, San Diego County, California",1595,200,20,22,91,51,144,58,193,64,412,119,172,65,410,136,24,28,45,35,62,34,22,29,0,12
1400000US06073012101,06073012101,"Census Tract 121.01, San Diego County, California",898,160,22,25,34,22,99,38,162,75,123,49,53,31,177,63,55,47,35,31,85,74,47,37,6,9
1400000US06073012102,06073012102,"Census Tract 121.02, San Diego County, California",1575,169,14,14,94,63,164,72,237,83,298,91,116,55,313,98,61,74,65,46,123,56,65,34,25,23
1400000US06073012200,06073012200,"Census Tract 122, San Diego County, California",1348,161,0,12,53,44,190,60,273,66,258,79,77,42,210,70,17,15,51,39,105,48,95,40,19,17
1400000US06073012302,06073012302,"Census Tract 123.02, San Diego County, California",709,111,13,16,19,17,100,45,122,54,172,48,56,36,89,50,34,28,12,18,10,14,63,49,19,17
1400000US06073012303,06073012303,"Census Tract 123.03, San Diego County, California",1274,183,10,14,72,59,148,79,108,59,257,104,80,58,252,89,52,47,102,84,91,73,69,48,33,43
1400000US06073012304,06073012304,"Census Tract 123.04, San Diego County, California",1346,239,30,41,90,60,174,78,275,112,193,83,119,62,221,90,55,56,0,12,118,70,71,54,0,12
1400000US06073012401,06073012401,"Census Tract 124.01, San Diego County, California",1308,187,24,24,254,124,68,68,134,87,277,113,59,44,295,115,41,35,10,15,84,68,30,41,32,41
1400000US06073012402,06073012402,"Census Tract 124.02, San Diego County, California",2131,252,39,50,314,130,141,77,273,114,260,120,225,96,366,123,17,21,44,57,261,168,111,81,80,75
1400000US06073012501,06073012501,"Census Tract 125.01, San Diego County, California",1225,338,4,12,94,61,31,29,260,120,274,151,44,42,118,82,27,38,154,110,155,102,31,48,33,38
1400000US06073012502,06073012502,"Census Tract 125.02, San Diego County, California",1590,258,71,57,113,59,225,102,202,89,271,112,60,59,269,103,96,66,65,47,163,86,43,47,12,20
1400000US06073012600,06073012600,"Census Tract 126, San Diego County, California",1773,285,16,19,66,59,235,99,404,145,278,114,80,51,281,137,18,21,35,33,215,93,121,125,24,25
1400000US06073012700,06073012700,"Census Tract 127, San Diego County, California",2212,301,14,17,291,97,196,86,261,79,404,142,205,135,280,118,75,75,18,23,254,136,92,64,122,79
1400000US06073012800,06073012800,"Census Tract 128, San Diego County, California",1580,229,37,35,218,103,225,122,183,77,137,56,152,100,213,100,78,56,40,32,152,74,116,81,29,36
1400000US06073012900,06073012900,"Census Tract 129, San Diego County, California",1391,243,0,12,157,76,204,91,301,104,199,88,111,77,149,78,72,57,64,37,80,44,54,44,0,12
1400000US06073013000,06073013000,"Census Tract 130, San Diego County, California",2193,345,20,23,135,65,187,105,347,105,267,104,166,69,607,213,20,24,155,92,182,100,63,53,44,37
1400000US06073013102,06073013102,"Census Tract 131.02, San Diego County, California",2679,447,44,51,184,123,471,227,499,236,424,209,141,101,390,185,42,63,145,108,238,179,43,38,58,72
1400000US06073013103,06073013103,"Census Tract 131.03, San Diego County, California",1063,139,12,15,97,46,106,57,236,74,212,96,38,22,120,46,23,17,61,47,81,49,62,34,15,13
1400000US06073013104,06073013104,"Census Tract 131.04, San Diego County, California",2310,305,37,45,258,144,311,106,269,109,522,162,205,98,338,107,81,81,47,48,153,114,53,51,36,41
1400000US06073013203,06073013203,"Census Tract 132.03, San Diego County, California",2228,460,26,36,86,84,205,103,407,207,454,181,224,151,326,133,52,56,60,71,120,94,234,206,34,51
1400000US06073013204,06073013204,"Census Tract 132.04, San Diego County, California",1689,219,45,43,100,55,221,95,307,142,305,118,146,84,167,80,22,29,78,53,162,89,67,53,69,60
1400000US06073013205,06073013205,"Census Tract 132.05, San Diego County, California",856,121,30,39,45,38,84,50,148,81,93,48,120,67,152,57,33,26,12,14,64,38,24,28,51,48
1400000US06073013206,06073013206,"Census Tract 132.06, San Diego County, California",2453,441,18,29,133,128,265,130,386,168,374,204,272,126,669,284,55,65,0,17,167,127,62,52,52,53
1400000US06073013301,06073013301,"Census Tract 133.01, San Diego County, California",2163,222,11,17,97,74,343,146,311,100,268,100,255,108,350,143,138,73,101,62,155,75,97,56,37,34
1400000US06073013302,06073013302,"Census Tract 133.02, San Diego County, California",1669,309,43,42,102,70,278,87,193,90,181,86,202,118,175,74,91,48,115,83,176,87,77,60,36,33
1400000US06073013303,06073013303,"Census Tract 133.03, San Diego County, California",2320,350,9,15,79,69,253,91,484,170,636,197,63,42,274,106,124,70,110,93,222,80,28,29,38,46
1400000US06073013306,06073013306,"Census Tract 133.06, San Diego County, California",1790,283,27,35,106,85,92,76,424,172,263,118,75,59,417,147,22,22,121,67,214,104,29,25,0,12
1400000US06073013307,06073013307,"Census Tract 133.07, San Diego County, California",1422,213,24,26,83,66,223,108,277,109,182,79,40,35,197,99,22,23,72,65,144,75,111,76,47,40
1400000US06073013308,06073013308,"Census Tract 133.08, San Diego County, California",1467,198,4,8,80,54,186,86,223,66,239,72,109,56,243,71,4,6,47,37,151,74,124,52,57,35
1400000US06073013309,06073013309,"Census Tract 133.09, San Diego County, California",3375,339,0,17,111,63,469,126,579,181,581,193,217,89,853,205,69,49,139,73,209,85,104,86,44,43
1400000US06073013310,06073013310,"Census Tract 133.10, San Diego County, California",12645,1377,41,63,509,354,1529,532,2359,675,2047,680,826,397,2263,529,340,232,676,393,1171,495,510,257,374,342
1400000US06073013311,06073013311,"Census Tract 133.11, San Diego County, California",5034,380,28,36,139,112,385,160,802,216,547,194,280,135,1074,224,320,154,302,137,592,215,446,179,119,115
1400000US06073013312,06073013312,"Census Tract 133.12, San Diego County, California",1333,185,9,12,33,27,172,67,289,91,228,82,87,56,262,88,64,38,43,38,69,36,48,36,29,32
1400000US06073013313,06073013313,"Census Tract 133.13, San Diego County, California",6079,601,0,19,251,131,474,231,675,243,1275,523,546,218,840,343,47,45,432,179,1037,311,466,203,36,34
1400000US06073013314,06073013314,"Census Tract 133.14, San Diego County, California",7045,776,97,111,288,173,364,274,860,291,1047,296,524,262,1631,424,207,149,746,303,612,211,434,252,235,161
